date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-12T21:00:00,2459439.375,-23.943,-19.364,0.101,4.579,2.274,0,2.274,9.306,0.101,0,1.851,0.423,1.851,0.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-12T21:15:00,2459439.385,-25.98,-21.515,0.097,4.465,2.276,0,2.276,9.308,0.097,0,1.837,0.439,1.837,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-12T21:30:00,2459439.396,-25.217,-20.801,0.099,4.416,2.271,0,2.271,9.328,0.099,0,1.823,0.448,1.823,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-12T21:45:00,2459439.406,-23.229,-18.828,0.099,4.401,2.263,0,2.263,9.366,0.099,0,1.826,0.437,1.826,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-12T22:00:00,2459439.417,-23.641,-19.236,0.1,4.405,2.263,0,2.263,9.368,0.1,0,1.829,0.434,1.829,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-12T22:15:00,2459439.427,-24.335,-20.016,0.101,4.319,2.248,0,2.248,9.394,0.101,0,1.806,0.442,1.806,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T01:00:00,2459439.542,-20.082,-16.318,0.095,3.764,2.218,0,2.218,9.558,0.095,0,1.781,0.437,1.781,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T01:15:00,2459439.552,-18.213,-14.446,0.095,3.768,2.227,0,2.227,9.594,0.095,0,1.798,0.429,1.798,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T01:30:00,2459439.563,-16.846,-13.197,0.091,3.649,2.228,0,2.228,9.556,0.091,0,1.793,0.435,1.793,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T01:45:00,2459439.573,-19.059,-15.239,0.093,3.82,2.236,0,2.236,9.597,0.093,0,1.792,0.445,1.792,0.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T02:00:00,2459439.583,-19.065,-15.266,0.089,3.799,2.228,0,2.228,9.544,0.089,0,1.801,0.427,1.801,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T02:15:00,2459439.594,-19.158,-15.193,0.095,3.966,2.236,0,2.236,9.537,0.095,0,1.807,0.429,1.807,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T02:30:00,2459439.604,-21.196,-17.413,0.093,3.783,2.239,0,2.239,9.518,0.093,0,1.817,0.422,1.817,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T02:45:00,2459439.615,-20.362,-16.388,0.097,3.975,2.235,0,2.235,9.503,0.097,0,1.791,0.444,1.791,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T03:00:00,2459439.625,-20.055,-16.102,0.095,3.953,2.239,0,2.239,9.486,0.095,0,1.789,0.45,1.789,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T03:15:00,2459439.635,-21.678,-17.584,0.095,4.094,2.255,0,2.255,9.47,0.095,0,1.795,0.46,1.795,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T03:30:00,2459439.646,-23.268,-19.18,0.09,4.087,2.266,0,2.266,9.439,0.09,0,1.813,0.454,1.813,0.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T03:45:00,2459439.656,-23.418,-19.169,0.095,4.249,2.271,0,2.271,9.454,0.095,0,1.807,0.464,1.807,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T04:00:00,2459439.667,-24.969,-20.843,0.091,4.126,2.257,0,2.257,9.401,0.091,0,1.79,0.467,1.79,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T04:15:00,2459439.677,-23.536,-19.214,0.095,4.322,2.273,0,2.273,9.38,0.095,0,1.827,0.446,1.827,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T04:30:00,2459439.688,-25.274,-20.777,0.099,4.497,2.275,0,2.275,9.37,0.099,0,1.839,0.436,1.839,0.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T04:45:00,2459439.698,-25.527,-21.045,0.096,4.483,2.276,0,2.276,9.346,0.096,0,1.838,0.438,1.838,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T05:00:00,2459439.708,-26.242,-21.769,0.094,4.473,2.288,0,2.288,9.319,0.093,0,1.841,0.447,1.841,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T05:15:00,2459439.719,-25.183,-20.57,0.094,4.613,2.279,0,2.279,9.28,0.094,0,1.83,0.45,1.83,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T05:30:00,2459439.729,-26.855,-22.144,0.093,4.712,2.285,0,2.285,9.258,0.093,0,1.841,0.443,1.841,0.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T05:45:00,2459439.74,-26.317,-21.555,0.094,4.762,2.289,0,2.289,9.261,0.094,0,1.838,0.451,1.838,0.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T06:00:00,2459439.75,-24.76,-19.879,0.089,4.881,2.337,0,2.337,9.915,0.089,0,1.888,0.449,1.888,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T06:15:00,2459439.76,-25.578,-20.799,0.091,4.779,2.286,0,2.286,9.213,0.091,0,1.839,0.448,1.839,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T06:30:00,2459439.771,-24.555,-18.718,0.101,5.836,2.997,0,2.997,13.841,0.101,0,2.526,0.471,2.526,0.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T08:00:00,2459439.833,-25.362,-23.413,0.039,1.949,1.3,0,1.3,6.883,0.039,0,0.598,0.702,0.598,0.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T08:30:00,2459439.854,-13.775,-9.632,0.069,4.143,2.244,0,2.244,8.826,0.069,0,1.743,0.501,1.743,0.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T08:45:00,2459439.865,-17.323,-12.641,0.07,4.682,2.321,0,2.321,9.165,0.07,0,1.856,0.465,1.856,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T09:15:00,2459439.885,-21.822,-17.002,0.066,4.82,2.324,0,2.324,9.24,0.066,0,1.863,0.461,1.863,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T09:30:00,2459439.896,-21.095,-16.275,0.058,4.82,2.344,0,2.344,9.328,0.058,0,1.885,0.459,1.885,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T10:00:00,2459439.917,-21.681,-17.049,0.056,4.633,2.312,0,2.312,9.271,0.056,0,1.855,0.457,1.855,0.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T10:15:00,2459439.927,-21.741,-17.035,0.056,4.706,2.311,0,2.311,9.266,0.056,0,1.842,0.469,1.842,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T10:30:00,2459439.938,-20.078,-15.469,0.051,4.609,2.313,0,2.313,9.287,0.051,0,1.852,0.461,1.852,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T10:15:00,2459439.927,-21.741,-17.035,0.056,4.706,2.311,0,2.311,9.266,0.056,0,1.842,0.469,1.842,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T10:30:00,2459439.938,-20.078,-15.469,0.051,4.609,2.313,0,2.313,9.287,0.051,0,1.852,0.461,1.852,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T10:45:00,2459439.948,-21.839,-17.191,0.045,4.648,2.327,0,2.327,9.311,0.045,0,1.856,0.471,1.856,0.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T11:00:00,2459439.958,-19.603,-14.974,0.05,4.629,2.309,0,2.309,9.322,0.05,0,1.843,0.467,1.843,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T11:15:00,2459439.969,-16.804,-12.382,0.052,4.422,2.31,0,2.31,9.335,0.052,0,1.858,0.452,1.858,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T11:30:00,2459439.979,-20.702,-16.207,0.052,4.496,2.319,0,2.319,9.361,0.052,0,1.868,0.451,1.868,0.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T11:45:00,2459439.99,-18.824,-14.429,0.057,4.395,2.328,0,2.328,9.369,0.057,0,1.874,0.454,1.874,0.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13T12:00:00,2459440,-19.422,-14.785,0.048,4.638,2.317,0,2.317,9.394,0.048,0,1.852,0.465,1.852,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
