date_obs,date_jd,rv_sun,rv_error,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,f_nonconv,quiet_flux,ar_flux,conv_flux,pol_flux,pol_conv_flux,vconv_quiet,vconv_large,vconv_small,rv_model
2021-06-02T12:00:00,2459368.0,-640.0893215,0.236323464,-20.783,-16.99,-0.001,3.793,2.02,0.005,2.025,8.79,0.004,-0.005,1.642,0.383,1.642,0.378,0,7.087,85.254,170.294,-0.016,-8.352,0.783,0.795,0.0,-640.6796593
2021-06-03T12:00:00,2459369.0,-640.9915182,0.237878001,-20.345,-16.265,-0.06,4.081,2.156,0.005,2.16,9.015,-0.038,-0.022,1.656,0.504,1.656,0.5,0,7.111,89.166,164.791,-0.088,-14.218,0.916,0.933,-0.001,-640.334635
2021-06-04T12:00:00,2459370.0,-651.4692571,0.270620046,-20.359,-16.159,-0.034,4.2,2.19,0.006,2.195,9.078,-0.009,-0.024,1.688,0.508,1.688,0.502,0,7.108,90.839,172.599,-0.179,-12.647,1.061,1.078,0.0,-640.1367422000001
2021-06-05T12:00:00,2459371.0,-638.5965094,0.237779931,-18.926,-14.911,-0.003,4.015,2.224,0.004,2.228,9.036,0.02,-0.023,1.701,0.527,1.701,0.523,0,7.079,89.28,166.356,-0.152,-12.423,0.939,0.956,-0.003,-640.3659499
2021-06-06T12:00:00,2459372.0,-639.00607,0.24489083,-18.478,-14.434,0.078,4.044,2.255,0.002,2.257,9.044,0.089,-0.012,1.732,0.524,1.732,0.523,0,7.097,87.738,156.045,-0.085,-3.149,0.932,0.95,-0.001,-640.2357206
2021-06-07T12:00:00,2459373.0,-639.3994898,0.310788321,-22.514,-18.226,0.083,4.288,2.257,0.004,2.261,9.138,0.093,-0.01,1.738,0.522,1.738,0.519,0,7.106,90.606,167.22,-0.096,-3.812,1.135,1.153,0.0,-639.8830171000001
2021-06-08T12:00:00,2459374.0,-640.8742325,0.233860111,-19.638,-15.363,0.027,4.275,2.204,0.002,2.206,9.042,0.035,-0.009,1.728,0.478,1.728,0.476,0,7.093,88.638,166.563,-0.032,8.729,1.044,1.061,0.0,-639.9630209000001
2021-06-09T12:00:00,2459375.0,-641.1062183,0.239318912,-21.266,-17.339,0.068,3.927,2.166,0.001,2.167,8.93,0.076,-0.007,1.715,0.452,1.715,0.451,0,7.11,84.891,152.614,-0.067,13.418,0.725,0.741,0.0,-640.4131946
2021-06-10T12:00:00,2459376.0,-640.9429478,0.231436998,-21.743,-18.141,0.11,3.601,2.141,0.0,2.141,8.835,0.111,-0.001,1.73,0.411,1.73,0.411,0,7.107,82.328,145.909,-0.028,29.029,0.547,0.561,0.0,-640.830964
2021-06-11T12:00:00,2459377.0,-640.9561724,0.235522718,-20.652,-16.854,0.114,3.798,2.156,0.0,2.156,8.782,0.114,0.0,1.799,0.358,1.799,0.357,0,7.122,79.125,136.627,-0.157,-0.799,0.525,0.537,0.001,-640.5462398
2021-06-12T12:00:00,2459378.0,-641.1711545,0.240905652,-21.811,-18.061,0.038,3.75,2.049,0.0,2.049,8.667,0.038,0.0,1.759,0.29,1.759,0.29,0,7.094,78.646,143.539,-0.224,-22.494,0.478,0.488,0.0,-640.6980146000001
2021-06-13T12:00:00,2459379.0,-639.654324,0.260845057,-18.853,-15.19,0.054,3.663,2.087,0.0,2.087,8.708,0.054,0.0,1.776,0.311,1.776,0.311,0,7.108,78.751,142.5,-0.339,-29.925,0.492,0.502,-0.001,-640.8042428
2021-06-14T12:00:00,2459380.0,-640.804881,0.255458382,-19.1,-15.119,0.087,3.981,2.197,0.003,2.2,8.819,0.054,0.033,1.813,0.387,1.813,0.384,0,7.108,80.218,142.578,-0.387,-32.18,0.709,0.721,0.0,-640.3154849
2021-06-15T12:00:00,2459381.0,-639.9549775,0.269331621,-21.635,-17.325,0.074,4.311,2.287,0.005,2.292,8.977,0.03,0.044,1.795,0.497,1.795,0.492,0,7.111,83.295,142.727,-0.333,-20.277,0.985,1.003,0.001,-639.8601728
2021-06-16T12:00:00,2459382.0,-646.7755564,0.255369511,-20.088,-15.794,0.121,4.294,2.372,0.006,2.377,9.18,0.078,0.043,1.84,0.537,1.84,0.531,0,7.171,86.237,148.848,-0.159,-17.074,1.058,1.076,0.0,-639.8327437
2021-06-17T12:00:00,2459383.0,-641.6364441,0.278565724,-20.357,-15.446,0.162,4.911,2.529,0.007,2.536,9.455,0.129,0.033,1.959,0.576,1.959,0.57,0,7.243,88.608,150.47,-0.067,4.18,1.378,1.4,-0.001,-638.9097224000001
2021-06-18T12:00:00,2459384.0,-639.064411,0.258835737,-20.356,-15.55,0.129,4.806,2.518,0.007,2.525,9.389,0.117,0.012,1.942,0.583,1.942,0.576,0,7.183,88.305,147.244,0.019,-0.495,1.332,1.354,0.0,-639.0953813
2021-06-19T12:00:00,2459385.0,-640.8040295,0.265958441,-20.615,-15.993,0.074,4.623,2.449,0.007,2.457,9.319,0.086,-0.012,1.866,0.59,1.866,0.583,0,7.158,88.607,149.522,0.093,2.85,1.266,1.288,-0.004,-639.4161968
2021-06-20T12:00:00,2459386.0,-639.4627046,0.254000465,-21.561,-17.256,0.019,4.305,2.403,0.008,2.41,9.277,0.054,-0.036,1.821,0.589,1.821,0.582,0,7.194,87.125,145.686,0.125,11.512,1.077,1.098,-0.001,-639.9291173
2021-06-21T12:00:00,2459387.0,-640.5122001,0.246803696,-20.415,-16.422,-0.002,3.992,2.277,0.006,2.283,9.03,0.042,-0.044,1.795,0.488,1.795,0.482,0,7.139,84.193,143.288,0.068,-6.212,0.664,0.681,-0.003,-640.3975806
2021-06-24T12:00:00,2459390.0,-637.4082909,0.256219608,-20.009,-16.879,-0.076,3.13,1.943,0.002,1.945,8.544,-0.062,-0.015,1.738,0.207,1.738,0.205,0,7.182,73.793,140.83,0.101,19.367,0.026,0.032,0.0,-641.7054808
