date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T17:15:00,2459454.219,-26.086,-20.532,0.114,5.554,2.861,0.011,2.872,10.253,0.105,0.009,2.014,0.858,2.014,0.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T17:30:00,2459454.229,-28.254,-22.66,0.114,5.594,2.856,0.011,2.867,10.238,0.104,0.009,2.006,0.862,2.006,0.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T17:45:00,2459454.24,-27.736,-22.083,0.122,5.653,2.857,0.011,2.868,10.235,0.113,0.009,2.004,0.863,2.004,0.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T18:00:00,2459454.25,-26.968,-21.235,0.126,5.733,2.907,0.011,2.918,10.979,0.117,0.009,2.028,0.89,2.028,0.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T18:00:00,2459454.25,-26.968,-21.235,0.126,5.733,2.907,0.011,2.918,10.979,0.117,0.009,2.028,0.89,2.028,0.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T18:15:00,2459454.26,-26.023,-20.313,0.12,5.71,2.851,0.011,2.862,10.223,0.111,0.009,1.999,0.863,1.999,0.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T18:30:00,2459454.271,-27.434,-21.63,0.132,5.804,2.86,0.011,2.871,10.218,0.124,0.008,1.996,0.875,1.996,0.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T18:45:00,2459454.281,-28.281,-22.585,0.129,5.696,2.846,0.011,2.857,10.232,0.121,0.008,1.99,0.867,1.99,0.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T19:00:00,2459454.292,-28.04,-22.272,0.129,5.769,2.842,0.011,2.853,10.243,0.121,0.008,1.99,0.862,1.99,0.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T19:15:00,2459454.302,-27.409,-21.546,0.134,5.864,2.843,0.011,2.854,10.249,0.126,0.008,1.977,0.877,1.977,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T19:45:00,2459454.323,-27.675,-21.946,0.143,5.729,2.846,0.011,2.857,10.289,0.136,0.007,1.963,0.894,1.963,0.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T20:00:00,2459454.333,-28.175,-22.354,0.136,5.82,2.837,0.011,2.849,10.303,0.129,0.007,1.991,0.858,1.991,0.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T20:15:00,2459454.344,-28.32,-22.602,0.134,5.719,2.818,0.012,2.83,10.313,0.126,0.007,1.958,0.872,1.958,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T20:45:00,2459454.365,-29.427,-23.813,0.133,5.614,2.827,0.012,2.839,10.354,0.127,0.006,1.937,0.902,1.937,0.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T21:00:00,2459454.375,-28.468,-22.858,0.135,5.61,2.824,0.012,2.836,10.383,0.128,0.006,1.937,0.9,1.937,0.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T21:15:00,2459454.385,-29.933,-24.324,0.133,5.608,2.813,0.012,2.825,10.394,0.128,0.006,1.941,0.883,1.941,0.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T21:30:00,2459454.396,-28.002,-22.495,0.124,5.507,2.812,0.012,2.824,10.439,0.119,0.005,1.946,0.878,1.946,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T21:45:00,2459454.406,-27.707,-22.307,0.128,5.401,2.808,0.012,2.819,10.456,0.123,0.005,1.948,0.872,1.948,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T22:00:00,2459454.417,-28.165,-22.767,0.128,5.397,2.81,0.012,2.822,10.472,0.124,0.004,1.924,0.898,1.924,0.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T22:15:00,2459454.427,-29.27,-23.87,0.127,5.4,2.8,0.011,2.812,10.498,0.123,0.004,1.917,0.895,1.917,0.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T22:30:00,2459454.438,-26.607,-21.299,0.133,5.308,2.787,0.012,2.798,10.526,0.13,0.004,1.898,0.9,1.898,0.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T22:45:00,2459454.448,-25.26,-19.94,0.125,5.32,2.785,0.012,2.797,10.566,0.121,0.003,1.903,0.895,1.903,0.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T23:00:00,2459454.458,-25.191,-19.957,0.124,5.234,2.784,0.011,2.796,10.566,0.121,0.003,1.904,0.891,1.904,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T23:15:00,2459454.469,-26.05,-21.043,0.13,5.007,2.785,0.012,2.797,10.589,0.127,0.003,1.877,0.92,1.877,0.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T23:30:00,2459454.479,-23.134,-18.098,0.124,5.036,2.787,0.012,2.8,10.597,0.121,0.003,1.888,0.911,1.888,0.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27T23:45:00,2459454.49,-24.055,-18.94,0.12,5.115,2.781,0.012,2.793,10.624,0.117,0.003,1.876,0.917,1.876,0.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T00:00:00,2459454.5,-24.427,-19.439,0.12,4.989,2.778,0.012,2.79,10.635,0.118,0.003,1.867,0.923,1.867,0.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T00:15:00,2459454.51,-21.684,-16.654,0.123,5.03,2.797,0.012,2.809,10.646,0.12,0.002,1.895,0.914,1.895,0.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T00:30:00,2459454.521,-24.231,-19.282,0.115,4.949,2.795,0.012,2.807,10.644,0.113,0.001,1.917,0.89,1.917,0.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T00:45:00,2459454.531,-22.888,-17.96,0.113,4.929,2.788,0.012,2.799,10.649,0.112,0.001,1.888,0.911,1.888,0.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T01:00:00,2459454.542,-23.516,-18.4,0.11,5.117,2.794,0.011,2.805,10.664,0.11,0,1.904,0.901,1.904,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T01:15:00,2459454.552,-21.699,-16.751,0.105,4.948,2.794,0.011,2.806,10.649,0.106,0,1.891,0.915,1.891,0.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T01:30:00,2459454.563,-23.297,-18.313,0.107,4.984,2.787,0.011,2.798,10.635,0.107,0,1.901,0.897,1.901,0.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T01:45:00,2459454.573,-24.589,-19.593,0.107,4.997,2.784,0.011,2.795,10.627,0.107,0,1.89,0.905,1.89,0.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T02:00:00,2459454.583,-24.984,-19.807,0.104,5.177,2.79,0.011,2.801,10.626,0.105,-0.001,1.865,0.936,1.865,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T02:15:00,2459454.594,-23.824,-18.756,0.105,5.069,2.794,0.011,2.804,10.629,0.106,-0.001,1.875,0.93,1.875,0.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T02:30:00,2459454.604,-25.011,-19.857,0.102,5.155,2.798,0.011,2.809,10.602,0.104,-0.002,1.883,0.926,1.883,0.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T02:45:00,2459454.615,-27.366,-22.167,0.098,5.2,2.783,0.011,2.793,10.588,0.1,-0.002,1.862,0.932,1.862,0.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T03:00:00,2459454.625,-29.163,-23.873,0.096,5.29,2.787,0.011,2.798,10.545,0.098,-0.002,1.905,0.893,1.905,0.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T03:15:00,2459454.635,-29.207,-23.781,0.095,5.425,2.806,0.011,2.817,10.533,0.097,-0.002,1.9,0.917,1.9,0.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T03:30:00,2459454.646,-28.618,-23.17,0.096,5.448,2.807,0.011,2.817,10.526,0.099,-0.003,1.898,0.919,1.898,0.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T03:45:00,2459454.656,-30.293,-25.095,0.099,5.198,2.827,0.011,2.838,10.511,0.102,-0.003,1.944,0.894,1.944,0.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T04:00:00,2459454.667,-30.418,-24.901,0.089,5.517,2.823,0.011,2.834,10.518,0.092,-0.003,1.937,0.897,1.937,0.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T04:15:00,2459454.677,-30.622,-25.095,0.093,5.527,2.827,0.011,2.838,10.528,0.096,-0.004,1.929,0.909,1.929,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T04:30:00,2459454.688,-30.716,-25.155,0.092,5.561,2.829,0.011,2.84,10.525,0.096,-0.004,1.897,0.943,1.897,0.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T04:45:00,2459454.698,-32.152,-26.36,0.092,5.792,2.844,0.011,2.856,10.654,0.097,-0.004,1.931,0.925,1.931,0.913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T05:00:00,2459454.708,-32.956,-27.203,0.09,5.753,2.854,0.011,2.865,10.613,0.095,-0.004,1.948,0.917,1.948,0.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T05:15:00,2459454.719,-32.118,-26.383,0.091,5.736,2.838,0.011,2.85,10.485,0.096,-0.005,1.929,0.921,1.929,0.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T05:30:00,2459454.729,-32.134,-26.37,0.083,5.765,2.832,0.011,2.843,10.421,0.088,-0.005,1.939,0.904,1.939,0.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T06:45:00,2459454.781,-31.009,-25.187,0.066,5.822,2.839,0.011,2.851,10.329,0.073,-0.007,1.943,0.907,1.943,0.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T06:45:00,2459454.781,-31.009,-25.187,0.066,5.822,2.839,0.011,2.851,10.329,0.073,-0.007,1.943,0.907,1.943,0.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T07:00:00,2459454.792,-30.313,-24.519,0.063,5.794,2.849,0.011,2.86,10.34,0.07,-0.007,1.944,0.916,1.944,0.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,f_nonconv,quiet_flux,ar_flux,conv_flux,pol_flux,pol_conv_flux,vconv_quiet,vconv_large,vconv_small,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T08:00:00,2459454.833,-29.364,-23.572,0.053,5.792,2.86,0.012,2.872,10.313,0.061,-0.008,1.938,0.934,1.938,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T09:00:00,2459454.875,-29.295,-23.722,0.038,5.573,2.865,0.013,2.878,10.353,0.047,-0.01,1.949,0.928,1.949,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T10:00:00,2459454.917,-26.53,-21.217,0.024,5.314,2.867,0.012,2.879,10.393,0.035,-0.011,1.952,0.927,1.952,0.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T11:00:00,2459454.958,-25.368,-20.198,0.007,5.17,2.875,0.012,2.887,10.506,0.019,-0.012,1.973,0.914,1.973,0.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T12:00:00,2459455,-24.296,-19.005,0.001,5.291,2.879,0.012,2.891,10.605,0.016,-0.015,1.963,0.928,1.963,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T13:00:00,2459455.042,-23.841,-18.587,-0.007,5.255,2.894,0.012,2.905,10.682,0.009,-0.016,1.957,0.948,1.957,0.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T14:00:00,2459455.083,-22.986,-17.775,-0.008,5.211,2.895,0.012,2.907,10.77,0.01,-0.018,1.986,0.921,1.986,0.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T15:00:00,2459455.125,-26.728,-21.494,-0.007,5.234,2.896,0.012,2.908,10.738,0.012,-0.018,2.002,0.907,2.002,0.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T16:00:00,2459455.167,-26.929,-21.696,-0.009,5.233,2.863,0.012,2.875,10.518,0.011,-0.02,1.961,0.914,1.961,0.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T17:00:00,2459455.208,-27.018,-21.562,-0.001,5.456,2.824,0.012,2.836,10.306,0.019,-0.02,1.941,0.895,1.941,0.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T18:00:00,2459455.25,-28.376,-22.826,0.008,5.55,2.876,0.011,2.887,10.985,0.028,-0.02,1.985,0.902,1.985,0.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T19:00:00,2459455.292,-27.411,-21.842,0.005,5.569,2.801,0.011,2.812,10.233,0.026,-0.021,1.914,0.898,1.914,0.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T20:00:00,2459455.333,-27.475,-22.038,0.01,5.436,2.779,0.011,2.79,10.264,0.031,-0.021,1.889,0.901,1.889,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T21:00:00,2459455.375,-30.066,-24.66,0.006,5.405,2.754,0.011,2.765,10.325,0.028,-0.022,1.878,0.887,1.878,0.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T22:00:00,2459455.417,-26.427,-21.414,0.003,5.012,2.743,0.01,2.753,10.394,0.026,-0.022,1.841,0.912,1.841,0.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28T23:00:00,2459455.458,-23.572,-18.796,0.004,4.776,2.715,0.01,2.725,10.445,0.027,-0.022,1.814,0.911,1.814,0.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T00:00:00,2459455.5,-23.026,-18.341,0.002,4.685,2.726,0.009,2.735,10.506,0.024,-0.022,1.852,0.883,1.852,0.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T01:00:00,2459455.542,-20.167,-15.572,0.002,4.594,2.734,0.009,2.743,10.525,0.025,-0.022,1.828,0.915,1.828,0.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T02:00:00,2459455.583,-23.726,-19.073,0.004,4.652,2.741,0.009,2.75,10.481,0.028,-0.024,1.835,0.915,1.835,0.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T03:00:00,2459455.625,-26.438,-21.698,-0.01,4.74,2.756,0.009,2.765,10.409,0.014,-0.024,1.833,0.932,1.833,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T04:00:00,2459455.667,-29.707,-24.562,-0.011,5.145,2.759,0.009,2.769,10.354,0.014,-0.025,1.864,0.905,1.864,0.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T03:00:00,2459455.625,-26.438,-21.698,-0.01,4.74,2.756,0.009,2.765,10.409,0.014,-0.024,1.833,0.932,1.833,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T04:00:00,2459455.667,-29.707,-24.562,-0.011,5.145,2.759,0.009,2.769,10.354,0.014,-0.025,1.864,0.905,1.864,0.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
