date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T05:00:00,2459455.708,-31.16,-26.01,-0.025,5.151,2.763,0.009,2.772,10.291,0.001,-0.025,1.853,0.918,1.853,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T06:00:00,2459455.75,-29.244,-23.825,-0.029,5.419,2.816,0.008,2.824,10.87,-0.005,-0.025,1.895,0.929,1.895,0.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T07:00:00,2459455.792,-27.001,-21.579,-0.042,5.422,2.763,0.009,2.772,10.112,-0.016,-0.026,1.86,0.911,1.86,0.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T08:00:00,2459455.833,-26.11,-20.925,-0.05,5.186,2.77,0.009,2.779,10.117,-0.023,-0.027,1.871,0.908,1.871,0.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T09:00:00,2459455.875,-26.101,-20.848,-0.066,5.254,2.773,0.009,2.782,10.14,-0.038,-0.028,1.881,0.901,1.881,0.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T10:00:00,2459455.917,-24.393,-19.345,-0.066,5.048,2.75,0.009,2.76,10.18,-0.036,-0.03,1.867,0.893,1.867,0.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T11:00:00,2459455.958,-23.969,-18.97,-0.086,4.999,2.755,0.009,2.764,10.267,-0.056,-0.03,1.885,0.879,1.885,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T12:00:00,2459456,-21.559,-16.706,-0.079,4.853,2.758,0.009,2.767,10.378,-0.049,-0.031,1.902,0.864,1.902,0.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T19:00:00,2459456.292,-26.087,-20.972,-0.05,5.115,2.66,0.009,2.67,9.958,-0.014,-0.036,1.827,0.842,1.827,0.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T20:00:00,2459456.333,-25.989,-20.981,-0.048,5.008,2.625,0.009,2.634,9.984,-0.012,-0.036,1.882,0.752,1.882,0.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T21:00:00,2459456.375,-27.087,-22.235,-0.035,4.852,2.62,0.009,2.629,10.072,0.004,-0.038,1.847,0.782,1.847,0.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T22:00:00,2459456.417,-24.584,-20.058,-0.036,4.526,2.611,0.009,2.621,10.116,0.004,-0.04,1.834,0.786,1.834,0.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29T23:00:00,2459456.458,-22.828,-18.469,-0.032,4.359,2.587,0.01,2.596,10.209,0.011,-0.042,1.821,0.776,1.821,0.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T00:00:00,2459456.5,-22.363,-17.949,-0.036,4.415,2.573,0.009,2.582,10.242,0.007,-0.043,1.81,0.773,1.81,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T01:00:00,2459456.542,-22.12,-17.823,-0.03,4.296,2.568,0.009,2.577,10.254,0.012,-0.042,1.847,0.73,1.847,0.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T02:00:00,2459456.583,-22.094,-17.689,-0.03,4.405,2.566,0.009,2.575,10.181,0.013,-0.042,1.838,0.737,1.838,0.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T03:00:00,2459456.625,-24.449,-19.932,-0.032,4.517,2.561,0.009,2.569,10.093,0.01,-0.042,1.83,0.739,1.83,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T04:00:00,2459456.667,-26.035,-21.398,-0.043,4.636,2.593,0.009,2.602,10.025,0.004,-0.047,1.859,0.743,1.859,0.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T05:00:00,2459456.708,-26.575,-21.952,-0.036,4.623,2.601,0.009,2.61,9.986,0.011,-0.047,1.863,0.747,1.863,0.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T06:00:00,2459456.75,-27.042,-22.136,-0.04,4.906,2.647,0.009,2.656,10.535,0.005,-0.045,1.911,0.745,1.911,0.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T07:00:00,2459456.792,-27.245,-22.413,-0.054,4.832,2.596,0.009,2.606,9.774,-0.007,-0.047,1.875,0.731,1.875,0.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T08:00:00,2459456.833,-25.108,-20.456,-0.067,4.652,2.605,0.009,2.613,9.762,-0.021,-0.046,1.882,0.731,1.882,0.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T09:00:00,2459456.875,-23.825,-19.318,-0.072,4.507,2.606,0.009,2.615,9.81,-0.025,-0.047,1.875,0.74,1.875,0.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T10:00:00,2459456.917,-23.922,-19.529,-0.088,4.392,2.614,0.009,2.623,9.877,-0.042,-0.046,1.886,0.737,1.886,0.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T11:00:00,2459456.958,-19.543,-15.451,-0.088,4.091,2.598,0.009,2.608,9.937,-0.039,-0.05,1.877,0.731,1.877,0.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T12:00:00,2459457,-20.425,-16.173,-0.099,4.252,2.607,0.01,2.616,9.995,-0.048,-0.051,1.913,0.704,1.913,0.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T13:00:00,2459457.042,-18.84,-14.806,-0.095,4.034,2.597,0.01,2.607,10.038,-0.04,-0.055,1.907,0.701,1.907,0.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T14:00:00,2459457.083,-19.418,-15.265,-0.09,4.153,2.612,0.01,2.622,10.062,-0.036,-0.054,1.91,0.711,1.91,0.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T15:00:00,2459457.125,-22.209,-18.017,-0.084,4.192,2.612,0.01,2.622,9.992,-0.028,-0.055,1.915,0.707,1.915,0.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T16:00:00,2459457.167,-23.088,-18.803,-0.08,4.285,2.597,0.01,2.607,9.858,-0.022,-0.057,1.904,0.703,1.904,0.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T17:00:00,2459457.208,-22.566,-18.273,-0.071,4.292,2.579,0.01,2.589,9.73,-0.016,-0.055,1.892,0.696,1.892,0.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T18:00:00,2459457.25,-24.205,-19.912,-0.052,4.293,2.616,0.01,2.626,10.432,0.005,-0.056,1.914,0.712,1.914,0.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T19:00:00,2459457.292,-22.947,-18.573,-0.044,4.373,2.546,0.009,2.556,9.674,0.011,-0.056,1.854,0.702,1.854,0.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T20:00:00,2459457.333,-26.229,-21.7,-0.039,4.529,2.536,0.009,2.545,9.707,0.015,-0.053,1.857,0.688,1.857,0.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T21:00:00,2459457.375,-25.671,-21.404,-0.023,4.267,2.515,0.008,2.523,9.792,0.028,-0.051,1.858,0.666,1.858,0.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T22:00:00,2459457.417,-23.087,-19.086,-0.022,4.001,2.506,0.008,2.514,9.858,0.026,-0.048,1.845,0.669,1.845,0.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30T23:00:00,2459457.458,-22.372,-18.404,-0.022,3.968,2.493,0.008,2.501,9.919,0.027,-0.049,1.82,0.681,1.82,0.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T00:00:00,2459457.5,-20.101,-16.324,-0.012,3.777,2.49,0.008,2.498,9.965,0.037,-0.049,1.829,0.669,1.829,0.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T01:00:00,2459457.542,-19.85,-15.946,-0.006,3.904,2.485,0.008,2.493,10.007,0.042,-0.049,1.83,0.662,1.83,0.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T02:00:00,2459457.583,-21.25,-17.336,0.001,3.914,2.497,0.008,2.505,9.927,0.049,-0.048,1.857,0.648,1.857,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T03:00:00,2459457.625,-24.758,-20.845,-0.004,3.913,2.504,0.007,2.511,9.874,0.041,-0.045,1.857,0.654,1.857,0.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T04:00:00,2459457.667,-27.648,-23.73,0.005,3.918,2.514,0.007,2.521,9.801,0.048,-0.043,1.903,0.618,1.903,0.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T05:00:00,2459457.708,-28.076,-23.795,0.011,4.281,2.542,0.006,2.548,9.706,0.049,-0.038,1.926,0.622,1.926,0.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T06:00:00,2459457.75,-27.858,-23.724,0.011,4.134,2.559,0.006,2.565,10.242,0.052,-0.04,1.949,0.616,1.949,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T07:00:00,2459457.792,-23.634,-19.627,0.005,4.007,2.496,0.006,2.502,9.505,0.042,-0.038,1.893,0.609,1.893,0.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T08:00:00,2459457.833,-23.539,-19.493,-0.004,4.045,2.487,0.006,2.493,9.469,0.035,-0.038,1.907,0.585,1.907,0.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T09:00:00,2459457.875,-24.435,-20.604,-0.012,3.831,2.478,0.006,2.484,9.509,0.027,-0.039,1.898,0.586,1.898,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T10:00:00,2459457.917,-22.476,-18.866,-0.017,3.61,2.477,0.006,2.483,9.56,0.02,-0.037,1.878,0.605,1.878,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T11:00:00,2459457.958,-21.64,-18.045,-0.013,3.595,2.485,0.005,2.49,9.649,0.022,-0.035,1.889,0.601,1.889,0.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T12:00:00,2459458,-19.745,-16.166,-0.023,3.58,2.501,0.005,2.506,9.72,0.012,-0.035,1.917,0.589,1.917,0.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T13:00:00,2459458.042,-20.795,-17.331,-0.015,3.464,2.493,0.005,2.498,9.749,0.018,-0.033,1.895,0.603,1.895,0.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T14:00:00,2459458.083,-19.262,-15.737,-0.007,3.525,2.479,0.005,2.483,9.74,0.024,-0.031,1.908,0.575,1.908,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T15:00:00,2459458.125,-21.126,-17.528,0.012,3.598,2.488,0.004,2.492,9.652,0.041,-0.029,1.923,0.568,1.923,0.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T16:00:00,2459458.167,-22.985,-19.335,0.029,3.65,2.474,0.004,2.478,9.515,0.056,-0.027,1.918,0.559,1.918,0.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T17:00:00,2459458.208,-22.163,-18.355,0.052,3.807,2.449,0.004,2.453,9.407,0.076,-0.024,1.902,0.551,1.902,0.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T18:00:00,2459458.25,-25.018,-21.088,0.062,3.93,2.473,0.004,2.477,10.107,0.088,-0.026,1.9,0.577,1.9,0.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T19:00:00,2459458.292,-26.524,-22.722,0.075,3.802,2.403,0.004,2.407,9.337,0.1,-0.025,1.863,0.544,1.863,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T20:00:00,2459458.333,-25.73,-21.941,0.088,3.789,2.384,0.004,2.388,9.377,0.112,-0.024,1.837,0.55,1.837,0.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T21:00:00,2459458.375,-26.486,-22.897,0.106,3.589,2.342,0.003,2.345,9.451,0.129,-0.024,1.815,0.53,1.815,0.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T22:00:00,2459458.417,-24.71,-21.11,0.106,3.6,2.315,0.003,2.318,9.5,0.129,-0.023,1.798,0.521,1.798,0.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31T23:00:00,2459458.458,-22.223,-18.777,0.118,3.447,2.3,0.003,2.303,9.559,0.139,-0.021,1.795,0.509,1.795,0.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T00:00:00,2459458.5,-19.251,-15.872,0.125,3.379,2.265,0.003,2.268,9.584,0.146,-0.021,1.772,0.496,1.772,0.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T01:00:00,2459458.542,-19.677,-16.393,0.136,3.284,2.262,0.003,2.265,9.613,0.156,-0.021,1.767,0.498,1.767,0.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T02:00:00,2459458.583,-20.931,-17.676,0.128,3.255,2.251,0.003,2.254,9.539,0.149,-0.02,1.775,0.479,1.775,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T03:00:00,2459458.625,-23.95,-20.549,0.139,3.402,2.255,0.003,2.258,9.471,0.157,-0.018,1.777,0.481,1.777,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T04:00:00,2459458.667,-27.777,-24.25,0.141,3.527,2.266,0.002,2.269,9.379,0.157,-0.016,1.798,0.471,1.798,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T05:00:00,2459458.708,-27.64,-24.047,0.129,3.593,2.277,0.003,2.28,9.286,0.146,-0.017,1.844,0.436,1.844,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T06:00:00,2459458.75,-25.998,-22.338,0.129,3.66,2.317,0.002,2.319,9.846,0.145,-0.015,1.861,0.458,1.861,0.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,f_nonconv,quiet_flux,ar_flux,conv_flux,pol_flux,pol_conv_flux,vconv_quiet,vconv_large,vconv_small
2021-09-01T07:00:00,2459458.792,-25.178,-21.738,0.121,3.44,2.277,0.002,2.279,9.135,0.137,-0.016,1.815,0.464,1.815,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T08:00:00,2459458.833,-23.148,-19.718,0.115,3.43,2.292,0.002,2.294,9.137,0.13,-0.015,1.819,0.475,1.819,0.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T09:00:00,2459458.875,-28.968,-19.92,0.334,9.048,8.912,0.002,8.914,17.347,0.347,-0.013,8.367,0.547,8.367,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T10:00:00,2459458.917,-21.859,-18.625,0.095,3.234,2.304,0.002,2.306,9.23,0.109,-0.014,1.874,0.432,1.874,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T11:00:00,2459458.958,-22.165,-18.822,0.093,3.343,2.297,0.002,2.299,9.329,0.106,-0.013,1.849,0.449,1.849,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T12:00:00,2459459,-21.29,-18.06,0.083,3.229,2.287,0.002,2.289,9.382,0.095,-0.012,1.817,0.472,1.817,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
