date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage
2021-09-10T10:00:00,2459467.917,-24.017,-18.52,-0.121,5.497,3.03,0.015,3.045,10.958,-0.059,-0.062,1.867,1.179,1.867,1.164
2021-09-10T11:00:00,2459467.958,-24.053,-18.751,-0.123,5.301,3.02,0.014,3.035,10.991,-0.062,-0.061,1.857,1.177,1.857,1.163
2021-09-10T12:00:00,2459468,-22.505,-17.368,-0.124,5.137,3.038,0.014,3.052,11.057,-0.062,-0.061,1.879,1.173,1.879,1.159
2021-09-10T13:00:00,2459468.042,-21.508,-16.36,-0.111,5.149,3.023,0.014,3.037,11.05,-0.051,-0.061,1.897,1.14,1.897,1.126
2021-09-10T14:00:00,2459468.083,-23.255,-18.062,-0.117,5.193,3,0.013,3.013,10.961,-0.057,-0.06,1.862,1.152,1.862,1.138
2021-09-10T15:00:00,2459468.125,-25.393,-20.153,-0.113,5.24,3.001,0.013,3.014,10.876,-0.055,-0.058,1.881,1.133,1.881,1.121
2021-09-10T16:00:00,2459468.167,-23.76,-18.436,-0.103,5.324,2.983,0.013,2.995,10.758,-0.046,-0.057,1.881,1.114,1.881,1.102
2021-09-10T17:00:00,2459468.208,-24.864,-19.599,-0.093,5.265,2.974,0.012,2.986,10.689,-0.035,-0.058,1.877,1.109,1.877,1.097
2021-09-10T18:00:00,2459468.25,-25.641,-20.167,-0.071,5.473,3.005,0.012,3.018,11.344,-0.013,-0.058,1.902,1.116,1.901,1.104
2021-09-10T19:00:00,2459468.292,-26.502,-21.19,-0.063,5.313,2.924,0.012,2.936,10.596,-0.007,-0.057,1.864,1.072,1.864,1.061
2021-09-10T20:00:00,2459468.333,-27.97,-22.751,-0.045,5.219,2.905,0.011,2.916,10.621,0.01,-0.056,1.857,1.059,1.857,1.047
2021-09-10T21:00:00,2459468.375,-28.353,-23.35,-0.042,5.003,2.872,0.011,2.883,10.665,0.012,-0.054,1.827,1.056,1.827,1.045
2021-09-10T22:00:00,2459468.417,-27.022,-22.249,-0.026,4.773,2.833,0.01,2.843,10.682,0.022,-0.048,1.803,1.04,1.803,1.03
2021-09-10T23:00:00,2459468.458,-22.778,-18.042,-0.01,4.735,2.852,0.009,2.862,10.742,0.036,-0.046,1.845,1.016,1.845,1.007
2021-09-11T00:00:00,2459468.5,-23.454,-18.85,-0.007,4.604,2.823,0.009,2.832,10.752,0.039,-0.046,1.802,1.031,1.802,1.022
2021-09-11T01:00:00,2459468.542,-22.868,-18.17,-0.008,4.698,2.814,0.009,2.823,10.741,0.038,-0.046,1.851,0.972,1.851,0.963
2021-09-11T02:00:00,2459468.583,-23.999,-19.367,-0.02,4.632,2.818,0.009,2.827,10.683,0.024,-0.044,1.839,0.987,1.839,0.979
2021-09-11T03:00:00,2459468.625,-26.976,-22.263,-0.014,4.712,2.821,0.008,2.829,10.593,0.03,-0.044,1.845,0.984,1.845,0.976
2021-09-11T04:00:00,2459468.667,-27.446,-22.384,-0.019,5.062,2.809,0.009,2.818,10.506,0.027,-0.046,1.843,0.975,1.843,0.966
2021-09-11T05:00:00,2459468.708,-27.783,-22.775,-0.018,5.008,2.799,0.008,2.807,10.488,0.026,-0.045,1.837,0.97,1.837,0.962
2021-09-11T06:00:00,2459468.75,-27.376,-22.269,-0.034,5.107,2.86,0.008,2.868,11.032,0.01,-0.045,1.892,0.976,1.892,0.968
2021-09-11T07:00:00,2459468.792,-25.123,-20.095,-0.04,5.028,2.815,0.008,2.823,10.322,0.006,-0.046,1.847,0.976,1.847,0.968
2021-09-11T08:00:00,2459468.833,-25.738,-20.985,-0.051,4.752,2.827,0.008,2.835,10.33,-0.006,-0.046,1.891,0.944,1.891,0.936
2021-09-11T09:00:00,2459468.875,-23.306,-18.688,-0.067,4.617,2.841,0.008,2.849,10.379,-0.02,-0.046,1.923,0.926,1.923,0.918
2021-09-11T10:00:00,2459468.917,-23.355,-18.859,-0.066,4.495,2.83,0.008,2.839,10.422,-0.018,-0.048,1.907,0.932,1.907,0.924
2021-09-11T11:00:00,2459468.958,-22.67,-18.343,-0.069,4.327,2.823,0.008,2.831,10.467,-0.022,-0.048,1.899,0.932,1.899,0.924
2021-09-11T12:00:00,2459469,-21.909,-17.654,-0.062,4.255,2.81,0.007,2.817,10.48,-0.016,-0.046,1.901,0.916,1.901,0.909
2021-09-11T13:00:00,2459469.042,-21.72,-17.483,-0.071,4.237,2.787,0.009,2.795,10.456,-0.018,-0.053,1.893,0.902,1.893,0.894
2021-09-11T14:00:00,2459469.083,-21.182,-16.831,-0.063,4.351,2.783,0.009,2.792,10.392,-0.009,-0.054,1.895,0.897,1.895,0.888
2021-09-11T15:00:00,2459469.125,-22.292,-17.834,-0.053,4.458,2.771,0.009,2.779,10.282,0,-0.053,1.905,0.874,1.905,0.866
2021-09-11T16:00:00,2459469.167,-21.868,-17.305,-0.037,4.563,2.769,0.008,2.777,10.187,0.012,-0.049,1.911,0.866,1.911,0.859
2021-09-11T17:00:00,2459469.208,-22.604,-18.008,-0.006,4.596,2.741,0.007,2.748,10.092,0.038,-0.045,1.908,0.841,1.908,0.834
2021-09-11T18:00:00,2459469.25,-25.169,-20.563,0.016,4.606,2.785,0.007,2.793,10.78,0.062,-0.045,1.943,0.85,1.943,0.843
2021-09-11T19:00:00,2459469.292,-24.043,-19.418,0.035,4.625,2.703,0.007,2.71,10.026,0.079,-0.044,1.874,0.836,1.874,0.829
2021-09-11T20:00:00,2459469.333,-24.232,-19.785,0.052,4.447,2.689,0.007,2.696,10.033,0.094,-0.042,1.882,0.814,1.882,0.808
2021-09-11T21:00:00,2459469.375,-24.725,-20.069,0.064,4.656,2.659,0.006,2.665,10.06,0.104,-0.04,1.869,0.796,1.869,0.79
2021-09-11T22:00:00,2459469.417,-22.355,-18.146,0.069,4.209,2.631,0.006,2.637,10.104,0.109,-0.04,1.86,0.777,1.86,0.771
2021-09-11T23:00:00,2459469.458,-22.189,-18.037,0.092,4.152,2.62,0.006,2.626,10.153,0.13,-0.038,1.834,0.792,1.834,0.786
2021-09-12T00:00:00,2459469.5,-19.997,-15.876,0.108,4.121,2.596,0.005,2.601,10.157,0.143,-0.035,1.815,0.786,1.815,0.781
2021-09-12T01:00:00,2459469.542,-19.489,-15.438,0.126,4.051,2.57,0.005,2.575,10.135,0.159,-0.033,1.814,0.76,1.814,0.755
2021-09-12T02:00:00,2459469.583,-20.845,-16.88,0.13,3.964,2.549,0.005,2.554,10.063,0.161,-0.032,1.8,0.754,1.8,0.749
2021-09-12T03:00:00,2459469.625,-22.366,-18.337,0.139,4.03,2.551,0.005,2.556,9.986,0.17,-0.031,1.817,0.739,1.817,0.734
2021-09-12T04:00:00,2459469.667,-24.334,-20.18,0.138,4.154,2.536,0.004,2.541,9.856,0.168,-0.031,1.808,0.733,1.808,0.728
2021-09-12T05:00:00,2459469.708,-25.095,-20.896,0.145,4.199,2.555,0.004,2.559,9.779,0.176,-0.031,1.842,0.717,1.842,0.712
2021-09-12T06:00:00,2459469.75,-25.024,-20.907,0.156,4.117,2.615,0.004,2.62,10.352,0.186,-0.03,1.9,0.719,1.9,0.715
2021-09-12T07:00:00,2459469.792,-23.753,-19.785,0.145,3.968,2.564,0.004,2.568,9.641,0.176,-0.031,1.854,0.714,1.854,0.71
2021-09-12T08:00:00,2459469.833,-22.573,-18.813,0.139,3.76,2.546,0.004,2.55,9.648,0.169,-0.03,1.831,0.719,1.831,0.715
2021-09-12T09:00:00,2459469.875,-21.4,-17.76,0.137,3.64,2.544,0.004,2.548,9.678,0.169,-0.032,1.855,0.693,1.855,0.689
2021-09-12T10:00:00,2459469.917,-21.521,-17.971,0.142,3.55,2.54,0.004,2.544,9.736,0.174,-0.032,1.869,0.675,1.869,0.671
2021-09-12T11:00:00,2459469.958,-18.966,-15.669,0.144,3.297,2.536,0.004,2.541,9.768,0.175,-0.031,1.866,0.675,1.866,0.671
2021-09-12T12:00:00,2459470,-19.23,-15.861,0.153,3.369,2.536,0.004,2.54,9.805,0.182,-0.029,1.88,0.66,1.88,0.656
2021-09-12T13:00:00,2459470.042,-19.167,-15.868,0.167,3.299,2.528,0.004,2.532,9.792,0.195,-0.029,1.877,0.655,1.877,0.651
2021-09-12T14:00:00,2459470.083,-19.937,-16.607,0.164,3.329,2.489,0.004,2.493,9.711,0.194,-0.03,1.852,0.641,1.852,0.637
2021-09-12T15:00:00,2459470.125,-20.778,-17.457,0.189,3.321,2.473,0.004,2.477,9.614,0.216,-0.027,1.843,0.634,1.843,0.63
2021-09-12T16:00:00,2459470.167,-21.307,-17.885,0.191,3.422,2.462,0.004,2.466,9.524,0.219,-0.028,1.843,0.623,1.843,0.619
2021-09-12T17:00:00,2459470.208,-21.373,-17.899,0.202,3.474,2.433,0.004,2.437,9.425,0.229,-0.027,1.827,0.611,1.827,0.607
2021-09-12T18:00:00,2459470.25,-23.064,-19.331,0.23,3.732,2.477,0.004,2.481,10.124,0.257,-0.027,1.873,0.607,1.873,0.604
2021-09-12T19:00:00,2459470.292,-24.044,-20.432,0.23,3.612,2.386,0.004,2.389,9.343,0.256,-0.026,1.818,0.571,1.818,0.567
2021-09-12T20:00:00,2459470.333,-24.643,-21.111,0.246,3.532,2.359,0.003,2.363,9.377,0.27,-0.024,1.807,0.555,1.807,0.552
2021-09-12T21:00:00,2459470.375,-25.557,-22.002,0.252,3.555,2.353,0.003,2.356,9.443,0.275,-0.023,1.805,0.551,1.805,0.548
2021-09-12T22:00:00,2459470.417,-23.71,-20.259,0.262,3.451,2.323,0.003,2.326,9.489,0.285,-0.023,1.792,0.534,1.792,0.53
2021-09-12T23:00:00,2459470.458,-20.173,-16.615,0.258,3.558,2.307,0.003,2.31,9.532,0.28,-0.021,1.785,0.525,1.785,0.522
2021-09-13T00:00:00,2459470.5,-19.023,-15.57,0.278,3.453,2.286,0.003,2.288,9.542,0.299,-0.021,1.779,0.509,1.779,0.506
2021-09-13T01:00:00,2459470.542,-19.965,-16.614,0.282,3.351,2.267,0.002,2.269,9.541,0.299,-0.017,1.779,0.49,1.779,0.488
2021-09-13T02:00:00,2459470.583,-21.525,-18.141,0.274,3.384,2.261,0.002,2.263,9.474,0.29,-0.016,1.791,0.473,1.791,0.471
2021-09-13T03:00:00,2459470.625,-24.766,-21.338,0.279,3.428,2.265,0.002,2.268,9.39,0.294,-0.015,1.808,0.459,1.808,0.457
2021-09-13T04:00:00,2459470.667,-25.133,-21.625,0.27,3.507,2.242,0.002,2.244,9.264,0.284,-0.014,1.797,0.446,1.797,0.444
2021-09-13T05:00:00,2459470.708,-25.071,-21.603,0.265,3.468,2.239,0.002,2.241,9.152,0.281,-0.016,1.809,0.432,1.809,0.43
2021-09-13T06:00:00,2459470.75,-25.837,-22.352,0.274,3.485,2.272,0.002,2.274,9.735,0.289,-0.015,1.841,0.433,1.841,0.43
2021-09-13T07:00:00,2459470.792,-25.01,-21.623,0.255,3.387,2.21,0.002,2.212,9.012,0.27,-0.015,1.809,0.402,1.809,0.4
2021-09-13T08:00:00,2459470.833,-24.38,-21.131,0.253,3.249,2.216,0.002,2.218,9.026,0.267,-0.014,1.828,0.389,1.828,0.387
2021-09-13T09:00:00,2459470.875,-23.421,-20.298,0.236,3.123,2.213,0.002,2.215,9.042,0.25,-0.013,1.832,0.384,1.832,0.382
2021-09-13T10:00:00,2459470.917,-22.157,-19.055,0.225,3.103,2.197,0.002,2.199,9.105,0.239,-0.013,1.824,0.375,1.824,0.374
2021-09-13T11:00:00,2459470.958,-19.403,-16.343,0.217,3.06,2.187,0.002,2.188,9.143,0.229,-0.011,1.842,0.346,1.842,0.344
2021-09-13T12:00:00,2459471,-19.614,-16.669,0.22,2.945,2.181,0.001,2.182,9.212,0.23,-0.009,1.846,0.336,1.846,0.334
2021-09-13T13:00:00,2459471.042,-19.966,-17.022,0.216,2.944,2.143,0.001,2.144,9.152,0.223,-0.008,1.808,0.336,1.808,0.335
2021-09-13T14:00:00,2459471.083,-20.305,-17.355,0.221,2.95,2.118,0.001,2.119,9.092,0.229,-0.007,1.813,0.306,1.813,0.305
2021-09-13T15:00:00,2459471.125,-20.388,-17.388,0.218,3,2.117,0.001,2.118,8.986,0.225,-0.007,1.816,0.301,1.816,0.301
2021-09-13T16:00:00,2459471.167,-21.911,-18.852,0.22,3.059,2.097,0.001,2.098,8.894,0.227,-0.007,1.82,0.278,1.82,0.277
2021-09-13T17:00:00,2459471.208,-21.793,-18.656,0.228,3.137,2.059,0.001,2.06,8.79,0.235,-0.006,1.785,0.275,1.785,0.274
2021-09-13T18:00:00,2459471.25,-22.99,-19.734,0.235,3.256,2.096,0.001,2.097,9.479,0.241,-0.006,1.837,0.259,1.837,0.259
2021-09-13T19:00:00,2459471.292,-23.674,-20.289,0.224,3.385,2.026,0.001,2.026,8.759,0.23,-0.006,1.775,0.251,1.775,0.251
2021-09-13T20:00:00,2459471.333,-24.789,-21.461,0.222,3.328,2.019,0.001,2.019,8.776,0.227,-0.005,1.77,0.249,1.77,0.249
2021-09-13T21:00:00,2459471.375,-25.289,-22.046,0.217,3.243,1.99,0.001,1.991,8.849,0.222,-0.005,1.764,0.227,1.764,0.227
2021-09-13T22:00:00,2459471.417,-24.338,-21.199,0.217,3.139,1.976,0.001,1.976,8.914,0.223,-0.006,1.758,0.218,1.758,0.218
2021-09-13T23:00:00,2459471.458,-21.825,-18.711,0.209,3.114,1.947,0.001,1.948,8.953,0.215,-0.006,1.737,0.211,1.737,0.21
