date_obs,date_jd,rv_sun,rv_error,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,f_nonconv,quiet_flux,ar_flux,conv_flux,pol_flux,pol_conv_flux,vconv_quiet,vconv_large,vconv_small,rv_model,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53
2021-05-12T18:59:59,2459347.292,-640.15,0.2,-24.874,-20.46,0.125,4.414,2.156,0.006,2.162,9.111,0.112,0.013,1.706,0.456,1.706,0.45,0,7.212,88.38,168.28,-0.164,15.9,1.088,1.104,0.0,-639.6575905,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-13T18:59:59,2459348.292,-640.6,0.2,-27.499,-23.153,0.038,4.347,2.148,0.005,2.153,9.068,0.043,-0.005,1.721,0.432,1.721,0.427,0,7.227,86.258,160.918,-0.192,16.691,1.114,1.129,-0.001,-639.8484836,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-14T18:59:59,2459349.292,-640.1,0.2,-27.091,-22.938,0.006,4.153,2.174,0.002,2.177,9.02,0.014,-0.008,1.777,0.399,1.777,0.397,0,7.228,83.411,155.948,-0.231,11.803,0.869,0.883,0.0,-640.1596912,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-15T18:59:59,2459350.292,-681.5,0.2,-27.906,-23.899,0.035,4.008,2.131,0.002,2.133,8.886,0.048,-0.013,1.753,0.38,1.753,0.378,0,7.201,80.614,146.883,-0.267,-3.106,0.65,0.664,0.0,-640.3341755,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-16T18:59:59,2459351.292,-640.9,0.2,-25.877,-22.032,0.067,3.845,2.107,0.002,2.109,8.786,0.08,-0.013,1.811,0.298,1.811,0.296,0,7.208,77.053,140.797,-0.288,-18.473,0.39,0.401,-0.001,-640.5309789,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-17T18:59:59,2459352.292,-641.1,0.2,-25.907,-22.128,0.094,3.779,2.007,0.001,2.008,8.653,0.103,-0.009,1.797,0.211,1.797,0.21,0,7.209,74.353,137.189,-0.356,-40.101,0.324,0.331,-0.001,-640.5952428,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-18T18:59:59,2459353.292,-681.1,0.2,-24.984,-21.083,0.108,3.9,2.004,0.002,2.006,8.692,0.087,0.021,1.787,0.219,1.787,0.217,0,7.227,75.394,139.811,-0.226,-26.239,0.42,0.428,0.0,-640.4076836,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-19T18:59:59,2459354.292,-641.1,0.2,-25.514,-21.646,0.053,3.868,2.165,0.004,2.17,8.864,0.011,0.042,1.822,0.348,1.822,0.343,0,7.243,77.464,136.412,-0.119,0.563,0.389,0.401,0.0,-640.5136261,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-20T18:59:59,2459355.292,-640.1,0.2,-25.58,-21.627,0.108,3.953,2.229,0.006,2.235,8.994,0.058,0.05,1.814,0.421,1.814,0.415,0,7.225,81.546,147.361,-0.027,0.488,0.48,0.495,-0.001,-640.3322646,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-21T18:59:59,2459356.292,-639.3,0.2,-23.709,-19.236,0.188,4.473,2.332,0.007,2.339,9.228,0.14,0.048,1.824,0.515,1.824,0.508,0,7.244,86.358,152.877,-0.046,12.837,0.859,0.878,-0.001,-639.5044406000001,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-21T18:59:59,2459356.292,-639.3,0.2,-23.709,-19.236,0.188,4.473,2.332,0.007,2.339,9.228,0.14,0.048,1.824,0.515,1.824,0.508,0,7.244,86.358,152.877,-0.046,12.837,0.859,0.878,-0.001,-639.5044406000001,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-24T18:59:59,2459359.292,-679.1,0.2,-26.962,-22.408,0.022,4.554,2.353,0.007,2.36,9.264,0.039,-0.018,1.729,0.632,1.729,0.625,0,7.117,91.136,158.035,-0.021,-6.427,1.21,1.233,0.001,-639.5714954,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-25T18:59:59,2459360.292,-679.1,0.2,-24.284,-20.015,-0.072,4.268,2.389,0.009,2.398,9.38,-0.018,-0.054,1.73,0.668,1.73,0.659,0,7.125,94.946,170.529,0.069,1.001,0.987,1.01,0.0,-640.0817136000001,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-26T18:59:59,2459361.292,-639.5,0.2,-23.843,-20.349,-0.142,3.494,2.362,0.012,2.374,9.514,-0.04,-0.102,1.711,0.664,1.711,0.652,0,7.265,97.649,183.64,0.129,0.015,0.352,0.372,0.0,-641.2599966,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-27T18:59:59,2459362.292,-639.5,0.2,-21.842,-18.636,0.081,3.206,2.095,0.005,2.099,8.928,0.121,-0.039,1.675,0.424,1.675,0.42,0,7.225,84.038,160.439,-0.046,-29.408,0.137,0.149,0.001,-641.4248997,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-29T18:59:59,2459364.292,-641.0,0.2,-23.316,-20.29,0.081,3.026,1.719,0.0,1.719,8.358,0.081,0.0,1.564,0.155,1.564,0.155,0,7.183,70.87,133.66,-0.03,-35.948,0.138,0.143,-0.002,-641.6810397,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-30T18:59:59,2459365.292,-642.25,0.2,-24.909,-21.39,0.116,3.518,1.829,0.002,1.831,8.505,0.102,0.014,1.603,0.228,1.603,0.226,0,7.178,74.578,155.548,0.05,-16.339,0.343,0.35,0.0,-640.9424832,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-31T18:59:59,2459366.292,-640.8,0.2,-22.929,-19.147,0.118,3.782,1.922,0.002,1.924,8.713,0.111,0.008,1.598,0.327,1.598,0.324,0,7.174,81.361,165.914,0.015,-9.132,0.686,0.697,-0.001,-640.5646146,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01T18:59:59,2459367.292,-640.8,0.2,-25.086,-21.164,0.076,3.923,1.969,0.003,1.972,8.792,0.076,0.001,1.647,0.325,1.647,0.322,0,7.184,82.88,171.582,0.066,-4.207,0.75,0.762,-0.001,-640.4101002,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02T18:59:59,2459368.292,-640.4,0.2,-24.892,-20.81,0.0,4.082,2.07,0.005,2.075,8.98,0.011,-0.011,1.674,0.401,1.674,0.396,0,7.206,86.576,175.764,-0.068,-10.222,0.808,0.822,-0.002,-640.267314,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-03T18:59:59,2459369.292,-640.9,0.2,-22.899,-18.953,-0.032,3.945,2.147,0.005,2.152,9.088,-0.005,-0.027,1.677,0.475,1.677,0.471,0,7.196,88.975,173.494,-0.081,-12.567,0.763,0.779,0.0,-640.4974106,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-04T18:59:59,2459370.292,-651.3,0.2,-20.064,-15.771,-0.004,4.294,2.251,0.006,2.257,9.187,0.024,-0.029,1.71,0.547,1.71,0.541,0,7.189,89.764,164.811,-0.141,-11.572,1.054,1.073,0.0,-639.9700312,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-05T18:59:59,2459371.292,-638.9,0.2,-22.998,-18.707,0.054,4.29,2.245,0.003,2.248,9.152,0.073,-0.019,1.72,0.528,1.72,0.525,0,7.187,88.959,164.083,-0.152,-10.763,1.036,1.054,0.0,-639.9120218,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-06T18:59:59,2459372.292,-639.05,0.2,-25.443,-20.933,0.13,4.51,2.291,0.002,2.293,9.216,0.142,-0.012,1.742,0.552,1.742,0.55,0,7.212,88.885,157.363,-0.015,-1.223,1.21,1.229,-0.001,-639.515491,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-07T18:59:59,2459373.292,-639.5,0.2,-24.1,-19.317,0.072,4.783,2.249,0.004,2.253,9.207,0.083,-0.012,1.727,0.526,1.727,0.522,0,7.199,89.663,164.996,-0.063,0.835,1.469,1.488,0.002,-639.1907134,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-08T18:59:59,2459374.292,-640.35,0.2,-24.54,-20.255,0.05,4.286,2.189,0.002,2.19,9.078,0.058,-0.008,1.75,0.44,1.75,0.439,0,7.196,86.321,162.947,-0.015,17.213,0.922,0.938,0.001,-639.922107,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-09T18:59:59,2459375.292,-640.8,0.2,-25.642,-21.509,0.108,4.133,2.184,0.001,2.185,8.991,0.113,-0.005,1.741,0.444,1.741,0.443,0,7.198,83.223,148.383,-0.066,19.117,0.801,0.817,0.0,-640.0761246000001,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-10T18:59:59,2459376.292,-641.1,0.2,-25.022,-21.059,0.144,3.963,2.19,0.0,2.19,8.966,0.145,-0.001,1.802,0.388,1.802,0.388,0,7.239,80.804,145.06,-0.03,22.019,0.5,0.514,-0.002,-640.2784958,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11T18:59:59,2459377.292,-641.1,0.2,-24.134,-20.263,0.119,3.871,2.15,0.0,2.15,8.861,0.12,0.0,1.824,0.326,1.824,0.326,0,7.22,78.55,138.119,-0.193,-6.242,0.505,0.517,-0.002,-640.4368693,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-12T18:59:59,2459378.292,-641.2,0.2,-25.621,-21.826,0.066,3.795,2.044,0.0,2.044,8.739,0.066,0.0,1.772,0.272,1.772,0.272,0,7.193,77.721,142.843,-0.339,-37.592,0.478,0.488,0.001,-640.6032272,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-13T18:59:59,2459379.292,-640.1,0.2,-24.835,-20.858,0.11,3.977,2.135,0.002,2.137,8.882,0.091,0.019,1.79,0.347,1.79,0.345,0,7.218,80.27,149.372,-0.363,-29.987,0.571,0.583,-0.001,-640.295916,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14T18:59:59,2459380.292,-640.75,0.2,-24.942,-20.667,0.106,4.275,2.235,0.004,2.238,8.991,0.069,0.037,1.849,0.389,1.849,0.385,0,7.235,80.814,146.274,-0.385,-20.031,0.715,0.729,-0.001,-639.8762552000001,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-15T18:59:59,2459381.292,-639.8,0.2,-25.199,-20.865,0.11,4.333,2.329,0.005,2.334,9.137,0.066,0.045,1.823,0.511,1.823,0.505,0,7.227,83.766,145.982,-0.27,-17.054,0.85,0.869,-0.001,-639.7893280000001,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-16T18:59:59,2459382.292,-646.65,0.2,-24.958,-20.328,0.161,4.63,2.486,0.006,2.492,9.627,0.119,0.042,1.908,0.584,1.908,0.578,0,7.529,86.187,146.346,-0.15,-3.737,1.128,1.149,0.0,-639.3106837,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-17T18:59:59,2459383.292,-640.7,0.2,-24.519,-19.499,0.189,5.02,2.579,0.007,2.586,9.683,0.16,0.029,1.971,0.615,1.971,0.608,0,7.467,87.203,147.5,0.016,11.225,1.314,1.338,0.0,-638.7249613,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18T18:59:59,2459384.292,-639.7,0.2,-25.505,-20.501,0.15,5.005,2.517,0.007,2.524,9.59,0.144,0.006,1.923,0.601,1.923,0.594,0,7.402,87.802,147.3,0.037,9.83,1.343,1.367,-0.002,-638.78914,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19T18:59:59,2459385.292,-640.7,0.2,-24.937,-20.157,0.077,4.781,2.467,0.008,2.474,9.517,0.096,-0.019,1.875,0.6,1.875,0.592,0,7.358,87.924,147.628,0.125,7.811,1.214,1.237,-0.001,-639.1880679000001,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20T18:59:59,2459386.292,-639.5,0.2,-24.731,-20.479,0.042,4.252,2.381,0.007,2.388,9.358,0.08,-0.039,1.802,0.587,1.802,0.58,0,7.348,85.148,138.858,0.13,6.752,0.903,0.924,0.0,-639.9792754,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21T18:59:59,2459387.292,-640.5,0.2,-24.458,-20.634,0.046,3.824,2.301,0.006,2.306,9.157,0.089,-0.043,1.809,0.497,1.809,0.492,0,7.303,82.099,137.104,0.059,3.877,0.507,0.524,-0.002,-640.5839262000001,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-23T18:59:59,2459389.292,,,-23.572,-20.444,0.052,3.128,1.939,0.003,1.942,8.608,0.077,-0.025,1.756,0.186,1.756,0.183,0,7.246,73.569,144.931,0.05,13.969,0.023,0.028,0.001,-641.5677444,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24T18:59:59,2459390.292,-641.8,0.2,-24.693,-21.485,-0.044,3.208,1.99,0.0,1.99,8.67,-0.044,0.0,1.782,0.208,1.782,0.208,0,7.29,72.987,131.35,0.022,3.929,0.019,0.025,-0.004,-641.5593412000001,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-25T18:59:59,2459391.292,-640.9,0.2,-24.935,-21.339,-0.062,3.596,2.234,0.0,2.234,8.987,-0.066,0.003,1.788,0.446,1.788,0.446,0,7.245,81.555,144.629,0.112,19.522,0.348,0.362,0.0,-641.0269866,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-26T18:59:59,2459392.292,-640.5,0.2,-23.945,-19.466,0.128,4.48,2.461,0.005,2.466,9.376,0.091,0.037,1.767,0.699,1.767,0.695,0,7.223,90.051,153.257,0.138,14.64,1.234,1.257,0.002,-639.5603776,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-27T18:59:59,2459393.292,-639.85,0.2,-24.862,-19.249,0.273,5.613,2.748,0.008,2.757,9.917,0.209,0.064,1.793,0.964,1.793,0.955,0,7.245,98.103,156.61,0.111,4.794,2.157,2.193,0.0,-637.7888651000001,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-28T18:59:59,2459394.292,-677.2,0.2,-26.529,-20.089,0.287,6.44,2.958,0.015,2.973,10.398,0.207,0.081,1.794,1.179,1.794,1.164,0,7.241,105.974,164.492,0.115,6.996,2.893,2.939,-0.001,-636.5966679,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-29T18:59:59,2459395.292,-638.65,0.2,-28.543,-21.37,0.193,7.174,3.18,0.02,3.2,10.933,0.132,0.062,1.826,1.374,1.826,1.354,0,7.254,114.055,174.402,0.219,12.41,3.628,3.681,0.001,-635.6554261,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30T18:59:59,2459396.292,-638.9,0.2,-30.988,-23.938,0.061,7.05,3.297,0.027,3.324,11.132,0.069,-0.008,1.844,1.48,1.844,1.453,0,7.248,116.077,176.15,0.201,14.565,3.521,3.577,-0.002,-635.9768537,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-01T18:59:59,2459397.292,,,-27.22,-20.694,-0.042,6.526,3.239,0.023,3.262,11.114,0.044,-0.086,1.853,1.409,1.853,1.386,0,7.255,118.044,183.415,0.111,9.036,2.903,2.957,0.0,-636.8356306000001,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-04T18:59:59,2459400.292,-640.5,0.2,-25.352,-20.742,0.056,4.609,2.683,0.01,2.693,9.876,0.143,-0.086,1.842,0.851,1.842,0.841,0,7.287,98.054,167.293,0.062,3.374,1.106,1.136,-0.002,-639.4558882,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-05T18:59:59,2459401.292,-674.8,0.2,-24.577,-20.236,0.122,4.34,2.425,0.005,2.43,9.407,0.154,-0.032,1.819,0.611,1.819,0.606,0,7.242,91.028,162.02,0.086,0.337,0.887,0.909,-0.001,-639.7661874,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-06T18:59:59,2459402.292,-676.3,0.2,-23.987,-19.688,0.153,4.3,2.236,0.0,2.236,9.03,0.152,0.0,1.845,0.391,1.845,0.391,0,7.221,82.188,147.699,0.065,10.394,0.739,0.754,-0.001,-639.7890601,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-06T18:59:59,2459402.292,-676.3,0.2,-23.987,-19.688,0.153,4.3,2.236,0.0,2.236,9.03,0.152,0.0,1.845,0.391,1.845,0.391,0,7.221,82.188,147.699,0.065,10.394,0.739,0.754,-0.001,-639.7890601,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-08T18:59:59,2459404.292,-675.8,0.2,-24.052,-20.459,0.158,3.592,2.021,0.0,2.021,8.673,0.158,0.0,1.83,0.191,1.83,0.191,0,7.227,73.675,131.074,-0.131,-18.505,0.339,0.345,-0.002,-640.7910526000001,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-09T18:59:59,2459405.292,-649.2,0.2,-23.04,-19.314,0.083,3.726,1.979,0.0,1.979,8.607,0.083,0.0,1.846,0.132,1.846,0.132,0,7.203,73.096,142.064,-0.154,-15.219,0.189,0.194,0.001,-640.6827431,,,,,,,,,,,,,,,,,,,,,,,,,,
