date_obs,date_jd,rv_sun,rv_error,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,f_nonconv,quiet_flux,ar_flux,conv_flux,pol_flux,pol_conv_flux,vconv_quiet,vconv_large,vconv_small,rv_model,rv_model_bobs,rv_model_weather_coeff
2021-06-08T12:00:00,2459374,-640.35,0.2,-19.638,-15.363,0.027,4.275,2.204,0.002,2.206,9.042,0.035,-0.009,1.728,0.478,1.728,0.476,0,7.093,88.638,166.563,-0.032,8.729,1.044,1.061,1.061,106.54623,9.157700241,-639.9630209
2021-06-09T12:00:00,2459375,-640.8,0.2,-21.266,-17.339,0.068,3.927,2.166,0.001,2.167,8.93,0.076,-0.007,1.715,0.452,1.715,0.451,0,7.11,84.891,152.614,-0.067,13.418,0.725,0.741,0.741,106.31443,8.882295622,-640.4131946
2021-06-10T12:00:00,2459376,-641.1,0.2,-21.743,-18.141,0.11,3.601,2.141,0,2.141,8.835,0.111,-0.001,1.73,0.411,1.73,0.411,0,7.107,82.328,145.909,-0.028,29.029,0.547,0.561,0.561,106.10533,8.621264079,-640.830964
2021-06-11T12:00:00,2459377,-641.1,0.2,-20.652,-16.854,0.114,3.798,2.156,0,2.156,8.782,0.114,0,1.799,0.358,1.799,0.357,0,7.122,79.125,136.627,-0.157,-0.799,0.525,0.537,0.537,106.2975,8.754158294,-640.5462398
2021-06-12T12:00:00,2459378,-641.2,0.2,-21.811,-18.061,0.038,3.75,2.049,0,2.049,8.667,0.038,0,1.759,0.29,1.759,0.29,0,7.094,78.646,143.539,-0.224,-22.494,0.478,0.488,0.488,106.08262,8.785223694,-640.6980146
2021-06-13T12:00:00,2459379,-640.1,0.2,-18.853,-15.19,0.054,3.663,2.087,0,2.087,8.708,0.054,0,1.776,0.311,1.776,0.311,0,7.108,78.751,142.5,-0.339,-29.925,0.492,0.502,0.502,106.03755,8.711510013,-640.8042428
2021-06-14T12:00:00,2459380,-640.75,0.2,-19.1,-15.119,0.087,3.981,2.197,0.003,2.2,8.819,0.054,0.033,1.813,0.387,1.813,0.384,0,7.108,80.218,142.578,-0.387,-32.18,0.709,0.721,0.721,106.40721,8.903583218,-640.3154849
2021-06-15T12:00:00,2459381,,,-21.635,-17.325,0.074,4.311,2.287,0.005,2.292,8.977,0.03,0.044,1.795,0.497,1.795,0.492,0,7.111,83.295,142.727,-0.333,-20.277,0.985,1.003,1.003,106.68499,9.142857759,-639.8601728
2021-06-16T12:00:00,2459382,-646.65,0.2,-20.088,-15.794,0.121,4.294,2.372,0.006,2.377,9.18,0.078,0.043,1.84,0.537,1.84,0.531,0,7.171,86.237,148.848,-0.159,-17.074,1.058,1.076,1.076,106.77446,9.091351963,-639.8327437
2021-06-17T12:00:00,2459383,,,-20.357,-15.446,0.162,4.911,2.529,0.007,2.536,9.455,0.129,0.033,1.959,0.576,1.959,0.57,0,7.243,88.608,150.47,-0.067,4.18,1.378,1.4,1.4,107.44011,9.483496339,-638.9097224
2021-06-18T12:00:00,2459384,-639.7,0.2,-20.356,-15.55,0.129,4.806,2.518,0.007,2.525,9.389,0.117,0.012,1.942,0.583,1.942,0.576,0,7.183,88.305,147.244,0.019,-0.495,1.332,1.354,1.354,107.26854,9.438768146,-639.0953813
2021-06-19T12:00:00,2459385,,,-20.615,-15.993,0.074,4.623,2.449,0.007,2.457,9.319,0.086,-0.012,1.866,0.59,1.866,0.583,0,7.158,88.607,149.522,0.093,2.85,1.266,1.288,1.288,106.97515,9.358687071,-639.4161968
2021-06-20T12:00:00,2459386,-639.5,0.2,-21.561,-17.256,0.019,4.305,2.403,0.008,2.41,9.277,0.054,-0.036,1.821,0.589,1.821,0.582,0,7.194,87.125,145.686,0.125,11.512,1.077,1.098,1.098,106.55621,9.185218314,-639.9291173
2021-06-21T12:00:00,2459387,-640.5,0.2,-20.415,-16.422,-0.002,3.992,2.277,0.006,2.283,9.03,0.042,-0.044,1.795,0.488,1.795,0.482,0,7.139,84.193,143.288,0.068,-6.212,0.664,0.681,0.681,106.21808,8.986456031,-640.3975806
2021-06-23T12:00:00,2459389,,,-19.821,-16.728,0.049,3.092,1.941,0.003,1.944,8.553,0.079,-0.03,1.736,0.208,1.736,0.205,0,7.152,75.155,145.337,0.105,5.997,0.082,0.088,0.088,105.49532,8.320742984,-641.6222673
2021-06-24T12:00:00,2459390,-641.8,0.2,-20.009,-16.879,-0.076,3.13,1.943,0.002,1.945,8.544,-0.062,-0.015,1.738,0.207,1.738,0.205,0,7.182,73.793,140.83,0.101,19.367,0.026,0.032,0.032,105.25066,8.452736975,-641.7054808
2021-06-25T12:00:00,2459391,-640.9,0.2,-19.61,-16.094,-0.127,3.516,2.131,0,2.131,8.767,-0.127,0,1.761,0.37,1.761,0.37,0,7.189,77.59,133.654,0.057,3.921,0.379,0.39,0.39,105.4954,8.762885065,-641.2122161
2021-06-26T12:00:00,2459392,-640.5,0.2,-18.915,-14.659,0.022,4.256,2.416,0.003,2.419,9.194,-0.004,0.026,1.8,0.619,1.8,0.616,0,7.18,86.373,147.791,0.097,19.395,1.082,1.102,1.102,106.51736,9.148785073,-639.9955494
2021-06-27T12:00:00,2459393,-639.85,0.2,-20.646,-15.364,0.193,5.282,2.66,0.007,2.667,9.696,0.136,0.057,1.772,0.895,1.772,0.888,0,7.173,96.176,154.908,0.118,12.204,2.053,2.084,2.084,107.85458,9.713924171,-638.3477421
2021-06-28T12:00:00,2459394,-677.2,0.2,-19.709,-13.677,0.263,6.032,2.901,0.011,2.912,10.185,0.194,0.068,1.816,1.095,1.816,1.084,0,7.194,102.809,160.211,0.081,5.477,2.719,2.758,2.758,108.70888,10.17354866,-637.2036111
2021-06-29T12:00:00,2459395,-638.65,0.2,-25.488,-18.915,0.215,6.573,3.103,0.018,3.122,10.743,0.146,0.069,1.78,1.341,1.78,1.323,0,7.205,112.642,171.101,0.159,11.56,3.337,3.385,3.385,109.10449,10.58838268,-636.4864865
2021-06-30T12:00:00,2459396,-638.9,0.2,-26.11,-19.494,0.057,6.616,3.221,0.026,3.247,11.034,0.04,0.017,1.826,1.421,1.826,1.395,0,7.209,116.968,178.741,0.19,15.647,3.431,3.481,3.481,108.79056,10.75174215,-636.5988289
2021-07-01T12:00:00,2459397,,,-21.671,-15.277,-0.072,6.394,3.272,0.023,3.295,11.109,-0.008,-0.064,1.84,1.456,1.84,1.433,0,7.205,117.99,181.462,0.14,9.748,3.16,3.212,3.212,108.29514,10.707261,-637.0564156
2021-07-04T12:00:00,2459400,,,-20.508,-16.157,0.026,4.35,2.709,0.011,2.721,9.941,0.125,-0.099,1.827,0.894,1.827,0.882,0,7.22,101.863,171.902,0.076,6.371,1.205,1.234,1.234,106.61374,9.210427944,-639.8573942
2021-07-05T12:00:00,2459401,-674.8,0.2,-20.573,-16.631,0.093,3.941,2.464,0.007,2.471,9.454,0.138,-0.045,1.815,0.656,1.815,0.649,0,7.192,93.599,165.36,0.041,2.158,0.719,0.741,0.741,106.38345,8.870838853,-640.3658151
2021-07-06T12:00:00,2459402,-676.3,0.2,-20.75,-16.721,0.118,4.029,2.231,0.001,2.232,9.03,0.116,0.002,1.784,0.449,1.784,0.448,0,7.169,84.448,149.363,0.044,8.498,0.831,0.847,0.847,106.52129,8.91057237,-640.2131336
2021-07-07T12:00:00,2459403,-674.65,0.2,-17.955,-14.255,0.136,3.7,2.156,0,2.156,8.872,0.136,0,1.776,0.38,1.776,0.38,0,7.177,80.376,142.012,0.001,8.7,0.626,0.639,0.639,106.25564,8.667761306,-640.6615312
2021-07-08T12:00:00,2459404,-675.8,0.2,-20.082,-16.515,0.147,3.568,2.043,0,2.043,8.683,0.147,0,1.818,0.225,1.818,0.225,0,7.177,75.8,135.982,-0.071,-0.935,0.327,0.334,0.334,106.15752,8.567146681,-640.8372859
2021-07-09T12:00:00,2459405,-649.2,0.2,-19.621,-16.268,0.078,3.353,1.966,0,1.966,8.562,0.078,0,1.803,0.163,1.803,0.163,0,7.182,72.406,131.792,-0.171,-10.391,0.246,0.252,0.252,105.80301,8.476768461,-641.2190136
