obs_wvlnth
3922.9115
3946.9946
3948.097
3975.2053
3995.9833
4000.252
4000.457
4001.6615
4022.735
4047.3037
4049.3267
4050.6739
4073.762
4076.2177
4079.8377
4080.2089
4080.8766
4082.1076
4100.7376
4101.2608
4104.94
4106.2585
4106.4226
4107.4881
4108.133
4109.0558
4129.461
4132.5326
4132.8989
4136.5211
4136.9974
4157.7798
4158.7922
4184.8915
4187.0387
4188.7313
4189.5563
4191.6763
4213.6471
4215.9675
4216.1835
4217.5453
4220.049
4220.3414
4222.2128
4243.8159
4250.1192
4271.1535
4271.7602
4276.6758
4279.488
4282.4026
4337.046
4343.6972
4344.4993
4365.8964
4367.9033
4373.5604
4395.497
4401.2896
4404.7501
4430.1888
4430.6137
4432.5675
4433.2184
4433.7821
4438.343
4439.634
4458.0799
4459.3524
4461.6525
4463.407
4469.3753
4471.677
4489.7388
4490.0837
4492.678
4495.9528
4499.136
4502.5906
4523.3984
4525.1365
4525.863
4527.7824
4528.6139
4531.1478
4531.63
4533.956
4537.673
4556.1256
4556.9247
4560.0878
4561.414
4566.5142
4571.4375
4590.789
4593.525
4595.358
4596.4152
4598.1168
4598.74
4599.8422
4602.0007
4602.9407
4603.3421
4604.5572
4605.5875
4607.647
4625.045
4630.12
4633.756
4634.7121
4635.8459
4637.503
4638.01
4639.6598
4660.431
4661.5341
4661.9699
4669.1708
4671.414
4672.83
4675.096
4677.589
4694.859
4700.158
4704.9478
4705.4567
4707.2742
4707.4874
4733.5913
4734.0977
4735.8436
4736.7731
4737.635
4741.5294
4745.7998
4749.9474
4751.084
4768.6985
4771.6962
4772.8027
4776.067
4779.4391
4785.9562
4786.8067
4787.8266
4788.7566
4804.5189
4807.7084
4808.148
4809.9381
4813.1125
4842.7881
4843.1435
4844.0135
4845.6478
4848.8832
4855.6729
4859.7411
4863.6434
4882.1431
4885.4303
4886.3315
4887.1936
4890.7548
4891.4921
4892.8586
4896.4382
4920.5028
4924.7692
4925.2831
4927.4179
4927.8679
4938.1735
4938.8135
4939.239
4939.6864
4961.9137
4962.5715
4966.0886
4967.897
4969.9173
4970.4955
4973.1016
4979.5857
4982.4996
4983.2504
4983.8526
4985.2526
5001.8633
5002.7924
5004.044
5005.712
5008.639
5012.6944
5014.9421
5016.4787
5019.7303
5022.2352
5023.1863
5023.4975
5025.084
5025.3023
5044.2111
5048.436
5049.8194
5054.6423
5056.8408
5058.4971
5067.1492
5083.3382
5088.1528
5090.7736
5099.077
5104.4372
5107.4471
5109.6517
5126.193
5127.359
5127.6793
5129.6305
5131.4684
5133.6882
5136.093
5137.3818
5141.7387
5143.7234
5145.0933
5148.0425
5148.2288
5151.911
5178.8002
5187.9138
5191.4546
5194.9414
5195.4719
5196.0593
5197.9369
5215.1803
5216.2737
5217.389
5217.9189
5221.763
5223.1851
5224.298
5225.5257
5226.862
5228.3764
5229.8482
5232.94
5236.2038
5242.4907
5262.8806
5263.3059
5267.27
5269.537
5273.1632
5273.3732
5283.6207
5284.4245
5284.6083
5285.1282
5288.5243
5302.299
5307.3607
5320.035
5321.1076
5322.0404
5324.1787
5326.1424
5329.9887
5332.6598
5332.8994
5364.8709
5365.3987
5367.466
5369.9615
5373.7082
5376.833
5379.5737
5395.218
5397.6175
5398.2791
5401.2686
5405.3496
5406.7747
5409.1332
5410.9095
5412.785
5415.1989
5417.0328
5424.0678
5445.0421
5446.5826
5461.5495
5462.9591
5463.2759
5464.2792
5466.3958
5466.9874
5470.0936
5472.7087
5473.164
5473.9001
5476.5639
5493.4985
5494.462
5501.4649
5505.8813
5506.7788
5508.408
5517.065
5522.4461
5525.5439
5543.1892
5543.9353
5546.5055
5546.992
5560.2112
5562.7061
5565.7036
5569.6177
5572.842
5576.0884
5607.663
5614.271
5615.6435
5618.6324
5619.595
5624.0216
5624.5418
5649.9869
5651.4686
5652.3176
5653.8664
5655.1761
5655.49
5659.5743
5661.3451
5662.5158
5662.9376
5667.5176
5679.0226
5701.5442
5704.7333
5705.4642
5708.0942
5712.1312
5717.8325
5720.8978
5731.7619
5732.2956
5752.0316
5753.1223
5756.8141
5760.3442
5775.0802
5778.453
5780.5997
5784.658
5804.0346
5804.4623
5806.7245
5809.2177
5814.8071
5817.0761
5827.8767
5835.1004
5838.3714
5859.5863
5862.3561
5866.445
5873.2125
5881.2797
5902.4732
5916.247
5927.7887
5929.6768
5930.1795
5934.6546
5952.718
5956.694
5975.346
5976.7767
5983.6806
5984.8147
5987.0645
5997.7774
6003.0119
6005.5409
6007.9597
6008.5562
6042.0948
6056.0043
6062.848
6065.482
6078.4907
6079.0089
6093.644
6094.3732
6096.6649
6098.2443
6102.177
6127.9062
6136.6149
6136.9943
6137.6913
6141.7316
6151.6177
6157.728
6165.3599
6170.5067
6173.3352
6180.2038
6185.697
6187.99
6191.558
6200.3125
6213.4299
6215.1434
6219.2806
6220.783
6226.736
6229.228
6230.7226
6232.6408
6240.31
6240.6458
6246.3184
6252.555
6253.831
6256.3611
6265.1335
6280.6178
6290.9652
6297.7927
6301.5008
6302.4932
6311.4999
6315.811
6318.0171
6322.6851
6330.8491
6344.1487
6362.8759
6364.3653
6380.7428
6392.5383
6393.6009
6400.0008
6411.6489
6416.93
6419.9492
6430.846
6469.1926
6481.8699
6496.4661
6498.9388
6501.6718
6518.3667
6546.239
6569.2151
6574.228
6581.2097
6592.9134
6593.8701
6597.5606
6604.5885
6609.1098
6627.5444
6633.4121
6633.7492
6634.1067
6663.4417
6677.9865
6703.567
6705.102
6713.7444
6715.3828
6725.3568
6726.6664
6733.1508
6737.9866
6750.152
6752.7067
6786.8599
3916.7307
3955.9552
3956.677
3960.2789
3981.7708
3986.1714
4007.2718
4010.1761
4011.4072
4011.711
4014.2649
4015.606
4016.4191
4030.1846
4040.6379
4041.6489
4059.7133
4061.0963
4062.4406
4065.3809
4066.585
4066.9739
4067.2709
4067.9775
4069.067
4070.7705
4071.7377
4072.5021
4084.4913
4085.0038
4087.0936
4088.5565
4089.2166
4090.9533
4091.5528
4098.1755
4112.3182
