date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,f_nonconv,quiet_flux,ar_flux,conv_flux,pol_flux,pol_conv_flux,vconv_quiet,vconv_large,vconv_small,rv_model_weather_coeff
2021-02-07T00:00:00,2459252.5,-18.008,-15.854,0.071,2.154,1.526,0,1.526,8.488,0.071,0,1.517,0.01,1.517,0.01,0,7.556,64.28,103.301,0.05,103.301,0.012,0.013,0.013,-642.9328787000001
2021-02-07T00:00:45,2459252.501,-19.116,-16.984,0.072,2.132,1.525,0,1.525,8.489,0.072,0,1.515,0.01,1.515,0.01,0,7.559,64.27,102.506,0.028,102.506,0.012,0.012,0.012,-642.9630864000001
2021-02-07T00:01:30,2459252.501,-19.48,-17.316,0.073,2.164,1.524,0,1.524,8.495,0.073,0,1.514,0.01,1.514,0.01,0,7.564,64.357,103.238,0.029,103.238,0.011,0.011,0.011,-642.9164521
2021-02-07T00:02:15,2459252.502,-19.487,-17.233,0.072,2.254,1.531,0,1.531,8.507,0.072,0,1.521,0.01,1.521,0.01,0,7.573,64.294,104.815,0.033,104.815,0.013,0.013,0.013,-642.7894804
2021-02-07T00:03:00,2459252.502,-18.314,-15.997,0.072,2.317,1.537,0,1.537,8.501,0.072,0,1.527,0.01,1.527,0.01,0,7.563,64.286,104.73,0.048,104.73,0.015,0.016,0.016,-642.6998314
2021-02-07T00:03:45,2459252.503,-17.493,-15.19,0.073,2.303,1.534,0,1.534,8.503,0.073,0,1.525,0.01,1.525,0.01,0,7.566,64.297,105.457,0.049,105.457,0.02,0.02,0.02,-642.7186551
2021-02-07T00:04:30,2459252.503,-17.062,-14.798,0.072,2.265,1.531,0,1.531,8.501,0.072,0,1.521,0.01,1.521,0.01,0,7.565,64.351,101.696,0.037,101.696,0.023,0.023,0.023,-642.7738274000001
2021-02-07T00:05:15,2459252.504,-17.424,-15.221,0.072,2.203,1.535,0,1.535,8.495,0.072,0,1.525,0.01,1.525,0.01,0,7.559,64.147,103.267,0.013,103.267,0.021,0.022,0.022,-642.8620534
2021-02-07T00:06:00,2459252.504,-18.115,-15.95,0.069,2.165,1.53,0,1.53,8.505,0.069,0,1.52,0.009,1.52,0.009,0,7.572,64.22,103.347,0.027,103.286,0.019,0.019,0.019,-642.9194223000001
2021-02-07T00:06:45,2459252.505,-18.952,-16.758,0.068,2.194,1.538,0,1.538,8.594,0.068,0,1.528,0.01,1.528,0.01,0,7.658,64.191,102.307,0.04,102.307,0.014,0.014,0.014,-642.8792536
2021-02-07T00:07:30,2459252.505,-18.62,-16.377,0.07,2.243,1.542,0,1.542,8.634,0.07,0,1.532,0.01,1.532,0.01,0,7.697,64.191,100.449,0.054,100.449,0.009,0.01,0.01,-642.80733
2021-02-07T00:08:15,2459252.506,-18.256,-15.955,0.072,2.302,1.535,0,1.535,8.553,0.072,0,1.525,0.01,1.525,0.01,0,7.616,64.321,101.566,0.069,101.566,0.011,0.011,0.011,-642.7211764
2021-02-07T00:09:00,2459252.506,-17.295,-14.932,0.07,2.363,1.525,0,1.525,8.53,0.07,0,1.511,0.014,1.511,0.014,0,7.598,64.413,100.563,0.052,100.563,0.02,0.02,0.02,-642.63657
2021-02-07T00:09:45,2459252.507,-17.086,-14.751,0.07,2.335,1.523,0,1.523,8.511,0.07,0,1.514,0.01,1.514,0.01,0,7.579,64.404,102.806,0.061,102.806,0.021,0.021,0.021,-642.676414
2021-02-07T00:10:30,2459252.507,-17.343,-15.077,0.071,2.265,1.518,0,1.518,8.494,0.071,0,1.504,0.014,1.504,0.014,0,7.565,64.422,102.593,-0.031,102.207,0.028,0.028,0.028,-642.7749257
2021-02-07T00:11:15,2459252.508,-18.257,-16.005,0.071,2.252,1.531,0,1.531,8.519,0.071,0,1.517,0.014,1.517,0.014,0,7.585,64.299,102.556,-0.003,102.556,0.03,0.03,0.03,-642.7934247000001
2021-02-07T00:12:00,2459252.508,-17.896,-15.667,0.069,2.23,1.533,0,1.533,8.52,0.069,0,1.519,0.014,1.519,0.014,0,7.585,64.269,102.749,0.041,102.572,0.023,0.023,0.023,-642.8269273
2021-02-07T00:12:45,2459252.509,-17.395,-15.094,0.072,2.301,1.527,0,1.527,8.522,0.072,0,1.513,0.014,1.513,0.014,0,7.588,64.386,101.35,0.027,101.247,0.018,0.018,0.018,-642.7225994
2021-02-07T00:13:30,2459252.509,-16.209,-13.88,0.07,2.329,1.519,0,1.519,8.526,0.07,0,1.506,0.014,1.506,0.014,0,7.594,64.553,102.372,0.0,102.372,0.017,0.017,0.017,-642.6849520000001
2021-02-07T00:14:15,2459252.51,-16.559,-14.232,0.073,2.327,1.528,0,1.528,8.531,0.073,0,1.51,0.017,1.51,0.017,0,7.598,64.402,102.995,0.006,100.185,0.031,0.031,0.031,-642.6845031
2021-02-07T00:15:00,2459252.51,-17.121,-14.875,0.072,2.246,1.525,0,1.525,8.492,0.072,0,1.515,0.01,1.515,0.01,0,7.56,64.329,102.69,0.058,102.228,0.021,0.021,0.021,-642.8008644
2021-02-07T00:15:45,2459252.511,-18.653,-16.442,0.071,2.211,1.515,0,1.515,8.499,0.071,0,1.501,0.014,1.501,0.014,0,7.571,64.534,101.733,0.032,101.516,0.033,0.033,0.033,-642.8517677
2021-02-07T00:16:30,2459252.511,-19.323,-17.149,0.07,2.175,1.522,0,1.522,8.513,0.07,0,1.512,0.01,1.512,0.01,0,7.584,64.324,100.661,-0.001,100.23,0.016,0.017,0.017,-642.904094
2021-02-07T00:17:15,2459252.512,-19.209,-16.981,0.075,2.228,1.523,0,1.523,8.523,0.075,0,1.514,0.01,1.514,0.01,0,7.592,64.415,104.15,-0.001,103.748,0.008,0.008,0.008,-642.8231835
2021-02-07T00:18:00,2459252.513,-17.28,-14.979,0.074,2.301,1.519,0,1.519,8.559,0.074,0,1.505,0.014,1.505,0.014,0,7.63,64.472,101.83,0.027,101.617,0.013,0.013,0.013,-642.7204028
2021-02-07T00:18:45,2459252.513,-16.179,-13.842,0.076,2.337,1.528,0,1.528,8.536,0.076,0,1.515,0.014,1.515,0.014,0,7.603,64.347,103.328,0.006,103.328,0.022,0.022,0.022,-642.6669782
2021-02-07T00:19:30,2459252.514,-15.726,-13.419,0.074,2.307,1.514,0,1.514,8.509,0.074,0,1.5,0.014,1.5,0.014,0,7.582,64.523,103.175,-0.025,103.175,0.026,0.026,0.026,-642.7118648000001
2021-02-07T00:20:15,2459252.514,-16.939,-14.706,0.072,2.233,1.515,0,1.515,8.512,0.072,0,1.505,0.01,1.505,0.01,0,7.585,64.429,105.405,-0.03,105.405,0.019,0.019,0.019,-642.8193634
2021-02-07T00:21:00,2459252.515,-17.863,-15.653,0.072,2.21,1.515,0,1.515,8.518,0.072,0,1.505,0.01,1.505,0.01,0,7.591,64.411,102.911,0.025,102.911,0.017,0.017,0.017,-642.8520924000001
2021-02-07T00:21:45,2459252.515,-18.8,-16.544,0.075,2.256,1.525,0,1.525,8.533,0.075,0,1.511,0.014,1.511,0.014,0,7.602,64.331,103.061,0.032,103.061,0.022,0.022,0.022,-642.7833395
2021-02-07T00:22:30,2459252.516,-18.094,-15.797,0.073,2.296,1.519,0,1.519,8.526,0.073,0,1.505,0.014,1.505,0.014,0,7.595,64.589,102.348,-0.04,102.252,0.018,0.019,0.019,-642.7286161000001
2021-02-07T00:23:15,2459252.516,-17.551,-15.299,0.073,2.252,1.519,0,1.519,8.534,0.073,0,1.501,0.018,1.501,0.018,0,7.605,64.466,101.196,-0.001,97.898,0.036,0.036,0.036,-642.7912281
2021-02-07T00:24:00,2459252.517,-16.926,-14.734,0.074,2.192,1.518,0,1.518,8.52,0.074,0,1.5,0.018,1.5,0.018,0,7.591,64.493,101.64,0.009,97.462,0.032,0.033,0.033,-642.8755098
2021-02-07T00:24:45,2459252.517,-16.693,-14.515,0.074,2.178,1.512,0,1.512,8.526,0.074,0,1.502,0.01,1.502,0.01,0,7.6,64.505,105.064,-0.031,105.064,0.012,0.012,0.012,-642.8954318
2021-02-07T00:25:30,2459252.518,-16.38,-14.142,0.073,2.239,1.514,0,1.514,8.528,0.073,0,1.5,0.014,1.5,0.014,0,7.602,64.419,102.061,0.003,97.001,0.026,0.026,0.026,-642.8097271
2021-02-07T00:26:15,2459252.518,-16.853,-14.566,0.074,2.287,1.512,0,1.512,8.519,0.074,0,1.503,0.009,1.503,0.009,0,7.593,64.482,106.226,-0.035,106.226,0.015,0.015,0.015,-642.7403248
2021-02-07T00:27:00,2459252.519,-16.889,-14.611,0.072,2.278,1.508,0,1.508,8.526,0.072,0,1.498,0.01,1.498,0.01,0,7.602,64.578,102.112,0.0,102.112,0.012,0.012,0.012,-642.7553284
2021-02-07T00:27:45,2459252.519,-17.211,-14.972,0.073,2.238,1.516,0,1.516,8.54,0.073,0,1.506,0.01,1.506,0.01,0,7.613,64.519,101.888,-0.017,101.888,0.01,0.011,0.011,-642.8111501000001
2021-02-07T00:28:30,2459252.52,-16.851,-14.673,0.076,2.179,1.514,0,1.514,8.542,0.076,0,1.5,0.014,1.5,0.014,0,7.614,64.584,102.37,-0.019,102.37,0.017,0.017,0.017,-642.8918122
2021-02-07T00:29:15,2459252.52,-16.873,-14.762,0.076,2.111,1.518,0,1.518,8.565,0.076,0,1.504,0.014,1.504,0.014,0,7.635,64.573,103.357,-0.016,98.296,0.021,0.021,0.021,-642.9885762
2021-02-07T00:30:00,2459252.521,-16.063,-13.9,0.075,2.163,1.522,0,1.522,8.56,0.075,0,1.507,0.015,1.507,0.015,0,7.63,64.459,100.445,0.027,100.025,0.021,0.021,0.021,-642.9156785
2021-02-07T00:30:45,2459252.521,-16.523,-14.339,0.076,2.184,1.506,0,1.506,8.526,0.076,0,1.495,0.011,1.495,0.011,0,7.6,64.734,100.654,0.001,100.257,0.012,0.013,0.013,-642.8846972
2021-02-07T00:31:30,2459252.522,-16.077,-13.84,0.073,2.238,1.514,0,1.514,8.524,0.073,0,1.503,0.011,1.503,0.011,0,7.596,64.597,100.723,-0.011,100.427,0.009,0.01,0.01,-642.8111501000001
2021-02-07T00:32:15,2459252.522,-16.412,-14.206,0.071,2.207,1.516,0,1.516,8.548,0.071,0,1.502,0.014,1.502,0.014,0,7.622,64.481,101.794,-0.032,97.291,0.021,0.022,0.022,-642.8574597
2021-02-07T00:33:00,2459252.523,-15.918,-13.783,0.072,2.134,1.518,0,1.518,8.549,0.072,0,1.504,0.014,1.504,0.014,0,7.621,64.463,101.715,0.031,97.42,0.02,0.021,0.021,-642.9602404
2021-02-07T00:33:45,2459252.523,-16.362,-14.269,0.074,2.093,1.517,0,1.517,8.545,0.074,0,1.507,0.01,1.507,0.01,0,7.615,64.577,102.571,0.039,102.571,0.008,0.008,0.008,-643.0163868000001
2021-02-07T00:34:30,2459252.524,-16.845,-14.69,0.073,2.154,1.516,0,1.516,8.535,0.073,0,1.506,0.01,1.506,0.01,0,7.605,64.691,101.543,0.032,101.543,0.01,0.01,0.01,-642.9306821
2021-02-07T00:35:15,2459252.524,-17.467,-15.248,0.074,2.219,1.514,0,1.514,8.53,0.074,0,1.505,0.009,1.505,0.009,0,7.601,64.636,104.756,0.035,104.756,0.013,0.013,0.013,-642.8370888000001
2021-02-07T00:36:00,2459252.525,-16.953,-14.735,0.074,2.218,1.507,0,1.507,8.526,0.074,0,1.498,0.009,1.498,0.009,0,7.599,64.739,104.201,-0.022,104.201,0.014,0.015,0.015,-642.8385118
2021-02-07T00:36:45,2459252.526,-16.263,-14.072,0.075,2.191,1.507,0,1.507,8.53,0.075,0,1.497,0.01,1.497,0.01,0,7.603,64.782,104.138,0.0,104.138,0.011,0.011,0.011,-642.8758345
2021-02-07T00:37:30,2459252.526,-15.599,-13.407,0.076,2.192,1.511,0,1.511,8.546,0.076,0,1.497,0.014,1.497,0.014,0,7.618,64.683,102.842,0.066,102.842,0.014,0.014,0.014,-642.8733132
2021-02-07T00:38:15,2459252.527,-16.29,-14.096,0.076,2.195,1.518,0,1.518,8.562,0.076,0,1.504,0.013,1.504,0.013,0,7.633,64.518,103.111,0.041,97.691,0.027,0.028,0.028,-642.8690442000001
2021-02-07T00:39:00,2459252.527,-16.34,-14.176,0.074,2.163,1.504,0,1.504,8.54,0.074,0,1.49,0.014,1.49,0.014,0,7.615,64.801,101.478,-0.011,96.292,0.029,0.029,0.029,-642.9167768
2021-02-07T00:39:45,2459252.528,-17.206,-15.006,0.076,2.2,1.514,0,1.514,8.548,0.076,0,1.491,0.023,1.491,0.023,0,7.619,64.627,97.762,0.075,58.994,0.05,0.05,0.05,-642.8619292000001
2021-02-07T00:40:30,2459252.528,-16.999,-14.826,0.076,2.173,1.513,0,1.513,8.55,0.076,0,1.495,0.018,1.495,0.018,0,7.622,64.646,97.286,0.062,50.228,0.039,0.04,0.04,-642.9003502
2021-02-07T00:41:15,2459252.529,-17.275,-15.116,0.078,2.159,1.516,0,1.516,8.545,0.078,0,1.502,0.014,1.502,0.014,0,7.616,64.603,100.742,0.025,95.914,0.032,0.032,0.032,-642.9180756000001
2021-02-07T00:42:00,2459252.529,-17.359,-15.202,0.079,2.157,1.509,0,1.509,8.543,0.079,0,1.49,0.019,1.49,0.019,0,7.617,64.615,95.161,0.007,48.675,0.043,0.043,0.043,-642.9198233000001
2021-02-07T00:42:45,2459252.53,-16.854,-14.691,0.077,2.163,1.511,0,1.511,8.544,0.077,0,1.493,0.018,1.493,0.018,0,7.619,64.537,97.204,0.027,50.125,0.038,0.038,0.038,-642.9134819000001
2021-02-07T00:43:30,2459252.53,-16.106,-13.91,0.078,2.195,1.51,0,1.51,8.547,0.078,0,1.496,0.014,1.496,0.014,0,7.623,64.541,100.766,-0.037,96.262,0.029,0.029,0.029,-642.8668476
2021-02-07T00:44:15,2459252.531,-16.0,-13.811,0.075,2.189,1.507,0,1.507,8.543,0.075,0,1.487,0.019,1.487,0.019,0,7.618,64.721,94.492,-0.002,47.981,0.037,0.037,0.037,-642.8786805
2021-02-07T00:45:00,2459252.531,-16.135,-13.969,0.074,2.166,1.517,0,1.517,8.551,0.074,0,1.501,0.015,1.501,0.015,0,7.622,64.576,96.364,0.009,91.101,0.018,0.018,0.018,-642.9125078000001
2021-02-07T00:45:45,2459252.532,-16.884,-14.733,0.075,2.151,1.505,0,1.505,8.551,0.075,0,1.491,0.015,1.491,0.015,0,7.626,64.734,97.967,0.003,92.983,0.024,0.025,0.025,-642.9327545
2021-02-07T00:46:30,2459252.532,-17.193,-15.018,0.077,2.176,1.509,0,1.509,8.553,0.077,0,1.489,0.02,1.489,0.02,0,7.627,64.706,95.302,-0.036,48.183,0.042,0.043,0.043,-642.8949829000001
2021-02-07T00:47:15,2459252.533,-18.117,-15.899,0.075,2.218,1.511,0,1.511,8.557,0.075,0,1.497,0.014,1.497,0.014,0,7.629,64.644,101.402,-0.005,95.98,0.038,0.039,0.039,-642.8374135
2021-02-07T00:48:00,2459252.533,-17.838,-15.619,0.074,2.219,1.508,0,1.508,8.572,0.074,0,1.493,0.014,1.493,0.014,0,7.645,64.776,96.459,-0.007,40.632,0.025,0.025,0.025,-642.8370888000001
2021-02-07T00:48:45,2459252.534,-16.503,-14.31,0.074,2.193,1.514,0,1.514,8.547,0.074,0,1.495,0.018,1.495,0.018,0,7.618,64.701,100.221,0.023,96.253,0.037,0.037,0.037,-642.8740868
2021-02-07T00:49:30,2459252.534,-14.688,-12.551,0.077,2.137,1.514,0,1.514,8.54,0.077,0,1.495,0.019,1.495,0.019,0,7.61,64.74,96.262,0.027,48.16,0.035,0.035,0.035,-642.9504799
2021-02-07T00:50:15,2459252.535,-14.866,-12.741,0.077,2.125,1.519,0,1.519,8.54,0.077,0,1.5,0.019,1.5,0.019,0,7.608,64.67,97.831,-0.006,93.641,0.027,0.027,0.027,-642.9675559
2021-02-07T00:51:00,2459252.535,-15.916,-13.776,0.076,2.141,1.509,0,1.509,8.558,0.076,0,1.491,0.018,1.491,0.018,0,7.631,64.79,101.238,-0.008,97.479,0.034,0.034,0.034,-642.9458862
2021-02-07T00:51:45,2459252.536,-18.035,-15.841,0.076,2.194,1.517,0,1.517,8.558,0.076,0,1.503,0.014,1.503,0.014,0,7.628,64.629,100.854,0.015,95.556,0.029,0.029,0.029,-642.8704672
2021-02-07T00:52:30,2459252.536,-18.698,-16.471,0.075,2.226,1.511,0,1.511,8.557,0.075,0,1.496,0.015,1.496,0.015,0,7.63,64.739,99.919,-0.013,94.769,0.028,0.029,0.029,-642.8260295
2021-02-07T00:53:15,2459252.537,-18.313,-16.138,0.075,2.175,1.502,0,1.502,8.547,0.075,0,1.492,0.01,1.492,0.01,0,7.623,64.855,101.922,0.026,101.922,0.015,0.015,0.015,-642.8986025
2021-02-07T00:54:00,2459252.538,-16.056,-13.945,0.074,2.111,1.499,0,1.499,8.54,0.074,0,1.489,0.01,1.489,0.01,0,7.617,64.834,103.043,0.018,103.043,0.016,0.017,0.017,-642.9907728000001
2021-02-07T00:54:45,2459252.538,-14.83,-12.736,0.073,2.094,1.511,0,1.511,8.571,0.073,0,1.5,0.011,1.5,0.011,0,7.646,64.606,97.272,-0.001,95.623,0.007,0.008,0.008,-643.0160621
2021-02-07T00:55:30,2459252.539,-14.675,-12.596,0.074,2.079,1.509,0,1.509,8.561,0.074,0,1.496,0.013,1.496,0.013,0,7.636,64.669,104.296,0.009,104.296,0.018,0.018,0.018,-643.0363088
2021-02-07T00:56:15,2459252.539,-16.081,-13.893,0.074,2.188,1.509,0,1.509,8.553,0.074,0,1.497,0.011,1.497,0.011,0,7.629,64.632,97.485,0.015,95.668,0.003,0.004,0.004,-642.8812018
2021-02-07T00:57:00,2459252.54,-16.598,-14.416,0.075,2.182,1.51,0,1.51,8.547,0.075,0,1.499,0.01,1.499,0.01,0,7.621,64.655,102.312,-0.024,100.221,0.006,0.007,0.007,-642.8886415000001
2021-02-07T00:57:45,2459252.54,-17.394,-15.226,0.076,2.168,1.508,0,1.508,8.561,0.076,0,1.497,0.01,1.497,0.01,0,7.634,64.804,101.758,0.022,99.573,0.007,0.007,0.007,-642.9074652
2021-02-07T00:58:30,2459252.541,-17.126,-14.938,0.074,2.188,1.507,0,1.507,8.549,0.074,0,1.496,0.01,1.496,0.01,0,7.622,64.835,101.963,0.041,99.825,0.007,0.007,0.007,-642.8812018
2021-02-07T00:59:15,2459252.541,-16.602,-14.481,0.074,2.121,1.504,0,1.504,8.557,0.074,0,1.493,0.011,1.493,0.011,0,7.631,64.895,99.865,0.023,97.742,0.008,0.008,0.008,-642.9765428000001
2021-02-07T01:00:00,2459252.542,-15.133,-13.04,0.076,2.093,1.503,0,1.503,8.567,0.076,0,1.494,0.01,1.494,0.01,0,7.641,64.917,104.408,0.046,104.408,0.013,0.013,0.013,-643.0141902
2021-02-07T01:00:45,2459252.542,-14.748,-12.607,0.075,2.141,1.504,0,1.504,8.569,0.075,0,1.494,0.01,1.494,0.01,0,7.643,64.901,102.494,-0.003,100.29,0.01,0.01,0.01,-642.9469845
2021-02-07T01:01:30,2459252.543,-14.943,-12.779,0.077,2.163,1.509,0,1.509,8.556,0.077,0,1.499,0.01,1.499,0.01,0,7.63,64.692,101.825,0.053,100.012,0.006,0.006,0.006,-642.9134819000001
2021-02-07T01:02:15,2459252.543,-16.051,-13.871,0.075,2.18,1.504,0,1.504,8.551,0.075,0,1.494,0.01,1.494,0.01,0,7.626,64.743,103.519,0.002,101.661,0.001,0.001,0.001,-642.8914875
2021-02-07T01:03:00,2459252.544,-16.591,-14.43,0.071,2.161,1.505,0,1.505,8.549,0.071,0,1.496,0.009,1.496,0.009,0,7.625,64.731,104.718,-0.016,102.595,0.005,0.006,0.006,-642.9229177
2021-02-07T01:03:45,2459252.544,-17.29,-15.147,0.073,2.143,1.506,0,1.506,8.555,0.073,0,1.492,0.014,1.492,0.014,0,7.63,64.696,103.169,-0.004,101.702,0.022,0.022,0.022,-642.9463351
2021-02-07T01:04:30,2459252.545,-16.662,-14.582,0.075,2.079,1.506,0,1.506,8.563,0.075,0,1.496,0.01,1.496,0.01,0,7.639,64.67,100.489,0.031,98.281,0.02,0.02,0.02,-643.0352105000001
2021-02-07T01:05:15,2459252.545,-16.175,-14.115,0.074,2.061,1.501,0,1.501,8.551,0.074,0,1.491,0.01,1.491,0.01,0,7.628,64.79,100.223,0.019,100.223,0.017,0.018,0.018,-643.0619228
2021-02-07T01:06:00,2459252.546,-14.629,-12.476,0.074,2.153,1.509,0,1.509,8.566,0.074,0,1.499,0.01,1.499,0.01,0,7.64,64.658,101.547,0.011,99.579,0.005,0.005,0.005,-642.9310068
2021-02-07T01:06:45,2459252.546,-13.954,-11.73,0.073,2.224,1.509,0,1.509,8.561,0.073,0,1.5,0.01,1.5,0.01,0,7.634,64.771,101.43,0.004,99.547,-0.002,-0.001,-0.001,-642.8310721
2021-02-07T01:07:30,2459252.547,-14.1,-11.891,0.071,2.209,1.509,0,1.509,8.565,0.071,0,1.499,0.01,1.499,0.01,0,7.637,64.79,103.293,0.005,103.293,-0.004,-0.003,-0.003,-642.8546137000001
2021-02-07T01:08:15,2459252.547,-15.713,-13.627,0.069,2.086,1.505,0,1.505,8.558,0.069,0,1.494,0.01,1.494,0.01,0,7.631,64.842,100.694,0.021,98.715,0.001,0.001,0.001,-643.0318393
2021-02-07T01:09:00,2459252.548,-16.95,-14.904,0.07,2.047,1.509,0,1.509,8.562,0.07,0,1.499,0.01,1.499,0.01,0,7.635,64.711,100.188,0.035,98.085,0.009,0.009,0.009,-643.086238
2021-02-07T01:09:45,2459252.548,-17.53,-15.488,0.07,2.042,1.498,0,1.498,8.559,0.07,0,1.488,0.01,1.488,0.01,0,7.636,64.897,101.263,0.045,98.981,0.013,0.013,0.013,-643.093353
2021-02-07T01:10:30,2459252.549,-16.261,-14.151,0.071,2.11,1.509,0,1.509,8.559,0.071,0,1.499,0.01,1.499,0.01,0,7.633,64.681,101.525,0.013,99.237,0.008,0.008,0.008,-642.9954907
2021-02-07T01:11:15,2459252.549,-15.281,-13.11,0.069,2.17,1.504,0,1.504,8.554,0.069,0,1.493,0.01,1.493,0.01,0,7.629,64.847,100.361,-0.008,97.962,0.0,0.0,0.0,-642.9123073000001
2021-02-07T01:12:00,2459252.55,-14.464,-12.32,0.07,2.144,1.507,0,1.507,8.556,0.07,0,1.497,0.01,1.497,0.01,0,7.63,64.789,102.075,-0.03,99.905,-0.002,-0.002,-0.002,-642.948207
2021-02-07T01:12:45,2459252.551,-15.035,-12.904,0.071,2.131,1.501,0,1.501,8.573,0.071,0,1.491,0.01,1.491,0.01,0,7.65,64.803,101.01,-0.044,98.985,0.0,0.0,0.0,-642.9656077000001
2021-02-07T01:13:30,2459252.551,-15.71,-13.583,0.072,2.127,1.499,0,1.499,8.567,0.072,0,1.488,0.011,1.488,0.011,0,7.643,64.956,100.685,0.053,98.679,0.006,0.007,0.007,-642.9702014000001
2021-02-07T01:14:15,2459252.552,-16.5,-14.358,0.072,2.142,1.507,0,1.507,8.563,0.072,0,1.497,0.01,1.497,0.01,0,7.637,64.799,102.979,0.055,100.756,0.014,0.014,0.014,-642.9488564000001
2021-02-07T01:15:00,2459252.552,-16.56,-14.411,0.073,2.148,1.498,0,1.498,8.556,0.073,0,1.487,0.01,1.487,0.01,0,7.633,64.904,101.898,0.048,99.791,0.011,0.011,0.011,-642.9392201000001
2021-02-07T01:15:45,2459252.553,-16.758,-14.598,0.072,2.159,1.504,0,1.504,8.564,0.072,0,1.494,0.01,1.494,0.01,0,7.639,64.831,101.296,0.019,98.616,0.01,0.01,0.01,-642.9246654
2021-02-07T01:16:30,2459252.553,-15.761,-13.595,0.072,2.165,1.51,0,1.51,8.566,0.072,0,1.5,0.01,1.5,0.01,0,7.638,64.783,100.055,0.017,97.694,0.002,0.003,0.003,-642.9161274
2021-02-07T01:17:15,2459252.554,-15.018,-12.864,0.073,2.154,1.507,0,1.507,8.563,0.073,0,1.497,0.01,1.497,0.01,0,7.636,64.818,101.401,-0.005,99.207,0.0,0.0,0.0,-642.9306821
2021-02-07T01:18:00,2459252.554,-14.432,-12.276,0.074,2.156,1.501,0,1.501,8.562,0.074,0,1.49,0.011,1.49,0.011,0,7.638,64.879,99.108,0.025,97.219,0.0,0.001,0.001,-642.9267378000001
2021-02-07T01:18:45,2459252.555,-15.288,-13.111,0.075,2.176,1.504,0,1.504,8.589,0.075,0,1.493,0.011,1.493,0.011,0,7.664,64.811,99.648,-0.021,97.632,0.008,0.008,0.008,-642.8971795
2021-02-07T01:19:30,2459252.555,-16.192,-14.002,0.073,2.19,1.5,0,1.5,8.579,0.073,0,1.49,0.011,1.49,0.011,0,7.656,64.787,98.324,0.007,95.99,0.016,0.017,0.017,-642.8794541
2021-02-07T01:20:15,2459252.556,-17.45,-15.301,0.072,2.149,1.502,0,1.502,8.563,0.072,0,1.492,0.01,1.492,0.01,0,7.641,64.707,100.537,0.064,98.278,0.017,0.017,0.017,-642.9388954
2021-02-07T01:21:00,2459252.556,-17.341,-15.219,0.072,2.121,1.503,0,1.503,8.559,0.072,0,1.492,0.01,1.492,0.01,0,7.635,64.761,100.494,-0.004,98.343,0.014,0.014,0.014,-642.9787394
2021-02-07T01:21:45,2459252.557,-17.031,-14.879,0.071,2.151,1.503,0,1.503,8.549,0.071,0,1.493,0.011,1.493,0.011,0,7.624,64.833,99.605,-0.019,97.719,0.007,0.007,0.007,-642.9371477
2021-02-07T01:22:30,2459252.557,-15.535,-13.359,0.07,2.177,1.505,0,1.505,8.565,0.07,0,1.495,0.01,1.495,0.01,0,7.641,64.74,102.92,-0.068,100.761,0.009,0.009,0.009,-642.901248
2021-02-07T01:23:15,2459252.558,-14.612,-12.424,0.071,2.188,1.512,0,1.512,8.6,0.071,0,1.502,0.011,1.502,0.011,0,7.672,64.69,101.998,0.034,99.631,0.012,0.012,0.012,-642.8844967
2021-02-07T01:24:00,2459252.558,-14.082,-11.88,0.07,2.202,1.51,0,1.51,8.619,0.07,0,1.5,0.011,1.5,0.011,0,7.693,64.725,100.928,-0.002,98.908,0.014,0.014,0.014,-642.865673
2021-02-07T01:24:45,2459252.559,-15.618,-13.374,0.069,2.243,1.532,0,1.532,8.786,0.069,0,1.521,0.011,1.521,0.011,0,7.854,64.397,99.831,-0.016,97.969,0.01,0.01,0.01,-642.8084283000001
2021-02-07T01:25:30,2459252.559,-16.658,-14.473,0.069,2.184,1.512,0,1.512,8.583,0.069,0,1.502,0.009,1.502,0.009,0,7.655,64.786,105.201,-0.01,105.201,0.007,0.007,0.007,-642.8923853
2021-02-07T01:26:15,2459252.56,-17.5,-15.337,0.07,2.163,1.507,0,1.507,8.557,0.07,0,1.498,0.009,1.498,0.009,0,7.631,64.817,105.298,-0.022,105.235,0.008,0.009,0.009,-642.9211700000001
2021-02-07T01:27:00,2459252.56,-16.82,-14.663,0.07,2.158,1.507,0,1.507,8.577,0.07,0,1.499,0.009,1.499,0.009,0,7.651,64.798,109.111,-0.034,109.111,0.013,0.013,0.013,-642.9282850000001
2021-02-07T01:27:45,2459252.561,-15.55,-13.41,0.068,2.14,1.512,0,1.512,8.585,0.068,0,1.502,0.01,1.502,0.01,0,7.656,64.805,103.999,-0.043,102.253,0.017,0.017,0.017,-642.9560956
2021-02-07T01:28:30,2459252.561,-13.986,-11.867,0.069,2.118,1.508,0,1.508,8.574,0.069,0,1.498,0.009,1.498,0.009,0,7.646,64.834,107.846,-0.01,106.237,0.019,0.02,0.02,-642.9863033
2021-02-07T01:29:15,2459252.562,-14.107,-12.002,0.069,2.105,1.506,0,1.506,8.574,0.069,0,1.496,0.01,1.496,0.01,0,7.646,64.901,105.756,0.0,104.587,0.019,0.019,0.019,-643.0048023
