date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,f_nonconv,quiet_flux,ar_flux,conv_flux,pol_flux,pol_conv_flux,vconv_quiet,vconv_large,vconv_small,rv_model_weather_coeff
2021-02-07T12:03:00,2459253.002,-15.961,-13.083,0.023,2.878,1.596,0,1.596,8.261,0.023,0,1.592,0.004,1.592,0.004,0,7.268,65.111,105.236,-0.021,105.236,0.002,0.003,0.003,-641.9553451
2021-02-07T12:03:45,2459253.003,-16.637,-13.66,0.025,2.977,1.6,0,1.6,8.261,0.025,0,1.596,0.004,1.596,0.004,0,7.268,65.027,101.155,-0.013,101.155,-0.001,-0.001,-0.001,-641.8122715000001
2021-02-07T12:04:30,2459253.003,-17.647,-14.595,0.026,3.052,1.598,0,1.598,8.256,0.026,0,1.594,0.004,1.594,0.004,0,7.263,65.107,101.741,-0.015,101.741,-0.001,-0.001,-0.001,-641.7044482
2021-02-07T12:05:15,2459253.004,-18.788,-15.781,0.024,3.006,1.596,0,1.596,8.285,0.024,0,1.591,0.004,1.591,0.004,0,7.295,65.067,100.308,-0.031,100.308,0.002,0.002,0.002,-641.7721028
2021-02-07T12:06:00,2459253.004,-18.379,-15.406,0.023,2.973,1.601,0,1.601,8.317,0.023,0,1.597,0.004,1.597,0.004,0,7.325,65.003,103.194,-0.016,103.194,0.005,0.005,0.005,-641.8201601000001
2021-02-07T12:06:45,2459253.005,-16.928,-14.022,0.023,2.906,1.596,0,1.596,8.262,0.023,0,1.592,0.004,1.592,0.004,0,7.273,64.941,101.011,-0.036,101.011,0.006,0.006,0.006,-641.9155011
2021-02-07T12:07:30,2459253.005,-15.608,-12.776,0.022,2.831,1.592,0,1.592,8.251,0.022,0,1.588,0.004,1.588,0.004,0,7.262,65.069,102.297,-0.025,102.297,0.004,0.004,0.004,-642.0233244
2021-02-07T12:08:15,2459253.006,-16.152,-13.29,0.022,2.862,1.598,0,1.598,8.257,0.022,0,1.594,0.004,1.594,0.004,0,7.266,64.935,105.246,-0.051,105.246,0.002,0.002,0.002,-641.9792114
2021-02-07T12:09:00,2459253.006,-17.264,-14.289,0.025,2.975,1.599,0,1.599,8.27,0.025,0,1.595,0.004,1.595,0.004,0,7.279,64.933,103.417,-0.082,103.417,-0.001,-0.001,-0.001,-641.8151175
2021-02-07T12:09:45,2459253.007,-18.671,-15.605,0.026,3.067,1.598,0,1.598,8.28,0.026,0,1.593,0.004,1.593,0.004,0,7.289,64.996,100.763,-0.041,100.763,0.0,0.001,0.001,-641.6831032
2021-02-07T12:10:30,2459253.007,-18.873,-15.834,0.024,3.039,1.6,0,1.6,8.268,0.024,0,1.592,0.007,1.592,0.007,0,7.276,64.978,107.136,0.017,107.136,0.011,0.011,0.011,-641.7251438000001
2021-02-07T12:11:15,2459253.008,-18.257,-15.291,0.024,2.966,1.606,0,1.606,8.266,0.024,0,1.602,0.004,1.602,0.004,0,7.269,65.014,100.981,-0.035,100.981,0.004,0.004,0.004,-641.8290228000001
2021-02-07T12:12:00,2459253.008,-16.878,-13.976,0.021,2.902,1.607,0,1.607,8.277,0.021,0,1.603,0.004,1.603,0.004,0,7.281,64.918,100.121,-0.064,100.121,0.002,0.002,0.002,-641.9233897
2021-02-07T12:12:45,2459253.009,-16.641,-13.755,0.023,2.886,1.605,0,1.605,8.279,0.023,0,1.601,0.004,1.601,0.004,0,7.284,64.92,99.229,-0.058,99.229,-0.001,0.0,0.0,-641.9439611
2021-02-07T12:13:30,2459253.009,-17.028,-14.054,0.023,2.974,1.606,0,1.606,8.279,0.023,0,1.597,0.009,1.597,0.009,0,7.284,64.934,98.98,0.003,98.98,0.016,0.017,0.017,-641.8187371
2021-02-07T12:14:15,2459253.01,-18.103,-15.065,0.022,3.038,1.603,0,1.603,8.253,0.022,0,1.596,0.008,1.596,0.008,0,7.26,64.89,104.798,-0.042,104.798,0.009,0.009,0.009,-641.7287634
2021-02-07T12:15:00,2459253.01,-18.12,-15.106,0.023,3.014,1.595,0,1.595,8.26,0.023,0,1.591,0.004,1.591,0.004,0,7.27,65.066,106.885,-0.031,106.885,0.007,0.007,0.007,-641.7618171
2021-02-07T12:15:45,2459253.011,-18.121,-15.164,0.022,2.957,1.605,0,1.605,8.279,0.022,0,1.601,0.004,1.601,0.004,0,7.285,64.955,108.722,-0.055,108.722,0.006,0.006,0.006,-641.8440264000001
2021-02-07T12:16:30,2459253.011,-17.702,-14.791,0.021,2.911,1.604,0,1.604,8.289,0.021,0,1.6,0.004,1.6,0.004,0,7.295,64.947,103.806,-0.053,103.806,0.004,0.004,0.004,-641.9105827000001
2021-02-07T12:17:15,2459253.012,-17.601,-14.667,0.021,2.934,1.598,0,1.598,8.283,0.021,0,1.594,0.004,1.594,0.004,0,7.29,65.081,103.729,-0.059,103.729,0.003,0.004,0.004,-641.8778537000001
2021-02-07T12:18:00,2459253.013,-17.016,-14.012,0.022,3.004,1.596,0,1.596,8.26,0.022,0,1.592,0.004,1.592,0.004,0,7.268,65.096,104.387,-0.043,104.387,0.005,0.005,0.005,-641.7771454
2021-02-07T12:18:45,2459253.013,-16.76,-13.778,0.022,2.982,1.594,0,1.594,8.256,0.022,0,1.59,0.004,1.59,0.004,0,7.264,65.151,103.901,-0.01,103.901,0.005,0.005,0.005,-641.8084514
2021-02-07T12:19:30,2459253.014,-17.035,-14.063,0.024,2.972,1.607,0,1.607,8.267,0.024,0,1.603,0.004,1.603,0.004,0,7.27,65.038,104.739,-0.004,104.739,0.003,0.003,0.003,-641.8204848
2021-02-07T12:20:15,2459253.014,-17.836,-14.931,0.025,2.906,1.607,0,1.607,8.272,0.025,0,1.598,0.009,1.598,0.009,0,7.274,65.104,100.829,-0.019,100.829,0.014,0.014,0.014,-641.9133045
2021-02-07T12:21:00,2459253.015,-17.987,-15.085,0.026,2.903,1.603,0,1.603,8.263,0.026,0,1.599,0.004,1.599,0.004,0,7.268,65.027,103.817,-0.032,103.817,0.004,0.004,0.004,-641.9164752
2021-02-07T12:21:45,2459253.015,-17.818,-14.908,0.025,2.91,1.598,0,1.598,8.269,0.025,0,1.595,0.003,1.595,0.003,0,7.276,65.07,107.216,-0.042,107.216,0.006,0.006,0.006,-641.9076125
2021-02-07T12:22:30,2459253.016,-17.029,-14.071,0.025,2.958,1.601,0,1.601,8.279,0.025,0,1.597,0.003,1.597,0.003,0,7.284,65.071,108.424,-0.017,108.424,0.009,0.009,0.009,-641.8393085
2021-02-07T12:23:15,2459253.016,-16.567,-13.608,0.026,2.959,1.601,0,1.601,8.268,0.026,0,1.593,0.008,1.593,0.008,0,7.273,65.005,100.361,-0.036,100.361,0.022,0.023,0.023,-641.8367872
2021-02-07T12:24:00,2459253.017,-16.094,-13.154,0.023,2.94,1.606,0,1.606,8.268,0.023,0,1.597,0.009,1.597,0.009,0,7.272,64.909,99.815,-0.033,99.815,0.02,0.02,0.02,-641.8671191
2021-02-07T12:24:45,2459253.017,-16.692,-13.785,0.023,2.907,1.598,0,1.598,8.269,0.023,0,1.589,0.008,1.589,0.008,0,7.276,65.043,102.501,-0.001,102.501,0.015,0.015,0.015,-641.9140781
2021-02-07T12:25:30,2459253.018,-17.007,-14.097,0.022,2.91,1.609,0,1.609,8.284,0.022,0,1.606,0.004,1.606,0.004,0,7.289,64.768,108.018,-0.041,108.018,0.0,0.0,0.0,-641.9109074
2021-02-07T12:26:15,2459253.018,-17.503,-14.578,0.023,2.925,1.608,0,1.608,8.267,0.023,0,1.604,0.004,1.604,0.004,0,7.273,64.769,102.642,-0.018,102.642,0.005,0.005,0.005,-641.8884641
2021-02-07T12:27:00,2459253.019,-17.318,-14.374,0.022,2.944,1.605,0,1.605,8.266,0.022,0,1.601,0.004,1.601,0.004,0,7.272,64.843,102.658,-0.058,102.658,0.008,0.008,0.008,-641.8625254
2021-02-07T12:27:45,2459253.019,-17.157,-14.172,0.022,2.985,1.604,0,1.604,8.275,0.022,0,1.595,0.009,1.595,0.009,0,7.282,64.891,101.333,-0.048,101.333,0.023,0.024,0.024,-641.8041824000001
2021-02-07T12:28:30,2459253.02,-16.355,-13.413,0.021,2.942,1.599,0,1.599,8.269,0.021,0,1.59,0.009,1.59,0.009,0,7.278,64.883,98.116,-0.026,98.116,0.023,0.023,0.023,-641.8664697
2021-02-07T12:29:15,2459253.02,-15.991,-13.091,0.021,2.9,1.598,0,1.598,8.288,0.021,0,1.589,0.009,1.589,0.009,0,7.296,64.996,100.173,-0.047,100.173,0.019,0.019,0.019,-641.9262357
2021-02-07T12:30:00,2459253.021,-15.84,-12.964,0.022,2.877,1.596,0,1.596,8.267,0.022,0,1.592,0.004,1.592,0.004,0,7.277,64.977,111.015,-0.045,111.015,0.002,0.002,0.002,-641.9578664000001
2021-02-07T12:30:45,2459253.021,-16.754,-13.835,0.02,2.919,1.598,0,1.598,8.281,0.02,0,1.585,0.013,1.585,0.013,0,7.29,65.012,99.455,-0.061,99.455,0.02,0.021,0.021,-641.900297
2021-02-07T12:31:30,2459253.022,-17.192,-14.254,0.02,2.939,1.601,0,1.601,8.282,0.02,0,1.597,0.004,1.597,0.004,0,7.29,64.951,101.951,0.006,101.951,0.004,0.004,0.004,-641.871837
2021-02-07T12:32:15,2459253.022,-17.743,-14.812,0.019,2.931,1.606,0,1.606,8.278,0.019,0,1.602,0.004,1.602,0.004,0,7.285,64.795,102.874,-0.03,102.874,0.007,0.007,0.007,-641.8843193
2021-02-07T12:33:00,2459253.023,-17.459,-14.526,0.021,2.933,1.597,0,1.597,8.279,0.021,0,1.59,0.007,1.59,0.007,0,7.289,64.907,101.354,-0.055,101.266,0.016,0.017,0.017,-641.8792767
2021-02-07T12:33:45,2459253.023,-16.659,-13.716,0.021,2.943,1.609,0,1.609,8.29,0.021,0,1.602,0.008,1.602,0.008,0,7.296,64.717,100.501,-0.052,100.501,0.011,0.011,0.011,-641.8650467
2021-02-07T12:34:30,2459253.024,-15.595,-12.677,0.02,2.919,1.604,0,1.604,8.287,0.02,0,1.591,0.013,1.591,0.013,0,7.296,64.814,95.58,-0.061,95.58,0.014,0.015,0.015,-641.900297
2021-02-07T12:35:15,2459253.024,-15.754,-12.826,0.021,2.928,1.603,0,1.603,8.268,0.021,0,1.59,0.012,1.59,0.012,0,7.277,64.761,96.993,0.004,96.993,0.01,0.011,0.011,-641.8863917
2021-02-07T12:36:00,2459253.025,-16.479,-13.541,0.021,2.939,1.602,0,1.602,8.268,0.021,0,1.594,0.008,1.594,0.008,0,7.277,64.768,100.759,-0.052,100.759,0.003,0.003,0.003,-641.8707387000001
2021-02-07T12:36:45,2459253.026,-17.388,-14.434,0.018,2.955,1.603,0,1.603,8.276,0.018,0,1.591,0.013,1.591,0.013,0,7.285,64.772,98.384,-0.017,98.384,0.022,0.023,0.023,-641.8512656
2021-02-07T12:37:30,2459253.026,-17.368,-14.354,0.017,3.014,1.606,0,1.606,8.297,0.017,0,1.597,0.009,1.597,0.009,0,7.306,64.679,95.839,0.007,95.839,0.018,0.019,0.019,-641.7684069000001
2021-02-07T12:38:15,2459253.027,-16.96,-13.922,0.018,3.038,1.608,0,1.608,8.276,0.018,0,1.599,0.009,1.599,0.009,0,7.284,64.657,95.805,-0.015,95.805,0.018,0.018,0.018,-641.7331566
2021-02-07T12:39:00,2459253.027,-16.364,-13.419,0.018,2.944,1.607,0,1.607,8.286,0.018,0,1.597,0.009,1.597,0.009,0,7.293,64.752,95.165,-0.022,95.165,0.015,0.016,0.016,-641.8669186000001
2021-02-07T12:39:45,2459253.028,-16.841,-13.954,0.017,2.887,1.612,0,1.612,8.276,0.017,0,1.603,0.009,1.603,0.009,0,7.28,64.688,94.114,-0.035,94.114,0.014,0.014,0.014,-641.9491279
2021-02-07T12:40:30,2459253.028,-16.629,-13.735,0.018,2.894,1.609,0,1.609,8.267,0.018,0,1.604,0.004,1.604,0.004,0,7.274,64.696,94.903,0.005,94.903,-0.003,-0.003,-0.003,-641.9380686000001
2021-02-07T12:41:15,2459253.029,-16.874,-13.967,0.019,2.906,1.608,0,1.608,8.277,0.019,0,1.595,0.013,1.595,0.013,0,7.285,64.655,96.465,-0.062,96.465,0.021,0.021,0.021,-641.9198943
2021-02-07T12:42:00,2459253.029,-16.2,-13.257,0.021,2.943,1.604,0,1.604,8.288,0.021,0,1.591,0.013,1.591,0.013,0,7.297,64.771,96.964,-0.033,96.964,0.025,0.025,0.025,-641.8650467
2021-02-07T12:42:45,2459253.03,-16.251,-13.291,0.02,2.959,1.615,0,1.615,8.284,0.02,0,1.602,0.013,1.602,0.013,0,7.288,64.664,95.888,-0.072,95.888,0.022,0.022,0.022,-641.843377
2021-02-07T12:43:30,2459253.03,-16.297,-13.343,0.02,2.954,1.612,0,1.612,8.295,0.02,0,1.604,0.008,1.604,0.008,0,7.3,64.706,99.343,-0.05,99.343,0.009,0.009,0.009,-641.850492
2021-02-07T12:44:15,2459253.031,-17.269,-14.318,0.019,2.951,1.606,0,1.606,8.276,0.019,0,1.593,0.013,1.593,0.013,0,7.285,64.723,96.204,-0.01,96.204,0.013,0.013,0.013,-641.8558593
2021-02-07T12:45:00,2459253.031,-17.84,-14.914,0.017,2.926,1.602,0,1.602,8.277,0.017,0,1.589,0.013,1.589,0.013,0,7.287,64.759,96.699,-0.037,96.699,0.021,0.021,0.021,-641.8936309000001
2021-02-07T12:45:45,2459253.032,-18.254,-15.36,0.017,2.894,1.604,0,1.604,8.28,0.017,0,1.591,0.013,1.591,0.013,0,7.29,64.71,96.295,-0.023,96.244,0.031,0.031,0.031,-641.9391669
2021-02-07T12:46:30,2459253.032,-17.609,-14.661,0.018,2.948,1.606,0,1.606,8.285,0.018,0,1.598,0.008,1.598,0.008,0,7.295,64.651,97.654,-0.042,97.654,0.013,0.013,0.013,-641.8612266
2021-02-07T12:47:15,2459253.033,-16.492,-13.514,0.021,2.978,1.611,0,1.611,8.296,0.021,0,1.603,0.008,1.603,0.008,0,7.304,64.553,97.896,-0.049,97.896,0.009,0.009,0.009,-641.8152417
2021-02-07T12:48:00,2459253.033,-15.777,-12.769,0.022,3.009,1.608,0,1.608,8.334,0.022,0,1.6,0.008,1.6,0.008,0,7.345,64.55,99.314,-0.072,99.314,0.006,0.007,0.007,-641.7700304
2021-02-07T12:48:45,2459253.034,-16.149,-13.166,0.023,2.983,1.607,0,1.607,8.295,0.023,0,1.602,0.004,1.602,0.004,0,7.305,64.665,100.918,-0.079,100.918,0.002,0.003,0.003,-641.8059301000001
2021-02-07T12:49:30,2459253.034,-16.848,-13.873,0.021,2.976,1.608,0,1.608,8.321,0.021,0,1.6,0.008,1.6,0.008,0,7.33,64.643,98.477,-0.052,98.477,0.012,0.013,0.013,-641.8180877
2021-02-07T12:50:15,2459253.035,-17.571,-14.597,0.019,2.973,1.613,0,1.613,8.28,0.019,0,1.605,0.008,1.605,0.008,0,7.286,64.604,99.529,-0.078,99.529,0.012,0.012,0.012,-641.8245533
2021-02-07T12:51:00,2459253.035,-17.417,-14.473,0.021,2.943,1.609,0,1.609,8.293,0.021,0,1.601,0.008,1.601,0.008,0,7.3,64.688,97.731,-0.086,97.731,0.009,0.009,0.009,-641.8650467
2021-02-07T12:51:45,2459253.036,-17.084,-14.146,0.021,2.938,1.608,0,1.608,8.295,0.021,0,1.604,0.004,1.604,0.004,0,7.303,64.669,97.698,-0.041,97.698,0.005,0.005,0.005,-641.8721617
2021-02-07T12:52:30,2459253.036,-16.782,-13.832,0.019,2.95,1.613,0,1.613,8.294,0.019,0,1.605,0.008,1.605,0.008,0,7.3,64.589,97.787,-0.042,97.787,0.011,0.011,0.011,-641.8572823000001
2021-02-07T12:53:15,2459253.037,-17.002,-14.063,0.018,2.939,1.613,0,1.613,8.283,0.018,0,1.609,0.004,1.609,0.004,0,7.29,64.543,96.539,-0.022,96.539,0.004,0.004,0.004,-641.8740336000001
2021-02-07T12:54:00,2459253.038,-16.088,-13.148,0.015,2.94,1.608,0,1.608,8.282,0.015,0,1.604,0.004,1.604,0.004,0,7.291,64.632,98.816,-0.071,98.816,0.004,0.004,0.004,-641.8759055
2021-02-07T12:54:45,2459253.038,-15.755,-12.855,0.017,2.899,1.622,0,1.622,8.3,0.017,0,1.617,0.004,1.617,0.004,0,7.304,64.403,98.677,-0.053,98.677,0.003,0.003,0.003,-641.9320519
2021-02-07T12:55:30,2459253.039,-16.05,-13.121,0.017,2.929,1.622,0,1.622,8.296,0.017,0,1.618,0.004,1.618,0.004,0,7.3,64.442,97.261,-0.017,97.261,0.0,0.0,0.0,-641.8893619
2021-02-07T12:56:15,2459253.039,-17.182,-14.173,0.014,3.009,1.619,0,1.619,8.288,0.014,0,1.615,0.004,1.615,0.004,0,7.293,64.453,99.299,-0.03,99.299,-0.002,-0.002,-0.002,-641.7788168000001
2021-02-07T12:57:00,2459253.04,-17.571,-14.492,0.016,3.079,1.628,0,1.628,8.313,0.016,0,1.624,0.004,1.624,0.004,0,7.315,64.315,98.127,-0.031,98.127,-0.002,-0.002,-0.002,-641.6770102
2021-02-07T12:57:45,2459253.04,-16.99,-13.963,0.017,3.027,1.622,0,1.622,8.293,0.017,0,1.618,0.004,1.618,0.004,0,7.297,64.416,96.976,-0.027,96.976,0.0,0.0,0.0,-641.7499079
2021-02-07T12:58:30,2459253.041,-15.765,-12.789,0.018,2.976,1.623,0,1.623,8.277,0.018,0,1.619,0.004,1.619,0.004,0,7.28,64.4,97.084,-0.077,97.084,0.002,0.003,0.003,-641.8213826
2021-02-07T12:59:15,2459253.041,-15.545,-12.625,0.015,2.92,1.623,0,1.623,8.287,0.015,0,1.618,0.004,1.618,0.004,0,7.289,64.501,93.605,-0.018,93.605,0.004,0.004,0.004,-641.9043655
2021-02-07T13:00:00,2459253.042,-15.92,-12.998,0.015,2.921,1.622,0,1.622,8.31,0.015,0,1.618,0.004,1.618,0.004,0,7.314,64.453,94.941,-0.022,94.941,0.002,0.002,0.002,-641.9029425
2021-02-07T13:00:45,2459253.042,-16.556,-13.568,0.014,2.988,1.612,0,1.612,8.294,0.014,0,1.608,0.004,1.608,0.004,0,7.301,64.655,97.182,-0.042,97.182,-0.001,-0.001,-0.001,-641.8086998
2021-02-07T13:01:30,2459253.043,-16.725,-13.718,0.018,3.007,1.615,0,1.615,8.284,0.018,0,1.611,0.004,1.611,0.004,0,7.29,64.577,95.613,-0.033,95.613,-0.004,-0.004,-0.004,-641.7772696000001
2021-02-07T13:02:15,2459253.043,-16.624,-13.684,0.018,2.939,1.615,0,1.615,8.272,0.018,0,1.611,0.004,1.611,0.004,0,7.278,64.544,96.261,-0.029,96.261,-0.004,-0.004,-0.004,-641.8740336000001
2021-02-07T13:03:00,2459253.044,-15.404,-12.483,0.018,2.922,1.619,0,1.619,8.287,0.018,0,1.611,0.008,1.611,0.008,0,7.291,64.562,91.338,-0.041,91.338,0.005,0.005,0.005,-641.8982246
2021-02-07T13:03:45,2459253.044,-14.929,-12.041,0.019,2.888,1.623,0,1.623,8.304,0.019,0,1.619,0.004,1.619,0.004,0,7.307,64.471,99.166,-0.071,99.166,0.002,0.002,0.002,-641.9455083
2021-02-07T13:04:30,2459253.045,-14.994,-12.113,0.018,2.881,1.616,0,1.616,8.302,0.018,0,1.612,0.004,1.612,0.004,0,7.305,64.689,98.655,-0.03,98.655,0.005,0.005,0.005,-641.9565676
2021-02-07T13:05:15,2459253.045,-15.641,-12.767,0.02,2.875,1.622,0,1.622,8.294,0.02,0,1.612,0.009,1.612,0.009,0,7.295,64.6,93.455,-0.065,93.455,0.008,0.009,0.009,-641.962909
2021-02-07T13:06:00,2459253.046,-16.179,-13.26,0.019,2.919,1.627,0,1.627,8.295,0.019,0,1.622,0.004,1.622,0.004,0,7.295,64.456,96.864,-0.014,96.864,-0.003,-0.003,-0.003,-641.9013953
2021-02-07T13:06:45,2459253.046,-17.06,-14.075,0.018,2.984,1.624,0,1.624,8.293,0.018,0,1.62,0.004,1.62,0.004,0,7.295,64.469,97.805,-0.062,97.805,-0.005,-0.004,-0.004,-641.8099986
2021-02-07T13:07:30,2459253.047,-16.497,-13.482,0.017,3.015,1.621,0,1.621,8.302,0.017,0,1.617,0.004,1.617,0.004,0,7.306,64.456,97.906,-0.059,97.906,-0.002,-0.002,-0.002,-641.7669839
2021-02-07T13:08:15,2459253.047,-15.724,-12.748,0.016,2.976,1.619,0,1.619,8.293,0.016,0,1.615,0.004,1.615,0.004,0,7.297,64.473,100.984,-0.043,100.984,0.001,0.002,0.002,-641.8235792
2021-02-07T13:09:00,2459253.048,-15.114,-12.191,0.016,2.923,1.617,0,1.617,8.289,0.016,0,1.613,0.005,1.613,0.005,0,7.295,64.477,97.457,-0.035,97.457,0.004,0.004,0.004,-641.8989982
2021-02-07T13:09:45,2459253.048,-15.834,-12.992,0.016,2.843,1.616,0,1.616,8.291,0.016,0,1.611,0.004,1.611,0.004,0,7.298,64.484,96.932,-0.06,96.932,0.005,0.005,0.005,-642.0128382
2021-02-07T13:10:30,2459253.049,-16.195,-13.349,0.015,2.846,1.621,0,1.621,8.294,0.015,0,1.617,0.004,1.617,0.004,0,7.298,64.449,98.897,-0.044,98.897,0.002,0.002,0.002,-642.0096675
2021-02-07T13:11:15,2459253.049,-16.529,-13.582,0.016,2.947,1.621,0,1.621,8.287,0.016,0,1.617,0.004,1.617,0.004,0,7.291,64.485,100.883,-0.043,100.883,-0.002,-0.002,-0.002,-641.8648462
2021-02-07T13:12:00,2459253.05,-16.342,-13.305,0.017,3.037,1.625,0,1.625,8.285,0.017,0,1.62,0.004,1.62,0.004,0,7.287,64.454,99.852,-0.045,99.852,-0.003,-0.003,-0.003,-641.7356779
2021-02-07T13:12:45,2459253.051,-16.126,-13.087,0.019,3.039,1.623,0,1.623,8.29,0.019,0,1.618,0.004,1.618,0.004,0,7.292,64.473,100.817,-0.078,100.817,-0.002,-0.002,-0.002,-641.7306353
2021-02-07T13:13:30,2459253.051,-15.519,-12.557,0.018,2.962,1.62,0,1.62,8.291,0.018,0,1.616,0.004,1.616,0.004,0,7.293,64.584,99.632,-0.053,99.632,-0.001,-0.001,-0.001,-641.8413046000001
2021-02-07T13:14:15,2459253.052,-15.705,-12.805,0.017,2.899,1.625,0,1.625,8.301,0.017,0,1.621,0.004,1.621,0.004,0,7.301,64.518,98.415,-0.024,98.415,0.002,0.002,0.002,-641.9320519
2021-02-07T13:15:00,2459253.052,-16.053,-13.192,0.017,2.861,1.62,0,1.62,8.302,0.017,0,1.615,0.004,1.615,0.004,0,7.305,64.521,100.064,-0.035,100.064,0.003,0.003,0.003,-641.9861259
2021-02-07T13:15:45,2459253.053,-16.869,-13.956,0.016,2.913,1.622,0,1.622,8.313,0.016,0,1.618,0.004,1.618,0.004,0,7.316,64.533,100.099,-0.071,100.099,0.001,0.001,0.001,-641.9132282
2021-02-07T13:16:30,2459253.053,-16.583,-13.611,0.018,2.972,1.621,0,1.621,8.281,0.018,0,1.612,0.009,1.612,0.009,0,7.285,64.498,99.077,-0.029,87.307,0.004,0.004,0.004,-641.8270746000001
2021-02-07T13:17:15,2459253.054,-16.203,-13.216,0.02,2.987,1.616,0,1.616,8.277,0.02,0,1.608,0.008,1.608,0.008,0,7.282,64.559,101.952,-0.035,101.952,0.003,0.004,0.004,-641.803533
2021-02-07T13:18:00,2459253.054,-15.58,-12.59,0.018,2.99,1.616,0,1.616,8.282,0.018,0,1.612,0.004,1.612,0.004,0,7.288,64.533,101.209,-0.065,101.209,0.003,0.003,0.003,-641.8014606
2021-02-07T13:18:45,2459253.055,-15.512,-12.574,0.017,2.937,1.621,0,1.621,8.297,0.017,0,1.617,0.004,1.617,0.004,0,7.301,64.467,104.037,-0.021,104.037,0.004,0.004,0.004,-641.8779779
2021-02-07T13:19:30,2459253.055,-15.793,-12.86,0.015,2.933,1.622,0,1.622,8.332,0.015,0,1.618,0.004,1.618,0.004,0,7.334,64.585,102.728,-0.016,102.728,0.002,0.003,0.003,-641.8858665
2021-02-07T13:20:15,2459253.056,-16.746,-13.813,0.014,2.934,1.62,0,1.62,8.295,0.014,0,1.613,0.007,1.613,0.007,0,7.297,64.585,101.402,-0.072,101.402,0.01,0.01,0.01,-641.8855418
2021-02-07T13:21:00,2459253.056,-16.855,-13.92,0.015,2.936,1.622,0,1.622,8.308,0.015,0,1.615,0.007,1.615,0.007,0,7.31,64.566,101.072,-0.04,101.072,0.005,0.005,0.005,-641.8815975
2021-02-07T13:21:45,2459253.057,-16.631,-13.712,0.017,2.919,1.618,0,1.618,8.286,0.017,0,1.611,0.008,1.611,0.008,0,7.29,64.537,101.005,-0.014,100.572,0.004,0.004,0.004,-641.9035919
2021-02-07T13:22:30,2459253.057,-15.729,-12.812,0.018,2.917,1.618,0,1.618,8.275,0.018,0,1.614,0.004,1.614,0.004,0,7.279,64.555,104.871,0.003,104.871,0.0,0.001,0.001,-641.9053396
2021-02-07T13:23:15,2459253.058,-15.231,-12.314,0.016,2.916,1.618,0,1.618,8.289,0.016,0,1.614,0.004,1.614,0.004,0,7.292,64.638,104.879,-0.002,104.879,0.002,0.002,0.002,-641.9089592
2021-02-07T13:24:00,2459253.058,-15.197,-12.309,0.017,2.888,1.616,0,1.616,8.297,0.017,0,1.608,0.008,1.608,0.008,0,7.302,64.615,100.205,-0.039,100.205,0.015,0.015,0.015,-641.9477049000001
2021-02-07T13:24:45,2459253.059,-16.205,-13.274,0.017,2.931,1.611,0,1.611,8.277,0.017,0,1.607,0.004,1.607,0.004,0,7.284,64.593,98.84,-0.035,98.84,0.005,0.005,0.005,-641.8865159000001
2021-02-07T13:25:30,2459253.059,-16.775,-13.833,0.018,2.942,1.613,0,1.613,8.298,0.018,0,1.605,0.008,1.605,0.008,0,7.304,64.617,101.013,-0.041,101.013,0.011,0.011,0.011,-641.8697646
2021-02-07T13:26:15,2459253.06,-16.797,-13.838,0.018,2.959,1.609,0,1.609,8.29,0.018,0,1.601,0.008,1.601,0.008,0,7.3,64.55,100.614,-0.06,100.614,0.004,0.004,0.004,-641.8455736
2021-02-07T13:27:00,2459253.06,-15.662,-12.701,0.015,2.961,1.611,0,1.611,8.279,0.015,0,1.603,0.008,1.603,0.008,0,7.287,64.563,99.998,-0.016,99.998,0.004,0.004,0.004,-641.8460225
2021-02-07T13:27:45,2459253.061,-15.171,-12.234,0.014,2.937,1.609,0,1.609,8.293,0.014,0,1.601,0.008,1.601,0.008,0,7.301,64.652,100.873,-0.085,100.873,0.008,0.008,0.008,-641.8812728
2021-02-07T13:28:30,2459253.061,-15.134,-12.189,0.013,2.946,1.613,0,1.613,8.28,0.013,0,1.605,0.008,1.605,0.008,0,7.285,64.609,100.72,-0.042,100.629,0.012,0.012,0.012,-641.8695641
2021-02-07T13:29:15,2459253.062,-15.314,-12.381,0.015,2.932,1.606,0,1.606,8.278,0.015,0,1.599,0.008,1.599,0.008,0,7.287,64.617,102.237,-0.036,102.237,0.018,0.019,0.019,-641.8872895000001
2021-02-07T13:30:00,2459253.063,-15.459,-12.56,0.018,2.9,1.609,0,1.609,8.287,0.018,0,1.601,0.008,1.601,0.008,0,7.294,64.648,100.778,0.037,100.778,0.019,0.02,0.02,-641.9295306
2021-02-07T13:30:45,2459253.063,-16.437,-13.536,0.019,2.902,1.613,0,1.613,8.29,0.019,0,1.605,0.008,1.605,0.008,0,7.295,64.603,100.996,-0.048,100.996,0.01,0.011,0.011,-641.9255863000001
2021-02-07T13:31:30,2459253.064,-16.432,-13.514,0.021,2.918,1.61,0,1.61,8.277,0.021,0,1.602,0.008,1.602,0.008,0,7.283,64.654,100.335,-0.02,100.335,0.002,0.002,0.002,-641.9006217
