date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,rv_model
2016-05-09T12:02:00,2457518.001,-23.913,-15.201,0.233,8.712,3.263,0.009,3.272,10.342,0.183,0.05,111.13408
2016-05-09T12:04:00,2457518.003,-23.619,-14.903,0.232,8.716,3.26,0.009,3.268,10.339,0.182,0.05,111.13556
2016-05-09T12:06:00,2457518.004,-23.501,-14.647,0.227,8.854,3.257,0.009,3.266,10.36,0.174,0.052,111.2527
2016-05-09T12:08:00,2457518.006,-22.713,-14.181,0.217,8.532,3.26,0.009,3.269,10.348,0.166,0.052,110.93084
2016-05-09T12:10:00,2457518.007,-23.405,-14.677,0.226,8.728,3.258,0.009,3.266,10.349,0.173,0.053,111.13328
2016-05-09T12:12:00,2457518.008,-23.603,-14.82,0.231,8.783,3.26,0.009,3.269,10.35,0.177,0.054,111.19563
2016-05-09T12:14:00,2457518.01,-23.531,-14.847,0.232,8.684,3.253,0.009,3.262,10.334,0.178,0.054,111.1058
2016-05-09T12:16:00,2457518.011,-23.18,-14.362,0.235,8.818,3.274,0.009,3.283,10.369,0.182,0.053,111.23714
2016-05-09T12:18:00,2457518.013,-23.658,-14.86,0.231,8.798,3.274,0.009,3.283,10.353,0.178,0.054,111.20958
2016-05-09T12:20:00,2457518.014,-23.913,-15.179,0.229,8.734,3.274,0.009,3.283,10.367,0.175,0.054,111.14558
2016-05-09T12:22:00,2457518.015,-23.598,-14.571,0.24,9.027,3.272,0.009,3.281,10.35,0.185,0.054,111.44271
2016-05-09T12:24:00,2457518.017,-24.605,-15.722,0.243,8.883,3.282,0.009,3.291,10.355,0.188,0.054,111.31551
2016-05-09T12:26:00,2457518.018,-23.571,-14.749,0.24,8.822,3.273,0.009,3.282,10.348,0.185,0.055,111.25206
2016-05-09T12:28:00,2457518.019,-23.724,-14.781,0.238,8.942,3.284,0.009,3.293,10.356,0.181,0.057,111.35918
2016-05-09T12:30:00,2457518.021,-23.696,-14.892,0.235,8.804,3.281,0.009,3.29,10.35,0.179,0.056,111.22412
2016-05-09T12:32:00,2457518.022,-23.661,-14.853,0.227,8.807,3.277,0.009,3.286,10.346,0.168,0.059,111.20899
2016-05-09T12:34:00,2457518.024,-23.862,-15.028,0.237,8.834,3.269,0.009,3.278,10.358,0.178,0.059,111.2565
2016-05-09T12:36:00,2457518.025,-24.758,-16.034,0.239,8.724,3.278,0.009,3.287,10.364,0.179,0.06,111.15868
2016-05-09T12:38:00,2457518.026,-23.558,-14.691,0.248,8.867,3.275,0.009,3.284,10.36,0.185,0.063,111.31183
2016-05-09T12:40:00,2457518.028,-24.104,-15.253,0.252,8.851,3.283,0.009,3.293,10.376,0.188,0.063,111.30591
2016-05-09T12:42:00,2457518.029,-24.478,-15.71,0.251,8.768,3.279,0.009,3.288,10.356,0.187,0.064,111.22648
2016-05-09T12:44:00,2457518.031,-24.135,-15.193,0.245,8.942,3.285,0.009,3.294,10.371,0.182,0.063,111.37486
2016-05-09T12:46:00,2457518.032,-24.58,-15.733,0.25,8.847,3.285,0.009,3.295,10.357,0.187,0.064,111.29771
2016-05-09T12:48:00,2457518.033,-23.453,-14.712,0.235,8.742,3.297,0.009,3.306,10.401,0.17,0.065,111.16646
2016-05-09T12:50:00,2457518.035,-24.488,-15.549,0.253,8.939,3.29,0.009,3.299,10.366,0.189,0.065,111.38999
2016-05-09T12:52:00,2457518.036,-23.88,-15.1,0.255,8.78,3.295,0.009,3.305,10.417,0.189,0.066,111.2466
2016-05-09T12:54:00,2457518.038,-23.329,-14.422,0.243,8.907,3.29,0.01,3.299,10.382,0.176,0.067,111.33783
2016-05-09T12:56:00,2457518.039,-24.081,-15.068,0.245,9.013,3.295,0.01,3.305,10.391,0.178,0.067,111.44089
2016-05-09T12:58:00,2457518.04,-24.977,-16.179,0.243,8.798,3.287,0.01,3.297,10.384,0.174,0.07,111.23646
2016-05-09T13:00:00,2457518.042,-24.172,-15.064,0.252,9.109,3.269,0.01,3.278,10.363,0.183,0.07,111.54585
2016-05-09T13:02:00,2457518.043,-23.854,-14.969,0.262,8.884,3.279,0.01,3.289,10.378,0.192,0.071,111.359
2016-05-09T13:04:00,2457518.044,-24.762,-15.776,0.252,8.986,3.279,0.01,3.289,10.394,0.181,0.071,111.43146
2016-05-09T13:06:00,2457518.046,-23.52,-14.532,0.255,8.988,3.291,0.01,3.301,10.376,0.184,0.071,111.44004
2016-05-09T13:08:00,2457518.047,-24.269,-15.466,0.254,8.803,3.292,0.01,3.302,10.383,0.183,0.071,111.26575
2016-05-09T13:10:00,2457518.049,-25.943,-16.955,0.25,8.988,3.289,0.01,3.299,10.395,0.178,0.072,111.42884
2016-05-09T13:12:00,2457518.05,-23.784,-14.87,0.253,8.914,3.286,0.01,3.296,10.404,0.183,0.071,111.36674
2016-05-09T13:14:00,2457518.051,-25.823,-17.065,0.263,8.757,3.288,0.01,3.297,10.415,0.191,0.072,111.24313
2016-05-09T13:16:00,2457518.053,-25.293,-16.372,0.281,8.92,3.285,0.01,3.295,10.405,0.21,0.072,111.43504
2016-05-09T13:18:00,2457518.054,-24.89,-15.912,0.27,8.977,3.292,0.01,3.302,10.423,0.198,0.072,111.46341
2016-05-09T13:20:00,2457518.056,-25.754,-16.914,0.259,8.84,3.289,0.01,3.299,10.427,0.187,0.072,111.31136
2016-05-09T13:22:00,2457518.057,-25.571,-16.69,0.255,8.882,3.291,0.01,3.301,10.439,0.182,0.073,111.34146
2016-05-09T13:24:00,2457518.058,-25.351,-16.493,0.258,8.858,3.297,0.01,3.306,10.422,0.185,0.073,111.32586
2016-05-09T13:26:00,2457518.06,-26.428,-17.483,0.251,8.945,3.299,0.01,3.309,10.456,0.177,0.073,111.39109
2016-05-09T13:28:00,2457518.061,-25.589,-16.677,0.255,8.912,3.299,0.01,3.309,10.455,0.182,0.073,111.36936
2016-05-09T13:30:00,2457518.063,-23.906,-15.033,0.261,8.873,3.302,0.01,3.311,10.467,0.188,0.073,111.34653
2016-05-09T13:32:00,2457518.064,-26.92,-17.917,0.256,9.002,3.302,0.01,3.312,10.435,0.179,0.077,111.4553
2016-05-09T13:34:00,2457518.065,-26.317,-17.369,0.259,8.949,3.302,0.01,3.312,10.443,0.183,0.075,111.41273
2016-05-09T13:36:00,2457518.067,-25.525,-16.629,0.257,8.896,3.301,0.01,3.311,10.458,0.183,0.074,111.35896
2016-05-09T13:38:00,2457518.068,-26.32,-17.309,0.256,9.011,3.299,0.01,3.309,10.462,0.18,0.076,111.46367
2016-05-09T13:40:00,2457518.069,-25.891,-16.917,0.253,8.974,3.294,0.01,3.304,10.446,0.178,0.075,111.42254
2016-05-09T13:42:00,2457518.071,-25.185,-16.237,0.251,8.948,3.299,0.01,3.309,10.458,0.177,0.074,111.39388
2016-05-09T13:44:00,2457518.072,-26.467,-17.416,0.273,9.051,3.286,0.01,3.296,10.456,0.199,0.074,111.53895
2016-05-09T13:46:00,2457518.074,-25.332,-16.436,0.264,8.896,3.293,0.01,3.303,10.467,0.192,0.072,111.37464
2016-05-09T13:48:00,2457518.075,-27.463,-18.593,0.256,8.871,3.291,0.01,3.301,10.46,0.183,0.074,111.33347
2016-05-09T13:50:00,2457518.076,-24.977,-15.861,0.255,9.116,3.299,0.01,3.309,10.485,0.183,0.072,111.55908
2016-05-09T13:52:00,2457518.078,-26.89,-17.959,0.259,8.931,3.295,0.01,3.305,10.501,0.185,0.074,111.39599
2016-05-09T13:54:00,2457518.079,-26.76,-17.578,0.257,9.182,3.298,0.01,3.308,10.504,0.183,0.075,111.62494
2016-05-09T13:56:00,2457518.081,-25.884,-16.847,0.27,9.037,3.298,0.01,3.308,10.508,0.198,0.072,111.51921
2016-05-09T13:58:00,2457518.082,-26.46,-17.265,0.267,9.195,3.292,0.01,3.302,10.514,0.195,0.072,111.65943
2016-05-09T14:00:00,2457518.083,-27.173,-17.828,0.268,9.345,3.294,0.01,3.304,10.507,0.196,0.071,111.80117
2016-05-09T14:02:00,2457518.085,-26.951,-17.925,0.261,9.026,3.297,0.01,3.306,10.535,0.189,0.072,111.48882
2016-05-09T14:04:00,2457518.086,-27.145,-17.755,0.254,9.39,3.297,0.01,3.307,10.524,0.183,0.072,111.81166
2016-05-09T14:06:00,2457518.088,-27.314,-17.825,0.252,9.489,3.302,0.01,3.312,10.536,0.181,0.071,111.89925
2016-05-09T14:08:00,2457518.089,-27.462,-18.327,0.248,9.135,3.301,0.01,3.311,10.547,0.178,0.071,111.56107
2016-05-09T14:10:00,2457518.09,-26.996,-17.385,0.255,9.611,3.302,0.01,3.312,10.56,0.185,0.07,112.01943
2016-05-09T14:12:00,2457518.092,-28.121,-18.743,0.264,9.379,3.296,0.01,3.306,10.562,0.195,0.069,111.82383
2016-05-09T14:14:00,2457518.093,-27.365,-18.068,0.271,9.297,3.311,0.01,3.321,10.58,0.204,0.068,111.76325
2016-05-09T14:16:00,2457518.094,-27.747,-18.265,0.27,9.481,3.305,0.01,3.315,10.595,0.205,0.065,111.93213
2016-05-09T14:18:00,2457518.096,-27.857,-18.39,0.267,9.467,3.296,0.01,3.306,10.603,0.2,0.066,111.91239
2016-05-09T14:20:00,2457518.097,-27.12,-17.875,0.262,9.245,3.3,0.01,3.31,10.603,0.196,0.066,111.69473
2016-05-09T14:22:00,2457518.099,-27.161,-17.686,0.268,9.475,3.297,0.01,3.306,10.602,0.203,0.065,111.92207
2016-05-09T14:24:00,2457518.1,-28.683,-19.138,0.256,9.545,3.299,0.01,3.309,10.601,0.192,0.064,111.96029
2016-05-09T14:26:00,2457518.101,-27.128,-17.777,0.267,9.351,3.312,0.01,3.321,10.615,0.204,0.063,111.80451
2016-05-09T14:28:00,2457518.103,-28.779,-19.208,0.255,9.571,3.306,0.01,3.316,10.626,0.194,0.061,111.98223
2016-05-09T14:30:00,2457518.104,-28.426,-18.997,0.242,9.429,3.303,0.01,3.313,10.618,0.181,0.061,111.82105
2016-05-09T14:32:00,2457518.106,-27.442,-18.155,0.247,9.287,3.299,0.01,3.309,10.626,0.187,0.06,111.70019
2016-05-09T14:34:00,2457518.107,-27.776,-18.175,0.245,9.602,3.302,0.01,3.311,10.619,0.185,0.059,111.98866
2016-05-09T14:36:00,2457518.108,-28.406,-19.181,0.247,9.225,3.302,0.01,3.312,10.617,0.188,0.059,111.64253
2016-05-09T14:38:00,2457518.11,-27.582,-18.111,0.25,9.471,3.293,0.01,3.303,10.631,0.192,0.058,111.87803
2016-05-09T14:40:00,2457518.111,-28.953,-19.668,0.25,9.285,3.307,0.01,3.317,10.616,0.194,0.056,111.70505
2016-05-09T14:42:00,2457518.113,-29.107,-19.726,0.256,9.381,3.302,0.01,3.312,10.635,0.201,0.056,111.80777
2016-05-09T14:44:00,2457518.114,-27.875,-18.484,0.253,9.391,3.296,0.01,3.306,10.603,0.196,0.057,111.81035
2016-05-09T14:46:00,2457518.115,-28.663,-19.249,0.26,9.413,3.299,0.01,3.31,10.627,0.204,0.055,111.84649
2016-05-09T14:48:00,2457518.117,-27.033,-17.581,0.245,9.452,3.3,0.01,3.31,10.617,0.192,0.054,111.84916
2016-05-09T14:50:00,2457518.118,-29.242,-19.938,0.238,9.305,3.306,0.01,3.316,10.606,0.186,0.052,111.69677
2016-05-09T14:52:00,2457518.119,-26.973,-17.612,0.235,9.361,3.292,0.01,3.302,10.585,0.183,0.051,111.74213
2016-05-09T14:54:00,2457518.121,-27.69,-18.028,0.229,9.662,3.288,0.01,3.298,10.594,0.179,0.05,112.00862
2016-05-09T14:56:00,2457518.122,-29.02,-19.756,0.23,9.264,3.289,0.01,3.299,10.608,0.181,0.048,111.64072
2016-05-09T14:58:00,2457518.124,-26.705,-17.132,0.228,9.573,3.286,0.01,3.296,10.587,0.18,0.048,111.92361
2016-05-09T15:00:00,2457518.125,-28.314,-18.77,0.229,9.544,3.297,0.01,3.307,10.584,0.182,0.047,111.89888
2016-05-09T15:02:00,2457518.126,-28.971,-19.531,0.24,9.44,3.29,0.01,3.3,10.603,0.194,0.046,111.8268
2016-05-09T15:04:00,2457518.128,-26.796,-17.329,0.231,9.467,3.291,0.01,3.301,10.586,0.187,0.044,111.83175
2016-05-09T15:06:00,2457518.129,-28.866,-19.456,0.221,9.411,3.291,0.01,3.301,10.601,0.177,0.044,111.75727
2016-05-09T15:08:00,2457518.131,-27.888,-18.351,0.233,9.537,3.292,0.01,3.302,10.593,0.19,0.043,111.90133
2016-05-09T15:10:00,2457518.132,-28.421,-18.922,0.216,9.499,3.299,0.01,3.309,10.589,0.174,0.042,111.82791
2016-05-09T15:12:00,2457518.133,-28.271,-18.626,0.222,9.646,3.298,0.01,3.308,10.573,0.181,0.041,111.97806
2016-05-09T15:14:00,2457518.135,-27.312,-17.728,0.224,9.584,3.3,0.01,3.31,10.581,0.184,0.04,111.92488
2016-05-09T15:16:00,2457518.136,-29.283,-19.663,0.217,9.62,3.31,0.01,3.32,10.607,0.179,0.038,111.94268
2016-05-09T15:18:00,2457518.138,-28.249,-18.539,0.221,9.71,3.311,0.01,3.321,10.603,0.184,0.037,112.03534
2016-05-09T15:20:00,2457518.139,-27.847,-18.253,0.216,9.594,3.293,0.01,3.303,10.589,0.18,0.036,111.91626
2016-05-09T15:22:00,2457518.14,-28.896,-19.195,0.223,9.701,3.304,0.01,3.314,10.583,0.19,0.033,112.03145
2016-05-09T15:24:00,2457518.142,-28.522,-18.869,0.21,9.653,3.297,0.01,3.308,10.591,0.178,0.032,111.95769
2016-05-09T15:26:00,2457518.143,-28.808,-19.217,0.212,9.591,3.297,0.01,3.307,10.562,0.182,0.03,111.90451
2016-05-09T15:28:00,2457518.144,-28.668,-18.905,0.224,9.763,3.292,0.01,3.302,10.577,0.194,0.029,112.09135
2016-05-09T15:30:00,2457518.146,-29.126,-19.263,0.22,9.863,3.294,0.01,3.304,10.569,0.191,0.029,112.17539
2016-05-09T15:32:00,2457518.147,-29.786,-20.423,0.213,9.363,3.293,0.01,3.303,10.588,0.186,0.027,111.69471
2016-05-09T15:34:00,2457518.149,-28.496,-18.666,0.22,9.829,3.29,0.01,3.3,10.591,0.193,0.027,112.14377
2016-05-09T15:36:00,2457518.15,-29.208,-19.598,0.217,9.61,3.292,0.01,3.302,10.579,0.19,0.027,111.93338
2016-05-09T15:38:00,2457518.151,-29.67,-20.04,0.219,9.63,3.286,0.01,3.296,10.585,0.194,0.025,111.95646
2016-05-09T15:40:00,2457518.153,-29.838,-19.962,0.205,9.877,3.284,0.01,3.294,10.567,0.18,0.025,112.15481
2016-05-09T15:42:00,2457518.154,-28.761,-19.018,0.2,9.743,3.276,0.01,3.287,10.552,0.177,0.023,112.01899
2016-05-09T15:44:00,2457518.156,-30.649,-20.947,0.204,9.703,3.282,0.01,3.292,10.557,0.181,0.023,111.99075
2016-05-09T15:46:00,2457518.157,-28.756,-18.931,0.201,9.824,3.283,0.01,3.293,10.554,0.18,0.022,112.09656
2016-05-09T15:48:00,2457518.158,-29.008,-19.266,0.207,9.741,3.29,0.01,3.301,10.546,0.188,0.02,112.03281
2016-05-09T15:50:00,2457518.16,-29.242,-19.517,0.205,9.726,3.287,0.01,3.297,10.571,0.187,0.018,112.01438
2016-05-09T15:52:00,2457518.161,-29.026,-19.115,0.195,9.911,3.282,0.01,3.292,10.549,0.177,0.019,112.16403
2016-05-09T15:54:00,2457518.163,-30.064,-20.473,0.194,9.591,3.281,0.01,3.292,10.544,0.175,0.019,111.86419
2016-05-09T15:56:00,2457518.164,-28.818,-18.845,0.187,9.973,3.287,0.011,3.298,10.545,0.169,0.018,112.20377
2016-05-09T15:58:00,2457518.165,-30.335,-20.718,0.193,9.617,3.284,0.011,3.295,10.537,0.177,0.017,111.88613
2016-05-09T16:00:00,2457518.167,-29.35,-19.754,0.195,9.596,3.284,0.011,3.295,10.555,0.178,0.017,111.87108
2016-05-09T16:02:00,2457518.168,-29.568,-19.717,0.196,9.851,3.277,0.01,3.288,10.551,0.18,0.016,112.11047
2016-05-09T16:04:00,2457518.169,-29.998,-20.333,0.195,9.665,3.262,0.011,3.273,10.526,0.18,0.015,111.93525
2016-05-09T16:06:00,2457518.171,-28.828,-19.228,0.198,9.6,3.267,0.011,3.278,10.531,0.185,0.013,111.88152
2016-05-09T16:08:00,2457518.172,-29.133,-19.33,0.201,9.803,3.264,0.011,3.275,10.548,0.189,0.012,112.07703
2016-05-09T16:10:00,2457518.174,-29.124,-19.625,0.203,9.499,3.271,0.01,3.281,10.519,0.191,0.012,111.79879
2016-05-09T16:12:00,2457518.175,-29.414,-19.682,0.199,9.732,3.268,0.01,3.278,10.521,0.188,0.011,112.00652
2016-05-09T16:14:00,2457518.176,-29.882,-20.074,0.192,9.807,3.272,0.011,3.283,10.511,0.181,0.011,112.06059
2016-05-09T16:16:00,2457518.178,-28.767,-19.171,0.185,9.596,3.265,0.01,3.276,10.508,0.175,0.01,111.84868
2016-05-09T16:18:00,2457518.179,-30.557,-20.772,0.195,9.785,3.272,0.01,3.282,10.516,0.185,0.01,112.04685
2016-05-09T16:20:00,2457518.181,-29.042,-19.248,0.2,9.794,3.279,0.01,3.289,10.507,0.19,0.01,112.06642
2016-05-09T16:22:00,2457518.182,-29.961,-20.151,0.196,9.81,3.267,0.01,3.278,10.491,0.187,0.009,112.07234
2016-05-09T16:24:00,2457518.183,-30.236,-20.323,0.202,9.913,3.269,0.011,3.28,10.489,0.194,0.008,112.18157
2016-05-09T16:26:00,2457518.185,-29.653,-19.873,0.186,9.779,3.274,0.01,3.285,10.498,0.18,0.006,112.02111
2016-05-09T16:28:00,2457518.186,-29.185,-19.514,0.191,9.671,3.272,0.01,3.282,10.488,0.186,0.006,111.93187
2016-05-09T16:30:00,2457518.188,-28.282,-18.404,0.192,9.878,3.273,0.01,3.283,10.497,0.186,0.005,112.12662
2016-05-09T16:32:00,2457518.189,-29.232,-19.571,0.182,9.661,3.273,0.01,3.284,10.511,0.178,0.004,111.90241
2016-05-09T16:34:00,2457518.19,-28.706,-18.901,0.186,9.806,3.272,0.01,3.282,10.493,0.182,0.004,112.04622
2016-05-09T16:36:00,2457518.192,-28.683,-18.871,0.18,9.812,3.276,0.01,3.286,10.517,0.175,0.005,112.03836
2016-05-09T16:38:00,2457518.193,-30.118,-20.473,0.187,9.645,3.268,0.01,3.279,10.495,0.182,0.004,111.89873
2016-05-09T16:40:00,2457518.194,-28.19,-18.391,0.189,9.799,3.277,0.01,3.287,10.511,0.185,0.004,112.04643
2016-05-09T16:42:00,2457518.196,-29.388,-19.622,0.187,9.766,3.274,0.01,3.284,10.504,0.182,0.005,112.01126
2016-05-09T16:44:00,2457518.197,-29.344,-19.639,0.191,9.704,3.274,0.01,3.284,10.483,0.187,0.005,111.96256
2016-05-09T16:46:00,2457518.199,-28.526,-18.751,0.194,9.776,3.272,0.01,3.282,10.468,0.188,0.006,112.03624
2016-05-09T16:48:00,2457518.2,-29.466,-19.771,0.187,9.695,3.272,0.01,3.283,10.482,0.183,0.004,111.94523
2016-05-09T16:50:00,2457518.201,-28.389,-18.706,0.19,9.684,3.277,0.01,3.287,10.5,0.184,0.006,111.94172
2016-05-09T16:52:00,2457518.203,-29.049,-19.332,0.195,9.718,3.275,0.01,3.285,10.479,0.189,0.006,111.98454
2016-05-09T16:54:00,2457518.204,-29.482,-19.754,0.194,9.727,3.279,0.01,3.289,10.492,0.19,0.004,111.99067
2016-05-09T16:56:00,2457518.206,-29.019,-19.242,0.189,9.777,3.282,0.01,3.292,10.503,0.184,0.006,112.02597
2016-05-09T16:58:00,2457518.207,-29.978,-20.13,0.186,9.849,3.273,0.01,3.283,10.484,0.182,0.004,112.08621
2016-05-09T17:00:00,2457518.208,-29.502,-19.641,0.189,9.862,3.27,0.01,3.281,10.48,0.184,0.005,112.10502
2016-05-09T17:02:00,2457518.21,-30.016,-20.375,0.186,9.641,3.266,0.01,3.276,10.47,0.182,0.005,111.89277
2016-05-09T17:04:00,2457518.211,-28.922,-19.019,0.205,9.902,3.272,0.01,3.282,10.488,0.201,0.004,112.17806
2016-05-09T17:06:00,2457518.213,-30.532,-20.935,0.208,9.597,3.271,0.01,3.281,10.487,0.201,0.007,111.90113
2016-05-09T17:08:00,2457518.214,-29.345,-19.369,0.216,9.975,3.27,0.01,3.28,10.478,0.211,0.005,112.27059
2016-05-09T17:10:00,2457518.215,-29.634,-19.885,0.196,9.749,3.265,0.01,3.275,10.466,0.191,0.006,112.01561
2016-05-09T17:12:00,2457518.217,-31.162,-21.327,0.199,9.835,3.275,0.01,3.286,10.474,0.192,0.006,112.10231
2016-05-09T17:14:00,2457518.218,-28.731,-18.777,0.196,9.955,3.272,0.01,3.282,10.455,0.187,0.009,112.20719
2016-05-09T17:16:00,2457518.219,-30.888,-20.99,0.196,9.898,3.273,0.01,3.284,10.456,0.187,0.009,112.15418
2016-05-09T17:18:00,2457518.221,-29.912,-19.926,0.204,9.986,3.283,0.01,3.294,10.462,0.197,0.008,112.25394
2016-05-09T17:20:00,2457518.222,-28.532,-18.742,0.195,9.79,3.276,0.01,3.286,10.468,0.187,0.009,112.0515
2016-05-09T17:22:00,2457518.224,-30.639,-20.558,0.2,10.081,3.273,0.01,3.283,10.464,0.192,0.008,112.33333
2016-05-09T17:24:00,2457518.225,-28.865,-19.005,0.199,9.86,3.273,0.01,3.283,10.438,0.188,0.011,112.12556
2016-05-09T17:26:00,2457518.226,-28.693,-18.744,0.197,9.949,3.272,0.01,3.283,10.443,0.187,0.01,112.20385
2016-05-09T17:28:00,2457518.228,-29.448,-19.537,0.194,9.911,3.279,0.01,3.289,10.437,0.183,0.011,112.16179
2016-05-09T17:30:00,2457518.229,-29.17,-19.023,0.198,10.147,3.278,0.01,3.288,10.459,0.187,0.011,112.39023
2016-05-09T17:32:00,2457518.231,-27.736,-17.953,0.196,9.782,3.281,0.01,3.292,10.463,0.184,0.012,112.0463
2016-05-09T17:34:00,2457518.232,-30.955,-20.874,0.197,10.081,3.28,0.01,3.29,10.468,0.185,0.012,112.32661
2016-05-09T17:36:00,2457518.233,-29.783,-19.731,0.198,10.051,3.276,0.01,3.286,10.465,0.185,0.013,112.30095
2016-05-09T17:38:00,2457518.235,-28.308,-18.406,0.196,9.902,3.272,0.01,3.283,10.47,0.184,0.013,112.1579
2016-05-09T17:40:00,2457518.236,-30.231,-20.287,0.195,9.945,3.27,0.01,3.281,10.476,0.181,0.014,112.19565
2016-05-09T17:42:00,2457518.238,-29.347,-19.324,0.19,10.022,3.276,0.01,3.287,10.46,0.177,0.013,112.25606
2016-05-09T17:44:00,2457518.239,-28.139,-18.26,0.206,9.879,3.28,0.01,3.29,10.482,0.192,0.013,112.15891
2016-05-09T17:46:00,2457518.24,-31.129,-21.178,0.207,9.951,3.271,0.01,3.281,10.469,0.192,0.014,112.22811
2016-05-09T17:48:00,2457518.242,-29.231,-19.186,0.207,10.045,3.28,0.01,3.29,10.462,0.192,0.015,112.31553
2016-05-09T17:50:00,2457518.243,-31.602,-21.577,0.197,10.025,3.276,0.01,3.286,10.47,0.181,0.016,112.27453
2016-05-09T17:52:00,2457518.244,-28.751,-18.698,0.201,10.053,3.273,0.01,3.283,10.463,0.184,0.017,112.30953
2016-05-09T17:54:00,2457518.246,-30.387,-20.442,0.204,9.945,3.27,0.01,3.28,10.464,0.187,0.018,112.21581
2016-05-09T17:56:00,2457518.247,-31.258,-21.277,0.2,9.981,3.279,0.01,3.289,10.48,0.183,0.018,112.24033
2016-05-09T17:58:00,2457518.249,-29.827,-19.806,0.214,10.021,3.279,0.01,3.289,10.48,0.195,0.018,112.30889
