date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,rv_model
2019-11-11T19:34:00,2458799.315,-31.403,-28.249,0.032,3.153,1.493,0.0,1.493,7.86,0.032,0.0,105.51397
2019-11-11T19:36:00,2458799.317,-31.086,-27.902,0.036,3.184,1.492,0.0,1.492,7.863,0.036,0.0,105.55176
2019-11-11T19:38:00,2458799.318,-29.804,-26.567,0.04,3.237,1.491,0.0,1.491,7.845,0.04,0.0,105.61001
2019-11-11T19:40:00,2458799.319,-30.994,-27.856,0.044,3.139,1.495,0.0,1.495,7.854,0.044,0.0,105.52783000000001
2019-11-11T19:42:00,2458799.321,-31.092,-28.016,0.038,3.075,1.481,0.0,1.481,7.844,0.038,0.0,105.45487
2019-11-11T19:44:00,2458799.322,-30.097,-26.884,0.038,3.214,1.486,0.0,1.486,7.844,0.038,0.0,105.58414
2019-11-11T19:46:00,2458799.324,-30.957,-27.782,0.036,3.175,1.487,0.0,1.487,7.847,0.036,0.0,105.54339
2019-11-11T19:48:00,2458799.325,-30.016,-26.872,0.04,3.145,1.487,0.0,1.487,7.854,0.04,0.0,105.52445
2019-11-11T19:50:00,2458799.326,-31.099,-27.965,0.043,3.134,1.482,0.0,1.482,7.839,0.043,0.0,105.52094000000001
2019-11-11T19:52:00,2458799.328,-29.34,-26.22,0.039,3.12,1.482,0.0,1.482,7.842,0.039,0.0,105.49896000000001
2019-11-11T19:54:00,2458799.329,-30.817,-27.742,0.035,3.075,1.479,0.0,1.479,7.864,0.035,0.0,105.44815
2019-11-11T19:58:00,2458799.332,-30.519,-27.4,0.043,3.118,1.478,0.0,1.478,7.844,0.043,0.0,105.50606
