date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,f_nonconv,quiet_flux,ar_flux,conv_flux,pol_flux,pol_conv_flux,vconv_quiet,vconv_large,vconv_small,rv_model_mil,rv_model
2016-01-03T16:20:38,2457391.181,-25.805,-20.285,-0.076,5.52,3.027,0.005,3.032,9.845,-0.116,0.04,2.147,0.885,2.147,0.88,0,7.031,93.793,143.751,0.892,26.065,1.717,1.753,1.753,107.47336,102.343724
2016-01-06T11:00:57,2457393.959,-27.855,-20.319,0.047,7.537,3.661,0.004,3.665,10.873,0.033,0.014,2.255,1.41,2.255,1.406,0,7.061,102.205,143.008,0.163,-0.171,3.591,3.655,3.655,109.62469,104.5838495
2016-01-06T16:19:12,2457394.18,-27.77,-20.525,0.045,7.245,3.701,0.004,3.705,10.892,0.034,0.012,2.289,1.416,2.289,1.412,0,7.054,101.804,143.706,0.056,0.019,3.467,3.528,3.528,109.34865,104.2927575
2016-01-08T21:02:52,2457396.377,-29.306,-22.03,0.16,7.276,4.077,0.014,4.09,11.392,0.116,0.044,2.392,1.698,2.392,1.685,0,6.958,107.968,151.147,-0.465,-13.15,3.128,3.205,3.205,109.63508,104.56483
2016-01-09T21:53:16,2457397.412,-25.879,-18.783,0.346,7.096,4.125,0.013,4.138,11.44,0.271,0.075,2.399,1.739,2.399,1.725,0,7,106.578,148.549,-0.434,-9.224,2.922,3.002,3.002,109.88432,104.778766
2016-01-10T20:45:36,2457398.365,-25.814,-18.122,0.333,7.693,4.191,0.017,4.208,11.502,0.259,0.074,2.445,1.763,2.445,1.745,0,6.944,107.941,151.256,-0.272,-1.514,3.404,3.486,3.486,110.41041,105.3380055
2016-01-11T16:42:14,2457399.196,-28.657,-20.918,0.165,7.739,4.273,0.017,4.291,11.791,0.138,0.027,2.511,1.779,2.511,1.762,0,7.149,108.034,152.605,-0.082,4.095,3.658,3.738,3.738,110.07687,105.0302325
2016-01-12T13:40:47,2457400.07,-29.177,-21.768,0.026,7.409,4.163,0.016,4.178,11.731,0.05,-0.023,2.499,1.679,2.499,1.664,0,7.214,107.666,153.168,0.142,9.108,3.241,3.318,3.318,109.45861,104.4139685
2016-01-13T12:44:38,2457401.031,-26.521,-19.796,-0.092,6.725,4.063,0.015,4.078,11.466,-0.021,-0.071,2.54,1.538,2.54,1.523,0,7.155,104.975,150.276,0.283,19.357,2.751,2.819,2.819,108.55817,103.4940205
2016-01-16T10:03:21,2457403.919,-28.19,-22.931,0.093,5.258,3.538,0.006,3.544,10.471,0.147,-0.054,2.308,1.236,2.308,1.23,0,7.059,97.688,141.493,-0.043,-4.408,1.592,1.641,1.641,107.60826,102.441378
2016-01-16T15:27:21,2457404.144,-26.976,-21.934,0.1,5.042,3.501,0.005,3.506,10.474,0.147,-0.047,2.3,1.206,2.3,1.201,0,7.154,96.316,139.906,-0.113,-5.765,1.476,1.522,1.522,107.42306,102.243865
2016-01-18T05:39:50,2457405.736,-28.699,-23.979,0.14,4.72,3.123,0.001,3.123,9.749,0.134,0.006,2.192,0.931,2.192,0.93,0,6.868,93.405,140.296,-0.315,-22.331,1.242,1.277,1.277,107.2132,102.01154
2016-01-19T06:33:07,2457406.773,-30.336,-25.357,0.082,4.979,3.174,0.001,3.175,9.74,0.072,0.01,2.283,0.892,2.283,0.89,0,6.883,92.007,133.267,-0.353,-20.864,1.183,1.219,1.219,107.32415,102.1441495
2016-01-20T02:54:14,2457407.621,-24.941,-20.196,0.086,4.744,3.29,0.002,3.292,10.045,0.07,0.016,2.281,1.011,2.281,1.009,0,7.053,93.335,134.682,-0.284,-20.63,1.191,1.228,1.228,107.11456,101.921666
2016-01-21T20:34:04,2457409.357,-28.393,-21.158,0.264,7.235,3.822,0.008,3.83,10.951,0.217,0.047,2.291,1.539,2.291,1.53,0,6.848,106.343,152.592,-0.07,-13.892,3.152,3.22,3.22,109.82991,104.7430515
2016-01-23T02:45:36,2457410.615,-26.569,-18.998,0.295,7.571,3.846,0.006,3.853,11.351,0.27,0.025,2.175,1.677,2.175,1.671,0,7.038,109.066,151.679,0.27,-0.664,4.052,4.118,4.118,110.21183,105.1383025
2016-01-23T14:28:19,2457411.103,-28.124,-19.81,0.213,8.314,4,0.006,4.006,11.723,0.192,0.021,2.234,1.772,2.234,1.766,0,7.141,111.288,156.035,0.296,-0.549,4.538,4.615,4.615,110.71914,105.696018
2016-01-24T22:35:02,2457412.441,-34.478,-27.127,0.128,7.351,3.804,0.009,3.813,11.356,0.132,-0.004,2.133,1.68,2.133,1.671,0,6.954,111.829,157.905,0.454,1.464,3.882,3.948,3.948,109.63315,104.5712855
2016-01-25T20:03:50,2457413.336,-32.157,-25.701,-0.048,6.456,3.818,0.011,3.829,11.258,-0.027,-0.021,2.147,1.681,2.147,1.671,0,6.931,111.652,159.671,0.538,12.572,2.935,3,3,108.40656,103.322172
2016-01-27T01:13:26,2457414.551,-21.458,-17.133,0.213,4.325,3.596,0.014,3.61,11.027,0.21,0.003,2.105,1.505,2.105,1.491,0,7.125,109.569,161.707,0.743,22.675,1.298,1.345,1.345,107.00937,101.7768255
2016-01-27T14:12:28,2457415.092,-23.145,-17.834,0.19,5.311,3.731,0.019,3.75,11.275,0.168,0.022,2.229,1.521,2.229,1.502,0,7.169,111.791,170.113,0.869,28.803,2.025,2.078,2.078,107.87483,102.6972475
2016-01-29T10:50:52,2457416.952,-28.687,-22.359,0.202,6.328,3.467,0.018,3.485,10.876,0.201,0.001,2.173,1.312,2.173,1.294,0,7.073,110.1,172.706,0.988,32.39,2.684,2.735,2.735,108.84752,103.721662
2016-01-30T05:44:09,2457417.739,-32.265,-25.884,0.074,6.382,3.296,0.014,3.31,10.521,0.102,-0.029,2.05,1.26,2.05,1.246,0,6.876,108.997,165.316,0.991,35.294,2.813,2.862,2.862,108.61102,103.505789
2016-01-30T21:00:00,2457418.375,-33.552,-26.789,-0.153,6.763,3.3,0.013,3.313,10.492,-0.095,-0.057,2.066,1.248,2.066,1.234,0,6.826,108.266,164.138,0.953,32.891,3.064,3.115,3.115,108.45687,103.4031945
2016-01-31T14:15:21,2457419.094,-27.139,-20.597,-0.26,6.542,3.484,0.013,3.497,10.848,-0.177,-0.083,2.22,1.277,2.22,1.265,0,7.109,105.218,158.076,0.843,31.154,2.589,2.646,2.646,108.01166,102.961255
2016-02-03T13:19:12,2457422.055,-24.115,-18.084,-0.005,6.031,3.782,0.012,3.794,11.068,0.042,-0.047,2.373,1.42,2.373,1.408,0,7.217,102.992,151.638,-0.075,-0.974,2.08,2.139,2.139,108.10763,102.9949525
