date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,f_nonconv,quiet_flux,ar_flux,conv_flux,pol_flux,pol_conv_flux,vconv_quiet,vconv_large,vconv_small,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-24T12:00:00,2458324,-19.357,-16.363,-0.004,2.995,1.765,0,1.765,8.181,-0.004,0,1.611,0.153,1.611,0.153,0,6.952,70.987,113.009,-0.121,-21.326,0.26,0.264,-0.004,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-25T12:00:00,2458325,-20.305,-17.501,0.024,2.804,1.724,0,1.724,8.131,0.024,0,1.64,0.084,1.64,0.084,0,6.976,68.957,117.982,-0.087,26.37,0.075,0.077,-0.001,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-26T12:00:00,2458326,-17.797,-15.096,0.045,2.701,1.644,0,1.644,8.051,0.045,0,1.592,0.052,1.592,0.052,0,6.985,67.31,120.301,0.039,33.763,0.053,0.054,0,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-27T12:00:00,2458327,-18.325,-15.804,0.035,2.521,1.586,0,1.586,7.961,0.035,0,1.568,0.018,1.568,0.018,0,6.979,64.553,114.87,0.017,61.163,0.011,0.012,0,,,,,,,,,,,,,,,,,,,,,,,,2017-04-29T12:00:00,2457873.0,-20.41,-16.57,0.051,3.84,2.282,0.002,2.285,8.795,0.065,-0.014,1.681,0.604,1.681,0.602,0.0,6.805,87.925,144.822,0.18,9.853,0.976,0.995,-0.002
2017-04-30T12:00:00,2457874.0,-20.501,-17.166,0.043,3.334,2.077,0.001,2.078,8.475,0.051,-0.008,1.623,0.455,1.623,0.454,0.0,6.806,81.768,135.313,0.005,-7.001,0.647,0.661,-0.002
2017-05-01T12:00:00,2457875.0,-19.321,-16.236,0.081,3.086,1.913,0.0,1.913,8.271,0.083,-0.001,1.61,0.304,1.61,0.303,0.0,6.828,77.167,137.981,-0.075,-21.403,0.407,0.416,-0.001
2017-06-07T12:00:00,2457912.0,-24.165,-19.573,0.013,4.592,2.291,0.0,2.291,8.945,0.013,-0.0,1.638,0.653,1.638,0.653,0.0,6.79,92.013,152.731,0.199,5.221,1.79,1.811,-0.0
2017-06-08T12:00:00,2457913.0,-21.561,-17.295,-0.012,4.265,2.205,0.0,2.205,8.838,-0.012,0.0,1.608,0.597,1.608,0.597,0.0,6.792,91.02,153.023,0.283,9.355,1.439,1.458,-0.003
2017-06-10T12:00:00,2457915.0,-20.893,-17.584,0.071,3.309,2.03,0.0,2.03,8.405,0.071,0.0,1.666,0.364,1.666,0.364,0.0,6.781,80.953,144.368,0.236,20.738,0.465,0.476,0.001
2017-06-11T12:00:00,2457916.0,-22.039,-18.863,0.119,3.175,1.949,0.0,1.949,8.201,0.119,0.0,1.72,0.229,1.72,0.229,0.0,6.795,74.132,124.512,0.039,23.956,0.15,0.157,0.002
2017-06-12T12:00:00,2457917.0,-20.955,-17.8,0.012,3.156,1.88,0.0,1.88,8.088,0.012,0.0,1.769,0.112,1.769,0.112,0.0,6.793,71.072,121.314,-0.168,30.968,0.079,0.082,-0.001
2017-06-16T12:00:00,2457921.0,-22.758,-17.878,-0.015,4.879,2.569,0.008,2.577,9.209,-0.035,0.02,1.912,0.665,1.912,0.657,0.0,6.829,92.036,151.853,-0.275,-3.906,1.469,1.494,0.002
2017-06-17T12:00:00,2457922.0,-24.343,-19.046,-0.019,5.297,2.759,0.007,2.766,9.457,-0.02,0.002,1.993,0.773,1.993,0.766,0.0,6.844,93.498,150.12,-0.043,9.117,1.649,1.68,-0.002
2017-06-18T12:00:00,2457923.0,-22.336,-17.246,-0.027,5.09,2.77,0.006,2.776,9.458,-0.017,-0.01,2.004,0.771,2.004,0.765,0.0,6.869,92.262,146.949,0.188,32.624,1.534,1.564,0.005
2017-06-19T12:00:00,2457924.0,-24.163,-19.214,0.039,4.949,2.691,0.004,2.695,9.344,0.051,-0.013,2.009,0.686,2.009,0.682,0.0,6.914,89.514,140.997,0.353,39.533,1.284,1.311,0.0
2017-06-20T12:00:00,2457925.0,-23.027,-18.808,0.082,4.218,2.493,0.002,2.494,9.052,0.09,-0.008,1.944,0.55,1.944,0.549,0.0,6.921,85.505,135.035,0.415,45.36,0.866,0.886,-0.001
2017-06-21T12:00:00,2457926.0,-21.632,-17.877,0.063,3.755,2.268,0.002,2.27,8.775,0.058,0.005,1.853,0.417,1.853,0.415,0.0,6.915,82.961,140.003,0.466,58.461,0.578,0.592,0.004
2017-06-22T12:00:00,2457927.0,-18.935,-15.754,0.05,3.181,2.132,0.002,2.134,8.498,0.037,0.014,1.791,0.343,1.791,0.341,0.0,6.83,80.164,142.278,0.408,48.971,0.302,0.312,-0.002
2017-06-23T12:00:00,2457928.0,-21.247,-18.223,0.118,3.024,2.023,0.002,2.025,8.358,0.099,0.019,1.698,0.327,1.698,0.324,0.0,6.827,78.076,137.485,0.239,26.034,0.282,0.291,0.003
2017-06-24T12:00:00,2457929.0,-21.931,-18.58,0.163,3.35,1.963,0.004,1.967,8.401,0.141,0.022,1.675,0.291,1.675,0.288,0.0,6.832,81.547,164.704,0.173,31.805,0.547,0.555,0.001
2017-06-25T12:00:00,2457930.0,-21.612,-17.954,0.079,3.658,1.938,0.003,1.941,8.4,0.066,0.013,1.644,0.298,1.644,0.294,0.0,6.798,82.894,170.41,0.047,17.628,0.786,0.796,-0.001
2017-06-26T12:00:00,2457931.0,-21.828,-18.008,0.011,3.821,2.023,0.004,2.027,8.566,0.008,0.002,1.649,0.378,1.649,0.374,0.0,6.788,87.041,171.942,0.01,20.638,0.896,0.908,0.0
2017-06-27T12:00:00,2457932.0,-20.285,-16.502,-0.038,3.783,2.037,0.004,2.04,8.593,-0.029,-0.009,1.655,0.385,1.655,0.382,0.0,6.812,86.636,167.355,0.004,16.076,0.777,0.79,0.001
2017-06-28T12:00:00,2457933.0,-21.417,-17.897,-0.056,3.52,2.008,0.003,2.011,8.483,-0.04,-0.016,1.655,0.356,1.655,0.353,0.0,6.847,81.652,153.5,-0.055,16.188,0.654,0.665,0.0
2017-06-29T12:00:00,2457934.0,-21.702,-18.615,-0.056,3.087,1.938,0.002,1.94,8.29,-0.04,-0.015,1.641,0.299,1.641,0.297,0.0,6.806,77.953,138.958,-0.022,16.155,0.361,0.369,-0.0
2017-06-30T12:00:00,2457935.0,-21.087,-18.052,0.003,3.034,1.909,0.001,1.91,8.218,0.014,-0.011,1.657,0.253,1.657,0.252,0.0,6.821,75.163,130.691,-0.069,7.848,0.248,0.255,-0.002
2017-07-01T12:00:00,2457936.0,-20.885,-17.635,0.059,3.25,1.92,0.001,1.921,8.227,0.064,-0.005,1.703,0.218,1.703,0.217,0.0,6.814,75.135,137.027,-0.114,9.475,0.373,0.379,-0.0
2017-07-02T12:00:00,2457937.0,-18.055,-14.606,0.022,3.448,1.873,0.0,1.873,8.175,0.022,0.0,1.684,0.19,1.684,0.19,0.0,6.819,73.428,125.707,-0.012,-3.928,0.459,0.465,-0.002
2017-09-01T12:00:00,2457998.0,-19.471,-14.402,0.606,5.07,2.598,0.03,2.628,9.76,0.35,0.255,1.772,0.857,1.772,0.826,0.0,7.178,101.236,177.892,0.11,14.476,2.378,2.403,-0.0
2017-09-02T12:00:00,2457999.0,-19.533,-13.403,0.771,6.129,2.889,0.041,2.93,10.331,0.487,0.284,1.81,1.12,1.81,1.079,0.0,7.174,109.003,178.608,0.038,19.543,3.34,3.376,0.002
2017-09-03T12:00:00,2458000.0,-23.095,-15.613,0.504,7.482,3.3,0.047,3.347,11.487,0.334,0.17,1.823,1.525,1.823,1.478,0.0,7.23,126.911,197.848,0.011,19.243,4.654,4.706,-0.004
2017-09-04T12:00:00,2458001.0,-30.038,-21.766,-0.203,8.272,3.583,0.07,3.653,12.506,-0.14,-0.062,1.866,1.787,1.866,1.717,0.0,7.261,143.11,222.338,-0.058,14.372,5.414,5.475,-0.002
2017-09-05T12:00:00,2458002.0,-24.964,-17.075,-0.934,7.889,3.748,0.075,3.823,12.786,-0.614,-0.32,1.866,1.957,1.866,1.881,0.0,7.243,144.084,217.089,-0.122,8.671,5.209,5.273,-0.0
2017-09-06T12:00:00,2458003.0,-21.308,-13.933,-1.325,7.375,3.833,0.077,3.91,12.628,-0.809,-0.516,2.004,1.906,2.004,1.83,0.0,7.264,138.221,212.199,-0.11,9.795,4.42,4.487,-0.004
2017-09-07T12:00:00,2458004.0,-20.058,-14.277,-1.226,5.781,3.669,0.061,3.73,12.027,-0.693,-0.533,1.979,1.751,1.979,1.69,0.0,7.28,130.134,203.594,-0.187,-0.282,2.918,2.975,-0.001
2017-09-08T12:00:00,2458005.0,-21.274,-16.971,-0.609,4.303,3.207,0.035,3.242,11.035,-0.28,-0.33,1.842,1.4,1.842,1.365,0.0,7.278,119.859,193.948,0.033,6.559,1.621,1.66,-0.001
2017-09-09T12:00:00,2458006.0,-22.575,-18.546,-0.111,4.029,2.637,0.012,2.649,9.846,0.008,-0.119,1.846,0.804,1.846,0.791,0.0,7.293,98.089,167.646,0.402,33.675,1.018,1.043,-0.003
2017-09-10T12:00:00,2458007.0,-21.609,-18.101,0.044,3.508,2.261,0.0,2.262,9.229,0.046,-0.003,1.743,0.519,1.743,0.519,0.0,7.328,85.238,143.655,0.477,44.423,0.688,0.704,-0.002
2017-09-11T12:00:00,2458008.0,-19.911,-16.591,0.022,3.32,2.359,0.003,2.362,9.362,-0.005,0.027,1.951,0.411,1.951,0.408,0.0,7.564,78.567,136.973,0.414,19.98,0.562,0.574,-0.004
2017-09-12T12:00:00,2458009.0,-20.108,-16.985,0.082,3.123,2.123,0.004,2.127,8.822,0.043,0.039,1.796,0.331,1.796,0.327,0.0,7.216,78.383,141.4,0.388,3.841,0.462,0.47,-0.0
2017-09-13T12:00:00,2458010.0,-19.495,-16.117,0.14,3.378,2.074,0.005,2.079,8.777,0.104,0.035,1.81,0.268,1.81,0.264,0.0,7.199,78.748,152.244,0.347,-19.373,0.499,0.507,-0.001
2017-09-14T12:00:00,2458011.0,-19.458,-15.945,0.096,3.513,1.982,0.005,1.987,8.704,0.072,0.024,1.706,0.281,1.706,0.276,0.0,7.166,79.315,154.331,0.328,-30.069,0.734,0.742,-0.002
2017-09-15T12:00:00,2458012.0,-20.986,-17.417,0.039,3.569,2.001,0.005,2.005,8.768,0.031,0.008,1.692,0.313,1.692,0.309,0.0,7.178,80.187,151.177,0.208,-15.063,0.805,0.815,-0.0
2017-09-16T12:00:00,2458013.0,-19.118,-15.388,-0.029,3.73,2.017,0.004,2.021,8.828,-0.023,-0.006,1.685,0.336,1.685,0.332,0.0,7.187,81.716,153.273,0.21,-6.516,0.836,0.847,0.001
2017-09-17T12:00:00,2458014.0,-21.785,-18.191,-0.145,3.594,2.053,0.004,2.057,8.896,-0.128,-0.017,1.712,0.345,1.712,0.341,0.0,7.228,81.994,150.018,0.118,-6.6,0.788,0.799,-0.004
2017-09-18T12:00:00,2458015.0,-22.558,-19.0,-0.17,3.558,2.124,0.003,2.127,8.922,-0.151,-0.018,1.729,0.397,1.729,0.395,0.0,7.235,80.887,138.378,0.059,4.906,0.724,0.736,-0.006
2017-09-19T12:00:00,2458016.0,-20.187,-16.533,-0.084,3.655,2.184,0.002,2.186,8.983,-0.067,-0.017,1.757,0.429,1.757,0.427,0.0,7.259,80.491,130.015,0.012,-2.431,0.768,0.781,-0.001
2017-09-20T12:00:00,2458017.0,-19.129,-15.398,0.022,3.731,2.13,0.001,2.131,8.892,0.03,-0.008,1.703,0.428,1.703,0.427,0.0,7.2,80.586,130.083,-0.006,8.039,0.87,0.883,-0.002
2017-09-21T12:00:00,2458018.0,-21.04,-17.016,0.048,4.025,2.16,0.002,2.162,8.976,0.036,0.012,1.812,0.35,1.812,0.347,0.0,7.268,80.29,133.237,-0.004,16.387,0.835,0.847,-0.001
2017-09-22T12:00:00,2458019.0,-24.518,-20.648,0.008,3.87,2.137,0.003,2.14,8.957,-0.02,0.029,1.733,0.406,1.733,0.403,0.0,7.271,80.152,131.731,0.068,17.901,0.984,0.997,-0.002
2017-09-23T12:00:00,2458020.0,-22.268,-18.417,-0.002,3.852,2.147,0.004,2.152,9.01,-0.036,0.035,1.722,0.429,1.722,0.425,0.0,7.252,82.887,142.653,0.12,23.647,0.918,0.931,-0.001
2017-09-24T12:00:00,2458021.0,-20.614,-16.729,0.037,3.885,2.163,0.005,2.168,8.965,0.009,0.028,1.734,0.434,1.734,0.43,0.0,7.185,83.242,144.532,0.246,24.234,0.937,0.951,-0.002
2017-09-25T12:00:00,2458022.0,-24.721,-20.746,0.039,3.974,2.297,0.009,2.306,9.196,-0.016,0.055,1.756,0.551,1.756,0.541,0.0,7.219,87.999,154.035,0.289,9.425,1.13,1.146,-0.001
2017-09-26T12:00:00,2458023.0,-24.397,-19.965,0.048,4.432,2.578,0.017,2.596,9.667,-0.068,0.116,1.8,0.796,1.8,0.778,0.0,7.261,96.132,163.025,0.164,-2.582,1.723,1.746,-0.003
2017-09-27T12:00:00,2458024.0,-22.455,-17.152,0.099,5.303,2.885,0.02,2.905,10.124,-0.045,0.145,1.904,1.001,1.904,0.981,0.0,7.293,100.399,163.649,0.033,-3.728,2.196,2.229,-0.001
2017-09-28T12:00:00,2458025.0,-21.768,-15.543,0.246,6.225,3.146,0.023,3.169,10.568,0.1,0.146,1.955,1.214,1.955,1.191,0.0,7.25,106.011,165.859,-0.138,-9.485,2.997,3.041,-0.005
2017-09-29T12:00:00,2458026.0,-21.388,-14.485,0.292,6.903,3.295,0.024,3.319,10.971,0.186,0.106,1.925,1.394,1.925,1.37,0.0,7.307,109.976,164.625,-0.303,-9.883,3.675,3.726,-0.001
2017-09-30T12:00:00,2458027.0,-24.774,-17.82,0.192,6.954,3.358,0.023,3.382,11.138,0.145,0.047,1.954,1.428,1.954,1.404,0.0,7.362,110.318,163.42,-0.38,-8.316,3.699,3.752,-0.004
date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,f_nonconv,quiet_flux,ar_flux,conv_flux,pol_flux,pol_conv_flux,vconv_quiet,vconv_large,vconv_small
