date_obs,co_lat,area
2015-07-20T09:43:24.70,2.253,4
2015-07-20T09:43:24.70,2.223,3
2015-07-20T09:43:24.70,2.201,3
2015-07-20T09:43:24.70,2.223,84
2015-07-20T09:43:24.70,2.234,3
2015-07-20T09:43:24.70,2.247,4
2015-07-20T09:43:24.70,2.248,4
2015-07-20T09:43:24.70,2.253,4
2015-07-20T09:43:24.70,2.252,3
2015-07-20T09:43:24.70,2.246,3
2015-07-20T09:43:24.70,2.245,7
2015-07-20T09:43:24.70,2.206,3
2015-07-20T09:43:24.70,2.211,5
2015-07-20T09:43:24.70,2.221,7
2015-07-20T09:43:24.70,2.223,4
2015-07-20T09:43:24.70,2.24,10
2015-07-20T09:43:24.70,2.244,4
2015-07-20T09:43:24.70,2.249,4
2015-07-20T09:43:24.70,2.248,18
2015-07-20T09:43:24.70,2.251,3
2015-07-20T09:43:24.70,2.252,3
2015-07-20T09:43:24.70,2.244,13
2015-07-20T09:43:24.70,2.242,3
2015-07-20T09:43:24.70,2.234,4
2015-07-20T09:43:24.70,2.231,7
2015-07-20T09:43:24.70,2.23,6
2015-07-20T09:43:24.70,2.227,3
2015-07-20T09:43:24.70,2.224,11
2015-07-20T09:43:24.70,2.22,3
2015-07-20T09:43:24.70,2.215,17
2015-07-20T09:43:24.70,2.202,3
2015-07-20T09:43:24.70,2.221,3
2015-07-20T09:43:24.70,2.222,6
2015-07-20T09:43:24.70,2.226,8
2015-07-20T09:43:24.70,2.238,3
2015-07-20T09:43:24.70,2.239,3
2015-07-20T09:43:24.70,2.244,3
2015-07-20T09:43:24.70,2.248,3
2015-07-20T09:43:24.70,2.248,5
2015-07-20T09:43:24.70,2.251,3
2015-07-20T09:43:24.70,2.251,6
2015-07-20T09:43:24.70,2.252,3
2015-07-20T09:43:24.70,2.246,9
2015-07-20T09:43:24.70,2.246,3
2015-07-20T09:43:24.70,2.24,3
2015-07-20T09:43:24.70,2.234,3
2015-07-20T09:43:24.70,2.231,5
2015-07-20T09:43:24.70,2.209,29
2015-07-20T09:43:24.70,2.204,4
2015-07-20T09:43:24.70,2.224,7
2015-07-20T09:43:24.70,2.248,3
2015-07-20T09:43:24.70,2.249,6
2015-07-20T09:43:24.70,2.25,3
2015-07-20T09:43:24.70,2.25,6
2015-07-20T09:43:24.70,2.251,3
2015-07-20T09:43:24.70,2.219,5
2015-07-20T09:43:24.70,2.206,3
2015-07-20T09:43:24.70,2.21,4
2015-07-20T09:43:24.70,2.21,4
2015-07-20T09:43:24.70,2.231,7
2015-07-20T09:43:24.70,2.245,4
2015-07-20T09:43:24.70,2.25,25
2015-07-20T09:43:24.70,2.251,3
2015-07-20T09:43:24.70,2.246,5
2015-07-20T09:43:24.70,2.243,15
2015-07-20T09:43:24.70,2.233,28
2015-07-20T09:43:24.70,2.21,12
2015-07-20T09:43:24.70,2.202,3
2015-07-20T09:43:24.70,2.199,3
2015-07-20T09:43:24.70,2.2,3
2015-07-20T09:43:24.70,2.217,12
2015-07-20T09:43:24.70,2.235,8
2015-07-20T09:43:24.70,2.238,4
2015-07-20T09:43:24.70,2.246,4
2015-07-20T09:43:24.70,2.247,4
2015-07-20T09:43:24.70,2.249,5
2015-07-20T09:43:24.70,2.25,4
2015-07-20T09:43:24.70,2.249,7
2015-07-20T09:43:24.70,2.249,5
2015-07-20T09:43:24.70,2.243,5
2015-07-20T09:43:24.70,2.234,9
2015-07-20T09:43:24.70,2.229,3
2015-07-20T09:43:24.70,2.228,4
2015-07-20T09:43:24.70,2.201,93
2015-07-20T09:43:24.70,2.199,4
2015-07-20T09:43:24.70,2.203,4
2015-07-20T09:43:24.70,2.217,3
2015-07-20T09:43:24.70,2.23,7
2015-07-20T09:43:24.70,2.23,10
2015-07-20T09:43:24.70,2.232,4
2015-07-20T09:43:24.70,2.249,3
2015-07-20T09:43:24.70,2.249,3
2015-07-20T09:43:24.70,2.249,3
2015-07-20T09:43:24.70,2.24,11
2015-07-20T09:43:24.70,2.235,3
2015-07-20T09:43:24.70,2.208,6
2015-07-20T09:43:24.70,2.217,3
2015-07-20T09:43:24.70,2.222,4
2015-07-20T09:43:24.70,2.222,25
2015-07-20T09:43:24.70,2.237,5
2015-07-20T09:43:24.70,2.242,5
2015-07-20T09:43:24.70,2.249,4
2015-07-20T09:43:24.70,2.249,4
2015-07-20T09:43:24.70,2.246,3
2015-07-20T09:43:24.70,2.219,6
2015-07-20T09:43:24.70,2.217,3
2015-07-20T09:43:24.70,2.209,4
2015-07-20T09:43:24.70,2.203,9
2015-07-20T09:43:24.70,2.193,6
2015-07-20T09:43:24.70,2.23,5
2015-07-20T09:43:24.70,2.236,3
2015-07-20T09:43:24.70,2.237,4
2015-07-20T09:43:24.70,2.238,4
2015-07-20T09:43:24.70,2.244,12
2015-07-20T09:43:24.70,2.246,4
2015-07-20T09:43:24.70,2.245,9
2015-07-20T09:43:24.70,2.243,7
2015-07-20T09:43:24.70,2.219,5
2015-07-20T09:43:24.70,2.238,4
2015-07-20T09:43:24.70,2.241,3
2015-07-20T09:43:24.70,2.244,12
2015-07-20T09:43:24.70,2.245,7
2015-07-20T09:43:24.70,2.245,3
2015-07-20T09:43:24.70,2.246,9
2015-07-20T09:43:24.70,2.246,19
2015-07-20T09:43:24.70,2.247,5
2015-07-20T09:43:24.70,2.247,4
2015-07-20T09:43:24.70,2.246,3
2015-07-20T09:43:24.70,2.215,5
2015-07-20T09:43:24.70,2.215,8
2015-07-20T09:43:24.70,2.24,3
2015-07-20T09:43:24.70,2.244,5
2015-07-20T09:43:24.70,2.246,5
2015-07-20T09:43:24.70,2.246,5
2015-07-20T09:43:24.70,2.241,11
2015-07-20T09:43:24.70,2.231,3
2015-07-20T09:43:24.70,2.229,4
2015-07-20T09:43:24.70,2.224,8
2015-07-20T09:43:24.70,2.206,4
2015-07-20T09:43:24.70,2.22,4
2015-07-20T09:43:24.70,2.226,5
2015-07-20T09:43:24.70,2.23,8
2015-07-20T09:43:24.70,2.231,9
2015-07-20T09:43:24.70,2.236,5
2015-07-20T09:43:24.70,2.245,4
2015-07-20T09:43:24.70,2.245,6
2015-07-20T09:43:24.70,2.24,6
2015-07-20T09:43:24.70,2.234,3
2015-07-20T09:43:24.70,2.23,8
2015-07-20T09:43:24.70,2.216,3
2015-07-20T09:43:24.70,2.214,5
2015-07-20T09:43:24.70,2.218,14
2015-07-20T09:43:24.70,2.241,18
2015-07-20T09:43:24.70,2.241,20
2015-07-20T09:43:24.70,2.244,4
2015-07-20T09:43:24.70,2.245,17
2015-07-20T09:43:24.70,2.245,9
2015-07-20T09:43:24.70,2.234,16
2015-07-20T09:43:24.70,2.231,7
2015-07-20T09:43:24.70,2.224,3
2015-07-20T09:43:24.70,2.21,4
2015-07-20T09:43:24.70,2.205,4
2015-07-20T09:43:24.70,2.212,11
2015-07-20T09:43:24.70,2.241,9
2015-07-20T09:43:24.70,2.195,3
2015-07-20T09:43:24.70,2.199,3
2015-07-20T09:43:24.70,2.213,3
2015-07-20T09:43:24.70,2.223,5
2015-07-20T09:43:24.70,2.237,3
2015-07-20T09:43:24.70,2.237,3
2015-07-20T09:43:24.70,2.237,6
2015-07-20T09:43:24.70,2.24,5
2015-07-20T09:43:24.70,2.244,4
2015-07-20T09:43:24.70,2.24,7
2015-07-20T09:43:24.70,2.232,7
2015-07-20T09:43:24.70,2.228,9
2015-07-20T09:43:24.70,2.223,5
2015-07-20T09:43:24.70,2.199,5
2015-07-20T09:43:24.70,2.191,4
2015-07-20T09:43:24.70,2.19,3
2015-07-20T09:43:24.70,2.222,3
2015-07-20T09:43:24.70,2.236,3
2015-07-20T09:43:24.70,2.237,3
2015-07-20T09:43:24.70,2.241,4
2015-07-20T09:43:24.70,2.241,16
2015-07-20T09:43:24.70,2.242,3
2015-07-20T09:43:24.70,2.206,3
2015-07-20T09:43:24.70,2.197,4
2015-07-20T09:43:24.70,2.23,3
2015-07-20T09:43:24.70,2.231,3
2015-07-20T09:43:24.70,2.236,4
2015-07-20T09:43:24.70,2.24,36
2015-07-20T09:43:24.70,2.242,8
2015-07-20T09:43:24.70,2.243,3
2015-07-20T09:43:24.70,2.238,11
2015-07-20T09:43:24.70,2.237,4
2015-07-20T09:43:24.70,2.219,19
2015-07-20T09:43:24.70,2.214,4
2015-07-20T09:43:24.70,2.215,4
2015-07-20T09:43:24.70,2.234,4
2015-07-20T09:43:24.70,2.236,6
2015-07-20T09:43:24.70,2.234,3
2015-07-20T09:43:24.70,2.227,3
2015-07-20T09:43:24.70,2.21,4
2015-07-20T09:43:24.70,2.223,12
2015-07-20T09:43:24.70,2.239,6
2015-07-20T09:43:24.70,2.238,10
2015-07-20T09:43:24.70,2.238,7
2015-07-20T09:43:24.70,2.226,55
2015-07-20T09:43:24.70,2.19,3
2015-07-20T09:43:24.70,2.188,8
2015-07-20T09:43:24.70,2.238,3
2015-07-20T09:43:24.70,2.239,3
2015-07-20T09:43:24.70,2.233,3
2015-07-20T09:43:24.70,2.232,12
2015-07-20T09:43:24.70,2.22,12
2015-07-20T09:43:24.70,2.204,3
2015-07-20T09:43:24.70,2.208,10
2015-07-20T09:43:24.70,2.216,3
2015-07-20T09:43:24.70,2.211,129
2015-07-20T09:43:24.70,2.228,12
2015-07-20T09:43:24.70,2.232,3
2015-07-20T09:43:24.70,2.239,7
2015-07-20T09:43:24.70,2.235,18
2015-07-20T09:43:24.70,2.233,14
2015-07-20T09:43:24.70,2.228,4
2015-07-20T09:43:24.70,2.218,3
2015-07-20T09:43:24.70,2.216,12
2015-07-20T09:43:24.70,2.213,3
2015-07-20T09:43:24.70,2.203,3
2015-07-20T09:43:24.70,2.191,3
2015-07-20T09:43:24.70,2.186,3
2015-07-20T09:43:24.70,2.192,5
2015-07-20T09:43:24.70,2.209,6
2015-07-20T09:43:24.70,2.221,4
2015-07-20T09:43:24.70,2.224,3
2015-07-20T09:43:24.70,2.234,3
2015-07-20T09:43:24.70,2.234,5
2015-07-20T09:43:24.70,2.238,12
2015-07-20T09:43:24.70,2.236,3
2015-07-20T09:43:24.70,2.234,6
2015-07-20T09:43:24.70,2.228,3
2015-07-20T09:43:24.70,2.221,3
2015-07-20T09:43:24.70,2.209,3
2015-07-20T09:43:24.70,2.207,4
2015-07-20T09:43:24.70,2.211,5
2015-07-20T09:43:24.70,2.236,3
2015-07-20T09:43:24.70,2.238,8
2015-07-20T09:43:24.70,2.234,7
2015-07-20T09:43:24.70,2.225,5
2015-07-20T09:43:24.70,2.198,3
2015-07-20T09:43:24.70,2.185,5
2015-07-20T09:43:24.70,2.193,3
2015-07-20T09:43:24.70,2.204,9
2015-07-20T09:43:24.70,2.211,9
2015-07-20T09:43:24.70,2.213,3
2015-07-20T09:43:24.70,2.219,3
2015-07-20T09:43:24.70,2.226,5
2015-07-20T09:43:24.70,2.23,5
2015-07-20T09:43:24.70,2.235,5
2015-07-20T09:43:24.70,2.216,65
2015-07-20T09:43:24.70,2.215,3
2015-07-20T09:43:24.70,2.212,25
2015-07-20T09:43:24.70,2.216,3
2015-07-20T09:43:24.70,2.232,5
2015-07-20T09:43:24.70,2.236,4
2015-07-20T09:43:24.70,2.238,5
2015-07-20T09:43:24.70,2.238,5
2015-07-20T09:43:24.70,2.237,5
2015-07-20T09:43:24.70,2.237,15
2015-07-20T09:43:24.70,2.232,19
2015-07-20T09:43:24.70,2.223,9
2015-07-20T09:43:24.70,2.215,5
2015-07-20T09:43:24.70,2.21,4
2015-07-20T09:43:24.70,2.214,3
2015-07-20T09:43:24.70,2.23,35
2015-07-20T09:43:24.70,2.235,3
2015-07-20T09:43:24.70,2.237,3
2015-07-20T09:43:24.70,2.237,4
2015-07-20T09:43:24.70,2.234,3
2015-07-20T09:43:24.70,2.219,4
2015-07-20T09:43:24.70,2.212,3
2015-07-20T09:43:24.70,2.182,6
2015-07-20T09:43:24.70,2.183,3
2015-07-20T09:43:24.70,2.204,3
2015-07-20T09:43:24.70,2.205,12
2015-07-20T09:43:24.70,2.217,4
2015-07-20T09:43:24.70,2.22,3
2015-07-20T09:43:24.70,2.22,17
2015-07-20T09:43:24.70,2.236,3
2015-07-20T09:43:24.70,2.235,14
2015-07-20T09:43:24.70,2.201,6
2015-07-20T09:43:24.70,2.233,9
2015-07-20T09:43:24.70,2.236,6
2015-07-20T09:43:24.70,2.226,3
2015-07-20T09:43:24.70,2.219,10
2015-07-20T09:43:24.70,2.193,3
2015-07-20T09:43:24.70,2.187,3
2015-07-20T09:43:24.70,2.203,3
2015-07-20T09:43:24.70,2.207,3
2015-07-20T09:43:24.70,2.222,3
2015-07-20T09:43:24.70,2.235,5
2015-07-20T09:43:24.70,2.235,7
2015-07-20T09:43:24.70,2.233,3
2015-07-20T09:43:24.70,2.225,3
2015-07-20T09:43:24.70,2.199,4
2015-07-20T09:43:24.70,2.206,5
2015-07-20T09:43:24.70,2.211,22
2015-07-20T09:43:24.70,2.215,3
2015-07-20T09:43:24.70,2.224,4
2015-07-20T09:43:24.70,2.234,16
2015-07-20T09:43:24.70,2.231,4
2015-07-20T09:43:24.70,2.226,3
2015-07-20T09:43:24.70,2.22,3
2015-07-20T09:43:24.70,2.217,6
2015-07-20T09:43:24.70,2.211,4
2015-07-20T09:43:24.70,2.198,3
2015-07-20T09:43:24.70,2.189,4
2015-07-20T09:43:24.70,2.196,3
2015-07-20T09:43:24.70,2.214,3
2015-07-20T09:43:24.70,2.226,8
2015-07-20T09:43:24.70,2.225,103
2015-07-20T09:43:24.70,2.23,5
2015-07-20T09:43:24.70,2.232,50
2015-07-20T09:43:24.70,2.234,3
2015-07-20T09:43:24.70,2.225,149
2015-07-20T09:43:24.70,2.228,8
2015-07-20T09:43:24.70,2.22,16
2015-07-20T09:43:24.70,2.181,3
2015-07-20T09:43:24.70,2.192,6
2015-07-20T09:43:24.70,2.193,4
2015-07-20T09:43:24.70,2.198,3
2015-07-20T09:43:24.70,2.208,3
2015-07-20T09:43:24.70,2.21,12
2015-07-20T09:43:24.70,2.216,4
2015-07-20T09:43:24.70,2.217,13
2015-07-20T09:43:24.70,2.23,32
2015-07-20T09:43:24.70,2.231,3
2015-07-20T09:43:24.70,2.222,49
2015-07-20T09:43:24.70,2.223,3
2015-07-20T09:43:24.70,2.202,3
2015-07-20T09:43:24.70,2.194,3
2015-07-20T09:43:24.70,2.193,5
2015-07-20T09:43:24.70,2.209,3
2015-07-20T09:43:24.70,2.215,3
2015-07-20T09:43:24.70,2.219,4
2015-07-20T09:43:24.70,2.229,7
2015-07-20T09:43:24.70,2.227,68
2015-07-20T09:43:24.70,2.231,9
2015-07-20T09:43:24.70,2.232,4
2015-07-20T09:43:24.70,2.216,3
2015-07-20T09:43:24.70,2.2,3
2015-07-20T09:43:24.70,2.201,3
2015-07-20T09:43:24.70,2.224,64
2015-07-20T09:43:24.70,2.23,5
2015-07-20T09:43:24.70,2.231,3
2015-07-20T09:43:24.70,2.214,3
2015-07-20T09:43:24.70,2.207,3
2015-07-20T09:43:24.70,2.208,7
2015-07-20T09:43:24.70,2.211,4
2015-07-20T09:43:24.70,2.212,3
2015-07-20T09:43:24.70,2.212,5
2015-07-20T09:43:24.70,2.214,5
2015-07-20T09:43:24.70,2.222,3
2015-07-20T09:43:24.70,2.228,6
2015-07-20T09:43:24.70,2.231,4
2015-07-20T09:43:24.70,2.231,3
2015-07-20T09:43:24.70,2.212,5
2015-07-20T09:43:24.70,2.211,4
2015-07-20T09:43:24.70,2.176,4
2015-07-20T09:43:24.70,2.215,79
2015-07-20T09:43:24.70,2.23,5
2015-07-20T09:43:24.70,2.199,3
2015-07-20T09:43:24.70,2.192,4
2015-07-20T09:43:24.70,2.178,4
2015-07-20T09:43:24.70,2.194,3
2015-07-20T09:43:24.70,2.202,4
2015-07-20T09:43:24.70,2.209,3
2015-07-20T09:43:24.70,2.214,42
2015-07-20T09:43:24.70,2.218,10
2015-07-20T09:43:24.70,2.223,6
2015-07-20T09:43:24.70,2.227,3
2015-07-20T09:43:24.70,2.231,3
2015-07-20T09:43:24.70,2.228,12
2015-07-20T09:43:24.70,2.224,3
2015-07-20T09:43:24.70,2.208,19
2015-07-20T09:43:24.70,2.201,6
2015-07-20T09:43:24.70,2.215,4
2015-07-20T09:43:24.70,2.219,4
2015-07-20T09:43:24.70,2.229,17
2015-07-20T09:43:24.70,2.227,13
2015-07-20T09:43:24.70,2.226,6
2015-07-20T09:43:24.70,2.226,6
2015-07-20T09:43:24.70,2.207,5
2015-07-20T09:43:24.70,2.206,6
2015-07-20T09:43:24.70,2.204,3
2015-07-20T09:43:24.70,2.183,3
2015-07-20T09:43:24.70,2.18,3
2015-07-20T09:43:24.70,2.201,5
2015-07-20T09:43:24.70,2.21,3
2015-07-20T09:43:24.70,2.216,6
2015-07-20T09:43:24.70,2.221,3
2015-07-20T09:43:24.70,2.226,8
2015-07-20T09:43:24.70,2.229,7
2015-07-20T09:43:24.70,2.229,4
2015-07-20T09:43:24.70,2.214,5
2015-07-20T09:43:24.70,2.212,4
2015-07-20T09:43:24.70,2.188,6
2015-07-20T09:43:24.70,2.222,3
2015-07-20T09:43:24.70,2.226,20
2015-07-20T09:43:24.70,2.225,5
2015-07-20T09:43:24.70,2.196,17
2015-07-20T09:43:24.70,2.185,5
2015-07-20T09:43:24.70,2.177,4
2015-07-20T09:43:24.70,2.196,48
2015-07-20T09:43:24.70,2.199,13
2015-07-20T09:43:24.70,2.208,8
2015-07-20T09:43:24.70,2.218,5
2015-07-20T09:43:24.70,2.22,19
2015-07-20T09:43:24.70,2.223,3
2015-07-20T09:43:24.70,2.223,3
2015-07-20T09:43:24.70,2.225,6
2015-07-20T09:43:24.70,2.226,3
2015-07-20T09:43:24.70,2.226,10
2015-07-20T09:43:24.70,2.227,9
2015-07-20T09:43:24.70,2.228,3
2015-07-20T09:43:24.70,2.228,3
2015-07-20T09:43:24.70,2.228,4
2015-07-20T09:43:24.70,2.228,4
2015-07-20T09:43:24.70,2.226,3
2015-07-20T09:43:24.70,2.22,6
2015-07-20T09:43:24.70,2.218,3
2015-07-20T09:43:24.70,2.197,4
2015-07-20T09:43:24.70,2.179,3
2015-07-20T09:43:24.70,2.179,3
2015-07-20T09:43:24.70,2.203,3
2015-07-20T09:43:24.70,2.207,3
2015-07-20T09:43:24.70,2.219,3
2015-07-20T09:43:24.70,2.222,3
2015-07-20T09:43:24.70,2.222,3
2015-07-20T09:43:24.70,2.223,12
2015-07-20T09:43:24.70,2.224,11
2015-07-20T09:43:24.70,2.227,5
2015-07-20T09:43:24.70,2.227,7
2015-07-20T09:43:24.70,2.227,4
2015-07-20T09:43:24.70,2.227,12
2015-07-20T09:43:24.70,2.227,13
2015-07-20T09:43:24.70,2.225,4
2015-07-20T09:43:24.70,2.212,3
2015-07-20T09:43:24.70,2.211,3
2015-07-20T09:43:24.70,2.203,3
2015-07-20T09:43:24.70,2.176,4
2015-07-20T09:43:24.70,2.216,11
2015-07-20T09:43:24.70,2.216,11
2015-07-20T09:43:24.70,2.224,6
2015-07-20T09:43:24.70,2.22,12
2015-07-20T09:43:24.70,2.202,4
2015-07-20T09:43:24.70,2.174,4
2015-07-20T09:43:24.70,2.188,3
2015-07-20T09:43:24.70,2.19,4
2015-07-20T09:43:24.70,2.206,4
2015-07-20T09:43:24.70,2.205,9
2015-07-20T09:43:24.70,2.208,5
2015-07-20T09:43:24.70,2.224,4
2015-07-20T09:43:24.70,2.224,4
2015-07-20T09:43:24.70,2.225,3
2015-07-20T09:43:24.70,2.225,19
2015-07-20T09:43:24.70,2.225,3
2015-07-20T09:43:24.70,2.222,11
2015-07-20T09:43:24.70,2.194,9
2015-07-20T09:43:24.70,2.193,15
2015-07-20T09:43:24.70,2.205,12
2015-07-20T09:43:24.70,2.214,28
2015-07-20T09:43:24.70,2.216,4
2015-07-20T09:43:24.70,2.225,3
2015-07-20T09:43:24.70,2.224,12
2015-07-20T09:43:24.70,2.224,10
2015-07-20T09:43:24.70,2.225,8
2015-07-20T09:43:24.70,2.225,10
2015-07-20T09:43:24.70,2.193,17
2015-07-20T09:43:24.70,2.172,7
2015-07-20T09:43:24.70,2.196,5
2015-07-20T09:43:24.70,2.201,3
2015-07-20T09:43:24.70,2.217,39
2015-07-20T09:43:24.70,2.22,3
2015-07-20T09:43:24.70,2.224,3
2015-07-20T09:43:24.70,2.22,9
2015-07-20T09:43:24.70,2.215,19
2015-07-20T09:43:24.70,2.213,3
2015-07-20T09:43:24.70,2.205,31
2015-07-20T09:43:24.70,2.191,20
2015-07-20T09:43:24.70,2.189,32
2015-07-20T09:43:24.70,2.176,3
2015-07-20T09:43:24.70,2.187,4
2015-07-20T09:43:24.70,2.198,4
2015-07-20T09:43:24.70,2.209,27
2015-07-20T09:43:24.70,2.22,6
2015-07-20T09:43:24.70,2.224,6
2015-07-20T09:43:24.70,2.224,7
2015-07-20T09:43:24.70,2.224,4
2015-07-20T09:43:24.70,2.186,3
2015-07-20T09:43:24.70,2.188,6
2015-07-20T09:43:24.70,2.189,6
2015-07-20T09:43:24.70,2.19,4
2015-07-20T09:43:24.70,2.202,17
2015-07-20T09:43:24.70,2.209,3
2015-07-20T09:43:24.70,2.218,9
2015-07-20T09:43:24.70,2.222,5
2015-07-20T09:43:24.70,2.222,4
2015-07-20T09:43:24.70,2.222,12
2015-07-20T09:43:24.70,2.223,4
2015-07-20T09:43:24.70,2.224,3
2015-07-20T09:43:24.70,2.224,7
2015-07-20T09:43:24.70,2.22,4
2015-07-20T09:43:24.70,2.22,3
2015-07-20T09:43:24.70,2.194,29
2015-07-20T09:43:24.70,2.201,43
2015-07-20T09:43:24.70,2.205,3
2015-07-20T09:43:24.70,2.208,4
2015-07-20T09:43:24.70,2.22,34
2015-07-20T09:43:24.70,2.223,7
2015-07-20T09:43:24.70,2.217,4
2015-07-20T09:43:24.70,2.205,9
2015-07-20T09:43:24.70,2.216,3
2015-07-20T09:43:24.70,2.216,5
2015-07-20T09:43:24.70,2.221,6
2015-07-20T09:43:24.70,2.221,6
2015-07-20T09:43:24.70,2.221,8
2015-07-20T09:43:24.70,2.221,24
2015-07-20T09:43:24.70,2.223,4
2015-07-20T09:43:24.70,2.218,106
2015-07-20T09:43:24.70,2.21,8
2015-07-20T09:43:24.70,2.196,26
2015-07-20T09:43:24.70,2.178,5
2015-07-20T09:43:24.70,2.194,74
2015-07-20T09:43:24.70,2.205,4
2015-07-20T09:43:24.70,2.204,25
2015-07-20T09:43:24.70,2.206,3
2015-07-20T09:43:24.70,2.212,10
2015-07-20T09:43:24.70,2.22,5
2015-07-20T09:43:24.70,2.221,9
2015-07-20T09:43:24.70,2.219,37
2015-07-20T09:43:24.70,2.217,5
2015-07-20T09:43:24.70,2.216,3
2015-07-20T09:43:24.70,2.195,5
2015-07-20T09:43:24.70,2.196,15
2015-07-20T09:43:24.70,2.207,6
2015-07-20T09:43:24.70,2.211,9
2015-07-20T09:43:24.70,2.211,12
2015-07-20T09:43:24.70,2.214,5
2015-07-20T09:43:24.70,2.215,3
2015-07-20T09:43:24.70,2.21,4
2015-07-20T09:43:24.70,2.202,3
2015-07-20T09:43:24.70,2.183,5
2015-07-20T09:43:24.70,2.22,3
2015-07-20T09:43:24.70,2.22,3
2015-07-20T09:43:24.70,2.22,6
2015-07-20T09:43:24.70,2.205,8
2015-07-20T09:43:24.70,2.177,3
2015-07-20T09:43:24.70,2.197,5
2015-07-20T09:43:24.70,2.206,7
2015-07-20T09:43:24.70,2.211,3
2015-07-20T09:43:24.70,2.215,3
2015-07-20T09:43:24.70,2.22,5
2015-07-20T09:43:24.70,2.21,6
2015-07-20T09:43:24.70,2.209,3
2015-07-20T09:43:24.70,2.19,21
2015-07-20T09:43:24.70,2.181,12
2015-07-20T09:43:24.70,2.171,3
2015-07-20T09:43:24.70,2.213,3
2015-07-20T09:43:24.70,2.217,36
2015-07-20T09:43:24.70,2.22,5
2015-07-20T09:43:24.70,2.209,18
2015-07-20T09:43:24.70,2.2,21
2015-07-20T09:43:24.70,2.2,5
2015-07-20T09:43:24.70,2.197,7
2015-07-20T09:43:24.70,2.195,3
2015-07-20T09:43:24.70,2.187,10
2015-07-20T09:43:24.70,2.202,3
2015-07-20T09:43:24.70,2.202,8
2015-07-20T09:43:24.70,2.211,6
2015-07-20T09:43:24.70,2.217,4
2015-07-20T09:43:24.70,2.217,66
2015-07-20T09:43:24.70,2.212,4
2015-07-20T09:43:24.70,2.202,3
2015-07-20T09:43:24.70,2.165,4
2015-07-20T09:43:24.70,2.174,3
2015-07-20T09:43:24.70,2.204,18
2015-07-20T09:43:24.70,2.209,6
2015-07-20T09:43:24.70,2.211,3
2015-07-20T09:43:24.70,2.213,6
2015-07-20T09:43:24.70,2.213,8
2015-07-20T09:43:24.70,2.217,3
2015-07-20T09:43:24.70,2.217,12
2015-07-20T09:43:24.70,2.218,3
2015-07-20T09:43:24.70,2.218,10
2015-07-20T09:43:24.70,2.208,4
2015-07-20T09:43:24.70,2.206,4
2015-07-20T09:43:24.70,2.201,16
2015-07-20T09:43:24.70,2.192,3
2015-07-20T09:43:24.70,2.168,4
2015-07-20T09:43:24.70,2.212,19
2015-07-20T09:43:24.70,2.213,3
2015-07-20T09:43:24.70,2.217,4
2015-07-20T09:43:24.70,2.217,6
2015-07-20T09:43:24.70,2.211,62
2015-07-20T09:43:24.70,2.212,3
2015-07-20T09:43:24.70,2.212,6
2015-07-20T09:43:24.70,2.211,3
2015-07-20T09:43:24.70,2.207,3
2015-07-20T09:43:24.70,2.198,7
2015-07-20T09:43:24.70,2.198,4
2015-07-20T09:43:24.70,2.185,3
2015-07-20T09:43:24.70,2.165,3
2015-07-20T09:43:24.70,2.176,3
2015-07-20T09:43:24.70,2.176,5
2015-07-20T09:43:24.70,2.193,3
2015-07-20T09:43:24.70,2.211,4
2015-07-20T09:43:24.70,2.214,18
2015-07-20T09:43:24.70,2.215,4
2015-07-20T09:43:24.70,2.216,14
2015-07-20T09:43:24.70,2.214,32
2015-07-20T09:43:24.70,2.215,3
2015-07-20T09:43:24.70,2.212,3
2015-07-20T09:43:24.70,2.21,17
2015-07-20T09:43:24.70,2.178,5
2015-07-20T09:43:24.70,2.184,6
2015-07-20T09:43:24.70,2.2,4
2015-07-20T09:43:24.70,2.2,6
2015-07-20T09:43:24.70,2.201,7
2015-07-20T09:43:24.70,2.212,5
2015-07-20T09:43:24.70,2.213,8
2015-07-20T09:43:24.70,2.215,10
2015-07-20T09:43:24.70,2.209,19
2015-07-20T09:43:24.70,2.184,3
2015-07-20T09:43:24.70,2.181,14
2015-07-20T09:43:24.70,2.199,5
2015-07-20T09:43:24.70,2.199,10
2015-07-20T09:43:24.70,2.215,7
2015-07-20T09:43:24.70,2.216,3
2015-07-20T09:43:24.70,2.215,9
2015-07-20T09:43:24.70,2.213,8
2015-07-20T09:43:24.70,2.208,32
2015-07-20T09:43:24.70,2.197,17
2015-07-20T09:43:24.70,2.197,3
2015-07-20T09:43:24.70,2.193,3
2015-07-20T09:43:24.70,2.171,4
2015-07-20T09:43:24.70,2.174,3
2015-07-20T09:43:24.70,2.197,9
2015-07-20T09:43:24.70,2.198,4
2015-07-20T09:43:24.70,2.214,8
2015-07-20T09:43:24.70,2.212,85
2015-07-20T09:43:24.70,2.203,3
2015-07-20T09:43:24.70,2.202,10
2015-07-20T09:43:24.70,2.193,250
2015-07-20T09:43:24.70,2.193,3
2015-07-20T09:43:24.70,2.171,7
2015-07-20T09:43:24.70,2.175,3
2015-07-20T09:43:24.70,2.198,4
2015-07-20T09:43:24.70,2.199,3
2015-07-20T09:43:24.70,2.199,138
2015-07-20T09:43:24.70,2.203,5
2015-07-20T09:43:24.70,2.211,16
2015-07-20T09:43:24.70,2.212,3
2015-07-20T09:43:24.70,2.198,6
2015-07-20T09:43:24.70,2.181,7
