date_obs,date_jd,rv_model,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,quiet_flux,ar_flux,conv_flux
2018-06-07T12:00:00,2458277,100.19649,-21.602,-18.43,0,3.172,1.767,0,1.767,8.083,0,0,1.622,0.145,1.622,0.145,6.871,70.063,118.476
2018-06-08T12:00:00,2458278,100.2051965,-22.847,-19.664,-0.001,3.183,1.695,0,1.695,8.014,-0.001,0,1.556,0.139,1.556,0.139,6.843,70.292,116.181
2018-06-09T12:00:00,2458279,100.186937,-20.288,-17.129,0.002,3.158,1.699,0,1.699,7.975,0.002,0,1.598,0.101,1.598,0.101,6.817,69.335,122.979
2018-06-13T12:00:00,2458283,99.6527175,-20.929,-18.118,-0.09,2.811,1.705,0,1.706,8.03,-0.09,0,1.585,0.121,1.585,0.121,6.864,71.089,149.55
2018-06-14T12:00:00,2458284,99.8344495,-20.837,-17.856,-0.083,2.981,1.803,0,1.803,8.154,-0.083,0,1.589,0.215,1.589,0.215,6.838,75.009,150.071
2018-06-15T12:00:00,2458285,100.4141525,-20.702,-17.255,-0.025,3.447,1.876,0,1.876,8.352,-0.025,0,1.552,0.325,1.552,0.325,6.862,80.195,151.492
2018-06-16T12:00:00,2458286,101.113948,-20.315,-16.237,0.013,4.078,1.932,0,1.932,8.463,0.013,0,1.542,0.391,1.542,0.391,6.836,83.73,154.77
2018-06-17T12:00:00,2458287,101.114825,-21.989,-17.892,0.005,4.096,1.91,0,1.91,8.505,0.005,0,1.504,0.406,1.504,0.406,6.836,86.013,161.672
2018-06-14T12:00:00,2458284,99.8344495,-20.837,-17.856,-0.083,2.981,1.803,0,1.803,8.154,-0.083,0,1.589,0.215,1.589,0.215,6.838,75.009,150.071
2018-06-15T12:00:00,2458285,100.4141525,-20.702,-17.255,-0.025,3.447,1.876,0,1.876,8.352,-0.025,0,1.552,0.325,1.552,0.325,6.862,80.195,151.492
2018-06-16T12:00:00,2458286,101.113948,-20.315,-16.237,0.013,4.078,1.932,0,1.932,8.463,0.013,0,1.542,0.391,1.542,0.391,6.836,83.73,154.77
2018-06-17T12:00:00,2458287,101.114825,-21.989,-17.892,0.005,4.096,1.91,0,1.91,8.505,0.005,0,1.504,0.406,1.504,0.406,6.836,86.013,161.672
2018-06-18T12:00:00,2458288,100.9882045,-23.357,-19.33,-0.023,4.027,1.991,0,1.991,8.628,-0.022,-0.001,1.537,0.454,1.537,0.454,6.84,88.498,163.928
2018-06-19T12:00:00,2458289,100.577944,-22.6,-18.92,-0.056,3.68,1.997,0.002,1.999,8.685,-0.039,-0.017,1.549,0.45,1.549,0.448,6.891,89.478,174.766
2018-06-20T12:00:00,2458290,100.7951185,-20.92,-17.205,0.031,3.715,2.12,0.01,2.13,8.996,0.021,0.01,1.574,0.555,1.574,0.546,6.908,98.695,199.339
2018-06-21T12:00:00,2458291,100.7608085,-21.01,-17.223,-0.019,3.787,2.172,0.009,2.181,9.065,-0.008,-0.012,1.624,0.557,1.624,0.548,6.929,99.346,202.092
2018-06-22T12:00:00,2458292,100.689011,-22.95,-19.204,-0.034,3.746,2.18,0.007,2.187,9.055,-0.018,-0.017,1.588,0.599,1.588,0.592,6.924,99.164,190.359
2018-06-23T12:00:00,2458293,100.904209,-20.099,-16.12,-0.041,3.98,2.105,0.004,2.109,8.866,-0.03,-0.011,1.599,0.51,1.599,0.506,6.889,94.324,182.928
2018-06-24T12:00:00,2458294,101.067698,-19.377,-15.176,-0.067,4.202,2.117,0.002,2.12,8.746,-0.054,-0.013,1.619,0.501,1.619,0.499,6.866,88.104,156.129
2018-06-25T12:00:00,2458295,101.151799,-21.006,-16.774,-0.041,4.232,2.168,0.002,2.17,8.788,-0.029,-0.012,1.684,0.486,1.684,0.484,6.92,85.614,147.984
2018-06-26T12:00:00,2458296,100.931611,-24.484,-20.598,0.016,3.886,2.143,0,2.143,8.646,0.016,0,1.682,0.461,1.682,0.461,6.881,82.303,137.788
2018-06-27T12:00:00,2458297,100.6103335,-23.268,-19.709,0.016,3.559,2.084,0,2.084,8.575,0.016,0,1.694,0.39,1.694,0.39,6.947,78.775,127.674
2018-06-28T12:00:00,2458298,100.2308915,-21.472,-18.328,0.029,3.145,1.896,0,1.896,8.335,0.029,0,1.63,0.266,1.63,0.266,6.946,74.714,125.81
2018-06-29T12:00:00,2458299,100.0191075,-19.771,-16.972,0.09,2.799,1.744,0,1.744,8.113,0.09,0,1.568,0.176,1.568,0.176,6.922,70.582,121.712
2018-06-30T12:00:00,2458300,99.7738155,-20.412,-17.838,0.078,2.575,1.607,0,1.607,7.961,0.078,0,1.527,0.08,1.527,0.08,6.931,66.781,116.888
2018-07-01T12:00:00,2458301,99.659651,-21.033,-18.463,0.026,2.57,1.511,0,1.511,7.849,0.026,0,1.479,0.032,1.479,0.032,6.924,63.742,100.592
2018-07-02T12:00:00,2458302,99.721232,-22.636,-19.952,0.002,2.684,1.509,0,1.509,7.857,0.002,0,1.489,0.02,1.489,0.02,6.913,64.724,127.288
2018-07-03T12:00:00,2458303,99.872673,-21.561,-18.725,0.003,2.836,1.565,0,1.565,7.902,0.003,0,1.534,0.031,1.534,0.031,6.912,65.349,111.601
2018-07-04T12:00:00,2458304,99.809188,-19.941,-17.191,0.013,2.75,1.575,0,1.575,7.892,0.013,0,1.543,0.032,1.543,0.032,6.885,65.909,114.342
2018-07-05T12:00:00,2458305,100.019579,-20.796,-17.834,0.014,2.962,1.613,0,1.613,7.887,0.014,0,1.597,0.016,1.597,0.016,6.867,65.065,107.754
2018-07-06T12:00:00,2458306,99.840492,-19.256,-16.473,0.012,2.784,1.582,0,1.582,7.875,0.012,0,1.577,0.005,1.577,0.005,6.862,65.81,127.139
2018-07-07T12:00:00,2458307,99.9525275,-20.547,-17.634,0.005,2.913,1.6,0,1.6,7.881,0.005,0,1.581,0.019,1.581,0.019,6.858,65.786,114.472
2018-07-08T12:00:00,2458308,99.700222,-18.228,-15.544,-0.008,2.684,1.57,0,1.57,7.877,-0.008,0,1.56,0.011,1.56,0.011,6.878,65.766,107.898
2018-07-09T12:00:00,2458309,99.5530465,-21.045,-18.344,-0.086,2.701,1.624,0,1.624,7.96,-0.086,0,1.553,0.071,1.553,0.071,6.918,67.003,122.803
2018-07-10T12:00:00,2458310,99.5190555,-19.91,-17.048,-0.177,2.861,1.787,0,1.787,8.179,-0.177,0,1.556,0.232,1.556,0.232,6.922,73.136,129.424
2018-07-11T12:00:00,2458311,100.489022,-19.635,-15.945,-0.103,3.69,1.999,0,1.999,8.481,-0.103,0,1.605,0.394,1.605,0.394,6.913,80.047,138.104
2018-07-12T12:00:00,2458312,101.2700295,-21.378,-17.139,0.012,4.239,2.101,0,2.101,8.737,0.012,0,1.598,0.503,1.598,0.503,6.911,86.825,151.278
2018-07-13T12:00:00,2458313,101.8783775,-20.855,-16.045,0.035,4.809,2.194,0,2.194,8.943,0.035,0,1.582,0.612,1.582,0.612,6.905,91.197,153.633
2018-07-14T12:00:00,2458314,101.760494,-23.583,-18.817,-0.001,4.766,2.221,0,2.221,9.041,-0.001,0,1.594,0.627,1.594,0.627,6.936,92.449,154.551
2018-07-15T12:00:00,2458315,101.3594535,-22.807,-18.401,-0.024,4.407,2.188,0,2.188,8.948,-0.024,0,1.568,0.62,1.568,0.62,6.922,90.793,148.584
2018-07-16T12:00:00,2458316,100.7654185,-20.868,-17.087,-0.014,3.781,2.154,0,2.154,8.794,-0.014,0,1.602,0.552,1.602,0.552,6.934,85.986,143.905
2018-07-17T12:00:00,2458317,100.326935,-21.905,-18.643,0.02,3.262,2.033,0,2.033,8.617,0.02,0,1.623,0.41,1.623,0.41,6.978,81.894,142.735
2018-07-18T12:00:00,2458318,100.161631,-20.943,-17.969,0.076,2.974,1.965,0,1.965,8.415,0.076,0,1.664,0.3,1.664,0.3,6.956,76.642,133.128
2018-07-19T12:00:00,2458319,100.328051,-21.924,-18.801,0.086,3.122,1.909,0,1.909,8.33,0.086,0,1.708,0.201,1.708,0.201,6.989,72.924,120.678
2018-07-20T12:00:00,2458320,100.2394925,-20.62,-17.446,0.02,3.173,1.872,0,1.872,8.27,0.02,0,1.7,0.172,1.7,0.172,6.963,71.617,120.853
2018-07-21T12:00:00,2458321,100.601416,-19.217,-15.635,0.001,3.582,1.906,0,1.906,8.329,0.001,0,1.725,0.182,1.725,0.182,6.956,73.1,121.173
2018-07-22T12:00:00,2458322,100.507171,-19.632,-16.178,0.016,3.454,1.877,0,1.877,8.3,0.016,0,1.71,0.167,1.71,0.167,6.954,72.633,116.508
2018-07-23T12:00:00,2458323,100.351589,-21.575,-18.243,-0.001,3.332,1.841,0,1.841,8.265,-0.001,0,1.63,0.211,1.63,0.211,6.957,71.99,115.958
2018-07-24T12:00:00,2458324,100.0141835,-19.357,-16.363,-0.004,2.995,1.765,0,1.765,8.181,-0.004,0,1.611,0.153,1.611,0.153,6.952,70.987,113.009
2018-07-25T12:00:00,2458325,99.885354,-20.305,-17.501,0.024,2.804,1.724,0,1.724,8.131,0.024,0,1.64,0.084,1.64,0.084,6.976,68.957,117.982
2018-07-26T12:00:00,2458326,99.8282775,-17.797,-15.096,0.045,2.701,1.644,0,1.644,8.051,0.045,0,1.592,0.052,1.592,0.052,6.985,67.31,120.301
2018-07-27T12:00:00,2458327,99.6304175,-18.325,-15.804,0.035,2.521,1.586,0,1.586,7.961,0.035,0,1.568,0.018,1.568,0.018,6.979,64.553,114.87
2018-07-28T12:00:00,2458328,99.5937485,-18.481,-15.946,0.011,2.535,1.505,0,1.505,7.903,0.011,0,1.498,0.007,1.498,0.007,6.981,63.833,138.713
2018-07-31T12:00:00,2458331,99.7169715,-22.472,-19.679,-0.051,2.793,1.628,0,1.628,8.061,-0.051,0,1.545,0.083,1.545,0.083,7.003,67.37,131.314
2018-08-01T12:00:00,2458332,99.9624135,-21.178,-18.225,-0.009,2.953,1.65,0,1.65,8.134,-0.01,0.001,1.529,0.121,1.529,0.121,6.998,70.811,153.249
2018-08-05T12:00:00,2458336,99.678565,-18.786,-15.938,-0.095,2.848,1.715,0,1.715,8.244,-0.095,0,1.528,0.187,1.528,0.187,7.031,72.78,139.168
2018-08-07T12:00:00,2458338,100.329008,-18.899,-15.513,-0.037,3.386,1.862,0,1.862,8.412,-0.037,0,1.623,0.238,1.623,0.238,7.045,75.326,138.221
2018-08-08T12:00:00,2458339,100.790675,-20.863,-17.129,0.02,3.734,1.949,0,1.949,8.538,0.02,0,1.663,0.285,1.663,0.285,7.051,77.446,135.748
2018-08-08T12:00:00,2458339,100.790675,-20.863,-17.129,0.02,3.734,1.949,0,1.949,8.538,0.02,0,1.663,0.285,1.663,0.285,7.051,77.446,135.748
2018-08-09T12:00:00,2458340,101.0792885,-22.14,-18.093,0.011,4.047,1.993,0,1.993,8.633,0.011,0,1.644,0.349,1.644,0.349,7.053,79.394,135.662
2018-08-10T12:00:00,2458341,100.8696995,-22.622,-18.737,-0.013,3.885,2.025,0,2.025,8.655,-0.013,0,1.627,0.398,1.627,0.398,7.064,78.482,125.844
2018-08-11T12:00:00,2458342,100.4834715,-20.94,-17.431,-0.021,3.509,1.943,0,1.943,8.562,-0.021,0,1.611,0.333,1.611,0.333,7.054,77.821,127.81
2018-08-12T12:00:00,2458343,100.3188195,-21.585,-18.25,-0.018,3.335,1.912,0,1.912,8.514,-0.018,0,1.665,0.247,1.665,0.247,7.107,74.81,129.358
2018-08-13T12:00:00,2458344,99.921662,-18.418,-15.53,0.002,2.888,1.832,0,1.832,8.375,0.002,0,1.682,0.15,1.682,0.15,7.106,71.448,123.709
2018-08-14T12:00:00,2458345,99.8481245,-19.907,-17.158,0.032,2.749,1.75,0,1.751,8.307,0.032,0,1.634,0.117,1.634,0.117,7.117,70.888,130.76
2018-08-15T12:00:00,2458346,100.0578355,-18.84,-15.869,0.028,2.971,1.752,0,1.753,8.28,0.025,0.003,1.671,0.081,1.671,0.081,7.09,70.482,148.467
2018-08-16T12:00:00,2458347,100.0912265,-18.356,-15.289,-0.001,3.067,1.717,0.001,1.717,8.248,-0.006,0.006,1.63,0.088,1.63,0.087,7.08,70.2,150.122
2018-08-17T12:00:00,2458348,100.006021,-18.848,-15.873,0.001,2.976,1.71,0.001,1.711,8.278,-0.004,0.004,1.593,0.118,1.593,0.117,7.079,71.511,142.65
2018-08-18T12:00:00,2458349,100.105209,-18.666,-15.542,-0.021,3.124,1.725,0,1.725,8.298,-0.021,0,1.606,0.119,1.606,0.119,7.107,70.536,123.578
2018-08-19T12:00:00,2458350,100.012718,-20.713,-17.681,-0.022,3.032,1.761,0,1.761,8.361,-0.023,0,1.614,0.147,1.614,0.147,7.141,70.925,122.217
2018-08-20T12:00:00,2458351,100.0319295,-20.721,-17.677,-0.018,3.043,1.779,0,1.78,8.362,-0.019,0.001,1.67,0.109,1.67,0.109,7.113,71.943,146.482
2018-08-21T12:00:00,2458352,100.0105255,-19.392,-16.404,-0.002,2.987,1.75,0,1.75,8.409,-0.003,0.001,1.607,0.143,1.607,0.143,7.148,73.756,156.312
2018-08-22T12:00:00,2458353,99.8143725,-18.552,-15.801,0.015,2.751,1.727,0,1.727,8.319,0.015,0,1.58,0.147,1.58,0.147,7.135,70.4,133.8
2018-08-23T12:00:00,2458354,100.0559925,-20.942,-17.913,0,3.029,1.727,0.001,1.729,8.392,0.001,0,1.556,0.173,1.556,0.172,7.125,74.781,162.469
2018-08-24T12:00:00,2458355,99.9238405,-20.962,-17.967,-0.047,2.995,1.752,0.001,1.753,8.471,-0.042,-0.005,1.543,0.21,1.543,0.209,7.125,78.036,175.569
2018-08-25T12:00:00,2458356,99.7318335,-18.82,-15.813,-0.144,3.007,1.776,0.005,1.781,8.569,-0.11,-0.034,1.516,0.266,1.516,0.26,7.146,81.518,186.774
2018-08-26T12:00:00,2458357,99.526064,-19.998,-17.41,-0.046,2.588,1.635,0.001,1.636,8.312,-0.037,-0.008,1.455,0.181,1.455,0.18,7.144,74.124,166.959
2018-08-27T12:00:00,2458358,99.596771,-18.904,-16.398,0.026,2.506,1.619,0,1.619,8.231,0.028,-0.002,1.503,0.116,1.503,0.115,7.171,68.596,150.107
2018-08-28T12:00:00,2458359,99.695279,-18.63,-15.966,-0.001,2.664,1.568,0,1.568,8.151,-0.001,0,1.535,0.033,1.535,0.033,7.17,65.211,121.833
2018-08-29T12:00:00,2458360,99.716275,-20.882,-18.156,-0.02,2.726,1.582,0,1.582,8.197,-0.02,0,1.558,0.024,1.558,0.024,7.208,64.851,114.517
2018-08-30T12:00:00,2458361,99.7339905,-20.242,-17.483,-0.027,2.759,1.584,0,1.584,8.251,-0.027,0,1.553,0.031,1.553,0.031,7.243,65.889,123.029
2018-09-01T12:00:00,2458363,99.6731225,-20.09,-17.301,-0.07,2.789,1.647,0,1.647,8.226,-0.07,0,1.59,0.057,1.59,0.057,7.164,66.997,115.295
2018-09-02T12:00:00,2458364,99.5978335,-17.824,-15.072,-0.089,2.753,1.705,0,1.705,8.307,-0.089,0,1.626,0.08,1.626,0.08,7.192,68.09,119.055
2018-09-03T12:00:00,2458365,100.127218,-17.904,-14.702,-0.047,3.202,1.77,0,1.77,8.344,-0.047,0,1.639,0.13,1.639,0.13,7.161,69.266,115.239
2018-09-04T12:00:00,2458366,100.2871075,-19.364,-16.057,-0.02,3.307,1.793,0,1.793,8.426,-0.02,0,1.649,0.144,1.649,0.144,7.157,72.405,124.726
2018-09-05T12:00:00,2458367,100.4521675,-19.834,-16.359,-0.02,3.475,1.832,0,1.832,8.466,-0.02,0,1.661,0.171,1.661,0.171,7.146,72.991,127.926
2018-09-06T12:00:00,2458368,100.3848135,-19.611,-16.196,-0.024,3.415,1.855,0,1.855,8.535,-0.024,0,1.653,0.202,1.653,0.202,7.163,74.649,130.81
2018-09-07T12:00:00,2458369,100.25529,-21.65,-18.354,-0.03,3.296,1.844,0,1.844,8.508,-0.03,0,1.656,0.188,1.656,0.188,7.191,72.618,123.29
2018-09-08T12:00:00,2458370,100.0826725,-20.569,-17.438,-0.035,3.131,1.829,0,1.829,8.496,-0.035,0,1.636,0.193,1.636,0.193,7.178,73.461,131.351
2018-09-09T12:00:00,2458371,99.956338,-18.501,-15.505,-0.032,2.996,1.763,0,1.764,8.414,-0.031,0,1.62,0.144,1.62,0.144,7.174,72.396,143.525
2018-09-10T12:00:00,2458372,99.815083,-18.531,-15.775,0.013,2.756,1.703,0,1.703,8.299,0.013,0,1.616,0.088,1.616,0.088,7.165,69.213,129.809
2018-09-11T12:00:00,2458373,99.9607955,-21.052,-18.136,0.008,2.915,1.693,0.001,1.694,8.308,0.005,0.003,1.602,0.091,1.602,0.091,7.183,69.023,147.267
2018-09-12T12:00:00,2458374,99.919758,-20.602,-17.686,-0.012,2.916,1.692,0,1.692,8.342,-0.012,0,1.624,0.069,1.624,0.069,7.217,68.775,139.763
2018-09-13T12:00:00,2458375,99.9041905,-19.827,-16.853,-0.047,2.975,1.738,0,1.738,8.381,-0.047,0,1.689,0.05,1.689,0.05,7.228,68.511,126.883
2018-09-14T12:00:00,2458376,99.8577105,-18.894,-15.977,-0.042,2.917,1.781,0,1.781,8.412,-0.042,0,1.713,0.068,1.713,0.068,7.226,68.758,116.181
2018-09-15T12:00:00,2458377,99.9928265,-18.493,-15.462,-0.031,3.031,1.814,0,1.814,8.454,-0.031,0,1.725,0.09,1.725,0.09,7.248,68.658,117.011
2018-09-16T12:00:00,2458378,100.195205,-19.817,-16.657,0.005,3.16,1.82,0,1.82,8.476,0.005,0,1.715,0.105,1.715,0.105,7.245,69.795,117.184
2018-09-17T12:00:00,2458379,100.1762045,-20.078,-16.963,0.017,3.115,1.791,0,1.791,8.429,0.017,0,1.688,0.104,1.688,0.104,7.207,70.158,131.366
2018-09-18T12:00:00,2458380,100.06491,-21.879,-18.872,0.015,3.006,1.745,0,1.745,8.393,0.015,0,1.65,0.094,1.65,0.094,7.23,68.666,122.11
2018-09-19T12:00:00,2458381,99.9571985,-20.944,-18.008,-0.004,2.937,1.655,0,1.655,8.283,-0.004,0,1.581,0.075,1.581,0.075,7.207,67.112,121.842
2018-09-20T12:00:00,2458382,99.892928,-19.779,-16.9,-0.007,2.878,1.677,0,1.677,8.334,-0.007,0,1.625,0.052,1.625,0.052,7.249,66.942,123.463
2018-09-21T12:00:00,2458383,99.7415925,-18.502,-15.793,0,2.709,1.599,0,1.599,8.219,0,0,1.569,0.031,1.569,0.031,7.211,65.493,105.977
2018-09-23T12:00:00,2458385,99.688568,-19.848,-17.178,-0.007,2.67,1.543,0,1.543,8.145,-0.007,0,1.535,0.008,1.535,0.008,7.194,64.519,100.717
2018-09-24T12:00:00,2458386,99.6875855,-20.566,-17.898,-0.007,2.669,1.53,0,1.53,8.111,-0.007,0,1.526,0.004,1.526,0.004,7.179,63.581,74.135
2018-09-25T12:00:00,2458387,99.70388,-19.5,-16.807,-0.01,2.692,1.541,0,1.541,8.145,-0.01,0,1.541,0,1.541,0,7.199,63.983,
2018-09-27T12:00:00,2458389,99.633201,-19.881,-17.231,-0.024,2.65,1.567,0,1.567,8.181,-0.024,0,1.554,0.014,1.554,0.014,7.197,65.286,91.617
2018-09-28T12:00:00,2458390,99.65007,-20.146,-17.465,-0.03,2.68,1.606,0,1.606,8.198,-0.03,0,1.582,0.024,1.582,0.024,7.197,64.961,123.844
2018-09-30T12:00:00,2458392,100.126477,-21.498,-18.316,-0.038,3.182,1.767,0.002,1.769,8.446,-0.035,-0.003,1.647,0.122,1.647,0.12,7.199,72.554,165.994
2018-10-01T12:00:00,2458393,100.2596585,-21.313,-18.004,-0.034,3.309,1.828,0.002,1.83,8.514,-0.026,-0.008,1.686,0.144,1.686,0.142,7.183,74.34,163.738
2018-10-02T12:00:00,2458394,100.3043845,-20.283,-16.953,-0.023,3.331,1.844,0.001,1.845,8.497,-0.017,-0.006,1.698,0.147,1.698,0.146,7.204,71.704,130.183
2018-10-03T12:00:00,2458395,100.137479,-21.74,-18.658,0.014,3.082,1.793,0,1.793,8.416,0.014,0,1.645,0.148,1.645,0.148,7.178,70.741,116.059
2018-10-04T12:00:00,2458396,100.1034245,-23.118,-20.045,0.002,3.073,1.736,0,1.736,8.369,0.002,0,1.664,0.072,1.664,0.072,7.195,69.444,124.294
2018-10-05T12:00:00,2458397,99.9064415,-20.437,-17.527,-0.016,2.911,1.695,0,1.695,8.288,-0.016,0,1.656,0.038,1.656,0.038,7.178,67.639,106.318
2018-10-06T12:00:00,2458398,99.8206615,-22.161,-19.348,-0.011,2.813,1.665,0,1.665,8.24,-0.011,0,1.636,0.029,1.636,0.029,7.18,66.313,112.739
2018-10-07T12:00:00,2458399,99.832693,-20.299,-17.493,-0.002,2.806,1.667,0,1.667,8.226,-0.002,0,1.661,0.006,1.661,0.006,7.167,66.193,108.828
2018-10-08T12:00:00,2458400,99.8990645,-21.772,-18.907,0.002,2.865,1.653,0,1.653,8.232,0.002,0,1.642,0.01,1.642,0.01,7.187,65.873,132.278
2018-10-09T12:00:00,2458401,99.8689095,-20.78,-17.935,-0.003,2.845,1.649,0,1.649,8.306,-0.003,0,1.623,0.027,1.623,0.027,7.26,65.999,126.194
2018-10-10T12:00:00,2458402,99.9474345,-20.346,-17.389,-0.018,2.957,1.673,0,1.673,8.397,-0.018,0,1.636,0.037,1.636,0.037,7.344,65.384,119.649
2018-10-11T12:00:00,2458403,99.864799,-19.798,-16.909,-0.026,2.89,1.692,0,1.692,8.366,-0.026,0,1.663,0.029,1.663,0.029,7.294,65.752,111.227
2018-10-12T12:00:00,2458404,99.82216,-20.302,-17.372,-0.065,2.93,1.75,0,1.75,8.52,-0.066,0.001,1.704,0.046,1.704,0.046,7.387,67.505,124.675
2018-10-13T12:00:00,2458405,99.9472705,-19.487,-16.404,-0.077,3.083,1.783,0,1.783,7.999,-0.078,0.001,1.713,0.069,1.713,0.069,6.798,69.577,130.27
2018-10-14T12:00:00,2458406,100.066983,-22.065,-18.935,-0.042,3.13,1.812,0,1.812,8.428,-0.042,0,1.708,0.105,1.708,0.105,7.196,70.409,134.134
2018-10-15T12:00:00,2458407,100.3843445,-21.234,-17.843,-0.013,3.391,1.843,0,1.843,8.464,-0.014,0,1.671,0.172,1.671,0.172,7.175,71.783,128.285
2018-10-17T12:00:00,2458409,100.3480975,-23.293,-19.956,-0.005,3.337,1.804,0,1.804,8.502,-0.005,0,1.632,0.172,1.632,0.172,7.225,72.187,133.113
2018-10-18T12:00:00,2458410,100.067133,-22.916,-19.85,-0.012,3.066,1.731,0,1.731,8.434,-0.012,0,1.613,0.118,1.613,0.118,7.249,70.289,136.951
2018-10-20T12:00:00,2458412,99.692165,-22.355,-19.707,0.005,2.648,1.61,0,1.61,8.285,0.005,0,1.525,0.086,1.525,0.086,7.237,67.704,124.796
2018-10-21T12:00:00,2458413,99.7181625,-22.145,-19.524,0.03,2.621,1.578,0,1.578,8.2,0.03,0,1.515,0.063,1.515,0.063,7.189,66.882,141.454
2018-10-22T12:00:00,2458414,99.7559665,-23.837,-21.154,0.019,2.683,1.525,0,1.525,8.094,0.019,0,1.503,0.022,1.503,0.022,7.164,63.828,116.381
2018-10-23T12:00:00,2458415,99.7053315,-24.012,-21.295,-0.021,2.717,1.527,0,1.527,8.075,-0.021,0,1.522,0.006,1.522,0.006,7.133,64.242,135.737
2018-10-24T12:00:00,2458416,99.758961,-23.228,-20.451,-0.024,2.778,1.58,0,1.58,8.17,-0.024,0,1.569,0.011,1.569,0.011,7.174,65.477,139.379
2018-10-25T12:00:00,2458417,99.784839,-21.879,-19.049,-0.036,2.83,1.592,0,1.592,8.145,-0.036,0,1.581,0.011,1.581,0.011,7.167,64.022,90.594
2018-10-26T12:00:00,2458418,99.842973,-23.137,-20.235,-0.042,2.902,1.641,0,1.641,8.187,-0.042,0,1.605,0.036,1.605,0.036,7.167,64.8,105.122
2018-10-27T12:00:00,2458419,99.9416005,-24.12,-21.139,-0.032,2.981,1.651,0,1.651,8.214,-0.032,0,1.632,0.019,1.632,0.019,7.155,66.483,105.317
2018-10-28T12:00:00,2458420,100.147154,-21.533,-18.376,-0.016,3.156,1.709,0,1.709,8.281,-0.016,0,1.692,0.017,1.692,0.017,7.166,67.418,118.018
2018-10-29T12:00:00,2458421,100.1837785,-21.63,-18.441,-0.014,3.189,1.698,0,1.698,8.259,-0.014,0,1.663,0.035,1.663,0.035,7.152,67.148,109.419
2018-10-30T12:00:00,2458422,100.08509,-23.595,-20.515,-0.01,3.08,1.701,0,1.701,8.239,-0.01,0,1.68,0.021,1.68,0.021,7.15,66.042,92.535
2018-11-01T12:00:00,2458424,99.959799,-22.338,-19.362,-0.021,2.976,1.675,0,1.675,8.253,-0.021,0,1.663,0.011,1.663,0.011,7.171,66.924,113.598
2018-11-02T12:00:00,2458425,99.691274,-22.146,-19.454,-0.016,2.692,1.627,0,1.627,8.176,-0.016,0,1.622,0.006,1.622,0.006,7.146,65.959,105.002
2018-11-03T12:00:00,2458426,99.9078015,-23.416,-20.525,-0.006,2.891,1.606,0,1.606,8.159,-0.006,0,1.593,0.012,1.593,0.012,7.154,65.326,107.287
2018-11-04T12:00:00,2458427,99.8255435,-22.819,-20.016,-0.004,2.803,1.564,0,1.564,8.121,-0.004,0,1.538,0.026,1.538,0.026,7.139,65.324,115.435
2018-11-05T12:00:00,2458428,99.850575,-21.514,-18.662,-0.015,2.852,1.581,0,1.581,8.184,-0.015,0,1.556,0.025,1.556,0.025,7.186,65.533,123.757
2018-11-06T12:00:00,2458429,100.0565225,-22.07,-18.987,-0.025,3.083,1.638,0,1.638,8.259,-0.025,0,1.638,0,1.638,0,7.23,65.206,
2018-11-07T12:00:00,2458430,99.810323,-22.695,-19.869,-0.022,2.826,1.61,0,1.61,8.219,-0.022,0,1.596,0.014,1.596,0.014,7.23,64.084,113.389
2018-11-08T12:00:00,2458431,99.8993225,-23.024,-20.101,-0.025,2.923,1.626,0,1.626,8.237,-0.025,0,1.611,0.015,1.611,0.015,7.218,65.311,148.044
2018-11-09T12:00:00,2458432,99.7919885,-22.118,-19.285,-0.034,2.833,1.603,0,1.603,8.188,-0.034,0,1.583,0.02,1.583,0.02,7.185,65.25,148.422
2018-11-10T12:00:00,2458433,99.9367935,-22.014,-19.055,-0.024,2.959,1.619,0,1.619,8.175,-0.024,0,1.595,0.024,1.595,0.024,7.159,65.391,119.923
2018-11-11T12:00:00,2458434,99.9888355,-21.821,-18.824,-0.017,2.997,1.639,0,1.639,8.239,-0.017,0,1.613,0.026,1.613,0.026,7.207,65.44,108.058
2018-11-12T12:00:00,2458435,100.1879805,-24.108,-20.919,-0.012,3.189,1.647,0,1.647,8.294,-0.012,0,1.548,0.099,1.548,0.099,7.192,68.79,140.769
2018-11-13T12:00:00,2458436,100.0696725,-24.427,-21.352,-0.015,3.075,1.631,0,1.631,8.281,-0.014,0,1.549,0.082,1.549,0.082,7.198,68.3,136.051
2018-11-14T12:00:00,2458437,99.9553555,-22.617,-19.622,-0.032,2.995,1.602,0,1.602,8.24,-0.031,-0.001,1.546,0.056,1.546,0.056,7.188,67.727,133.908
2018-11-15T12:00:00,2458438,99.9886245,-23.759,-20.728,-0.033,3.031,1.669,0.001,1.67,8.305,-0.03,-0.003,1.581,0.089,1.581,0.088,7.168,70.119,162.498
2018-11-16T12:00:00,2458439,99.8785235,-22.402,-19.513,-0.019,2.889,1.667,0,1.667,8.304,-0.018,0,1.593,0.074,1.593,0.074,7.202,68.543,168.766
2018-11-17T12:00:00,2458440,99.8844795,-22.712,-19.787,-0.033,2.925,1.653,0.002,1.655,8.314,-0.022,-0.01,1.559,0.096,1.559,0.094,7.191,70.326,183.513
