date_obs,date_jd,rv_model,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,quiet_flux,ar_flux,conv_flux
2017-06-27T12:00:00,2457932,100.7169595,-20.285,-16.502,-0.038,3.783,2.037,0.004,2.04,8.593,-0.029,-0.009,1.655,0.385,1.655,0.382,6.812,86.636,167.355
2017-06-28T12:00:00,2457933,100.420744,-21.417,-17.897,-0.056,3.52,2.008,0.003,2.011,8.483,-0.04,-0.016,1.655,0.356,1.655,0.353,6.847,81.652,153.5
2017-06-29T12:00:00,2457934,99.9953215,-21.702,-18.615,-0.056,3.087,1.938,0.002,1.94,8.29,-0.04,-0.015,1.641,0.299,1.641,0.297,6.806,77.953,138.958
2017-06-30T12:00:00,2457935,100.067208,-21.087,-18.052,0.003,3.034,1.909,0.001,1.91,8.218,0.014,-0.011,1.657,0.253,1.657,0.252,6.821,75.163,130.691
2017-07-01T12:00:00,2457936,100.397084,-20.885,-17.635,0.059,3.25,1.92,0.001,1.921,8.227,0.064,-0.005,1.703,0.218,1.703,0.217,6.814,75.135,137.027
2017-07-02T12:00:00,2457937,100.513882,-18.055,-14.606,0.022,3.448,1.873,0,1.873,8.175,0.022,0,1.684,0.19,1.684,0.19,6.819,73.428,125.707
2017-07-03T12:00:00,2457938,100.3927485,-18.909,-15.518,-0.009,3.391,1.861,0,1.861,8.155,-0.009,0,1.643,0.218,1.643,0.218,6.793,73.871,127
2017-07-05T12:00:00,2457940,100.4849675,-21.149,-17.661,-0.01,3.487,1.919,0,1.919,8.191,-0.01,0,1.697,0.223,1.697,0.223,6.806,73.013,120.801
2017-07-06T12:00:00,2457941,100.3873505,-19.892,-16.607,0.038,3.285,1.927,0.002,1.929,8.236,0.017,0.021,1.699,0.23,1.699,0.228,6.821,74.875,130.624
2017-07-07T12:00:00,2457942,100.8483935,-22.164,-18.769,0.206,3.395,2.007,0.007,2.014,8.468,0.14,0.066,1.695,0.319,1.695,0.312,6.836,83.464,177.208
2017-07-08T12:00:00,2457943,101.89975,-20.364,-16.41,0.445,3.954,2.122,0.015,2.137,8.763,0.307,0.137,1.738,0.399,1.738,0.384,6.849,91.898,211.499
2017-07-09T12:00:00,2457944,102.6811515,-20.7,-16.141,0.534,4.559,2.24,0.023,2.263,9.216,0.362,0.172,1.688,0.575,1.688,0.551,6.851,105.673,227.784
2017-07-12T12:00:00,2457947,102.0092735,-23.711,-18.108,-0.274,5.603,2.724,0.022,2.745,10.199,-0.192,-0.082,1.85,0.896,1.85,0.874,6.914,117.742,216.575
2017-07-15T12:00:00,2457950,100.569775,-20.314,-16.174,-0.275,4.14,2.822,0.018,2.84,9.698,-0.078,-0.197,1.951,0.889,1.951,0.872,6.921,99.222,167.221
2017-07-17T12:00:00,2457952,100.9878525,-22.473,-18.688,0.09,3.785,2.119,0,2.119,8.527,0.09,0,1.818,0.301,1.818,0.301,6.903,77.538,122.482
2017-07-18T12:00:00,2457953,100.255379,-20.134,-16.932,0.014,3.202,1.99,0,1.99,8.373,0.014,0,1.797,0.193,1.797,0.193,6.92,74.331,122.23
2017-07-20T12:00:00,2457955,100.0835025,-21.04,-17.982,0,3.057,1.924,0,1.924,8.334,0,0,1.739,0.184,1.739,0.184,6.987,72.659,123.418
2017-07-21T12:00:00,2457956,100.2279885,-19.069,-15.973,0.051,3.095,1.872,0,1.872,8.243,0.051,0,1.639,0.233,1.639,0.233,6.877,74.811,130.355
2017-07-22T12:00:00,2457957,100.6124485,-18.752,-15.255,0.046,3.497,1.857,0,1.857,8.3,0.046,0,1.592,0.265,1.592,0.265,6.891,76.817,136.27
2017-07-24T12:00:00,2457959,100.5523215,-19.675,-16.128,-0.006,3.547,1.896,0,1.896,8.352,-0.006,0,1.66,0.236,1.66,0.236,6.924,75.568,132.144
2017-07-27T12:00:00,2457962,100.3533405,-18.717,-15.487,0.048,3.229,1.929,0,1.929,8.41,0.048,0,1.683,0.246,1.683,0.246,6.992,75.273,134.78
2017-07-30T12:00:00,2457965,100.401455,-20.578,-17.176,-0.01,3.402,1.833,0,1.833,8.321,-0.01,0,1.594,0.239,1.594,0.239,6.932,76.362,140.706
2017-08-01T12:00:00,2457967,99.937246,-19.248,-16.342,0.001,2.906,1.765,0,1.765,8.145,0.001,0,1.624,0.142,1.624,0.142,6.915,71.23,123.025
2017-08-02T12:00:00,2457968,99.9769235,-19.835,-16.91,0.011,2.925,1.808,0.003,1.81,8.218,-0.017,0.028,1.618,0.192,1.618,0.19,6.958,72.349,138.728
2017-08-03T12:00:00,2457969,100.327118,-17.832,-14.48,-0.022,3.352,2.005,0.005,2.01,8.511,-0.075,0.053,1.724,0.286,1.724,0.282,7.018,77.428,150.72
2017-08-04T12:00:00,2457970,100.990772,-20.233,-16.322,0.032,3.912,2.166,0.007,2.173,8.737,-0.035,0.067,1.734,0.438,1.734,0.431,6.985,82.88,149.519
2017-08-05T12:00:00,2457971,101.7056965,-17.992,-13.517,0.109,4.475,2.307,0.008,2.315,8.996,0.053,0.056,1.732,0.582,1.732,0.575,6.986,87.637,148.077
2017-08-06T12:00:00,2457972,102.003788,-19.703,-14.869,0.083,4.834,2.423,0.008,2.431,9.263,0.049,0.034,1.773,0.658,1.773,0.65,7.042,90.999,149.584
2017-08-07T12:00:00,2457973,101.980438,-21.941,-16.948,-0.002,4.992,2.506,0.008,2.514,9.411,-0.004,0.002,1.833,0.682,1.833,0.673,7.062,92.403,151.386
2017-08-08T12:00:00,2457974,101.602905,-20.744,-15.916,-0.105,4.828,2.547,0.008,2.555,9.503,-0.077,-0.028,1.897,0.658,1.897,0.65,7.1,93.205,155.894
2017-08-09T12:00:00,2457975,101.011956,-21.73,-17.388,-0.159,4.342,2.547,0.008,2.555,9.327,-0.109,-0.05,1.943,0.611,1.943,0.604,7.069,88.531,145.512
2017-08-10T12:00:00,2457976,100.5801225,-21.204,-17.417,-0.105,3.787,2.444,0.006,2.45,9.136,-0.054,-0.05,1.954,0.496,1.954,0.49,7.07,85.637,145.823
2017-08-11T12:00:00,2457977,100.4353875,-20.255,-16.904,0.03,3.351,2.301,0.004,2.305,8.848,0.069,-0.038,1.982,0.323,1.982,0.32,7.062,79.697,142.274
2017-08-12T12:00:00,2457978,100.495198,-21.585,-18.233,0.058,3.352,2.104,0.002,2.106,8.617,0.078,-0.021,1.896,0.21,1.896,0.208,7.057,76.172,136.127
2017-08-13T12:00:00,2457979,100.354112,-20.213,-16.949,0.032,3.264,1.944,0,1.944,8.379,0.032,0,1.825,0.119,1.825,0.119,7.014,71.647,111.111
2017-08-14T12:00:00,2457980,100.016465,-21.581,-18.635,0.02,2.946,1.842,0,1.842,8.275,0.02,0,1.754,0.088,1.754,0.088,7.025,69.562,105.317
2017-08-15T12:00:00,2457981,99.914271,-19.748,-16.844,-0.009,2.904,1.859,0.001,1.86,8.375,-0.014,0.006,1.731,0.129,1.731,0.128,7.051,73.854,159.148
2017-08-16T12:00:00,2457982,100.420073,-19.113,-15.923,0.098,3.19,2.012,0.006,2.018,8.62,0.049,0.049,1.707,0.311,1.707,0.305,7.048,81.193,171.527
2017-08-17T12:00:00,2457983,101.4688455,-20.332,-16.545,0.318,3.787,2.148,0.011,2.16,8.954,0.22,0.098,1.719,0.441,1.719,0.43,7.048,90.78,193.817
2017-08-18T12:00:00,2457984,102.451826,-20.706,-16.096,0.401,4.61,2.227,0.015,2.242,9.328,0.296,0.105,1.688,0.554,1.688,0.538,7.078,101.075,210.192
2017-08-19T12:00:00,2457985,102.556323,-21.512,-16.554,0.288,4.958,2.254,0.018,2.272,9.546,0.207,0.081,1.623,0.648,1.623,0.63,7.067,108.031,215.783
2017-08-20T12:00:00,2457986,101.990352,-24.872,-19.963,0.042,4.908,2.278,0.018,2.296,9.695,0.03,0.013,1.587,0.709,1.587,0.691,7.093,111.224,212.868
2017-08-21T12:00:00,2457987,101.339295,-24.57,-19.882,-0.165,4.688,2.475,0.017,2.493,9.917,-0.144,-0.021,1.69,0.803,1.69,0.786,7.188,109.394,200.261
2017-08-22T12:00:00,2457988,100.687989,-21.46,-17.389,-0.186,4.07,2.531,0.02,2.552,9.868,-0.187,0.001,1.691,0.86,1.691,0.84,7.115,109.213,197.264
2017-08-23T12:00:00,2457989,101.2045185,-21.241,-17.119,0.036,4.121,2.615,0.019,2.633,9.837,0.019,0.017,1.68,0.953,1.68,0.935,7.117,105.204,177.932
2017-08-24T12:00:00,2457990,101.7387355,-18.461,-14.133,0.193,4.329,2.538,0.016,2.554,9.694,0.172,0.021,1.708,0.847,1.708,0.831,7.132,102.109,177.732
2017-08-25T12:00:00,2457991,101.844876,-21.329,-16.878,0.186,4.452,2.357,0.009,2.365,9.596,0.174,0.012,1.614,0.751,1.614,0.742,7.168,102.743,181.021
2017-08-26T12:00:00,2457992,101.4522,-25.013,-20.595,0.015,4.418,2.248,0.005,2.254,9.409,0.026,-0.011,1.591,0.663,1.591,0.657,7.133,99.852,179.671
2017-08-27T12:00:00,2457993,101.0222615,-19.792,-15.617,-0.076,4.175,2.181,0.004,2.185,9.201,-0.06,-0.016,1.58,0.604,1.58,0.601,7.119,93.969,163.805
2017-08-28T12:00:00,2457994,100.449178,-21.91,-18.252,-0.107,3.658,2.14,0.003,2.143,8.981,-0.082,-0.025,1.658,0.485,1.658,0.482,7.108,87.449,155.233
2017-08-29T12:00:00,2457995,100.180062,-20.306,-17.015,-0.063,3.29,2.116,0.004,2.12,8.846,-0.05,-0.012,1.679,0.441,1.679,0.437,7.153,81.799,143.179
2017-08-30T12:00:00,2457996,100.43818,-20.034,-16.894,0.13,3.14,2.167,0.009,2.177,8.963,0.059,0.071,1.745,0.432,1.745,0.423,7.213,84.816,166.777
2017-08-31T12:00:00,2457997,101.770243,-19.006,-15.095,0.403,3.912,2.487,0.021,2.508,9.483,0.225,0.178,1.811,0.697,1.811,0.676,7.209,95.866,183.905
2017-09-01T12:00:00,2457998,103.334481,-19.471,-14.402,0.606,5.07,2.598,0.03,2.628,9.76,0.35,0.255,1.772,0.857,1.772,0.826,7.178,101.236,177.892
2017-09-02T12:00:00,2457999,104.7216135,-19.533,-13.403,0.771,6.129,2.889,0.041,2.93,10.331,0.487,0.284,1.81,1.12,1.81,1.079,7.174,109.003,178.608
2017-09-03T12:00:00,2458000,105.489969,-23.095,-15.613,0.504,7.482,3.3,0.047,3.347,11.487,0.334,0.17,1.823,1.525,1.823,1.478,7.23,126.911,197.848
2017-09-04T12:00:00,2458001,104.780737,-30.038,-21.766,-0.203,8.272,3.583,0.07,3.653,12.506,-0.14,-0.062,1.866,1.787,1.866,1.717,7.261,143.11,222.338
2017-09-05T12:00:00,2458002,102.8686085,-24.964,-17.075,-0.934,7.889,3.748,0.075,3.823,12.786,-0.614,-0.32,1.866,1.957,1.866,1.881,7.243,144.084,217.089
2017-09-06T12:00:00,2458003,101.5421125,-21.308,-13.933,-1.325,7.375,3.833,0.077,3.91,12.628,-0.809,-0.516,2.004,1.906,2.004,1.83,7.264,138.221,212.199
2017-09-07T12:00:00,2458004,100.1840065,-20.058,-14.277,-1.226,5.781,3.669,0.061,3.73,12.027,-0.693,-0.533,1.979,1.751,1.979,1.69,7.28,130.134,203.594
2017-09-08T12:00:00,2458005,100.0281885,-21.274,-16.971,-0.609,4.303,3.207,0.035,3.242,11.035,-0.28,-0.33,1.842,1.4,1.842,1.365,7.278,119.859,193.948
2017-09-09T12:00:00,2458006,100.8052815,-22.575,-18.546,-0.111,4.029,2.637,0.012,2.649,9.846,0.008,-0.119,1.846,0.804,1.846,0.791,7.293,98.089,167.646
2017-09-10T12:00:00,2458007,100.619054,-21.609,-18.101,0.044,3.508,2.261,0,2.262,9.229,0.046,-0.003,1.743,0.519,1.743,0.519,7.328,85.238,143.655
2017-09-11T12:00:00,2458008,100.388122,-19.911,-16.591,0.022,3.32,2.359,0.003,2.362,9.362,-0.005,0.027,1.951,0.411,1.951,0.408,7.564,78.567,136.973
2017-09-12T12:00:00,2458009,100.3206295,-20.108,-16.985,0.082,3.123,2.123,0.004,2.127,8.822,0.043,0.039,1.796,0.331,1.796,0.327,7.216,78.383,141.4
2017-09-13T12:00:00,2458010,100.693025,-19.495,-16.117,0.14,3.378,2.074,0.005,2.079,8.777,0.104,0.035,1.81,0.268,1.81,0.264,7.199,78.748,152.244
2017-09-14T12:00:00,2458011,100.7332185,-19.458,-15.945,0.096,3.513,1.982,0.005,1.987,8.704,0.072,0.024,1.706,0.281,1.706,0.276,7.166,79.315,154.331
2017-09-15T12:00:00,2458012,100.6684815,-20.986,-17.417,0.039,3.569,2.001,0.005,2.005,8.768,0.031,0.008,1.692,0.313,1.692,0.309,7.178,80.187,151.177
2017-09-16T12:00:00,2458013,100.683796,-19.118,-15.388,-0.029,3.73,2.017,0.004,2.021,8.828,-0.023,-0.006,1.685,0.336,1.685,0.332,7.187,81.716,153.273
2017-09-17T12:00:00,2458014,100.30646,-21.785,-18.191,-0.145,3.594,2.053,0.004,2.057,8.896,-0.128,-0.017,1.712,0.345,1.712,0.341,7.228,81.994,150.018
2017-09-18T12:00:00,2458015,100.218565,-22.558,-19,-0.17,3.558,2.124,0.003,2.127,8.922,-0.151,-0.018,1.729,0.397,1.729,0.395,7.235,80.887,138.378
2017-09-19T12:00:00,2458016,100.4945535,-20.187,-16.533,-0.084,3.655,2.184,0.002,2.186,8.983,-0.067,-0.017,1.757,0.429,1.757,0.427,7.259,80.491,130.015
2017-09-20T12:00:00,2458017,100.7919295,-19.129,-15.398,0.022,3.731,2.13,0.001,2.131,8.892,0.03,-0.008,1.703,0.428,1.703,0.427,7.2,80.586,130.083
2017-09-21T12:00:00,2458018,101.1354105,-21.04,-17.016,0.048,4.025,2.16,0.002,2.162,8.976,0.036,0.012,1.812,0.35,1.812,0.347,7.268,80.29,133.237
2017-09-22T12:00:00,2458019,100.899083,-24.518,-20.648,0.008,3.87,2.137,0.003,2.14,8.957,-0.02,0.029,1.733,0.406,1.733,0.403,7.271,80.152,131.731
2017-09-23T12:00:00,2458020,100.860388,-22.268,-18.417,-0.002,3.852,2.147,0.004,2.152,9.01,-0.036,0.035,1.722,0.429,1.722,0.425,7.252,82.887,142.653
2017-09-24T12:00:00,2458021,100.9747495,-20.614,-16.729,0.037,3.885,2.163,0.005,2.168,8.965,0.009,0.028,1.734,0.434,1.734,0.43,7.185,83.242,144.532
2017-09-25T12:00:00,2458022,101.066394,-24.721,-20.746,0.039,3.974,2.297,0.009,2.306,9.196,-0.016,0.055,1.756,0.551,1.756,0.541,7.219,87.999,154.035
2017-09-26T12:00:00,2458023,101.535288,-24.397,-19.965,0.048,4.432,2.578,0.017,2.596,9.667,-0.068,0.116,1.8,0.796,1.8,0.778,7.261,96.132,163.025
2017-09-27T12:00:00,2458024,102.4981965,-22.455,-17.152,0.099,5.303,2.885,0.02,2.905,10.124,-0.045,0.145,1.904,1.001,1.904,0.981,7.293,100.399,163.649
2017-09-28T12:00:00,2458025,103.7129085,-21.768,-15.543,0.246,6.225,3.146,0.023,3.169,10.568,0.1,0.146,1.955,1.214,1.955,1.191,7.25,106.011,165.859
2017-09-29T12:00:00,2458026,104.4756895,-21.388,-14.485,0.292,6.903,3.295,0.024,3.319,10.971,0.186,0.106,1.925,1.394,1.925,1.37,7.307,109.976,164.625
2017-09-30T12:00:00,2458027,104.315697,-24.774,-17.82,0.192,6.954,3.358,0.023,3.382,11.138,0.145,0.047,1.954,1.428,1.954,1.404,7.362,110.318,163.42
2017-10-06T12:00:00,2458033,100.3483085,-20.933,-17.63,0.011,3.303,2.2,0.005,2.206,8.917,0.064,-0.054,1.89,0.316,1.89,0.311,7.211,79.936,147.076
2017-10-07T12:00:00,2458034,100.380956,-20.901,-17.661,0.056,3.24,1.936,0,1.936,8.55,0.056,0,1.789,0.147,1.789,0.147,7.185,72.55,118.172
2017-10-10T12:00:00,2458037,100.157523,-20.086,-16.927,-0.012,3.158,1.836,0,1.836,8.413,-0.012,0,1.736,0.1,1.736,0.1,7.157,70.874,123.282
2017-10-11T12:00:00,2458038,100.1875115,-18.544,-15.379,-0.001,3.165,1.856,0,1.856,8.433,-0.001,0,1.751,0.105,1.751,0.105,7.139,71.877,135.391
2017-10-15T12:00:00,2458042,100.187589,-20.216,-16.944,-0.051,3.272,2.02,0,2.02,8.707,-0.051,0,1.836,0.184,1.836,0.184,7.268,73.112,118.973
2017-10-16T12:00:00,2458043,100.416434,-18.808,-15.41,-0.001,3.398,2.01,0,2.01,8.712,-0.001,0,1.809,0.201,1.809,0.201,7.281,73.258,119.861
2017-10-17T12:00:00,2458044,100.616817,-19.385,-15.875,0.042,3.51,2.012,0,2.012,8.879,0.042,0,1.829,0.183,1.829,0.183,7.445,73.261,121.525
2017-10-18T12:00:00,2458045,100.5234045,-21.422,-17.975,0.027,3.447,1.978,0,1.978,8.914,0.027,0,1.793,0.185,1.793,0.185,7.513,72.795,121.464
2017-10-19T12:00:00,2458046,100.3602065,-19.642,-16.205,-0.046,3.437,1.921,0,1.921,8.542,-0.046,0,1.746,0.174,1.746,0.174,7.17,73.069,124.868
2017-10-22T12:00:00,2458049,100.525719,-19.789,-16.237,-0.021,3.552,2.049,0.001,2.051,8.67,-0.033,0.012,1.808,0.243,1.808,0.241,7.171,75.345,130.057
2017-10-23T12:00:00,2458050,100.492272,-20.335,-16.63,-0.108,3.704,2.148,0.002,2.15,8.836,-0.125,0.017,1.813,0.336,1.813,0.335,7.184,79.193,136.986
2017-10-24T12:00:00,2458051,100.8491025,-20.156,-15.999,-0.15,4.157,2.377,0.002,2.38,9.138,-0.169,0.019,1.845,0.535,1.845,0.533,7.182,84.413,138.148
2017-10-25T12:00:00,2458052,101.6274065,-22.99,-18.167,-0.091,4.823,2.619,0.003,2.622,9.484,-0.109,0.018,1.951,0.671,1.951,0.668,7.213,87.911,138.96
2017-10-26T12:00:00,2458053,102.5474155,-20.884,-15.347,0.013,5.537,2.76,0.002,2.762,9.694,0.004,0.009,1.991,0.771,1.991,0.769,7.183,91.111,140.966
2017-11-03T12:00:00,2458061,100.160937,-22.11,-19.064,0.042,3.046,1.818,0,1.818,8.327,0.042,0,1.773,0.045,1.773,0.045,7.117,69.068,107.616
2017-11-04T12:00:00,2458062,99.933907,-22.329,-19.343,-0.038,2.986,1.743,0,1.743,8.24,-0.038,0,1.702,0.041,1.702,0.041,7.095,68.083,110.722
2017-11-06T12:00:00,2458064,100.155966,-22.281,-19.131,-0.009,3.15,1.801,0,1.801,8.3,-0.009,0,1.734,0.067,1.734,0.067,7.095,69.145,127.467
2017-11-07T12:00:00,2458065,100.4484485,-20.442,-17.005,-0.004,3.437,1.851,0,1.851,8.357,-0.004,0,1.75,0.101,1.75,0.101,7.088,70.477,115.342
2017-11-09T12:00:00,2458067,100.274743,-21.405,-18.118,-0.017,3.288,1.831,0,1.831,8.447,-0.017,0,1.7,0.131,1.7,0.131,7.181,70.602,117.424
2017-11-10T12:00:00,2458068,100.314648,-22.258,-18.907,-0.027,3.35,1.882,0,1.882,8.457,-0.027,0,1.78,0.102,1.78,0.102,7.149,71.293,124.721
2017-11-11T12:00:00,2458069,100.3351445,-21.881,-18.509,-0.028,3.373,1.922,0,1.922,8.584,-0.028,0,1.807,0.115,1.807,0.115,7.275,70.231,117.034
2017-11-12T12:00:00,2458070,100.286139,-22.252,-19.007,0.009,3.244,1.885,0,1.885,8.568,0.009,0,1.793,0.092,1.793,0.092,7.29,70.015,118.247
2017-11-13T12:00:00,2458071,100.2448435,-22.53,-19.342,0.016,3.187,1.862,0,1.862,8.52,0.016,0,1.795,0.067,1.795,0.067,7.265,69.524,114.169
2017-11-14T12:00:00,2458072,100.0952175,-22.078,-18.976,-0.015,3.101,1.814,0,1.814,8.381,-0.015,0,1.74,0.074,1.74,0.074,7.135,70.713,124.226
2017-11-15T12:00:00,2458073,100.152266,-22.41,-19.082,-0.094,3.328,1.954,0.001,1.955,8.557,-0.101,0.007,1.772,0.184,1.772,0.183,7.172,73.489,139.142
2017-11-16T12:00:00,2458074,100.57619,-21.798,-18.154,-0.04,3.644,2.041,0.001,2.042,8.698,-0.047,0.007,1.775,0.267,1.775,0.266,7.15,77.9,151.809
2017-11-17T12:00:00,2458075,100.987644,-22.384,-18.426,0.009,3.958,2.09,0,2.09,8.817,0.007,0.002,1.745,0.345,1.745,0.345,7.142,81.374,153.88
2017-11-18T12:00:00,2458076,101.148971,-21.228,-17.079,-0.004,4.15,2.135,0,2.135,8.893,-0.007,0.002,1.753,0.382,1.753,0.381,7.117,83.763,150.987
2017-11-19T12:00:00,2458077,101.0731545,-24.047,-19.848,-0.063,4.199,2.208,0,2.208,8.977,-0.063,0,1.769,0.439,1.769,0.439,7.137,83.821,143.891
2017-11-20T12:00:00,2458078,101.1799915,-23.158,-18.769,-0.101,4.389,2.321,0,2.321,9.153,-0.101,0,1.836,0.486,1.836,0.486,7.157,86.488,148.504
2017-11-21T12:00:00,2458079,101.36975,-19.587,-15.007,-0.1,4.58,2.419,0,2.419,9.185,-0.1,0,1.894,0.525,1.894,0.525,7.106,86.318,140.728
2017-11-22T12:00:00,2458080,101.6917355,-20.018,-15.244,-0.037,4.773,2.504,0,2.504,9.338,-0.037,0,1.93,0.574,1.93,0.574,7.189,86.318,136.073
2017-11-23T12:00:00,2458081,101.903348,-22.75,-17.922,0.038,4.828,2.534,0,2.534,9.343,0.038,0,1.985,0.549,1.985,0.549,7.233,83.944,129.637
2017-11-24T12:00:00,2458082,101.7474165,-24.417,-19.814,0.069,4.603,2.433,0,2.433,9.133,0.069,0,1.965,0.469,1.965,0.469,7.144,82.339,128.149
2017-11-25T12:00:00,2458083,101.565082,-23.533,-18.983,0.007,4.55,2.416,0.001,2.417,9.145,0.008,0,1.952,0.466,1.952,0.465,7.122,83.748,135.888
2017-11-26T12:00:00,2458084,101.0862435,-24.131,-19.97,-0.039,4.161,2.342,0.005,2.346,9.119,-0.021,-0.018,1.938,0.408,1.938,0.404,7.112,85.929,155.699
2017-11-27T12:00:00,2458085,100.477546,-23.121,-19.633,-0.014,3.488,2.178,0.003,2.181,8.84,0.006,-0.02,1.857,0.324,1.857,0.321,7.106,81.068,147.584
2017-11-28T12:00:00,2458086,100.1525775,-22.247,-19.248,0.06,2.999,1.978,0.001,1.979,8.593,0.069,-0.01,1.767,0.213,1.767,0.211,7.131,76.383,150.327
2017-11-29T12:00:00,2458087,100.0348135,-24.938,-22.061,0.061,2.877,1.822,0.001,1.823,8.373,0.068,-0.006,1.724,0.099,1.724,0.098,7.114,71.834,143.015
2017-11-30T12:00:00,2458088,100.056248,-20.654,-17.706,0.038,2.948,1.723,0,1.723,8.215,0.039,-0.001,1.685,0.038,1.685,0.038,7.09,68.041,134.896
2017-12-01T12:00:00,2458089,99.831877,-23.366,-20.548,-0.008,2.818,1.637,0,1.637,8.123,-0.008,0,1.614,0.023,1.614,0.023,7.078,66.412,117.761
2017-12-02T12:00:00,2458090,99.8737775,-22.846,-19.949,-0.025,2.897,1.693,0,1.693,8.176,-0.025,0,1.668,0.025,1.668,0.025,7.089,66.714,129.771
2017-12-03T12:00:00,2458091,99.854641,-20.808,-17.954,-0.014,2.854,1.615,0,1.615,8.084,-0.014,0,1.584,0.031,1.584,0.031,7.037,67.121,139.352
2017-12-04T12:00:00,2458092,99.982638,-23.381,-20.401,-0.012,2.98,1.68,0,1.68,8.141,-0.012,0,1.594,0.086,1.594,0.086,7.037,67.688,113.19
2017-12-06T12:00:00,2458094,100.1324775,-22.632,-19.461,-0.03,3.171,1.774,0,1.775,8.276,-0.03,0,1.699,0.076,1.699,0.075,7.08,69.158,136.834
2017-12-09T12:00:00,2458097,100.2827835,-22.952,-19.705,0.006,3.247,1.805,0,1.805,8.273,0.006,0,1.782,0.023,1.782,0.023,7.072,68.658,120.29
2017-12-09T12:00:00,2458097,100.2827835,-22.952,-19.705,0.006,3.247,1.805,0,1.805,8.273,0.006,0,1.782,0.023,1.782,0.023,7.072,68.658,120.29
2017-12-10T12:00:00,2458098,100.183959,-21.921,-18.782,0.009,3.14,1.742,0,1.742,8.225,0.009,0,1.709,0.033,1.709,0.033,7.057,69.131,121.743
2017-12-11T12:00:00,2458099,100.102972,-21.65,-18.524,-0.023,3.126,1.783,0,1.783,8.286,-0.023,0,1.705,0.078,1.705,0.078,7.074,69.898,134.718
2017-12-12T12:00:00,2458100,100.163587,-23.685,-20.369,-0.083,3.316,1.835,0,1.835,8.382,-0.083,0,1.712,0.123,1.712,0.123,7.105,71.557,128.441
2017-12-13T12:00:00,2458101,100.426972,-24.166,-20.614,-0.068,3.552,1.887,0,1.887,8.408,-0.068,0,1.727,0.16,1.727,0.16,7.069,72.911,125.108
2017-12-14T12:00:00,2458102,100.7098545,-23.558,-19.825,-0.018,3.733,1.912,0,1.912,8.454,-0.018,0,1.744,0.167,1.744,0.167,7.087,73.106,128.109
2017-12-15T12:00:00,2458103,100.6371495,-23.726,-20.067,-0.018,3.659,1.902,0,1.902,8.443,-0.018,0,1.726,0.176,1.726,0.176,7.082,73.04,121.582
2017-12-16T12:00:00,2458104,100.60234,-22.999,-19.307,-0.05,3.692,1.943,0,1.943,8.467,-0.05,0,1.801,0.142,1.801,0.142,7.077,73.04,121.225
2017-12-17T12:00:00,2458105,100.570825,-23.822,-20.13,-0.065,3.692,1.958,0,1.958,8.477,-0.065,0,1.777,0.181,1.777,0.181,7.071,73.406,115.858
2017-12-20T12:00:00,2458108,100.929299,-24.836,-20.916,-0.001,3.92,2.18,0.001,2.181,8.794,-0.009,0.008,1.829,0.352,1.829,0.351,7.083,79.664,128.947
2017-12-21T12:00:00,2458109,101.2816975,-24.858,-20.667,0.04,4.191,2.254,0.001,2.256,8.965,0.033,0.008,1.903,0.353,1.903,0.351,7.1,83.543,155.511
2017-12-23T12:00:00,2458111,101.359723,-25.095,-20.831,0.043,4.264,2.283,0.004,2.287,9.13,0.035,0.008,1.858,0.429,1.858,0.425,7.094,89.219,175.885
2017-12-25T12:00:00,2458113,100.599315,-23.354,-19.772,0,3.582,2.078,0.002,2.081,8.832,0.007,-0.007,1.755,0.325,1.755,0.323,7.076,85.437,177.523
2017-12-26T12:00:00,2458114,100.255243,-21.994,-18.791,0.013,3.204,1.916,0,1.916,8.565,0.015,-0.002,1.669,0.248,1.669,0.247,7.071,79.645,164.722
2017-12-27T12:00:00,2458115,99.8573445,-20.907,-18.169,0.042,2.737,1.774,0,1.774,8.326,0.042,0,1.593,0.18,1.593,0.18,7.072,73.236,150.155
2017-12-28T12:00:00,2458116,99.8439365,-22.603,-19.916,0.059,2.687,1.708,0,1.708,8.212,0.059,0,1.612,0.096,1.612,0.096,7.082,69.061,144.691
2017-12-29T12:00:00,2458117,99.9128945,-20.073,-17.226,0.017,2.847,1.642,0,1.642,8.155,0.017,0,1.601,0.041,1.601,0.041,7.097,67.086,139.344
2017-12-30T12:00:00,2458118,99.808963,-21.558,-18.711,-0.032,2.846,1.624,0,1.624,8.108,-0.032,0,1.57,0.054,1.57,0.054,7.058,67.023,114.817
2017-12-31T12:00:00,2458119,100.0580795,-21.673,-18.582,-0.028,3.091,1.73,0,1.73,8.219,-0.028,0,1.658,0.072,1.658,0.072,7.057,69.034,149.622
2018-01-01T12:00:00,2458120,99.999296,-21.508,-18.464,-0.034,3.044,1.701,0,1.701,8.176,-0.034,0,1.621,0.08,1.621,0.08,7.036,68.878,126.422
2018-01-02T12:00:00,2458121,100.09091,-22.722,-19.604,-0.025,3.118,1.737,0,1.737,8.221,-0.025,0,1.641,0.096,1.641,0.096,7.058,68.959,125.711
2018-01-03T12:00:00,2458122,100.071518,-20.766,-17.611,-0.052,3.156,1.773,0,1.773,8.277,-0.052,0,1.683,0.089,1.683,0.089,7.082,69.574,125.154
