date_obs,"jd_date	",rv_sun,rv_error,logRhk,f_spot,f_bright,f,v_phot,v_conv,v_conv_small,rv_model
2457223.905,1.405,102.922,0.402,-4.973,0.182,34.169,3.4351,0.168,5.803,2.732,118.04948
2457232.938,10.438,104.131,0.4,-4.967,0.303,42.539,4.2842,-0.307,7.949,4.203,124.22455
2457233.447,10.947,104.602,0.4,-4.965,0.271,43.784,4.4055,-0.214,8.386,4.596,125.56892
2457234.468,11.968,104.754,0.401,-4.963,0.386,45.955,4.6341,-0.002,9.135,5.402,127.99626
2457235.465,12.965,105.195,0.401,-4.965,0.356,46.37,4.6726,0.093,9.407,5.679,128.86315
2457236.535,14.035,105.606,0.397,-4.963,0.264,44.349,4.4613,0.175,9.084,5.412,127.89132
2457237.475,14.975,105.808,0.393,-4.962,0.246,44.673,4.4919,0.289,8.23,4.611,125.23343
2457238.071,15.571,105.224,0.39,-4.961,0.299,45.293,4.5592,0.299,7.575,4.027,123.22311
2457239.542,17.042,103.588,0.399,-4.958,0.595,44.351,4.4946,0.424,6.473,3.242,120.02458
2457240.012,17.512,104.507,0.39,-4.957,0.756,43.556,4.4312,0.492,6.238,3.111,119.37635
2457241.968,19.468,103.439,0.4,-4.97,1.277,41.337,4.2614,0.246,6.611,3.348,120.43228
2457242.216,19.716,103.975,0.402,-4.971,1.316,41.01,4.2326,0.133,6.68,3.337,120.57661
2457244.971,22.471,100.788,0.4,-4.978,1.136,39.226,4.0362,-0.554,6.757,2.66,120.11948
2457245.004,22.504,101.162,0.4,-4.978,1.129,39.216,4.0345,-0.553,6.746,2.649,120.08461
2457251.925,29.425,103.184,0.516,-4.986,0.046,29.373,2.9419,0.111,4.574,1.476,114.12844
2457252.506,30.006,102.178,0.45,-4.98,0.049,29.155,2.9204,0.083,4.378,1.314,113.53874
2457253.851,31.351,101.838,0.404,-4.972,0.227,30.244,3.0471,0.017,4.137,1.107,112.80639
2457254.767,32.267,99.889,0.404,-4.979,0.461,31.03,3.1491,0.15,4.124,1.186,112.85074
2457255.761,33.261,102.153,0.399,-4.976,0.697,32.619,3.3316,0.313,4.705,1.956,114.86828
2457256.251,33.751,103.12,0.393,-4.973,0.845,33.721,3.4566,0.341,5.182,2.501,116.44361
2457257.079,34.579,104.932,0.4,-4.97,1.064,34.662,3.5726,0.238,6.219,3.361,119.56629
2457259.695,37.195,105.65,0.403,-4.961,1.66,39.151,4.0811,-0.798,8.446,4.431,125.54987
2457260.54,38.04,104.555,0.402,-4.967,1.595,40.119,4.1714,-0.899,7.969,3.904,123.99128
2457261.494,38.994,102.762,0.406,-4.971,1.465,42.171,4.3636,-0.722,7.135,3.09,121.3661
2457262.511,40.011,101.493,0.408,-4.971,1.231,44.358,4.5589,-0.363,6.17,2.417,118.57861
2457263.453,40.953,101.741,0.403,-4.97,0.436,41.352,4.1788,0.017,5.607,2.281,117.19101
2457264.438,41.938,102.048,0.406,-4.968,0.051,37.677,3.7728,0.039,5.978,2.329,118.06669
2457265.396,42.896,102.305,0.408,-4.976,0.05,38.559,3.8609,0.037,5.814,2.229,117.60633
2457266.418,43.918,102.659,0.403,-4.976,0.069,38.382,3.8451,0.09,5.732,2.249,117.44125
2457267.481,44.981,103.054,0.406,-4.973,0.103,36.822,3.6925,0.106,5.632,2.247,117.21539
2457268.476,45.976,101.979,0.407,-4.976,0.061,34.551,3.4612,0.109,5.757,2.298,117.54282
2457269.076,46.576,102.422,0.4,-4.981,0.047,33.995,3.4042,0.091,5.736,2.274,117.47346
2457275.34,52.84,101.946,0.41,-4.977,0.093,29.11,2.9203,0.098,4.846,1.638,114.88838
2457276.373,53.873,101.471,0.411,-4.986,0.104,28.075,2.8179,0.063,5.162,1.893,115.83337
2457277.937,55.437,101.189,0.413,-4.985,0.623,29.461,3.0084,-0.177,5.122,1.726,115.58846
2457278.078,55.578,100.818,0.41,-4.985,0.652,29.626,3.0278,-0.186,5.018,1.631,115.26715
2457279.497,56.997,101.734,0.412,-4.986,0.672,30.308,3.098,-0.067,4.036,0.823,112.31603
2457280.62,58.12,102.861,0.408,-4.988,0.845,34.215,3.506,0.08,4.143,1.26,112.96212
2457281.595,59.095,103.85,0.403,-4.983,0.829,34.01,3.4839,0.178,4.814,1.996,115.14964
2457282.242,59.742,104.032,0.417,-4.981,0.831,33.741,3.4572,0.153,5.49,2.633,117.25629
2457283.203,60.703,105.519,0.507,-4.977,0.773,34.191,3.4964,-0.044,6.423,3.29,119.95722
2457284.043,61.543,102.41,0.4,-4.966,0.786,35.546,3.6332,-0.282,7.274,3.754,122.29498
2457285.924,63.424,102.188,0.407,-4.97,0.673,39.047,3.972,-0.314,7.405,3.625,122.46845
2457286.416,63.916,102.93,0.404,-4.969,0.676,40.381,4.1057,-0.271,7.258,3.445,121.97177
2457287.01,64.51,102.921,0.4,-4.968,0.752,42.513,4.3265,-0.198,7.126,3.256,121.50032
2457288.902,66.402,113.159,0.42,-4.968,0.766,42.312,4.3078,0.292,6.691,3.214,120.48686
2457290.865,68.365,105.832,0.42,-4.966,0.856,39.519,4.0375,0.39,7.641,4.393,123.71133
2457291.72,69.22,104.621,0.419,-4.963,1.187,39.09,4.0277,0.223,7.916,4.653,124.56913
2457292.933,70.433,105.811,0.418,-4.968,1.436,40.942,4.2378,-0.17,7.484,3.771,122.78119
2457293.598,71.098,104.548,0.41,-4.965,1.576,41.566,4.3142,-0.357,7.031,3.197,121.23265
2457294.708,72.208,104.53,0.417,-4.965,1.703,40.326,4.2029,-0.466,6.382,2.469,119.10185
2457295.953,73.453,103.48,0.414,-4.968,1.651,39.627,4.1278,-0.217,5.729,1.966,117.17134
2457296.087,73.587,103.489,0.41,-4.968,1.61,39.575,4.1185,-0.159,5.67,1.934,117.00942
2457297.978,75.478,101.898,0.42,-4.975,0.489,32.3,3.2789,-0.126,5.154,1.45,115.40346
2457299.041,76.541,100.592,0.43,-4.98,0.228,30.785,3.1013,-0.185,5.056,1.334,115.07606
2457300.979,78.479,101.391,0.42,-4.987,0.163,29.276,2.9439,0.035,4.576,1.28,113.95064
2457301.557,79.057,101.095,0.414,-4.988,0.143,28.635,2.8778,0.081,4.56,1.333,113.96409
2457302.436,79.936,100.797,0.407,-4.989,0.117,27.715,2.7832,0.095,4.589,1.338,114.0337
2457303.155,80.655,101.432,0.41,-4.989,0.038,25.291,2.5329,0.041,4.517,1.316,113.85196
2457304.074,81.574,100.331,0.41,-4.996,0.038,24.92,2.4958,-0.001,4.322,1.15,113.26078
2457305.867,83.367,100.968,0.416,-4.994,0.027,26.059,2.6086,-0.012,3.717,0.78,111.56148
2457306.489,83.989,101.86,0.412,-4.993,0.02,26.636,2.6656,-0.021,3.602,0.733,111.26017
2457307.262,84.762,102.051,0.408,-4.99,0.083,28.299,2.8382,0.016,3.762,0.85,111.72738
2457308.105,85.605,100.181,0.403,-4.984,0.15,28.843,2.8993,0.001,4.064,1.077,112.61497
2457314.636,92.136,106.037,0.402,-4.953,0.764,50.035,5.0799,-0.216,8.565,4.532,125.91036
