date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_dark,rv_model
2012-06-06T05:38:00,2456084.734722222,-45.283,-25.102,-0.098,20.18,5.005,0.024,5.029,13.882,-0.039,-0.06,116.700952
2012-06-06T05:40:00,2456084.736111111,-46.584,-26.22,-0.101,20.364,5.014,0.024,5.038,13.87,-0.041,-0.06,116.875429
2012-06-06T05:42:00,2456084.7375,-47.311,-27.316,-0.097,19.995,5.019,0.024,5.043,13.946,-0.037,-0.06,116.52129049999999
2012-06-06T05:44:00,2456084.738888889,-48.079,-27.782,-0.091,20.297,5.024,0.024,5.048,13.912,-0.03,-0.061,116.8306115
2012-06-06T05:46:00,2456084.740277778,-47.814,-27.526,-0.102,20.288,5.021,0.024,5.045,13.886,-0.04,-0.061,116.798658
2012-06-06T05:48:00,2456084.7416666667,-48.394,-28.263,-0.086,20.13,5.025,0.024,5.049,13.904,-0.024,-0.062,116.677039
2012-06-06T05:50:00,2456084.7430555555,-49.362,-29.011,-0.095,20.351,5.024,0.024,5.048,13.909,-0.032,-0.063,116.87526249999999
2012-06-06T05:52:00,2456084.7444444443,-49.347,-29.034,-0.099,20.313,5.017,0.024,5.041,13.9,-0.036,-0.063,116.8295235
2012-06-06T05:54:00,2456084.745833333,-49.411,-29.493,-0.1,19.918,5.02,0.024,5.044,13.884,-0.036,-0.063,116.439335
2012-06-06T05:56:00,2456084.7472222224,-50.621,-30.089,-0.099,20.532,5.024,0.024,5.048,13.925,-0.035,-0.064,117.044691
2012-06-06T05:58:00,2456084.748611111,-50.333,-30.192,-0.096,20.14,5.025,0.024,5.049,13.912,-0.033,-0.063,116.665854
2012-06-06T06:00:00,2456084.75,-50.742,-30.491,-0.1,20.251,5.029,0.024,5.053,13.816,-0.037,-0.063,116.7665075
2012-06-06T06:02:00,2456084.751388889,-51.05,-30.984,-0.118,20.066,5.035,0.024,5.059,13.918,-0.054,-0.064,116.546927
2012-06-06T06:04:00,2456084.7527777776,-49.927,-29.996,-0.109,19.931,5.034,0.024,5.058,13.9,-0.045,-0.064,116.4331985
2012-06-06T06:06:00,2456084.754166667,-50.461,-30.416,-0.094,20.046,5.034,0.024,5.058,13.942,-0.029,-0.065,116.577701
2012-06-06T06:08:00,2456084.755555556,-50.794,-30.812,-0.096,19.982,5.022,0.024,5.046,13.886,-0.03,-0.066,116.51061899999999
2012-06-06T06:10:00,2456084.7569444445,-51.96,-32.108,-0.093,19.852,5.031,0.024,5.055,13.887,-0.028,-0.065,116.389197
2012-06-06T06:12:00,2456084.7583333333,-50.812,-30.847,-0.102,19.965,5.034,0.024,5.058,13.883,-0.036,-0.065,116.4813105
2012-06-06T06:14:00,2456084.759722222,-52.348,-32.373,-0.107,19.975,5.035,0.024,5.059,13.922,-0.041,-0.066,116.4806305
2012-06-06T06:16:00,2456084.761111111,-52.351,-32.343,-0.109,20.007,5.036,0.024,5.06,13.875,-0.044,-0.065,116.5078685
2012-06-06T06:18:00,2456084.7625,-52.293,-32.423,-0.109,19.87,5.033,0.024,5.056,13.885,-0.044,-0.065,116.373266
2012-06-06T06:14:00,2456084.759722222,-52.348,-32.373,-0.107,19.975,5.035,0.024,5.059,13.922,-0.041,-0.066
2012-06-06T06:16:00,2456084.761111111,-52.351,-32.343,-0.109,20.007,5.036,0.024,5.06,13.875,-0.044,-0.065
2012-06-06T06:18:00,2456084.7625,-52.293,-32.423,-0.109,19.87,5.033,0.024,5.056,13.885,-0.044,-0.065
