date,time,date_jd,ccfrvmod,dvrms
5/30/21,18:28:08,2459365.265,-0.6418,2.00E-04
5/30/21,18:26:35,2459365.264,-0.6408,2.00E-04
5/30/21,18:25:01,2459365.263,-0.6421,2.00E-04
5/30/21,18:23:27,2459365.262,-0.6419,2.00E-04
5/30/21,18:21:54,2459365.26,-0.6407,2.00E-04
5/30/21,18:20:20,2459365.259,-0.6411,2.00E-04
5/30/21,18:18:47,2459365.258,-0.6404,2.00E-04
5/30/21,18:17:13,2459365.257,-0.6406,2.00E-04
5/30/21,18:15:40,2459365.256,-0.642,2.00E-04
5/30/21,18:14:06,2459365.255,-0.6417,2.00E-04
5/30/21,18:12:33,2459365.254,-0.6412,2.00E-04
5/30/21,18:11:00,2459365.253,-0.642,2.00E-04
5/30/21,18:09:26,2459365.252,-0.6416,2.00E-04
5/30/21,18:07:53,2459365.251,-0.642,2.00E-04
5/29/21,19:31:49,2459364.309,-0.6399,2.00E-04
5/29/21,19:30:15,2459364.308,-0.6404,2.00E-04
5/29/21,19:28:43,2459364.307,-0.6397,2.00E-04
5/29/21,19:27:10,2459364.306,-0.6397,2.00E-04
5/29/21,19:25:37,2459364.305,-0.6401,2.00E-04
5/29/21,19:24:03,2459364.304,-0.6408,2.00E-04
5/29/21,19:22:30,2459364.303,-0.6387,2.00E-04
5/29/21,19:20:57,2459364.301,-0.6403,2.00E-04
5/29/21,19:19:24,2459364.3,-0.6424,2.00E-04
5/29/21,19:17:50,2459364.299,-0.6406,2.00E-04
5/29/21,19:16:17,2459364.298,-0.6398,2.00E-04
5/29/21,19:14:44,2459364.297,-0.6417,2.00E-04
5/29/21,19:13:11,2459364.296,-0.6427,2.00E-04
5/29/21,19:11:38,2459364.295,-0.6406,2.00E-04
5/29/21,19:10:04,2459364.294,-0.6407,2.00E-04
5/29/21,19:08:31,2459364.293,-0.6423,2.00E-04
5/29/21,19:06:58,2459364.292,-0.6415,2.00E-04
5/29/21,19:05:25,2459364.291,-0.6398,2.00E-04
5/29/21,19:03:52,2459364.29,-0.6407,2.00E-04
5/29/21,19:02:18,2459364.289,-0.6416,2.00E-04
5/29/21,19:00:45,2459364.287,-0.6408,2.00E-04
5/29/21,18:59:11,2459364.286,-0.6406,2.00E-04
5/29/21,18:57:38,2459364.285,-0.6427,2.00E-04
5/29/21,18:56:05,2459364.284,-0.6411,2.00E-04
5/29/21,18:54:32,2459364.283,-0.6409,2.00E-04
5/29/21,18:52:58,2459364.282,-0.6426,2.00E-04
5/29/21,18:51:25,2459364.281,-0.6415,2.00E-04
5/29/21,18:49:51,2459364.28,-0.6404,2.00E-04
5/29/21,18:48:17,2459364.279,-0.6415,2.00E-04
5/29/21,18:46:44,2459364.278,-0.642,2.00E-04
5/29/21,18:45:11,2459364.277,-0.6421,2.00E-04
5/29/21,18:43:37,2459364.276,-0.6417,2.00E-04
5/29/21,18:42:04,2459364.274,-0.6412,2.00E-04
5/29/21,18:39:13,2459364.273,-0.6429,2.00E-04
5/29/21,18:37:40,2459364.271,-0.6415,2.00E-04
5/29/21,18:36:07,2459364.27,-0.6407,2.00E-04
5/29/21,18:34:34,2459364.269,-0.642,2.00E-04
5/29/21,18:33:01,2459364.268,-0.6423,2.00E-04
5/29/21,18:31:27,2459364.267,-0.6404,2.00E-04
5/29/21,18:29:54,2459364.266,-0.6406,2.00E-04
5/29/21,18:28:20,2459364.265,-0.642,2.00E-04
5/29/21,18:26:47,2459364.264,-0.6408,2.00E-04
5/29/21,18:25:14,2459364.263,-0.6406,2.00E-04
5/29/21,18:23:40,2459364.262,-0.6422,2.00E-04
5/29/21,18:22:07,2459364.261,-0.6409,2.00E-04
5/29/21,18:20:34,2459364.26,-0.6405,2.00E-04
5/29/21,18:19:01,2459364.258,-0.6412,2.00E-04
5/29/21,18:17:27,2459364.257,-0.6407,2.00E-04
5/29/21,18:15:54,2459364.256,-0.6414,2.00E-04
5/29/21,18:14:20,2459364.255,-0.6413,2.00E-04
5/29/21,18:12:47,2459364.254,-0.6415,2.00E-04
5/29/21,18:11:15,2459364.253,-0.6404,2.00E-04
5/29/21,18:09:42,2459364.252,-0.6411,2.00E-04
5/29/21,18:08:08,2459364.251,-0.6426,2.00E-04
5/28/21,19:32:56,2459363.31,-0.6395,2.00E-04
5/28/21,19:31:22,2459363.309,-0.6406,2.00E-04
5/28/21,19:29:49,2459363.308,-0.6403,2.00E-04
5/28/21,19:28:16,2459363.307,-0.6404,2.00E-04
5/28/21,19:26:42,2459363.305,-0.6412,2.00E-04
5/28/21,19:25:09,2459363.304,-0.64,2.00E-04
5/28/21,19:23:35,2459363.303,-0.64,2.00E-04
5/28/21,19:22:02,2459363.302,-0.6407,2.00E-04
5/28/21,19:20:29,2459363.301,-0.6403,2.00E-04
5/28/21,19:18:56,2459363.3,-0.6394,2.00E-04
5/28/21,19:17:23,2459363.299,-0.639,2.00E-04
5/28/21,19:15:50,2459363.298,-0.6418,2.00E-04
5/28/21,19:14:17,2459363.297,-0.6407,2.00E-04
5/28/21,19:12:44,2459363.296,-0.6378,2.00E-04
5/28/21,19:11:10,2459363.295,-0.6394,2.00E-04
5/28/21,19:09:37,2459363.294,-0.642,2.00E-04
5/28/21,19:08:05,2459363.293,-0.6402,2.00E-04
5/28/21,19:06:32,2459363.291,-0.6387,2.00E-04
5/28/21,19:04:59,2459363.29,-0.639,2.00E-04
5/28/21,19:03:25,2459363.289,-0.6405,2.00E-04
5/28/21,19:01:52,2459363.288,-0.6398,2.00E-04
5/28/21,19:00:18,2459363.287,-0.6387,2.00E-04
5/28/21,18:58:44,2459363.286,-0.6391,2.00E-04
5/28/21,18:57:11,2459363.285,-0.6403,2.00E-04
5/28/21,18:55:38,2459363.284,-0.6392,2.00E-04
5/28/21,18:54:04,2459363.283,-0.6388,2.00E-04
5/28/21,18:52:31,2459363.282,-0.6393,2.00E-04
5/28/21,18:50:57,2459363.281,-0.6394,2.00E-04
5/28/21,18:49:23,2459363.28,-0.6395,2.00E-04
5/28/21,18:47:50,2459363.278,-0.64,2.00E-04
5/28/21,18:46:16,2459363.277,-0.6394,2.00E-04
5/28/21,18:44:42,2459363.276,-0.6388,2.00E-04
5/28/21,18:43:09,2459363.275,-0.6398,2.00E-04
5/28/21,18:41:36,2459363.274,-0.6403,2.00E-04
5/28/21,18:36:16,2459363.27,-0.6406,2.00E-04
5/28/21,18:34:43,2459363.269,-0.6405,2.00E-04
5/28/21,18:33:09,2459363.268,-0.6398,2.00E-04
5/28/21,18:31:36,2459363.267,-0.6402,2.00E-04
5/28/21,18:30:03,2459363.266,-0.6403,2.00E-04
5/28/21,18:28:30,2459363.265,-0.6395,2.00E-04
5/28/21,18:26:56,2459363.264,-0.6399,2.00E-04
5/28/21,18:25:23,2459363.263,-0.6419,2.00E-04
5/28/21,18:23:49,2459363.262,-0.6406,2.00E-04
5/28/21,18:22:16,2459363.261,-0.6388,2.00E-04
5/28/21,18:20:43,2459363.26,-0.6407,2.00E-04
5/28/21,18:19:09,2459363.259,-0.6411,2.00E-04
5/28/21,18:17:36,2459363.257,-0.6398,2.00E-04
5/28/21,18:16:03,2459363.256,-0.6395,2.00E-04
5/28/21,18:14:29,2459363.255,-0.6408,2.00E-04
5/28/21,18:12:56,2459363.254,-0.6403,2.00E-04
5/28/21,18:11:23,2459363.253,-0.6392,2.00E-04
5/28/21,18:09:49,2459363.252,-0.6405,2.00E-04
5/28/21,18:08:15,2459363.251,-0.6399,2.00E-04
5/27/21,19:32:49,2459362.31,-0.6409,2.00E-04
5/27/21,19:31:16,2459362.309,-0.6392,2.00E-04
5/27/21,19:29:43,2459362.308,-0.6384,2.00E-04
5/27/21,19:28:09,2459362.306,-0.641,2.00E-04
5/27/21,19:26:36,2459362.305,-0.6402,2.00E-04
5/27/21,19:25:03,2459362.304,-0.6384,2.00E-04
5/27/21,19:23:29,2459362.303,-0.6406,2.00E-04
5/27/21,19:21:56,2459362.302,-0.6398,2.00E-04
5/27/21,19:20:23,2459362.301,-0.6385,2.00E-04
5/27/21,19:18:50,2459362.3,-0.6389,2.00E-04
5/27/21,19:17:17,2459362.299,-0.6404,2.00E-04
5/27/21,19:15:44,2459362.298,-0.6405,2.00E-04
5/27/21,19:14:11,2459362.297,-0.6395,2.00E-04
5/27/21,19:12:38,2459362.296,-0.6398,2.00E-04
5/27/21,19:11:05,2459362.295,-0.6406,2.00E-04
5/27/21,19:09:32,2459362.294,-0.6397,2.00E-04
5/27/21,19:07:59,2459362.292,-0.6395,2.00E-04
5/27/21,19:06:25,2459362.291,-0.6396,2.00E-04
5/27/21,19:04:52,2459362.29,-0.6387,2.00E-04
5/27/21,19:03:19,2459362.289,-0.6396,2.00E-04
5/27/21,19:01:45,2459362.288,-0.6406,2.00E-04
5/27/21,19:00:12,2459362.287,-0.6382,2.00E-04
5/27/21,18:58:38,2459362.286,-0.6394,2.00E-04
5/27/21,18:57:05,2459362.285,-0.6402,2.00E-04
5/27/21,18:55:32,2459362.284,-0.639,2.00E-04
5/27/21,18:53:59,2459362.283,-0.6387,2.00E-04
5/27/21,18:52:26,2459362.282,-0.6401,2.00E-04
5/27/21,18:50:53,2459362.281,-0.6389,2.00E-04
5/27/21,18:49:20,2459362.28,-0.6395,2.00E-04
5/27/21,18:47:47,2459362.278,-0.6394,2.00E-04
5/27/21,18:46:13,2459362.277,-0.6386,2.00E-04
5/27/21,18:44:40,2459362.276,-0.6393,2.00E-04
5/27/21,18:38:12,2459362.272,-0.6398,2.00E-04
5/27/21,18:36:38,2459362.271,-0.6388,2.00E-04
5/27/21,18:35:05,2459362.27,-0.639,2.00E-04
5/27/21,18:33:32,2459362.269,-0.6398,2.00E-04
5/27/21,18:31:58,2459362.267,-0.6393,2.00E-04
5/27/21,18:30:25,2459362.266,-0.6387,2.00E-04
5/27/21,18:28:51,2459362.265,-0.6405,2.00E-04
5/27/21,18:27:18,2459362.264,-0.6405,2.00E-04
5/27/21,18:25:45,2459362.263,-0.6385,2.00E-04
5/27/21,18:24:11,2459362.262,-0.6392,2.00E-04
5/27/21,18:22:38,2459362.261,-0.641,2.00E-04
5/27/21,18:21:04,2459362.26,-0.6395,2.00E-04
5/27/21,18:19:30,2459362.259,-0.6398,2.00E-04
5/27/21,18:17:57,2459362.258,-0.6405,2.00E-04
5/27/21,18:16:24,2459362.257,-0.6393,2.00E-04
5/27/21,18:14:51,2459362.256,-0.64,2.00E-04
5/27/21,18:13:18,2459362.255,-0.6401,2.00E-04
5/27/21,18:11:44,2459362.253,-0.6401,2.00E-04
5/27/21,18:10:11,2459362.252,-0.6392,2.00E-04
5/27/21,18:08:38,2459362.251,-0.639,2.00E-04
5/27/21,18:07:04,2459362.25,-0.6401,2.00E-04
5/26/21,19:32:08,2459361.309,-0.6398,2.00E-04
5/26/21,19:30:34,2459361.308,-0.6391,2.00E-04
5/26/21,19:29:01,2459361.307,-0.6394,2.00E-04
5/26/21,19:27:28,2459361.306,-0.6398,2.00E-04
5/26/21,19:25:54,2459361.305,-0.639,2.00E-04
5/26/21,19:24:21,2459361.304,-0.6396,2.00E-04
5/26/21,19:22:48,2459361.303,-0.6399,2.00E-04
5/26/21,19:21:14,2459361.302,-0.6388,2.00E-04
5/26/21,19:19:41,2459361.301,-0.6389,2.00E-04
5/26/21,19:18:08,2459361.3,-0.6401,2.00E-04
5/26/21,19:16:35,2459361.298,-0.6398,2.00E-04
5/26/21,19:15:02,2459361.297,-0.6393,2.00E-04
5/26/21,19:13:28,2459361.296,-0.6402,2.00E-04
5/26/21,19:11:55,2459361.295,-0.6404,2.00E-04
5/26/21,19:10:22,2459361.294,-0.6397,2.00E-04
5/26/21,19:08:49,2459361.293,-0.6395,2.00E-04
5/26/21,19:07:16,2459361.292,-0.6398,2.00E-04
5/26/21,19:05:43,2459361.291,-0.6395,2.00E-04
5/26/21,19:04:10,2459361.29,-0.6401,2.00E-04
5/26/21,19:02:37,2459361.289,-0.6397,2.00E-04
5/26/21,19:01:03,2459361.288,-0.6382,2.00E-04
5/26/21,18:59:30,2459361.287,-0.6406,2.00E-04
5/26/21,18:57:58,2459361.286,-0.6393,2.00E-04
5/26/21,18:56:24,2459361.284,-0.6377,2.00E-04
5/26/21,18:54:51,2459361.283,-0.6401,2.00E-04
5/26/21,18:53:18,2459361.282,-0.6406,2.00E-04
5/26/21,18:51:45,2459361.281,-0.6383,2.00E-04
5/26/21,18:50:12,2459361.28,-0.6383,2.00E-04
5/26/21,18:48:39,2459361.279,-0.6399,2.00E-04
5/26/21,18:47:06,2459361.278,-0.6395,2.00E-04
5/26/21,18:45:33,2459361.277,-0.639,2.00E-04
5/26/21,18:44:00,2459361.276,-0.6396,2.00E-04
5/26/21,18:42:26,2459361.275,-0.6405,2.00E-04
5/26/21,18:40:52,2459361.274,-0.639,2.00E-04
5/26/21,18:39:18,2459361.273,-0.6395,2.00E-04
5/26/21,18:37:45,2459361.271,-0.6389,2.00E-04
5/26/21,18:36:12,2459361.27,-0.6391,2.00E-04
5/26/21,18:33:02,2459361.268,-0.6386,2.00E-04
5/26/21,18:31:29,2459361.267,-0.6402,2.00E-04
5/26/21,18:29:55,2459361.266,-0.6401,2.00E-04
5/26/21,18:28:22,2459361.265,-0.639,2.00E-04
5/26/21,18:26:49,2459361.264,-0.6396,2.00E-04
5/26/21,18:25:16,2459361.263,-0.6402,2.00E-04
5/26/21,18:23:42,2459361.262,-0.6391,2.00E-04
5/26/21,18:22:09,2459361.261,-0.6392,2.00E-04
5/26/21,18:20:36,2459361.26,-0.6395,2.00E-04
5/26/21,18:19:03,2459361.259,-0.6398,2.00E-04
5/26/21,18:17:29,2459361.257,-0.6391,2.00E-04
5/26/21,18:15:57,2459361.256,-0.6392,2.00E-04
5/26/21,18:14:24,2459361.255,-0.6395,2.00E-04
5/26/21,18:12:50,2459361.254,-0.6404,2.00E-04
5/26/21,18:11:17,2459361.253,-0.6393,2.00E-04
5/26/21,18:09:44,2459361.252,-0.6394,2.00E-04
5/26/21,18:08:11,2459361.251,-0.6403,2.00E-04
5/25/21,19:32:44,2459360.31,-0.6792,3.00E-04
5/25/21,19:31:11,2459360.309,-0.6813,3.00E-04
5/25/21,19:29:37,2459360.308,-0.6796,3.00E-04
5/25/21,19:28:04,2459360.306,-0.6798,2.00E-04
5/25/21,19:26:31,2459360.305,-0.6812,2.00E-04
5/25/21,19:24:57,2459360.304,-0.6808,2.00E-04
5/25/21,19:23:24,2459360.303,-0.6776,2.00E-04
5/25/21,19:21:51,2459360.302,-0.6807,2.00E-04
5/25/21,19:20:17,2459360.301,-0.681,2.00E-04
5/25/21,19:18:44,2459360.3,-0.6782,2.00E-04
5/25/21,19:17:11,2459360.299,-0.6788,2.00E-04
5/25/21,19:15:37,2459360.298,-0.6799,2.00E-04
5/25/21,19:14:04,2459360.297,-0.6805,2.00E-04
5/25/21,19:12:31,2459360.296,-0.6792,2.00E-04
5/25/21,19:10:56,2459360.295,-0.6793,2.00E-04
5/25/21,19:09:23,2459360.293,-0.6792,2.00E-04
5/25/21,19:07:50,2459360.292,-0.6794,2.00E-04
5/25/21,19:06:16,2459360.291,-0.679,2.00E-04
5/25/21,19:04:43,2459360.29,-0.6796,2.00E-04
5/25/21,19:03:10,2459360.289,-0.6787,2.00E-04
5/25/21,19:01:36,2459360.288,-0.6791,2.00E-04
5/25/21,19:00:02,2459360.287,-0.6797,2.00E-04
5/25/21,18:58:29,2459360.286,-0.6794,2.00E-04
5/25/21,18:56:56,2459360.285,-0.6786,2.00E-04
5/25/21,18:55:22,2459360.284,-0.6784,2.00E-04
5/25/21,18:53:49,2459360.283,-0.6804,2.00E-04
5/25/21,18:52:16,2459360.282,-0.6796,2.00E-04
5/25/21,18:50:44,2459360.281,-0.6794,2.00E-04
5/25/21,18:49:11,2459360.279,-0.6795,2.00E-04
5/25/21,18:47:37,2459360.278,-0.6784,2.00E-04
5/25/21,18:46:04,2459360.277,-0.6788,2.00E-04
5/25/21,18:44:30,2459360.276,-0.6791,2.00E-04
5/25/21,18:42:57,2459360.275,-0.6786,2.00E-04
5/25/21,18:41:24,2459360.274,-0.6787,2.00E-04
5/25/21,18:39:51,2459360.273,-0.6804,2.00E-04
5/25/21,18:38:18,2459360.272,-0.6792,2.00E-04
5/25/21,18:36:44,2459360.271,-0.6778,2.00E-04
5/25/21,18:35:11,2459360.27,-0.6794,2.00E-04
5/25/21,18:32:30,2459360.268,-0.6779,2.00E-04
5/25/21,18:30:56,2459360.267,-0.6783,2.00E-04
5/25/21,18:29:23,2459360.266,-0.6799,2.00E-04
5/25/21,18:27:50,2459360.265,-0.6787,2.00E-04
5/25/21,18:26:17,2459360.264,-0.677,2.00E-04
5/25/21,18:24:44,2459360.262,-0.6795,3.00E-04
5/25/21,18:23:11,2459360.261,-0.6799,3.00E-04
5/25/21,18:21:37,2459360.26,-0.6791,2.00E-04
5/25/21,18:20:04,2459360.259,-0.6786,2.00E-04
5/25/21,18:18:30,2459360.258,-0.6802,2.00E-04
5/25/21,18:16:57,2459360.257,-0.6789,2.00E-04
5/25/21,18:15:24,2459360.256,-0.6785,2.00E-04
5/25/21,18:13:51,2459360.255,-0.6791,2.00E-04
5/25/21,18:12:17,2459360.254,-0.6799,2.00E-04
5/25/21,18:10:44,2459360.253,-0.6787,2.00E-04
5/25/21,18:09:11,2459360.252,-0.6787,2.00E-04
5/25/21,18:07:38,2459360.251,-0.6787,2.00E-04
5/24/21,19:32:36,2459359.31,-0.68,2.00E-04
5/24/21,19:31:03,2459359.309,-0.6799,2.00E-04
5/24/21,19:29:30,2459359.307,-0.679,2.00E-04
5/24/21,19:27:56,2459359.306,-0.6796,2.00E-04
5/24/21,19:26:23,2459359.305,-0.6805,2.00E-04
5/24/21,19:24:49,2459359.304,-0.6791,2.00E-04
5/24/21,19:23:16,2459359.303,-0.6792,2.00E-04
5/24/21,19:21:43,2459359.302,-0.6792,2.00E-04
5/24/21,19:20:10,2459359.301,-0.6795,2.00E-04
5/24/21,19:18:37,2459359.3,-0.6793,2.00E-04
5/24/21,19:17:04,2459359.299,-0.6803,2.00E-04
5/24/21,19:15:30,2459359.298,-0.6804,2.00E-04
5/24/21,19:13:57,2459359.297,-0.6798,2.00E-04
5/24/21,19:12:24,2459359.296,-0.6804,2.00E-04
5/24/21,19:10:49,2459359.294,-0.68,2.00E-04
5/24/21,19:09:16,2459359.293,-0.6793,2.00E-04
5/24/21,19:07:43,2459359.292,-0.6792,2.00E-04
5/24/21,19:06:09,2459359.291,-0.6796,2.00E-04
5/24/21,19:04:36,2459359.29,-0.679,2.00E-04
5/24/21,19:03:03,2459359.289,-0.6788,2.00E-04
5/24/21,19:01:29,2459359.288,-0.6794,2.00E-04
5/24/21,18:59:56,2459359.287,-0.6793,2.00E-04
5/24/21,18:58:22,2459359.286,-0.6788,2.00E-04
5/24/21,18:56:49,2459359.285,-0.6787,2.00E-04
5/24/21,18:55:16,2459359.284,-0.6784,2.00E-04
5/24/21,18:53:43,2459359.283,-0.6793,2.00E-04
5/24/21,18:52:10,2459359.281,-0.6787,2.00E-04
5/24/21,18:50:36,2459359.28,-0.6773,2.00E-04
5/24/21,18:49:00,2459359.279,-0.6786,2.00E-04
5/24/21,18:47:27,2459359.278,-0.68,2.00E-04
5/24/21,18:45:54,2459359.277,-0.6773,2.00E-04
5/24/21,18:44:20,2459359.276,-0.678,2.00E-04
5/24/21,18:42:47,2459359.275,-0.6799,2.00E-04
5/24/21,18:41:13,2459359.274,-0.6784,2.00E-04
5/24/21,18:39:39,2459359.273,-0.6787,2.00E-04
5/24/21,18:38:05,2459359.272,-0.68,2.00E-04
5/24/21,18:36:32,2459359.271,-0.6771,2.00E-04
5/24/21,18:34:59,2459359.27,-0.6775,2.00E-04
5/24/21,18:33:26,2459359.268,-0.6805,2.00E-04
5/24/21,18:30:05,2459359.266,-0.6771,2.00E-04
5/24/21,18:28:32,2459359.265,-0.6794,2.00E-04
5/24/21,18:26:59,2459359.264,-0.6794,2.00E-04
5/24/21,18:25:26,2459359.263,-0.6776,2.00E-04
5/24/21,18:23:52,2459359.262,-0.6783,2.00E-04
5/24/21,18:22:18,2459359.261,-0.6791,2.00E-04
5/24/21,18:20:45,2459359.26,-0.6774,2.00E-04
5/24/21,18:19:13,2459359.259,-0.6777,2.00E-04
5/24/21,18:17:39,2459359.258,-0.6782,2.00E-04
5/24/21,18:16:05,2459359.256,-0.6791,2.00E-04
5/24/21,18:14:32,2459359.255,-0.6773,2.00E-04
5/24/21,18:12:59,2459359.254,-0.6772,2.00E-04
5/24/21,18:11:26,2459359.253,-0.6787,2.00E-04
5/24/21,18:09:52,2459359.252,-0.6776,2.00E-04
5/24/21,18:08:19,2459359.251,-0.6765,2.00E-04
5/23/21,19:32:49,2459358.31,-0.6785,2.00E-04
5/23/21,19:31:15,2459358.309,-0.6779,2.00E-04
5/23/21,19:29:42,2459358.308,-0.6794,2.00E-04
5/23/21,19:28:08,2459358.306,-0.6782,2.00E-04
5/23/21,19:26:35,2459358.305,-0.6791,2.00E-04
5/23/21,19:25:01,2459358.304,-0.6795,2.00E-04
5/23/21,19:23:28,2459358.303,-0.679,2.00E-04
5/23/21,19:21:55,2459358.302,-0.6791,2.00E-04
5/23/21,19:20:22,2459358.301,-0.6799,2.00E-04
5/23/21,19:18:49,2459358.3,-0.6776,2.00E-04
5/23/21,19:17:15,2459358.299,-0.6794,2.00E-04
5/23/21,19:15:42,2459358.298,-0.6802,2.00E-04
5/23/21,19:14:08,2459358.297,-0.678,2.00E-04
5/23/21,19:12:35,2459358.296,-0.6782,2.00E-04
5/23/21,19:11:02,2459358.295,-0.68,2.00E-04
5/23/21,19:09:28,2459358.294,-0.6794,2.00E-04
5/23/21,19:07:55,2459358.292,-0.6784,2.00E-04
5/23/21,19:06:22,2459358.291,-0.6785,2.00E-04
5/23/21,19:04:48,2459358.29,-0.6797,2.00E-04
5/23/21,19:03:15,2459358.289,-0.6778,2.00E-04
5/23/21,19:01:41,2459358.288,-0.6778,2.00E-04
5/23/21,19:00:08,2459358.287,-0.6794,2.00E-04
5/23/21,18:58:35,2459358.286,-0.6778,2.00E-04
5/23/21,18:57:01,2459358.285,-0.6767,2.00E-04
5/23/21,18:55:28,2459358.284,-0.6785,2.00E-04
5/23/21,18:53:54,2459358.283,-0.6793,2.00E-04
5/23/21,18:52:21,2459358.282,-0.6778,2.00E-04
5/23/21,18:50:47,2459358.281,-0.6782,2.00E-04
5/23/21,18:49:13,2459358.279,-0.6784,2.00E-04
5/23/21,18:47:40,2459358.278,-0.6782,2.00E-04
5/23/21,18:46:07,2459358.277,-0.6786,2.00E-04
5/23/21,18:44:34,2459358.276,-0.6784,2.00E-04
5/23/21,18:43:01,2459358.275,-0.6785,2.00E-04
5/23/21,18:41:28,2459358.274,-0.679,2.00E-04
5/23/21,18:39:55,2459358.273,-0.677,2.00E-04
5/23/21,18:38:21,2459358.272,-0.6783,2.00E-04
5/23/21,18:36:48,2459358.271,-0.6791,2.00E-04
5/23/21,18:35:15,2459358.27,-0.677,2.00E-04
5/23/21,18:33:41,2459358.269,-0.6761,2.00E-04
5/23/21,18:32:08,2459358.268,-0.6791,2.00E-04
5/23/21,18:30:34,2459358.267,-0.6772,2.00E-04
5/23/21,18:27:43,2459358.265,-0.6787,2.00E-04
5/23/21,18:26:10,2459358.263,-0.6783,2.00E-04
5/23/21,18:24:37,2459358.262,-0.6773,2.00E-04
5/23/21,18:23:04,2459358.261,-0.6779,2.00E-04
5/23/21,18:21:31,2459358.26,-0.6786,2.00E-04
5/23/21,18:19:57,2459358.259,-0.678,2.00E-04
5/23/21,18:18:24,2459358.258,-0.6769,2.00E-04
5/23/21,18:16:51,2459358.257,-0.6786,2.00E-04
5/23/21,18:15:17,2459358.256,-0.678,2.00E-04
5/23/21,18:13:44,2459358.255,-0.6777,2.00E-04
5/23/21,18:12:11,2459358.254,-0.6775,2.00E-04
5/23/21,18:10:38,2459358.253,-0.6782,2.00E-04
5/23/21,18:09:04,2459358.252,-0.6771,2.00E-04
5/23/21,18:07:31,2459358.25,-0.6765,2.00E-04
5/21/21,19:32:38,2459356.31,-0.6395,2.00E-04
5/21/21,19:31:05,2459356.309,-0.6394,2.00E-04
5/21/21,19:29:30,2459356.307,-0.6388,2.00E-04
5/21/21,19:27:58,2459356.306,-0.6398,2.00E-04
5/21/21,19:26:24,2459356.305,-0.6386,2.00E-04
5/21/21,19:24:51,2459356.304,-0.638,2.00E-04
5/21/21,19:23:17,2459356.303,-0.6407,2.00E-04
5/21/21,19:21:44,2459356.302,-0.6386,2.00E-04
5/21/21,19:20:11,2459356.301,-0.638,2.00E-04
5/21/21,19:18:37,2459356.3,-0.64,2.00E-04
5/21/21,19:17:04,2459356.299,-0.6392,2.00E-04
5/21/21,19:15:30,2459356.298,-0.6393,2.00E-04
5/21/21,19:13:57,2459356.297,-0.6391,2.00E-04
5/21/21,19:12:23,2459356.296,-0.6393,2.00E-04
5/21/21,19:10:49,2459356.294,-0.6381,2.00E-04
5/21/21,19:09:15,2459356.293,-0.6379,2.00E-04
5/21/21,19:07:42,2459356.292,-0.6406,2.00E-04
5/21/21,19:06:09,2459356.291,-0.6389,2.00E-04
5/21/21,19:04:35,2459356.29,-0.6367,2.00E-04
5/21/21,19:03:02,2459356.289,-0.639,2.00E-04
5/21/21,19:01:28,2459356.288,-0.6399,2.00E-04
5/21/21,18:59:55,2459356.287,-0.6377,2.00E-04
5/21/21,18:58:21,2459356.286,-0.638,2.00E-04
5/21/21,18:56:48,2459356.285,-0.64,2.00E-04
5/21/21,18:55:14,2459356.284,-0.639,2.00E-04
5/21/21,18:53:41,2459356.283,-0.638,2.00E-04
5/21/21,18:52:08,2459356.281,-0.6393,2.00E-04
5/21/21,18:50:33,2459356.28,-0.6396,2.00E-04
5/21/21,18:49:00,2459356.279,-0.639,2.00E-04
5/21/21,18:47:26,2459356.278,-0.6397,2.00E-04
5/21/21,18:45:53,2459356.277,-0.6402,2.00E-04
5/21/21,18:44:20,2459356.276,-0.6394,2.00E-04
5/21/21,18:42:47,2459356.275,-0.6396,2.00E-04
5/21/21,18:41:13,2459356.274,-0.6399,2.00E-04
5/21/21,18:39:39,2459356.273,-0.64,2.00E-04
5/21/21,18:38:05,2459356.272,-0.6377,2.00E-04
5/21/21,18:36:32,2459356.271,-0.6384,2.00E-04
5/21/21,18:34:59,2459356.27,-0.6398,2.00E-04
5/21/21,18:33:25,2459356.268,-0.6388,2.00E-04
5/21/21,18:31:52,2459356.267,-0.6383,2.00E-04
5/21/21,18:30:19,2459356.266,-0.6395,2.00E-04
5/21/21,18:28:46,2459356.265,-0.6394,2.00E-04
5/21/21,18:25:26,2459356.263,-0.6396,2.00E-04
5/21/21,18:23:52,2459356.262,-0.6393,2.00E-04
5/21/21,18:22:19,2459356.261,-0.6387,2.00E-04
5/21/21,18:20:45,2459356.26,-0.6394,2.00E-04
5/21/21,18:19:11,2459356.259,-0.6398,2.00E-04
5/21/21,18:17:38,2459356.258,-0.6396,2.00E-04
5/21/21,18:16:05,2459356.256,-0.6388,2.00E-04
5/21/21,18:14:32,2459356.255,-0.6395,2.00E-04
5/21/21,18:12:58,2459356.254,-0.6401,2.00E-04
5/21/21,18:11:25,2459356.253,-0.638,2.00E-04
5/21/21,18:09:51,2459356.252,-0.6383,2.00E-04
5/21/21,18:08:18,2459356.251,-0.6396,2.00E-04
5/20/21,19:18:05,2459355.3,-0.6386,2.00E-04
5/20/21,19:16:32,2459355.298,-0.6418,2.00E-04
5/20/21,19:14:59,2459355.297,-0.6407,2.00E-04
5/20/21,19:13:26,2459355.296,-0.6393,2.00E-04
5/20/21,19:11:53,2459355.295,-0.6412,2.00E-04
5/20/21,19:10:19,2459355.294,-0.6403,2.00E-04
