filename,obsdate,exptime,sunagl,seeing,ccfjdsum,ccfrvmod,dvrms
neidL2_20210509T191922.fits,5/9/21 19:19,54.821845,75.5915,0,2459344.3,-0.6819,2.00E-04
neidL2_20210508T192456.fits,5/8/21 19:24,54.841494,75.341,0,2459343.304,-0.6808,2.00E-04
neidL2_20210508T192323.fits,5/8/21 19:23,54.835211,75.3477,0,2459343.303,-0.6825,2.00E-04
neidL2_20210508T192150.fits,5/8/21 19:21,54.818257,75.3461,0,2459343.302,-0.6827,2.00E-04
neidL2_20210508T192017.fits,5/8/21 19:20,54.814912,75.336,0,2459343.301,-0.6804,2.00E-04
neidL2_20210507T192504.fits,5/7/21 19:25,54.822976,75.0707,0,2459342.304,-0.6412,2.00E-04
neidL2_20210507T192331.fits,5/7/21 19:23,54.732396,75.0777,0,2459342.303,-0.6392,2.00E-04
neidL2_20210507T192157.fits,5/7/21 19:21,54.838425,75.0765,0,2459342.302,-0.6416,2.00E-04
neidL2_20210507T192024.fits,5/7/21 19:20,54.788244,75.0669,0,2459342.301,-0.6417,2.00E-04
neidL2_20210507T191851.fits,5/7/21 19:18,54.861672,75.0492,0,2459342.3,-0.64,2.00E-04
neidL2_20210506T192557.fits,5/6/21 19:25,54.757222,74.7891,0,2459341.305,-0.6411,2.00E-04
neidL2_20210506T192424.fits,5/6/21 19:24,54.828576,74.8004,0,2459341.304,-0.6415,2.00E-04
neidL2_20210506T192251.fits,5/6/21 19:22,54.801419,74.8035,0,2459341.303,-0.6404,2.00E-04
neidL2_20210506T192117.fits,5/6/21 19:21,54.821658,74.7984,0,2459341.302,-0.6406,2.00E-04
neidL2_20210506T191944.fits,5/6/21 19:19,54.782192,74.7851,0,2459341.301,-0.6421,2.00E-04
neidL2_20210505T192514.fits,5/5/21 19:25,54.841132,74.5168,0,2459340.304,-0.6837,2.00E-04
neidL2_20210505T192340.fits,5/5/21 19:23,54.785646,74.5238,0,2459340.303,-0.683,2.00E-04
neidL2_20210505T192207.fits,5/5/21 19:22,54.815824,74.5226,0,2459340.302,-0.6834,2.00E-04
neidL2_20210505T192034.fits,5/5/21 19:20,54.760274,74.5135,0,2459340.301,-0.6844,2.00E-04
neidL2_20210505T191900.fits,5/5/21 19:19,54.831271,74.4963,0,2459340.3,-0.6833,2.00E-04
neidL2_20210504T192531.fits,5/4/21 19:25,54.838581,74.2316,0,2459339.305,-0.6426,2.00E-04
neidL2_20210504T192357.fits,5/4/21 19:23,54.751463,74.2395,0,2459339.304,-0.6418,2.00E-04
neidL2_20210504T192223.fits,5/4/21 19:22,54.801678,74.2394,0,2459339.303,-0.6425,2.00E-04
neidL2_20210504T192049.fits,5/4/21 19:20,54.752727,74.2313,0,2459339.301,-0.6433,2.00E-04
neidL2_20210504T191916.fits,5/4/21 19:19,54.803027,74.2153,0,2459339.3,-0.6411,2.00E-04
neidL2_20210503T192536.fits,5/3/21 19:25,54.840515,73.9435,0,2459338.305,-0.6409,2.00E-04
neidL2_20210503T192403.fits,5/3/21 19:24,54.807961,73.9512,0,2459338.304,-0.6399,2.00E-04
neidL2_20210503T192230.fits,5/3/21 19:22,54.817434,73.9512,0,2459338.303,-0.6412,2.00E-04
neidL2_20210503T192056.fits,5/3/21 19:20,54.841399,73.9433,0,2459338.302,-0.6426,2.00E-04
neidL2_20210503T191923.fits,5/3/21 19:19,54.825507,73.9277,0,2459338.3,-0.6416,2.00E-04
neidL2_20210502T192435.fits,5/2/21 19:24,54.840438,73.6572,0,2459337.304,-0.682,2.00E-04
neidL2_20210502T192302.fits,5/2/21 19:23,54.819554,73.6593,0,2459337.303,-0.6814,2.00E-04
neidL2_20210502T192130.fits,5/2/21 19:21,54.830228,73.6538,0,2459337.302,-0.6814,2.00E-04
neidL2_20210502T191956.fits,5/2/21 19:19,54.774225,73.6406,0,2459337.301,-0.6811,2.00E-04
neidL2_20210501T192522.fits,5/1/21 19:25,54.828404,73.3571,0,2459336.305,-0.6462,7.00E-04
neidL2_20210501T192349.fits,5/1/21 19:23,54.836117,73.3624,0,2459336.303,-0.6544,4.00E-04
neidL2_20210501T192215.fits,5/1/21 19:22,54.824578,73.3601,0,2459336.302,-0.6436,3.00E-04
neidL2_20210501T192041.fits,5/1/21 19:20,54.829982,73.3502,0,2459336.301,-0.6344,3.00E-04
neidL2_20210501T191907.fits,5/1/21 19:19,54.818694,73.3328,0,2459336.3,-0.649,3.00E-04
neidL2_20210430T192550.fits,4/30/21 19:25,54.81929,73.0539,0,2459335.305,-0.6407,2.00E-04
neidL2_20210430T192417.fits,4/30/21 19:24,54.805087,73.0608,0,2459335.304,-0.6396,2.00E-04
neidL2_20210430T192241.fits,4/30/21 19:22,54.8449,73.0601,0,2459335.303,-0.6402,2.00E-04
neidL2_20210430T192107.fits,4/30/21 19:21,54.810787,73.0519,0,2459335.302,-0.6407,2.00E-04
neidL2_20210430T191934.fits,4/30/21 19:19,54.819608,73.0362,0,2459335.301,-0.6409,2.00E-04
neidL2_20210429T192545.fits,4/29/21 19:25,54.8383,72.7501,0,2459334.305,-0.6392,2.00E-04
neidL2_20210429T192412.fits,4/29/21 19:24,54.82891,72.7559,0,2459334.304,-0.641,2.00E-04
neidL2_20210429T192239.fits,4/29/21 19:22,54.812333,72.7544,0,2459334.303,-0.6401,2.00E-04
neidL2_20210429T192105.fits,4/29/21 19:21,54.820509,72.7455,0,2459334.302,-0.6401,2.00E-04
neidL2_20210429T191932.fits,4/29/21 19:19,54.832459,72.7293,0,2459334.301,-0.6407,2.00E-04
neidL2_20210428T192453.fits,4/28/21 19:24,54.806551,72.4455,0,2459333.304,-0.6387,2.00E-04
neidL2_20210428T192319.fits,4/28/21 19:23,54.847374,72.4465,0,2459333.303,-0.6399,2.00E-04
neidL2_20210428T192145.fits,4/28/21 19:21,54.790199,72.4402,0,2459333.302,-0.6404,2.00E-04
neidL2_20210428T192012.fits,4/28/21 19:20,54.821837,72.4268,0,2459333.301,-0.6389,2.00E-04
neidL2_20210427T192433.fits,4/27/21 19:24,54.834946,72.1334,0,2459332.304,-0.6263,0.0138
neidL2_20210427T192259.fits,4/27/21 19:22,54.834319,72.1322,0,2459332.303,-0.6667,0.0142
neidL2_20210427T192125.fits,4/27/21 19:21,54.796816,72.1237,0,2459332.302,-0.7028,0.0028
neidL2_20210427T191950.fits,4/27/21 19:19,54.815066,72.108,0,2459332.301,-0.5739,0.002
neidL2_20210426T192517.fits,4/26/21 19:25,54.837104,71.815,0,2459331.305,-0.642,4.00E-04
neidL2_20210426T192344.fits,4/26/21 19:23,54.823489,71.8164,0,2459331.303,-0.6391,3.00E-04
neidL2_20210426T192210.fits,4/26/21 19:22,54.84313,71.8109,0,2459331.302,-0.6391,4.00E-04
neidL2_20210426T192037.fits,4/26/21 19:20,54.815462,71.7983,0,2459331.301,-0.6369,3.00E-04
neidL2_20210426T191903.fits,4/26/21 19:19,54.855841,71.7787,0,2459331.3,-0.6377,3.00E-04
neidL2_20210425T192537.fits,4/25/21 19:25,54.770263,71.4937,0,2459330.305,-0.6355,2.00E-04
neidL2_20210425T192403.fits,4/25/21 19:24,54.841356,71.4958,0,2459330.304,-0.6366,2.00E-04
neidL2_20210425T192230.fits,4/25/21 19:22,54.780403,71.491,0,2459330.303,-0.636,2.00E-04
neidL2_20210425T192056.fits,4/25/21 19:20,54.828673,71.4793,0,2459330.302,-0.6346,2.00E-04
neidL2_20210425T191923.fits,4/25/21 19:19,54.757914,71.4608,0,2459330.3,-0.6362,2.00E-04
neidL2_20210424T192550.fits,4/24/21 19:25,54.833979,71.169,0,2459329.305,-0.6373,2.00E-04
neidL2_20210424T192417.fits,4/24/21 19:24,54.817894,71.1713,0,2459329.304,-0.6381,2.00E-04
neidL2_20210424T192244.fits,4/24/21 19:22,54.836384,71.1668,0,2459329.303,-0.6373,2.00E-04
neidL2_20210424T192110.fits,4/24/21 19:21,54.869126,71.1555,0,2459329.302,-0.637,2.00E-04
neidL2_20210424T191936.fits,4/24/21 19:19,54.809127,71.1375,0,2459329.301,-0.6382,2.00E-04
neidL2_20210423T192549.fits,4/23/21 19:25,54.839219,70.8415,0,2459328.305,-0.6411,2.00E-04
neidL2_20210423T192415.fits,4/23/21 19:24,54.811473,70.8429,0,2459328.304,-0.6403,2.00E-04
neidL2_20210423T192242.fits,4/23/21 19:22,54.815439,70.8376,0,2459328.303,-0.6389,2.00E-04
neidL2_20210423T192109.fits,4/23/21 19:21,54.803783,70.8257,0,2459328.302,-0.6394,2.00E-04
neidL2_20210423T191935.fits,4/23/21 19:19,54.826134,70.8071,0,2459328.301,-0.6404,2.00E-04
neidL2_20210422T192430.fits,4/22/21 19:24,54.820076,70.5113,0,2459327.304,-0.6402,5.00E-04
neidL2_20210422T192256.fits,4/22/21 19:22,54.812002,70.5063,0,2459327.303,-0.6399,6.00E-04
neidL2_20210422T192122.fits,4/22/21 19:21,54.854319,70.4946,0,2459327.302,-0.6424,5.00E-04
neidL2_20210422T191949.fits,4/22/21 19:19,54.832138,70.4764,0,2459327.301,-0.6407,5.00E-04
neidL2_20210421T192457.fits,4/21/21 19:24,54.790935,70.1763,0,2459326.304,-0.6394,2.00E-04
neidL2_20210421T192323.fits,4/21/21 19:23,54.837117,70.1724,0,2459326.303,-0.6401,2.00E-04
neidL2_20210421T192150.fits,4/21/21 19:21,54.75522,70.1621,0,2459326.302,-0.64,2.00E-04
neidL2_20210421T192016.fits,4/21/21 19:20,54.863676,70.1452,0,2459326.301,-0.6391,2.00E-04
neidL2_20210419T192456.fits,4/19/21 19:24,54.836591,69.4956,0,2459324.304,-0.6403,2.00E-04
neidL2_20210419T192322.fits,4/19/21 19:23,54.788563,69.4901,0,2459324.303,-0.6407,2.00E-04
neidL2_20210419T192149.fits,4/19/21 19:21,54.799774,69.4783,0,2459324.302,-0.6415,2.00E-04
neidL2_20210419T192016.fits,4/19/21 19:20,54.789524,69.4604,0,2459324.301,-0.6404,2.00E-04
neidL2_20210418T192449.fits,4/18/21 19:24,54.813733,69.15,0,2459323.304,-0.6401,2.00E-04
neidL2_20210418T192316.fits,4/18/21 19:23,54.794902,69.1433,0,2459323.303,-0.6386,2.00E-04
neidL2_20210418T192142.fits,4/18/21 19:21,54.828494,69.1304,0,2459323.302,-0.6404,2.00E-04
neidL2_20210418T192009.fits,4/18/21 19:20,54.815782,69.1115,0,2459323.301,-0.6415,2.00E-04
neidL2_20210417T192432.fits,4/17/21 19:24,54.824584,68.8005,0,2459322.304,-0.6394,2.00E-04
neidL2_20210417T192259.fits,4/17/21 19:22,54.782785,68.792,0,2459322.303,-0.6403,2.00E-04
neidL2_20210417T192126.fits,4/17/21 19:21,54.810281,68.7774,0,2459322.302,-0.6407,2.00E-04
neidL2_20210417T191953.fits,4/17/21 19:19,54.830966,68.7567,0,2459322.301,-0.6395,2.00E-04
neidL2_20210416T192544.fits,4/16/21 19:25,54.827153,68.4517,0,2459321.305,-0.6481,5.00E-04
neidL2_20210416T192410.fits,4/16/21 19:24,54.841392,68.447,0,2459321.304,-0.6424,5.00E-04
neidL2_20210416T192237.fits,4/16/21 19:22,54.82114,68.4362,0,2459321.303,-0.6388,5.00E-04
neidL2_20210416T192103.fits,4/16/21 19:21,54.80587,68.4194,0,2459321.302,-0.641,3.00E-04
neidL2_20210416T191929.fits,4/16/21 19:19,54.806425,68.3965,0,2459321.301,-0.6442,6.00E-04
neidL2_20210414T192546.fits,4/14/21 19:25,54.798207,67.7405,0,2459319.305,-0.6377,2.00E-04
neidL2_20210414T192413.fits,4/14/21 19:24,54.857245,67.7342,0,2459319.304,-0.6379,2.00E-04
neidL2_20210414T192239.fits,4/14/21 19:22,54.8294,67.7221,0,2459319.303,-0.6395,2.00E-04
neidL2_20210414T192105.fits,4/14/21 19:21,54.841791,67.7039,0,2459319.302,-0.6388,2.00E-04
neidL2_20210414T191931.fits,4/14/21 19:19,54.806399,67.6801,0,2459319.301,-0.6384,2.00E-04
neidL2_20210413T192501.fits,4/13/21 19:25,54.833405,67.3778,0,2459318.304,-0.6388,2.00E-04
neidL2_20210413T192328.fits,4/13/21 19:23,54.838741,67.368,0,2459318.303,-0.6408,2.00E-04
neidL2_20210413T192155.fits,4/13/21 19:21,54.804913,67.3525,0,2459318.302,-0.6391,2.00E-04
neidL2_20210413T192022.fits,4/13/21 19:20,54.837415,67.3314,0,2459318.301,-0.6392,2.00E-04
neidL2_20210413T191849.fits,4/13/21 19:18,54.821601,67.3046,0,2459318.3,-0.6402,2.00E-04
neidL2_20210412T192544.fits,4/12/21 19:25,54.813306,67.0177,0,2459317.305,-0.6819,2.00E-04
neidL2_20210412T192411.fits,4/12/21 19:24,54.816187,67.0097,0,2459317.304,-0.6811,2.00E-04
neidL2_20210412T192238.fits,4/12/21 19:22,54.837963,66.9962,0,2459317.303,-0.6814,2.00E-04
neidL2_20210412T192105.fits,4/12/21 19:21,54.851733,66.977,0,2459317.302,-0.6818,2.00E-04
neidL2_20210412T191932.fits,4/12/21 19:19,54.835131,66.9522,0,2459317.301,-0.6809,2.00E-04
neidL2_20210411T192541.fits,4/11/21 19:25,54.806873,66.6522,0,2459316.305,-0.6828,3.00E-04
neidL2_20210411T192408.fits,4/11/21 19:24,54.832481,66.6432,0,2459316.304,-0.6844,3.00E-04
neidL2_20210411T192235.fits,4/11/21 19:22,54.853149,66.6286,0,2459316.303,-0.6813,3.00E-04
neidL2_20210411T192102.fits,4/11/21 19:21,54.805636,66.6085,0,2459316.302,-0.682,3.00E-04
neidL2_20210411T191929.fits,4/11/21 19:19,54.859403,66.583,0,2459316.301,-0.6842,3.00E-04
neidL2_20210407T192500.fits,4/7/21 19:25,54.861497,65.1616,0,2459312.304,-0.6837,2.00E-04
neidL2_20210407T192327.fits,4/7/21 19:23,54.816474,65.1471,0,2459312.303,-0.6813,2.00E-04
neidL2_20210407T192154.fits,4/7/21 19:21,54.811069,65.1274,0,2459312.302,-0.6806,2.00E-04
neidL2_20210407T192021.fits,4/7/21 19:20,54.805347,65.1023,0,2459312.301,-0.684,2.00E-04
neidL2_20210407T191848.fits,4/7/21 19:18,54.840656,65.0721,0,2459312.3,-0.6811,2.00E-04
neidL2_20210406T192550.fits,4/6/21 19:25,54.841475,64.7901,0,2459311.305,-0.6826,2.00E-04
neidL2_20210406T192417.fits,4/6/21 19:24,54.815167,64.7777,0,2459311.304,-0.6813,2.00E-04
neidL2_20210406T192244.fits,4/6/21 19:22,54.833873,64.7601,0,2459311.303,-0.68,2.00E-04
neidL2_20210406T192111.fits,4/6/21 19:21,54.847297,64.7372,0,2459311.302,-0.6812,2.00E-04
neidL2_20210406T191938.fits,4/6/21 19:19,54.816782,64.7093,0,2459311.301,-0.6828,2.00E-04
neidL2_20210405T192458.fits,4/5/21 19:24,54.75435,64.4042,0,2459310.304,-0.682,2.00E-04
neidL2_20210405T192325.fits,4/5/21 19:23,54.813657,64.3881,0,2459310.303,-0.6808,2.00E-04
neidL2_20210405T192151.fits,4/5/21 19:21,54.755047,64.3668,0,2459310.302,-0.6823,2.00E-04
neidL2_20210405T192018.fits,4/5/21 19:20,54.802197,64.3405,0,2459310.301,-0.682,2.00E-04
neidL2_20210405T191845.fits,4/5/21 19:18,54.753459,64.3091,0,2459310.3,-0.6814,2.00E-04
neidL2_20210404T192527.fits,4/4/21 19:25,54.803239,64.027,0,2459309.305,-0.6411,2.00E-04
neidL2_20210404T192353.fits,4/4/21 19:23,54.855617,64.0117,0,2459309.304,-0.6422,2.00E-04
neidL2_20210404T192220.fits,4/4/21 19:22,54.806503,63.9913,0,2459309.303,-0.6401,2.00E-04
neidL2_20210404T192047.fits,4/4/21 19:20,54.845676,63.9659,0,2459309.301,-0.6403,2.00E-04
neidL2_20210404T191914.fits,4/4/21 19:19,54.81792,63.9354,0,2459309.3,-0.6417,2.00E-04
neidL2_20210403T192530.fits,4/3/21 19:25,54.833639,63.6444,0,2459308.305,-0.6391,2.00E-04
neidL2_20210403T192357.fits,4/3/21 19:23,54.746957,63.6286,0,2459308.304,-0.64,2.00E-04
neidL2_20210403T192224.fits,4/3/21 19:22,54.839254,63.6078,0,2459308.303,-0.6399,2.00E-04
neidL2_20210403T192051.fits,4/3/21 19:20,54.756073,63.5821,0,2459308.301,-0.6392,2.00E-04
neidL2_20210403T191918.fits,4/3/21 19:19,54.823336,63.5513,0,2459308.3,-0.6411,2.00E-04
neidL2_20210402T192538.fits,4/2/21 19:25,54.770363,63.2609,0,2459307.305,-0.6395,2.00E-04
neidL2_20210402T192404.fits,4/2/21 19:24,54.791356,63.2446,0,2459307.304,-0.6398,2.00E-04
neidL2_20210402T192231.fits,4/2/21 19:22,54.742839,63.2234,0,2459307.303,-0.6394,2.00E-04
neidL2_20210402T192058.fits,4/2/21 19:20,54.821933,63.1974,0,2459307.302,-0.6395,2.00E-04
neidL2_20210402T191925.fits,4/2/21 19:19,54.783861,63.1665,0,2459307.301,-0.64,2.00E-04
neidL2_20210401T192454.fits,4/1/21 19:24,54.82699,62.867,0,2459306.304,-0.6386,2.00E-04
neidL2_20210401T192320.fits,4/1/21 19:23,54.797906,62.8478,0,2459306.303,-0.6395,2.00E-04
neidL2_20210401T192147.fits,4/1/21 19:21,54.856051,62.8238,0,2459306.302,-0.6397,2.00E-04
neidL2_20210401T192015.fits,4/1/21 19:20,54.796106,62.795,0,2459306.301,-0.6396,2.00E-04
neidL2_20210330T192430.fits,3/30/21 19:24,54.83083,62.0844,0,2459304.304,-0.6408,2.00E-04
neidL2_20210330T192257.fits,3/30/21 19:22,54.770284,62.0626,0,2459304.303,-0.6402,2.00E-04
neidL2_20210330T192123.fits,3/30/21 19:21,54.818404,62.036,0,2459304.302,-0.6406,2.00E-04
neidL2_20210330T191950.fits,3/30/21 19:19,54.757973,62.0048,0,2459304.301,-0.6408,2.00E-04
neidL2_20210329T192539.fits,3/29/21 19:25,54.81506,61.7067,0,2459303.305,-0.6398,3.00E-04
neidL2_20210329T192406.fits,3/29/21 19:24,54.81319,61.6878,0,2459303.304,-0.6403,3.00E-04
neidL2_20210329T192233.fits,3/29/21 19:22,54.833202,61.6644,0,2459303.303,-0.6404,3.00E-04
neidL2_20210329T192100.fits,3/29/21 19:21,54.829508,61.6361,0,2459303.302,-0.6429,3.00E-04
neidL2_20210329T191927.fits,3/29/21 19:19,54.758408,61.6033,0,2459303.301,-0.6441,3.00E-04
neidL2_20210328T192536.fits,3/28/21 19:25,54.839002,61.3142,0,2459302.305,-0.6389,2.00E-04
neidL2_20210328T192403.fits,3/28/21 19:24,54.757156,61.2945,0,2459302.304,-0.639,2.00E-04
neidL2_20210328T192230.fits,3/28/21 19:22,54.797285,61.2701,0,2459302.303,-0.6401,2.00E-04
neidL2_20210328T192057.fits,3/28/21 19:20,54.766963,61.2413,0,2459302.302,-0.6396,2.00E-04
neidL2_20210328T191924.fits,3/28/21 19:19,54.819175,61.2077,0,2459302.301,-0.6398,2.00E-04
neidL2_20210327T192513.fits,3/27/21 19:25,54.815031,60.9164,0,2459301.305,-0.639,2.00E-04
neidL2_20210327T192340.fits,3/27/21 19:23,54.832091,60.8948,0,2459301.303,-0.6412,2.00E-04
neidL2_20210327T192206.fits,3/27/21 19:22,54.795017,60.8685,0,2459301.302,-0.64,2.00E-04
neidL2_20210327T192033.fits,3/27/21 19:20,54.837196,60.8377,0,2459301.301,-0.6387,2.00E-04
neidL2_20210327T191859.fits,3/27/21 19:18,54.814116,60.8024,0,2459301.3,-0.6405,2.00E-04
neidL2_20210326T192531.fits,3/26/21 19:25,54.76802,60.5258,0,2459300.305,-0.6413,2.00E-04
neidL2_20210326T192358.fits,3/26/21 19:23,54.817111,60.5045,0,2459300.304,-0.6412,2.00E-04
neidL2_20210326T192225.fits,3/26/21 19:22,54.701328,60.4786,0,2459300.303,-0.6411,2.00E-04
neidL2_20210326T192052.fits,3/26/21 19:20,54.817669,60.4484,0,2459300.302,-0.6416,2.00E-04
neidL2_20210326T191919.fits,3/26/21 19:19,54.792708,60.4136,0,2459300.3,-0.6405,2.00E-04
neidL2_20210324T192525.fits,3/24/21 19:25,54.813227,59.7331,0,2459298.305,-0.6567,0.0134
neidL2_20210324T192352.fits,3/24/21 19:23,54.866069,59.7102,0,2459298.304,-0.6778,4.00E-04
neidL2_20210324T192219.fits,3/24/21 19:22,54.809811,59.6829,0,2459298.303,-0.672,2.00E-04
neidL2_20210324T192045.fits,3/24/21 19:20,54.815878,59.6512,0,2459298.301,-0.6724,2.00E-04
neidL2_20210324T191912.fits,3/24/21 19:19,54.822648,59.6151,0,2459298.3,-0.6709,3.00E-04
neidL2_20210323T192451.fits,3/23/21 19:24,54.826371,59.3281,0,2459297.304,-0.6391,2.00E-04
neidL2_20210323T192318.fits,3/23/21 19:23,54.790374,59.3031,0,2459297.303,-0.6391,2.00E-04
neidL2_20210323T192145.fits,3/23/21 19:21,54.78316,59.2737,0,2459297.302,-0.6393,2.00E-04
neidL2_20210323T192012.fits,3/23/21 19:20,54.853069,59.2402,0,2459297.301,-0.6393,2.00E-04
neidL2_20210322T192434.fits,3/22/21 19:24,54.807969,58.9257,0,2459296.304,-0.6393,2.00E-04
neidL2_20210322T192300.fits,3/22/21 19:23,54.781616,58.8992,0,2459296.303,-0.6377,2.00E-04
neidL2_20210322T192127.fits,3/22/21 19:21,54.781559,58.8686,0,2459296.302,-0.64,2.00E-04
neidL2_20210322T191954.fits,3/22/21 19:19,54.844233,58.8336,0,2459296.301,-0.6401,2.00E-04
neidL2_20210321T192547.fits,3/21/21 19:25,54.841134,58.5455,0,2459295.305,-0.6398,3.00E-04
neidL2_20210321T192414.fits,3/21/21 19:24,54.822739,58.522,0,2459295.304,-0.6416,3.00E-04
neidL2_20210321T192241.fits,3/21/21 19:22,54.824243,58.4942,0,2459295.303,-0.6411,3.00E-04
neidL2_20210321T192108.fits,3/21/21 19:21,54.835597,58.4621,0,2459295.302,-0.6436,4.00E-04
neidL2_20210321T191935.fits,3/21/21 19:19,54.826934,58.4258,0,2459295.301,-0.6381,3.00E-04
neidL2_20210320T192522.fits,3/20/21 19:25,54.826668,58.1407,0,2459294.305,-0.6388,2.00E-04
neidL2_20210320T192348.fits,3/20/21 19:23,54.839725,58.1154,0,2459294.304,-0.6391,2.00E-04
neidL2_20210320T192215.fits,3/20/21 19:22,54.827355,58.086,0,2459294.302,-0.6411,2.00E-04
neidL2_20210320T192042.fits,3/20/21 19:20,54.823795,58.0523,0,2459294.301,-0.6398,2.00E-04
neidL2_20210320T191908.fits,3/20/21 19:19,54.832321,58.0142,0,2459294.3,-0.6393,2.00E-04
neidL2_20210319T192505.fits,3/19/21 19:25,54.818877,57.7375,0,2459293.304,-0.6742,2.00E-04
neidL2_20210319T192332.fits,3/19/21 19:23,54.789971,57.7109,0,2459293.303,-0.674,2.00E-04
neidL2_20210319T192158.fits,3/19/21 19:21,54.822743,57.6801,0,2459293.302,-0.6743,2.00E-04
neidL2_20210319T192025.fits,3/19/21 19:20,54.7623,57.6453,0,2459293.301,-0.6739,2.00E-04
neidL2_20210319T191852.fits,3/19/21 19:18,54.867637,57.6061,0,2459293.3,-0.6732,2.00E-04
neidL2_20210317T192513.fits,3/17/21 19:25,54.851233,56.9408,0,2459291.305,-0.6391,2.00E-04
neidL2_20210317T192339.fits,3/17/21 19:23,54.825031,56.9134,0,2459291.303,-0.6399,2.00E-04
neidL2_20210317T192206.fits,3/17/21 19:22,54.805006,56.8821,0,2459291.302,-0.6397,2.00E-04
neidL2_20210317T192032.fits,3/17/21 19:20,54.77715,56.8464,0,2459291.301,-0.6392,2.00E-04
neidL2_20210317T191858.fits,3/17/21 19:18,54.822671,56.8069,0,2459291.3,-0.6386,2.00E-04
neidL2_20210315T192509.fits,3/15/21 19:25,54.828559,56.1412,0,2459289.305,-0.6418,4.00E-04
neidL2_20210315T192335.fits,3/15/21 19:23,54.666709,56.1128,0,2459289.303,-0.6401,5.00E-04
neidL2_20210315T192202.fits,3/15/21 19:22,54.82624,56.0804,0,2459289.302,-0.6403,6.00E-04
neidL2_20210315T192028.fits,3/15/21 19:20,54.733148,56.044,0,2459289.301,-0.6436,0.0012
neidL2_20210315T191854.fits,3/15/21 19:18,54.82697,56.0034,0,2459289.3,-0.6488,0.001
neidL2_20210314T192535.fits,3/14/21 19:25,54.833109,55.7496,0,2459288.305,-0.6401,2.00E-04
neidL2_20210314T192402.fits,3/14/21 19:24,54.797259,55.7221,0,2459288.304,-0.6396,2.00E-04
neidL2_20210314T192229.fits,3/14/21 19:22,54.779825,55.6904,0,2459288.303,-0.6397,2.00E-04
neidL2_20210314T192055.fits,3/14/21 19:20,54.833169,55.6547,0,2459288.302,-0.6401,2.00E-04
neidL2_20210314T191921.fits,3/14/21 19:19,54.790518,55.6151,0,2459288.3,-0.6402,2.00E-04
neidL2_20210313T192413.fits,3/13/21 19:24,54.746604,55.3266,0,2459287.304,-0.5976,0.016
neidL2_20210313T192240.fits,3/13/21 19:22,54.814823,55.2952,0,2459287.303,-0.6553,0.0048
neidL2_20210313T192107.fits,3/13/21 19:21,54.732239,55.2599,0,2459287.302,-0.6818,0.0028
neidL2_20210313T191933.fits,3/13/21 19:19,54.837596,55.2206,0,2459287.301,-0.6234,0.015
neidL2_20210312T192509.fits,3/12/21 19:25,54.814292,54.9454,0,2459286.305,-0.6394,2.00E-04
neidL2_20210312T192335.fits,3/12/21 19:23,54.824498,54.9157,0,2459286.303,-0.6383,2.00E-04
neidL2_20210312T192201.fits,3/12/21 19:22,54.82486,54.8822,0,2459286.302,-0.6402,2.00E-04
neidL2_20210312T192028.fits,3/12/21 19:20,54.834224,54.8448,0,2459286.301,-0.64,2.00E-04
neidL2_20210312T191854.fits,3/12/21 19:18,54.791838,54.8037,0,2459286.3,-0.6386,2.00E-04
neidL2_20210311T192503.fits,3/11/21 19:25,54.816194,54.5462,0,2459285.304,-0.6404,2.00E-04
neidL2_20210311T192329.fits,3/11/21 19:23,54.742948,54.516,0,2459285.303,-0.6397,2.00E-04
neidL2_20210311T192156.fits,3/11/21 19:21,54.819064,54.4822,0,2459285.302,-0.6394,2.00E-04
neidL2_20210311T192023.fits,3/11/21 19:20,54.779772,54.4445,0,2459285.301,-0.6391,2.00E-04
neidL2_20210311T191850.fits,3/11/21 19:18,54.837012,54.4028,0,2459285.3,-0.64,2.00E-04
neidL2_20210310T192550.fits,3/10/21 19:25,54.870451,54.1632,0,2459284.305,-0.6402,2.00E-04
neidL2_20210310T192417.fits,3/10/21 19:24,54.829111,54.1346,0,2459284.304,-0.6406,2.00E-04
neidL2_20210310T192243.fits,3/10/21 19:22,54.789891,54.1022,0,2459284.303,-0.6407,2.00E-04
neidL2_20210310T192109.fits,3/10/21 19:21,54.82226,54.0659,0,2459284.302,-0.6406,2.00E-04
neidL2_20210310T191936.fits,3/10/21 19:19,54.826163,54.026,0,2459284.301,-0.6416,2.00E-04
neidL2_20210309T192447.fits,3/9/21 19:24,54.856288,53.7485,0,2459283.304,-0.6531,4.00E-04
neidL2_20210309T192314.fits,3/9/21 19:23,54.723505,53.7169,0,2459283.303,-0.6461,4.00E-04
neidL2_20210309T192141.fits,3/9/21 19:21,54.803011,53.6819,0,2459283.302,-0.6411,0.0012
neidL2_20210308T192442.fits,3/8/21 19:24,54.807412,53.3516,0,2459282.304,-0.645,5.00E-04
neidL2_20210308T192309.fits,3/8/21 19:23,54.826345,53.3198,0,2459282.303,-0.6335,5.00E-04
neidL2_20210308T192136.fits,3/8/21 19:21,54.847911,53.2843,0,2459282.302,-0.6574,5.00E-04
neidL2_20210308T192002.fits,3/8/21 19:20,54.837122,53.2449,0,2459282.301,-0.644,3.00E-04
neidL2_20210307T192457.fits,3/7/21 19:24,54.842801,52.9624,0,2459281.304,-0.6411,3.00E-04
