date_obs,date_jd,Bobs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
2020-12-28T12:00:00,2459212,10.229,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.97051405,39.96919553,39.96951107,39.96709313,39.96587183,39.96749424,39.96841641,39.96813828,39.96825165,39.96668123,39.96825227,39.96895764,39.96774269,39.96869035,39.96774696,39.96752132,39.96809884,39.969571,39.96940215,39.96633591,39.96733073,39.96570506,39.96433502,39.96479415,39.96633001,39.9675968,39.96692415,39.96529597,39.96754095,39.96532965,39.96530528,39.96423303,39.962237,39.96362623,39.96443344,39.96322727,39.96216349,39.96453542,39.96663097,39.96751083,39.96671822,39.96646923,39.96553845,39.965206,39.96670018,39.97017018,39.96656548,39.96652975,39.96792683,39.96899565,39.96866811,39.96493301,39.96275604,39.96722376,39.96288891,39.96130474,39.96111853,39.95888389,39.95994682,39.96305327,nan,39.96469264,39.96226387,39.9645068,39.96375849,39.96338621,39.96105002,39.96452096,39.96841724,nan,39.95820013,39.96084688,39.95823397,39.95718991,39.95789124,nan,nan,nan,nan,nan,39.95967818,39.9601033,39.96080187,nan,39.96089886,39.95993559,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-12-29T12:00:00,2459213,9.981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96987777,39.96900476,39.9694268,39.9670364,39.96584074,39.96746034,39.96840986,39.96812975,39.96826477,39.96667408,39.96824595,39.96894971,39.96773782,39.96868919,39.96774313,39.96751893,39.96810081,39.96957273,39.96940493,39.96633492,39.96733002,39.96570008,39.96432476,39.96479789,39.96632899,39.96758934,39.96691881,39.96529774,39.96753695,39.96532453,39.9652996,39.96422691,39.96223931,39.96362459,39.96442323,39.96321922,39.96215958,39.96452879,39.96662364,39.96750738,39.96671384,39.96646314,39.96553821,39.96520308,39.96669522,39.97016185,39.96656151,39.96652394,39.96792191,39.96899339,39.96866211,39.96493031,39.96275569,39.96721718,39.96288726,39.9612965,39.96111374,39.95887869,39.95994631,39.96305158,nan,39.96468715,39.96225788,39.96449536,39.96374795,39.96338129,39.96106355,39.96451089,39.96840121,nan,39.95819805,39.96084791,39.95822859,39.95718628,39.95788812,nan,nan,nan,nan,nan,39.95966774,39.96009058,39.9607832,nan,39.96087499,39.95993734,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-01-01T12:00:00,2459216,9.218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96944296,39.9689554,39.96938939,39.96701183,39.96583663,39.96745803,39.96840991,39.96810987,39.96825105,39.96666549,39.96824642,39.96895045,39.96773815,39.96868832,39.9677455,39.9675197,39.96810063,39.96956903,39.96940045,39.96633532,39.96733473,39.96570698,39.96432806,39.9647959,39.96632651,39.96758992,39.96691912,39.96529322,39.96753617,39.96532826,39.96529876,39.96423019,39.96223727,39.96362423,39.96442742,39.96322448,39.96215928,39.96453043,39.96662479,39.96750678,39.96671312,39.96645999,39.96553552,39.96520185,39.96669388,39.97015869,39.96655931,39.96652464,39.96792006,39.96899005,39.96865942,39.96492586,39.96274699,39.96721327,39.96288292,39.96129062,39.96111139,39.95888415,39.95994492,39.96305906,nan,39.96467706,39.96225188,39.96449174,39.9637449,39.9633705,39.96106451,39.96450901,39.96838209,nan,39.95818793,39.96083026,39.95822372,39.95717473,39.95787591,nan,nan,nan,nan,nan,39.95966586,39.96009046,39.96078577,nan,39.96086727,39.95985589,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-01-02T12:00:00,2459217,8.985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96913944,39.96898039,39.96937098,39.96700816,39.96582414,39.9674577,39.96840871,39.96811599,39.96825185,39.96666769,39.96824612,39.96895152,39.96774089,39.9686937,39.96774581,39.96751881,39.9680997,39.96957026,39.96940099,39.96633633,39.9673359,39.96570571,39.96432805,39.96479802,39.96632837,39.9675892,39.96692005,39.96529649,39.96753725,39.96532797,39.96529979,39.96422707,39.9622355,39.96362519,39.96442789,39.96322378,39.96216152,39.96453006,39.96662431,39.9675069,39.96671232,39.96646632,39.96553361,39.96520029,39.96669358,39.9701581,39.96656032,39.96652513,39.96792177,39.96899238,39.96865917,39.96492538,39.9627478,39.96721418,39.96288357,39.96129262,39.96111621,39.95888109,39.95994271,39.96304729,nan,39.96468379,39.96225632,39.96449095,39.96374659,39.96337176,39.96106086,39.96450604,39.96838482,nan,39.95820312,39.96083608,39.95821939,39.95717942,39.95788426,nan,nan,nan,nan,nan,39.95966876,39.96008935,39.96078084,nan,39.96085715,39.95984042,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-01-05T12:00:00,2459220,8.736,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96910282,39.96899196,39.96940271,39.96699599,39.96583585,39.96746324,39.96840907,39.96811833,39.96825479,39.96667344,39.96824881,39.96895154,39.96773873,39.96869129,39.96774978,39.96752055,39.96810255,39.9695728,39.96940043,39.96633657,39.9673364,39.96570614,39.96433149,39.96479685,39.9663278,39.96759488,39.966924,39.96529875,39.96753753,39.96532733,39.96529863,39.96422845,39.96223978,39.96362657,39.96443142,39.96322501,39.96216085,39.964531,39.96662633,39.9675079,39.96671205,39.96647005,39.96551734,39.96519884,39.96669323,39.97015433,39.96656138,39.96652743,39.96792036,39.96899094,39.96866198,39.96492668,39.96274821,39.96721342,39.96288598,39.96130406,39.96112374,39.95889359,39.95993802,39.96303121,nan,39.96468306,39.9622529,39.96449068,39.96375027,39.96335947,39.96104598,39.96450583,39.96838964,nan,39.95820699,39.96083725,39.95821754,39.95717725,39.95788832,nan,nan,nan,nan,nan,39.95969459,39.96009142,39.96076567,nan,39.96081754,39.95971436,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-01-06T12:00:00,2459221,8.63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96921402,39.96900139,39.96936991,39.96701668,39.96583878,39.96746692,39.96840874,39.96812177,39.96825523,39.96667412,39.96825222,39.96895402,39.96774293,39.9686887,39.96775171,39.96751899,39.96810134,39.96956956,39.96940221,39.96633925,39.9673402,39.96570525,39.96433192,39.96479744,39.96632667,39.96759429,39.96692426,39.96529534,39.96753848,39.96532842,39.96530112,39.96423083,39.96223743,39.96363055,39.96443328,39.96322663,39.96215845,39.96453082,39.96662709,39.96751006,39.96671557,39.96647461,39.96551617,39.96520075,39.96669385,39.97015872,39.96656133,39.96652784,39.96792062,39.96899092,39.96866547,39.96492858,39.96275196,39.96721655,39.96288201,39.96130525,39.96113097,39.95889543,39.95993624,39.96302651,nan,39.96468288,39.96225581,39.96449324,39.96374942,39.96336261,39.96104828,39.96450633,39.96839196,nan,39.95820277,39.96083861,39.95821535,39.95718536,39.95788661,nan,nan,nan,nan,nan,39.95969667,39.96009391,39.96077847,nan,39.96086275,39.95984282,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-01-08T12:00:00,2459223,8.409,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.9693969,39.96899236,39.9693812,39.96700156,39.96584188,39.96747721,39.96840598,39.96812719,39.96825785,39.96667314,39.96825502,39.96895403,39.96774741,39.96869697,39.96775324,39.96751933,39.96810071,39.96957302,39.96940505,39.96634128,39.96734008,39.96570971,39.96433139,39.96480025,39.96633328,39.96759334,39.96692641,39.96529849,39.96754212,39.96533012,39.96530566,39.96422923,39.96224157,39.9636323,39.96443309,39.96322648,39.96215836,39.96453226,39.96663044,39.96751124,39.9667158,39.96646551,39.96552583,39.96520285,39.96669994,39.97015987,39.96656319,39.96652867,39.96791999,39.96899367,39.96866177,39.96492697,39.96274849,39.96721689,39.96288161,39.96129619,39.96112081,39.95889843,39.95995391,39.96305313,nan,39.96468613,39.96226331,39.96449428,39.96375298,39.96336893,39.96105156,39.96451013,39.96837903,nan,39.95821034,39.96083646,39.95821761,39.95717686,39.95788212,nan,nan,nan,nan,nan,39.95968058,39.96009681,39.96078211,nan,39.96082758,39.95974804,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-01-09T12:00:00,2459224,8.336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.9693024,39.9689877,39.96936698,39.9670013,39.96585038,39.9674715,39.96840761,39.96811212,39.96825825,39.96667768,39.96825372,39.96895334,39.96774846,39.96869709,39.96775747,39.96752313,39.96810628,39.9695724,39.9694106,39.9663399,39.96734683,39.96570913,39.96433395,39.96480354,39.96633344,39.96759532,39.96692747,39.96529667,39.96754092,39.96532999,39.96530461,39.9642309,39.96224404,39.96363143,39.96443351,39.96322752,39.96215639,39.96453432,39.96663209,39.96751442,39.96671549,39.9664725,39.96552424,39.9652024,39.9666981,39.97016386,39.9665631,39.96652854,39.96792023,39.96899136,39.96866468,39.96493043,39.96275304,39.96721582,39.96288646,39.96130271,39.96113011,39.95889733,39.95994273,39.96304341,nan,39.96469197,39.96225977,39.96449442,39.96375551,39.96336914,39.96105544,39.96451215,39.96839457,nan,39.95820835,39.96084957,39.95821266,39.95718817,39.95788265,nan,nan,nan,nan,nan,39.95970152,39.96009592,39.96078379,nan,39.96083059,39.9597705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-01-15T12:00:00,2459230,8.661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96916887,39.9689589,39.96937085,39.96700214,39.96584604,39.96746095,39.96841195,39.96811141,39.96825735,39.9666789,39.96825556,39.96895207,39.96774369,39.96869226,39.96774924,39.96751705,39.96809852,39.96957184,39.96940273,39.9663411,39.9673403,39.96570771,39.96433135,39.96480038,39.96632503,39.96759488,39.9669274,39.96529585,39.96753946,39.96533002,39.96530176,39.96423045,39.96224072,39.96362898,39.96443273,39.96322874,39.96215608,39.9645297,39.96662705,39.96750983,39.96671287,39.96647383,39.96551773,39.96519895,39.96669474,39.97015893,39.96656307,39.96652857,39.96791943,39.96899085,39.96866239,39.96492567,39.96275187,39.96721377,39.96288088,39.9613036,39.96112613,39.9589021,39.95993976,39.96304024,nan,39.96468342,39.96225606,39.96449034,39.96375044,39.96336404,39.96104892,39.96450495,39.96838306,nan,39.95820166,39.96083739,39.95821821,39.9571716,39.9578835,nan,nan,nan,nan,nan,39.95969511,39.96009616,39.96077946,nan,39.96083667,39.95974262,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-01-28T12:00:00,2459243,8.988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96971107,39.96905409,39.96942333,39.96704439,39.96585973,39.96746022,39.9684181,39.96812903,39.9682554,39.96668033,39.96825587,39.96895707,39.96774408,39.96869404,39.96775208,39.9675261,39.9681067,39.96957675,39.96940827,39.96634158,39.96734199,39.96570997,39.964332,39.96480504,39.96632876,39.96759343,39.96692723,39.96530033,39.967543,39.96533083,39.96530521,39.96423057,39.96223899,39.96363059,39.96443478,39.96323239,39.96215374,39.96453547,39.96662881,39.96751373,39.96671829,39.96646587,39.96553455,39.96520755,39.96670265,39.97016234,39.96657019,39.96653187,39.96792523,39.9689992,39.96866624,39.96493338,39.96275652,39.96722147,39.96288868,39.96129727,39.96111463,39.95891788,39.95995793,39.96306591,nan,39.96469035,39.9622677,39.96450426,39.96376395,39.9633913,39.96108744,39.9645203,39.96840476,nan,39.95821853,39.96085584,39.9582362,39.95718984,39.9578917,nan,nan,nan,nan,nan,39.95967622,39.96010428,39.96079681,nan,39.96088978,39.9599393,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-01-29T12:00:00,2459244,8.794,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96903774,39.96896149,39.96936666,39.96700407,39.96583603,39.96745359,39.9684162,39.96811906,39.96825688,39.96667379,39.96824802,39.9689496,39.96774114,39.9686941,39.96775131,39.96752166,39.96810204,39.96956929,39.9694024,39.96633769,39.96734149,39.96570634,39.96433234,39.96479975,39.96632807,39.96759137,39.96692408,39.96529784,39.96753874,39.96533138,39.96529803,39.96422791,39.9622384,39.96362973,39.96443128,39.96322813,39.96215132,39.96452817,39.96662672,39.9675088,39.96671225,39.96645956,39.96552837,39.9652004,39.96669534,39.97015871,39.96656188,39.96652628,39.96791739,39.96899075,39.96866153,39.96492434,39.96274897,39.96720744,39.96288076,39.96129096,39.96111035,39.95890908,39.9599495,39.96305579,nan,39.96467232,39.9622534,39.9644924,39.96374737,39.96337281,39.96107858,39.96450302,39.96838356,nan,39.95820865,39.96083348,39.95821772,39.95717729,39.95787605,nan,nan,nan,nan,nan,39.95966188,39.96008675,39.96077915,nan,39.9608607,39.9598216,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2021-01-30T12:00:00,2459245,8.778,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96906744,39.96896683,39.96937146,39.96700005,39.96584456,39.96744594,39.96841192,39.96811718,39.96825471,39.96667889,39.96825312,39.96895122,39.96774621,39.96869412,39.96774638,39.96752042,39.96809965,39.96957271,39.96940505,39.9663368,39.96733988,39.96570661,39.96433234,39.96480357,39.96632834,39.96759377,39.96692548,39.96529864,39.96753961,39.96533251,39.96530022,39.96422821,39.96224248,39.96362963,39.96443056,39.9632263,39.96214996,39.96452971,39.96662795,39.96751059,39.96671357,39.96646253,39.96552522,39.96520174,39.9666935,39.97015794,39.96656274,39.96652798,39.96791868,39.96899233,39.96866054,39.96493095,39.9627504,39.96721212,39.96288174,39.96129189,39.96111064,39.95891053,39.95994585,39.96305089,nan,39.96467722,39.96225319,39.96449341,39.9637578,39.96337544,39.96106495,39.96450605,39.96838206,nan,39.95820354,39.960829,39.95821807,39.95717847,39.95788268,nan,nan,nan,nan,nan,39.95967581,39.96009036,39.96078231,nan,39.9608804,39.95988985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
