date_obs,date_jd,Bobs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
2020-12-12T12:00:00,2459196,8.569,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.9689977,39.9690011,39.96939497,39.96701277,39.96584129,39.96745572,39.96841357,39.96811347,39.96825606,39.96667546,39.96824991,39.96895381,39.96774598,39.96869433,39.96775248,39.96751994,39.96810569,39.969573,39.9694037,39.96633976,39.96734168,39.96570778,39.96433319,39.96480028,39.96633415,39.96759181,39.96692362,39.96529718,39.96754034,39.96532972,39.96530042,39.96423057,39.96224022,39.96363112,39.96443551,39.96322701,39.96216707,39.96453533,39.96662984,39.96751081,39.96671629,39.96645427,39.96556277,39.96520772,39.96669616,39.97016113,39.96656217,39.96652884,39.96792004,39.96899127,39.96866037,39.96492578,39.96275155,39.96721374,39.96287795,39.96128973,39.96110847,39.95887247,39.95996472,39.96308896,nan,39.96467582,39.96225943,39.96449728,39.96374581,39.96337607,39.96109164,39.9645158,39.96838406,nan,39.958202,39.96083046,39.95822514,39.95718337,39.9578896,nan,nan,nan,nan,nan,39.95965216,39.96009435,39.96078317,nan,39.96087021,39.95991113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-12-13T12:00:00,2459197,8.546,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96903916,39.96898053,39.96937,39.96699634,39.96583581,39.96746083,39.96840659,39.96811809,39.96826296,39.9666732,39.96825519,39.96895171,39.96774345,39.96869604,39.96775115,39.96752093,39.96810435,39.96957152,39.96940071,39.96633709,39.96734155,39.96570754,39.9643318,39.96479921,39.96633388,39.96759379,39.966924,39.96529658,39.96753692,39.96532768,39.96529914,39.96423129,39.96223992,39.96362766,39.9644316,39.96322514,39.96216692,39.96453501,39.96662723,39.96750854,39.96671578,39.96647568,39.96552637,39.96519914,39.96669499,39.97016149,39.96656044,39.96652721,39.96791921,39.96898995,39.96866162,39.96492414,39.96275063,39.9672175,39.96287622,39.96130505,39.96112611,39.95887442,39.9599339,39.96302636,nan,39.96468406,39.96225412,39.96449819,39.96374925,39.96336148,39.96105337,39.96451103,39.96839239,nan,39.95822131,39.9608397,39.95822023,39.95718791,39.95788549,nan,nan,nan,nan,nan,39.95967733,39.96008602,39.96077975,nan,39.96085195,39.95987645,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-12-17T12:00:00,2459201,9.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-12-19T12:00:00,2459203,9.242,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96901011,39.96897743,39.96937918,39.96700445,39.96582512,39.96744865,39.96840288,39.96810697,39.9682527,39.9666698,39.96824634,39.96895229,39.96773816,39.9686912,39.96774543,39.96751489,39.96809934,39.96956753,39.96939528,39.96633606,39.96733361,39.96570143,39.96432959,39.96479675,39.96632743,39.96759184,39.96691838,39.9652939,39.96753514,39.96532768,39.96529759,39.96422913,39.96223528,39.96362791,39.96442905,39.96322077,39.96216248,39.96453114,39.96662587,39.96750586,39.96671181,39.96646793,39.96552799,39.96519738,39.96669304,39.97015708,39.96655603,39.96652332,39.96791887,39.96898868,39.96865889,39.9649232,39.96274808,39.9672114,39.96287943,39.96129826,39.96112037,39.95887272,39.95993522,39.96303059,nan,39.9646758,39.96224836,39.96448723,39.96374274,39.96336377,39.96104844,39.96450215,39.96838158,nan,39.95821027,39.96083392,39.95821914,39.95717329,39.95788365,nan,nan,nan,nan,nan,39.95968259,39.96008426,39.96076281,nan,39.96082017,39.95980056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-12-20T12:00:00,2459204,9.058,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96959608,39.96895333,39.96937795,39.96700983,39.96583593,39.96745168,39.96841072,39.96811034,39.96825439,39.9666686,39.96824701,39.96895219,39.96773917,39.96869208,39.96774705,39.96751528,39.96809923,39.96956824,39.96939987,39.96633371,39.96733391,39.96570386,39.96433167,39.96479524,39.96632656,39.96759194,39.96691878,39.96529462,39.96753666,39.96532677,39.96529642,39.96422593,39.96223694,39.96362798,39.96442855,39.96322115,39.96216177,39.96453063,39.96662636,39.96750559,39.96671012,39.96646786,39.9655254,39.96519805,39.96669317,39.97015644,39.96655763,39.96652417,39.96791774,39.96898757,39.96865887,39.9649227,39.96274696,39.9672153,39.96288018,39.96129869,39.96112196,39.95887409,39.95993702,39.96304261,nan,39.96467505,39.96225241,39.964488,39.96374868,39.9633624,39.96105298,39.96450412,39.96838332,nan,39.95821315,39.96083714,39.95821119,39.95717649,39.95787698,nan,nan,nan,nan,nan,39.95967536,39.96007941,39.96075237,nan,39.96080213,39.95975546,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-12-21T12:00:00,2459205,8.883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96927915,39.96894793,39.96937178,39.96700457,39.96583267,39.96745413,39.96840473,39.96810502,39.96824943,39.96666666,39.96824765,39.96895044,39.96773998,39.96868967,39.96774924,39.96751593,39.96810081,39.96956957,39.96939846,39.96633551,39.96733428,39.96570363,39.9643281,39.96479725,39.96632937,39.96759076,39.96692169,39.96529487,39.96753675,39.96532676,39.9652999,39.96422774,39.96223455,39.96362777,39.96442828,39.96322209,39.96216246,39.96453221,39.96662478,39.96750706,39.96671191,39.96647055,39.96552185,39.96519651,39.9666909,39.97015626,39.96655719,39.9665242,39.9679186,39.96898963,39.96866072,39.96492326,39.96274602,39.96721405,39.96287988,39.96129911,39.96112266,39.95887305,39.95993215,39.96303003,nan,39.96467287,39.96225272,39.96449191,39.96374303,39.96335668,39.96104455,39.96450569,39.96839193,nan,39.95820471,39.96083347,39.9582138,39.95717665,39.95787677,nan,nan,nan,nan,nan,39.95968291,39.96007707,39.96073083,nan,39.96078471,39.95973091,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-12-22T12:00:00,2459206,9.074,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96936556,39.96902678,39.96939057,39.96703011,39.96583681,39.96747566,39.96840976,39.96812543,39.9682551,39.96667602,39.96824433,39.96895619,39.96773942,39.96869214,39.96774808,39.96751554,39.96810351,39.969572,39.9694053,39.96633882,39.96733654,39.96570603,39.96433061,39.96479894,39.96633151,39.96759328,39.96692189,39.9652946,39.96754181,39.96533024,39.96529882,39.96422693,39.96223769,39.96362654,39.96443094,39.9632218,39.96216447,39.96453242,39.9666279,39.9675087,39.96671626,39.9664677,39.96553821,39.96520221,39.96669699,39.97016162,39.9665618,39.96652855,39.96792235,39.96899439,39.96866539,39.96493034,39.96275298,39.96721876,39.96288422,39.96130133,39.96111894,39.9588779,39.959947,39.96305606,nan,39.96468862,39.96225409,39.96450011,39.96375254,39.96337447,39.96106116,39.96450995,39.96839328,nan,39.95819915,39.96083782,39.95822498,39.95718382,39.95789163,nan,nan,nan,nan,nan,39.95968014,39.96009331,39.96079229,nan,39.96087098,39.95990443,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-12-25T12:00:00,2459209,9.829,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96959123,39.96902055,39.96939619,39.967021,39.96582304,39.96745767,39.96841003,39.96810949,39.96825213,39.96667102,39.96824776,39.96895143,39.96773835,39.96869304,39.96774827,39.96751858,39.96810179,39.9695726,39.96940005,39.96633367,39.96733012,39.96570384,39.96432928,39.96479765,39.96633029,39.96759059,39.96691817,39.96529317,39.9675403,39.96532944,39.96530202,39.96422851,39.96223675,39.96362718,39.96442798,39.96322093,39.96216271,39.96453019,39.96662778,39.96750896,39.96671712,39.96644677,39.96556845,39.96521075,39.96669627,39.97016034,39.96656323,39.9665258,39.96792253,39.96899106,39.96865669,39.9649274,39.96274636,39.96721747,39.96288167,39.96127661,39.96109525,39.95886962,39.95996579,39.963098,nan,39.96467674,39.96225428,39.96449466,39.96374907,39.96338945,39.96109754,39.9645172,39.96839088,nan,39.95818861,39.96082861,39.95822528,39.95717481,39.95788218,nan,nan,nan,nan,nan,39.9596274,39.96009303,39.96077321,nan,39.96084441,39.95983558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-12-26T12:00:00,2459210,10.102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96942199,39.96897829,39.9693777,39.96699435,39.96581195,39.96745123,39.96840435,39.96811419,39.96824764,39.96666167,39.96824211,39.96894948,39.96773599,39.96869023,39.96774411,39.96751631,39.96809998,39.96956707,39.96939479,39.96633196,39.96733019,39.96570423,39.96432992,39.96479525,39.96632681,39.96758927,39.96691928,39.96529661,39.96753594,39.96532535,39.9652998,39.96422743,39.9622331,39.96362196,39.96442666,39.96321953,39.96215904,39.96452979,39.96662266,39.96750604,39.96671071,39.96645973,39.9655385,39.96519925,39.96669251,39.97015782,39.96655773,39.96652078,39.96791652,39.96899016,39.96865677,39.96492109,39.96274349,39.96720949,39.96288005,39.96128851,39.96110448,39.95886886,39.95994133,39.96305195,nan,39.96466648,39.96224421,39.96448797,39.96374132,39.96335902,39.96105812,39.96449887,39.96839045,nan,39.95818699,39.96082821,39.95821535,39.95717481,39.9578745,nan,nan,nan,nan,nan,39.95966477,39.96008754,39.96074295,nan,39.96077359,39.95969664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020-12-27T12:00:00,2459211,10.199,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.96989159,39.96905032,39.96944093,39.96705162,39.96584334,39.96745612,39.96840648,39.96811945,39.9682547,39.96667298,39.96824694,39.96895118,39.96773847,39.96869081,39.96774245,39.96751601,39.96809774,39.96956819,39.96939783,39.96633299,39.96733254,39.96570053,39.9643275,39.96479788,39.96633065,39.96758845,39.96692301,39.96529545,39.96753884,39.96532879,39.96529641,39.96422795,39.96223583,39.96362416,39.9644283,39.9632214,39.96216085,39.96452996,39.96662525,39.96750567,39.9667148,39.96645817,39.96554423,39.96520301,39.96669611,39.97015955,39.9665626,39.96652291,39.96791905,39.96899384,39.96866237,39.96492521,39.9627535,39.96721744,39.9628833,39.96129263,39.96110983,39.95888052,39.95994845,39.96306625,nan,39.96467984,39.96225107,39.96449767,39.96375172,39.96337826,39.96105947,39.96451091,39.96839813,nan,39.95819948,39.96083164,39.9582171,39.95717955,39.95787771,nan,nan,nan,nan,nan,39.95966718,39.96010111,39.96078704,nan,39.96087341,39.95991361,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
